t,q1,q2,q3,q4,dq1,dq2,dq3,dq4,q1_des,q2_des,q3_des,q4_des,dq1_des,dq2_des,dq3_des,dq4_des,s1,s2,s3,s4,tau1,tau2,tau3,tau4,sat1,sat2,sat3,sat4,a1_hat,a2_hat,a3_hat,a4_hat,fv1_hat,fv2_hat,fv3_hat,fv4_hat,fc1_hat,fc2_hat,fc3_hat,fc4_hat
0.150000,-0.000000,-0.510383,0.288429,0.598052,0.000000,2.381384,-4.800000,4.800000,0.000370,-0.549778,0.100218,0.500293,0.009561,0.005711,0.005612,0.007533,-0.011413,2.572650,-3.864554,5.476783,0.004115,-1.200000,1.200000,-0.771254,0,1,1,0,1.000000,0.999920,0.999983,1.007251,0.036702,0.007023,0.000000,0.150000,0.014610,0.083092,0.114799,0.036008
0.160000,-0.000000,-0.497243,0.280498,0.558609,0.000000,1.005907,0.094457,-4.800000,0.000475,-0.549716,0.100279,0.500375,0.011476,0.006850,0.006734,0.009031,-0.013853,1.261422,0.988818,-4.401392,0.004885,-1.200000,-1.200000,0.273914,0,1,1,0,1.000000,0.999920,0.999983,1.007251,0.036702,0.007023,0.000000,0.150000,0.014610,0.083092,0.114799,0.036008
0.170000,-0.000000,-0.504431,0.305860,0.510609,0.000000,-2.082819,4.484976,-4.800000,0.000601,-0.549641,0.100353,0.500474,0.013612,0.008120,0.007986,0.010700,-0.016616,-1.864889,5.504525,-4.739751,0.005325,1.200000,-1.200000,0.325362,0,1,1,0,1.000000,0.999920,0.999983,1.007251,0.036702,0.007023,0.000000,0.150000,0.014610,0.083092,0.114799,0.036008
0.180000,-0.000000,-0.520509,0.315950,0.546682,0.000000,-1.606353,0.217887,4.800000,0.000748,-0.549553,0.100439,0.500590,0.015978,0.009524,0.009371,0.012544,-0.019720,-1.470657,1.286069,5.110104,0.006065,1.200000,-1.200000,-0.713434,0,1,1,0,1.000000,0.999920,0.999983,1.007251,0.036702,0.007023,0.000000,0.150000,0.014610,0.083092,0.114799,0.036008
0.190000,-0.000000,-0.520184,0.301132,0.594682,0.000000,1.318479,-2.827563,4.800000,0.000921,-0.549450,0.100541,0.500725,0.018578,0.011065,0.010894,0.014567,-0.023183,1.453746,-1.835502,5.443133,0.007431,-1.200000,0.974348,-0.778702,0,1,0,0,1.000000,0.999920,0.999983,1.007251,0.036702,0.007023,0.000000,0.150000,0.014610,0.083092,0.114799,0.036008
0.200000,-0.000000,-0.496526,0.277720,0.585186,0.000000,3.306162,-2.335481,-4.627142,0.001121,-0.549331,0.100658,0.500882,0.021421,0.012748,0.012557,0.016773,-0.027025,3.557441,-1.462727,-4.053782,0.009169,-1.200000,0.740957,0.227845,0,1,0,0,1.000000,0.999920,0.999983,1.007251,0.036702,0.007023,0.000000,0.150000,0.014610,0.083092,0.114799,0.036008
0.210000,-0.000000,-0.481158,0.279154,0.537186,0.000000,0.167831,2.017762,-4.800000,0.001350,-0.549195,0.100792,0.501061,0.024511,0.014575,0.014364,0.019164,-0.031262,0.493438,2.895208,-4.566288,0.009915,-0.834896,-1.200000,0.298457,0,0,1,0,1.000000,0.999920,0.999983,1.007251,0.036702,0.007023,0.000000,0.150000,0.014610,0.083092,0.114799,0.036008
0.220000,-0.000000,-0.492700,0.316898,0.490568,0.000000,-2.113824,4.800000,-3.795840,0.001612,-0.549039,0.100945,0.501266,0.027853,0.016547,0.016318,0.021744,-0.035912,-1.848678,5.863445,-3.892469,0.010677,1.200000,-1.200000,0.255688,0,1,1,0,1.000000,0.999920,0.999983,1.007251,0.036702,0.007023,0.000000,0.150000,0.014610,0.083092,0.114799,0.036008
0.230000,-0.000000,-0.506785,0.330111,0.530691,0.000000,-1.192611,0.486006,4.800000,0.001908,-0.548863,0.101119,0.501497,0.031451,0.018668,0.018420,0.024514,-0.040992,-1.000888,1.612547,4.979845,0.011899,0.714282,-1.200000,-0.684453,0,0,1,0,1.000000,0.999920,0.999983,1.007251,0.036702,0.007023,0.000000,0.150000,0.014610,0.083092,0.114799,0.036008
0.240000,-0.000000,-0.502261,0.317855,0.578691,0.000000,1.729696,-2.550831,4.800000,0.002242,-0.548665,0.101314,0.501757,0.035309,0.020937,0.020672,0.027475,-0.046518,1.940778,-1.488802,5.311066,0.014028,-1.200000,0.677872,-0.748852,0,1,0,0,1.000000,0.999920,0.999983,1.007251,0.036702,0.007023,0.000000,0.150000,0.014610,0.083092,0.114799,0.036008
0.250000,-0.000000,-0.502261,0.317855,0.578691,0.000000,1.729696,-2.550831,4.800000,0.002615,-0.548444,0.101533,0.502047,0.039429,0.023356,0.023076,0.030627,-0.052505,1.937252,-1.492299,5.305881,0.015620,-1.200000,0.683003,-0.746662,0,1,0,0,1.000000,0.999920,0.999983,1.007251,0.036702,0.007023,0.000000,0.150000,0.014610,0.083092,0.114799,0.036008
0.260000,-0.000000,-0.462854,0.306211,0.519359,0.000000,0.361196,2.048231,-4.800000,0.003031,-0.548198,0.101776,0.502370,0.043814,0.025926,0.025633,0.033971,-0.058970,0.761986,3.044770,-4.715048,0.017610,-1.115647,-1.200000,0.338042,0,0,1,0,1.000000,0.999920,0.999983,1.007251,0.036702,0.007023,0.000000,0.150000,0.014610,0.083092,0.114799,0.036008
0.270000,0.000000,-0.472120,0.343679,0.471359,0.000032,-1.784932,4.800000,-4.800000,0.003492,-0.547925,0.102046,0.502727,0.048465,0.028647,0.028342,0.037505,-0.065895,-1.434554,5.979821,-5.057083,0.018627,1.139855,-1.200000,0.405623,0,0,1,0,1.000000,0.999920,0.999983,1.007251,0.036702,0.007023,0.000000,0.150000,0.014610,0.083092,0.114799,0.036008
0.280000,0.000000,-0.472120,0.343679,0.471359,0.000032,-1.784932,4.800000,-4.800000,0.004001,-0.547624,0.102344,0.503121,0.053383,0.031517,0.031205,0.041228,-0.073358,-1.438928,5.975470,-5.063561,0.020485,1.146348,-1.200000,0.408265,0,0,1,0,1.000000,0.999920,0.999983,1.007251,0.036702,0.007023,0.000000,0.150000,0.014610,0.083092,0.114799,0.036008
0.290000,0.000145,-0.481236,0.344550,0.557452,0.017420,1.634870,-2.456409,4.800000,0.004561,-0.547294,0.102671,0.503552,0.058568,0.034537,0.034222,0.045139,-0.063229,1.930623,-1.281234,5.132159,0.020468,-1.200000,0.522021,-0.698567,0,1,0,0,1.000000,0.999920,0.999983,1.007251,0.036702,0.007023,0.000000,0.150000,0.014610,0.083092,0.114799,0.036008
0.300000,0.000396,-0.450176,0.304893,0.605452,0.030601,4.070407,-4.800000,4.800000,0.005174,-0.546933,0.103029,0.504024,0.064020,0.037705,0.037391,0.049234,-0.057306,4.516485,-3.828068,5.460762,0.021663,-1.200000,1.200000,-0.767780,0,1,1,0,1.000000,0.999920,0.999983,1.007251,0.036702,0.007023,0.000000,0.150000,0.014610,0.083092,0.114799,0.036008
0.310000,0.000396,-0.450176,0.304893,0.605452,0.030601,4.070407,-4.800000,4.800000,0.005842,-0.546539,0.103419,0.504538,0.069738,0.041019,0.040711,0.053511,-0.066366,4.511203,-3.833340,5.452890,0.023994,-1.200000,1.200000,-0.764687,0,1,1,0,1.000000,0.999920,0.999983,1.007251,0.036702,0.007023,0.000000,0.150000,0.014610,0.083092,0.114799,0.036008
0.320000,0.001045,-0.438297,0.346859,0.515533,0.036620,-1.479974,4.800000,-4.800000,0.006569,-0.546112,0.103843,0.505095,0.075720,0.044478,0.044182,0.057966,-0.066722,-0.985378,5.970898,-4.784901,0.022865,0.667437,-1.200000,0.342526,0,0,1,0,1.000000,0.999920,0.999983,1.007251,0.036702,0.007023,0.000000,0.150000,0.014610,0.083092,0.114799,0.036008
0.330000,0.001480,-0.456444,0.394859,0.467533,0.049211,-2.095587,4.800000,-4.800000,0.007357,-0.545649,0.104303,0.505697,0.081964,0.048080,0.047802,0.062595,-0.062138,-1.697640,6.204979,-5.129748,0.022555,1.200000,-1.200000,0.434866,0,1,1,0,1.000000,0.999920,0.999983,1.007251,0.036702,0.007023,0.000000,0.150000,0.014610,0.083092,0.114799,0.036008
0.340000,0.002064,-0.458774,0.397104,0.507291,0.065365,0.817910,-1.144666,4.800000,0.008209,-0.545150,0.104800,0.506347,0.088468,0.051821,0.051568,0.067393,-0.053830,1.197970,0.265286,4.739215,0.023095,-1.200000,-0.730482,-0.604763,0,1,0,0,1.000000,0.999920,0.999983,1.007251,0.036702,0.007023,0.000000,0.150000,0.014610,0.083092,0.114799,0.036008
0.350000,0.002064,-0.458774,0.397104,0.507291,0.065365,0.817910,-1.144666,4.800000,0.009128,-0.544613,0.105335,0.507046,0.095228,0.055698,0.055478,0.072356,-0.065181,1.191405,0.258700,4.729362,0.025684,-1.200000,-0.721954,-0.601128,0,1,0,0,1.000000,0.999920,0.999983,1.007251,0.036702,0.007023,0.000000,0.150000,0.014610,0.083092,0.114799,0.036008
0.360000,0.003600,-0.410088,0.361848,0.524048,0.081838,1.844312,0.059700,-4.800000,0.010115,-0.544036,0.105910,0.507795,0.102241,0.059709,0.059531,0.077476,-0.052979,2.454343,1.279861,-4.763704,0.026632,-1.200000,-1.200000,0.379525,0,1,1,0,1.000000,0.999920,0.999983,1.007251,0.036702,0.007023,0.000000,0.150000,0.014610,0.083092,0.114799,0.036008
0.370000,0.004462,-0.396740,0.364240,0.476048,0.089912,0.921023,0.388867,-4.800000,0.011173,-0.543418,0.106526,0.508596,0.109502,0.063849,0.063722,0.082749,-0.053145,1.590563,1.613713,-5.110584,0.027060,-1.200000,-1.200000,0.470160,0,1,1,0,1.000000,0.999920,0.999983,1.007251,0.036702,0.007023,0.000000,0.150000,0.014610,0.083092,0.114799,0.036008
0.380000,0.005421,-0.385919,0.337330,0.512557,0.100889,0.878244,-3.183664,4.800000,0.012306,-0.542758,0.107185,0.509450,0.117007,0.068114,0.068049,0.088167,-0.050540,1.594328,-2.100987,4.733581,0.026696,-1.200000,1.200000,-0.568910,0,1,1,0,1.000000,0.999920,0.999983,1.007251,0.036702,0.007023,0.000000,0.150000,0.014610,0.083092,0.114799,0.036008
0.390000,0.006495,-0.380306,0.304308,0.560557,0.112786,0.308288,-3.404529,4.800000,0.013514,-0.542055,0.107888,0.510360,0.124750,0.072500,0.072507,0.093725,-0.047059,1.044533,-2.494935,5.057658,0.026506,-1.200000,1.200000,-0.638759,0,1,1,0,1.000000,0.999920,0.999983,1.007251,0.036702,0.007023,0.000000,0.150000,0.014610,0.083092,0.114799,0.036008
0.400000,0.007662,-0.400438,0.326934,0.517902,0.120790,-3.369212,4.335573,-4.800000,0.014801,-0.541308,0.108635,0.511325,0.132726,0.077003,0.077094,0.099413,-0.047632,-2.741866,5.349971,-4.853377,0.025090,1.200000,-1.200000,0.397567,0,1,1,0,1.000000,0.999920,0.999983,1.007251,0.036702,0.007023,0.000000,0.150000,0.014610,0.083092,0.114799,0.036008
0.410000,0.008955,-0.440290,0.374881,0.469902,0.136925,-4.290829,4.800000,-4.800000,0.016170,-0.540515,0.109430,0.512348,0.140928,0.081617,0.081805,0.105225,-0.040075,-3.871322,6.045453,-5.202350,0.023782,1.200000,-1.200000,0.485792,0,1,1,0,1.000000,0.999920,0.999983,1.007251,0.036702,0.007023,0.000000,0.150000,0.014610,0.083092,0.114799,0.036008
0.420000,0.010445,-0.460099,0.372869,0.510878,0.157922,-0.520143,-1.872678,4.800000,0.017621,-0.539675,0.110272,0.513430,0.149350,0.086337,0.086635,0.111152,-0.027309,-0.208598,-0.646328,4.670980,0.024763,-0.039191,0.105608,-0.555813,0,0,0,0,1.000000,0.999920,0.999983,1.007251,0.036702,0.007023,0.000000,0.150000,0.014610,0.083092,0.114799,0.036008
0.430000,0.012091,-0.449198,0.337886,0.558878,0.168827,2.372110,-4.800000,4.800000,0.019157,-0.538788,0.111163,0.514572,0.157986,0.091158,0.091580,0.117186,-0.024491,2.728902,-3.757964,4.992955,0.028050,-1.200000,1.200000,-0.641376,0,1,1,0,1.000000,0.999952,0.999786,1.008134,0.036803,0.005709,0.000000,0.137657,0.015025,0.085259,0.121531,0.000000
0.440000,0.013780,-0.434474,0.326940,0.522865,0.168987,1.167104,-0.116247,-4.800000,0.020781,-0.537852,0.112104,0.515774,0.166826,0.096074,0.096635,0.123318,-0.032845,1.587916,0.861297,-4.873679,0.030381,-1.200000,-1.059007,0.397774,0,1,0,0,1.000000,0.999952,0.999786,1.008134,0.036803,0.005709,0.000000,0.137657,0.015025,0.085259,0.121531,0.000000
0.450000,0.015488,-0.439657,0.349383,0.474865,0.173470,-1.849936,4.130802,-4.800000,0.022494,-0.536866,0.113096,0.517038,0.175864,0.101080,0.101794,0.129538,-0.037429,-1.464973,5.210445,-5.224749,0.028616,1.200000,-1.200000,0.449214,0,1,1,0,1.000000,0.999952,0.999786,1.008134,0.036803,0.005709,0.000000,0.137657,0.015025,0.085259,0.121531,0.000000
0.460000,0.017329,-0.454712,0.357318,0.513016,0.193308,-1.589759,0.209465,4.800000,0.024299,-0.535830,0.114140,0.518365,0.185092,0.106168,0.107053,0.135838,-0.026635,-1.290338,1.318302,4.626718,0.026617,1.057113,-1.200000,-0.589149,0,0,1,0,1.000000,0.999952,0.999786,1.008134,0.036803,0.005709,0.000000,0.137657,0.015025,0.085259,0.121531,0.000000
0.470000,0.019382,-0.453844,0.342544,0.561016,0.213480,1.402914,-2.813280,4.800000,0.026197,-0.534742,0.115237,0.519755,0.194500,0.111332,0.112406,0.142206,-0.015096,1.696074,-1.789152,4.946619,0.028682,-1.200000,1.014560,-0.648758,0,1,0,0,1.000000,0.999952,0.999786,1.008134,0.036803,0.005709,0.000000,0.137657,0.015025,0.085259,0.121531,0.000000
0.480000,0.021554,-0.428473,0.313846,0.568302,0.218549,3.534949,-3.303302,-1.568572,0.028190,-0.533603,0.116388,0.521210,0.204081,0.116567,0.117847,0.148634,-0.018710,3.944031,-2.433863,-1.387559,0.033683,-1.200000,1.200000,0.015070,0,1,1,0,1.000000,0.999952,0.999786,1.008134,0.036803,0.005709,0.000000,0.137657,0.015025,0.085259,0.121531,0.000000
0.490000,0.023704,-0.412928,0.316200,0.520302,0.213802,0.206647,2.068887,-4.800000,0.030279,-0.532411,0.117595,0.522728,0.213824,0.121864,0.123370,0.155110,-0.032899,0.682195,2.938547,-4.972095,0.033140,-0.993368,-1.200000,0.400655,0,0,1,0,1.000000,0.999952,0.999786,1.008134,0.036803,0.005709,0.000000,0.137657,0.015025,0.085259,0.121531,0.000000
0.500000,0.023704,-0.412928,0.316200,0.520302,0.213802,0.206647,2.068887,-4.800000,0.032467,-0.531165,0.118856,0.524312,0.223720,0.127218,0.128968,0.161625,-0.053733,0.670614,2.926641,-4.989695,0.037095,-0.979330,-1.200000,0.405089,0,0,1,0,1.000000,0.999952,0.999786,1.008134,0.036803,0.005709,0.000000,0.137657,0.015025,0.085259,0.121531,0.000000
0.510000,0.028326,-0.440386,0.371051,0.516038,0.252457,-1.388199,0.739101,4.800000,0.034754,-0.529866,0.120174,0.525961,0.233759,0.132622,0.134636,0.168167,-0.013440,-1.073419,1.858848,4.562376,0.027651,0.819389,-1.200000,-0.581243,0,0,1,0,1.000000,0.999952,0.999786,1.008134,0.036803,0.005709,0.000000,0.137657,0.015025,0.085259,0.121531,0.000000
0.520000,0.028326,-0.440386,0.371051,0.516038,0.252457,-1.388199,0.739101,4.800000,0.037142,-0.528513,0.121549,0.527675,0.243931,0.138067,0.140366,0.174727,-0.035554,-1.085632,1.846243,4.543816,0.031444,0.833394,-1.200000,-0.576669,0,0,1,0,1.000000,0.999952,0.999786,1.008134,0.036803,0.005709,0.000000,0.137657,0.015025,0.085259,0.121531,0.000000
0.530000,0.031018,-0.453573,0.372903,0.564038,0.282658,-1.316154,-0.177302,4.800000,0.039633,-0.527105,0.122982,0.529455,0.254227,0.143547,0.146153,0.181291,-0.014643,-1.092039,0.926153,4.860790,0.028972,0.874477,-1.157925,-0.638345,0,0,0,0,1.000000,0.999952,0.999786,1.008134,0.036803,0.005709,0.000000,0.137657,0.015025,0.085259,0.121531,0.000000
0.540000,0.036906,-0.438778,0.362327,0.531721,0.299665,2.716317,-1.741425,-4.800000,0.042227,-0.525642,0.124472,0.531301,0.264634,0.149054,0.151989,0.187850,0.008425,3.001584,-0.704143,-4.984911,0.033973,-1.200000,0.210610,0.438384,0,1,0,0,1.000000,1.000136,0.999902,1.010383,0.036890,0.000803,0.020439,0.143301,0.015298,0.101480,0.107613,0.000000
0.550000,0.039855,-0.399016,0.331140,0.483721,0.289250,4.800000,-4.107666,-4.800000,0.044926,-0.524124,0.126022,0.533212,0.275142,0.154580,0.157867,0.194392,-0.011245,5.270959,-3.239938,-5.340832,0.041185,-1.200000,1.200000,0.533407,0,1,1,0,1.000000,1.000136,0.999902,1.010383,0.036890,0.000803,0.020439,0.143301,0.015298,0.101480,0.107613,0.000000
0.560000,0.042689,-0.360205,0.284787,0.492287,0.280520,3.067447,-4.646746,4.349962,0.047730,-0.522550,0.127630,0.535189,0.285741,0.160119,0.163781,0.200906,-0.030427,3.719056,-4.024741,3.848744,0.040616,-1.200000,1.200000,-0.437207,0,1,1,0,1.000000,1.000136,0.999902,1.010383,0.036890,0.000803,0.020439,0.143301,0.015298,0.101480,0.107613,0.000000
0.570000,0.042689,-0.360205,0.284787,0.492287,0.280520,3.067447,-4.646746,4.349962,0.050641,-0.520921,0.129297,0.537230,0.296418,0.165662,0.169722,0.207380,-0.055658,3.705369,-4.039020,3.827979,0.045426,-1.200000,1.200000,-0.431928,0,1,1,0,1.000000,1.000136,0.999902,1.010383,0.036890,0.000803,0.020439,0.143301,0.015298,0.101480,0.107613,0.000000
0.580000,0.048615,-0.368288,0.319687,0.466344,0.318554,-2.174282,4.800000,-4.800000,0.053659,-0.519237,0.131024,0.539336,0.307163,0.171201,0.175684,0.213803,-0.013830,-1.590739,5.567628,-5.524752,0.031587,1.200000,-1.200000,0.523618,0,1,1,0,1.000000,1.000136,0.999902,1.010383,0.036890,0.000803,0.020439,0.143301,0.015298,0.101480,0.107613,0.000000
0.590000,0.052002,-0.393183,0.367687,0.418344,0.355596,-2.754314,4.800000,-4.800000,0.056784,-0.517497,0.132811,0.541506,0.317964,0.176729,0.181660,0.220162,0.013718,-2.309470,5.792719,-5.882301,0.026776,1.200000,-1.200000,0.615402,0,1,1,0,1.000000,1.000136,0.999902,1.010383,0.036890,0.000803,0.020439,0.143301,0.015298,0.101480,0.107613,0.000000
0.600000,0.055674,-0.398214,0.365324,0.461072,0.374221,0.887708,-1.811378,4.800000,0.060018,-0.515702,0.134657,0.543739,0.328809,0.182238,0.187641,0.226448,0.023689,1.292912,-0.845688,3.994878,0.030344,-1.200000,0.227922,-0.426637,0,1,0,0,1.000000,1.000136,0.999902,1.010383,0.036890,0.000803,0.020439,0.143301,0.015298,0.101480,0.107613,0.000000
0.610000,0.059398,-0.373335,0.330751,0.509072,0.368500,3.781641,-4.800000,4.800000,0.063361,-0.513853,0.136564,0.546035,0.339686,0.187720,0.193621,0.232647,0.009000,4.296511,-4.022684,4.308610,0.038545,-1.200000,1.200000,-0.487841,0,1,1,0,1.000000,1.000136,0.999902,1.010383,0.036890,0.000803,0.020439,0.143301,0.015298,0.101480,0.107613,0.000000
0.620000,0.062992,-0.353237,0.327302,0.472815,0.353793,1.015548,1.148349,-4.800000,0.066812,-0.511948,0.138530,0.548392,0.350583,0.193167,0.199591,0.238748,-0.015891,1.615936,1.892619,-5.567789,0.039946,-1.200000,-1.200000,0.554380,0,1,1,0,1.000000,1.000136,0.999902,1.010383,0.036890,0.000803,0.020439,0.143301,0.015298,0.101480,0.107613,0.000000
0.630000,0.066572,-0.359167,0.361422,0.424815,0.364431,-1.624513,4.800000,-4.800000,0.070372,-0.509989,0.140556,0.550809,0.361488,0.198571,0.205544,0.244740,-0.016062,-1.068972,5.698789,-5.926704,0.034537,0.810263,-1.200000,0.616320,0,0,1,0,1.000000,1.000136,0.999902,1.010383,0.036890,0.000803,0.020439,0.143301,0.015298,0.101480,0.107613,0.000000
0.640000,0.066572,-0.359167,0.361422,0.424815,0.364431,-1.624513,4.800000,-4.800000,0.074042,-0.507977,0.142641,0.553286,0.372390,0.203924,0.211473,0.250612,-0.045310,-1.084388,5.682435,-5.949914,0.039327,0.826623,-1.200000,0.622139,0,0,1,0,1.000000,1.000136,0.999902,1.010383,0.036890,0.000803,0.020439,0.143301,0.015298,0.101480,0.107613,0.000000
0.650000,0.074394,-0.369099,0.364417,0.514333,0.409231,1.290129,-2.047654,4.800000,0.077820,-0.505911,0.144785,0.555821,0.383275,0.209219,0.217369,0.256352,0.008826,1.764972,-1.166865,4.253229,0.035617,-1.200000,0.494789,-0.485119,0,1,0,0,1.000000,1.000136,0.999902,1.010383,0.036890,0.000803,0.020439,0.143301,0.015298,0.101480,0.107613,0.000000
0.660000,0.078546,-0.343064,0.329805,0.562333,0.417669,3.676246,-4.635088,4.800000,0.081707,-0.503793,0.146988,0.558413,0.394132,0.214447,0.223225,0.261948,0.007733,4.265441,-3.944225,4.565491,0.041567,-1.200000,1.200000,-0.545390,0,1,1,0,1.000000,1.000136,0.999902,1.010383,0.036890,0.000803,0.020439,0.143301,0.015298,0.101480,0.107613,0.000000
