t,q1,q2,q3,q4,dq1,dq2,dq3,dq4,q1_des,q2_des,q3_des,q4_des,dq1_des,dq2_des,dq3_des,dq4_des,s1,s2,s3,s4,tau1,tau2,tau3,tau4,sat1,sat2,sat3,sat4,a1_hat,a2_hat,a3_hat,a4_hat,fv1_hat,fv2_hat,fv3_hat,fv4_hat,fc1_hat,fc2_hat,fc3_hat,fc4_hat
0.180000,-0.000000,-0.565742,0.298321,0.588517,0.000000,-1.653049,0.393122,4.800000,0.000748,-0.549553,0.100439,0.500590,0.015978,0.009524,0.009371,0.012544,-0.019720,-1.743515,1.373157,5.402945,0.005920,1.200000,-1.200000,-0.790210,0,1,1,0,1.000000,1.000113,0.999818,1.003883,0.036702,0.001266,0.000000,0.150000,0.014610,0.083411,0.114874,0.036147
0.190000,-0.000000,-0.565827,0.284823,0.636517,0.000000,1.260093,-2.690398,4.800000,0.000921,-0.549450,0.100541,0.500725,0.018578,0.011065,0.010894,0.014567,-0.023183,1.167146,-1.779879,5.735974,0.007232,-1.200000,0.934684,-0.853520,0,1,0,0,1.000000,1.000113,0.999818,1.003883,0.036702,0.001266,0.000000,0.150000,0.014610,0.083411,0.114874,0.036147
0.200000,-0.000000,-0.565827,0.284823,0.636517,0.000000,1.260093,-2.690398,4.800000,0.001121,-0.549331,0.100658,0.500882,0.021421,0.012748,0.012557,0.016773,-0.027025,1.164868,-1.782128,5.732672,0.008294,-1.200000,0.938179,-0.852041,0,1,0,0,1.000000,1.000113,0.999818,1.003883,0.036702,0.001266,0.000000,0.150000,0.014610,0.083411,0.114874,0.036147
0.210000,-0.000000,-0.544052,0.265944,0.619487,0.000000,3.131653,-2.076516,-4.800000,0.001350,-0.549195,0.100792,0.501061,0.024511,0.014575,0.014364,0.019164,-0.031262,3.142790,-1.265123,-3.990188,0.010124,-1.200000,0.592601,0.187509,0,1,0,0,1.000000,1.000113,0.999818,1.003883,0.036702,0.001266,0.000000,0.150000,0.014610,0.083411,0.114874,0.036147
0.220000,-0.000000,-0.530080,0.268852,0.571487,0.000000,0.042300,2.128695,-4.800000,0.001612,-0.549039,0.100945,0.501266,0.027853,0.016547,0.016318,0.021744,-0.035912,0.120546,2.951909,-4.330198,0.010955,-0.427127,-1.200000,0.240200,0,0,1,0,1.000000,1.000113,0.999818,1.003883,0.036702,0.001266,0.000000,0.150000,0.014610,0.083411,0.114874,0.036147
0.230000,-0.000000,-0.542199,0.306459,0.524238,0.000000,-2.147909,4.800000,-4.139117,0.001908,-0.548863,0.101119,0.501497,0.031451,0.018668,0.018420,0.024514,-0.040992,-2.133255,5.808279,-4.004440,0.011831,1.200000,-1.200000,0.235185,0,1,1,0,1.000000,1.000113,0.999818,1.003883,0.036702,0.001266,0.000000,0.150000,0.014610,0.083411,0.114874,0.036147
0.240000,-0.000000,-0.553016,0.316297,0.562554,0.000000,-0.621084,-0.082132,4.800000,0.002242,-0.548665,0.101314,0.501757,0.035309,0.020937,0.020672,0.027475,-0.046518,-0.663773,0.972108,5.198107,0.013227,0.393798,-1.200000,-0.736418,0,0,1,0,1.000000,1.000113,0.999818,1.003883,0.036702,0.001266,0.000000,0.150000,0.014610,0.083411,0.114874,0.036147
0.250000,0.000005,-0.543450,0.299051,0.610554,0.000842,2.211444,-3.045493,4.800000,0.002615,-0.548444,0.101533,0.502047,0.039429,0.023356,0.023076,0.030627,-0.051638,2.213059,-2.080979,5.528922,0.015324,-1.200000,1.165834,-0.799808,0,1,0,0,1.000000,1.000113,0.999818,1.003883,0.036702,0.001266,0.000000,0.150000,0.014610,0.083411,0.114874,0.036147
0.260000,0.000018,-0.518464,0.282796,0.590278,0.001586,2.980407,-1.517043,-4.800000,0.003031,-0.548198,0.101776,0.502370,0.043814,0.025926,0.025633,0.033971,-0.057295,3.103147,-0.637577,-4.218617,0.017723,-1.200000,0.079163,0.241766,0,1,0,0,1.000000,1.000113,0.999818,1.003883,0.036702,0.001266,0.000000,0.150000,0.014610,0.083411,0.114874,0.036147
0.270000,0.000019,-0.507120,0.293329,0.542278,0.000000,-0.296301,3.048792,-4.800000,0.003492,-0.547925,0.102046,0.502727,0.048465,0.028647,0.028342,0.037505,-0.065832,-0.120925,3.976863,-4.560651,0.018908,-0.194333,-1.200000,0.292530,0,0,1,0,1.000000,1.000113,0.999818,1.003883,0.036702,0.001266,0.000000,0.150000,0.014610,0.083411,0.114874,0.036147
0.280000,0.000028,-0.516344,0.319246,0.535790,0.001648,-1.515947,2.581260,1.756793,0.004001,-0.547624,0.102344,0.503121,0.053383,0.031517,0.031205,0.041228,-0.071602,-1.391061,3.634565,1.944253,0.019732,1.108370,-1.200000,-0.381079,0,0,1,0,1.000000,1.000113,0.999818,1.003883,0.036702,0.001266,0.000000,0.150000,0.014610,0.083411,0.114874,0.036147
0.290000,0.000102,-0.522396,0.323556,0.583600,0.011996,-0.088364,-0.343377,4.800000,0.004561,-0.547294,0.102671,0.503552,0.058568,0.034537,0.034222,0.045139,-0.068867,0.001588,0.726829,5.315198,0.020330,-0.295983,-1.110076,-0.759710,0,0,0,0,1.000000,1.000113,0.999818,1.003883,0.036702,0.001266,0.000000,0.150000,0.014610,0.083411,0.114874,0.036147
0.300000,0.000302,-0.508534,0.304658,0.631600,0.026358,2.591601,-3.163242,4.800000,0.005174,-0.546933,0.103029,0.504024,0.064020,0.037705,0.037391,0.049234,-0.062018,2.745892,-2.192484,5.643801,0.021448,-1.200000,1.200000,-0.832907,0,1,1,0,1.000000,1.000113,1.000027,1.007406,0.036813,0.001269,0.015557,0.150000,0.015122,0.083404,0.111614,0.005089
0.310000,0.000613,-0.486564,0.295451,0.604004,0.034651,2.250831,-0.629966,-4.800000,0.005842,-0.546539,0.103419,0.504538,0.069738,0.041019,0.040711,0.053511,-0.061233,2.509689,0.289484,-4.157243,0.022994,-1.200000,-0.679993,0.216904,0,1,0,0,1.000000,1.000113,1.000027,1.007406,0.036813,0.001269,0.015557,0.150000,0.015122,0.083404,0.111614,0.005089
0.320000,0.000969,-0.481841,0.313934,0.556004,0.036788,-0.902417,3.789699,-4.800000,0.006569,-0.546112,0.103843,0.505095,0.075720,0.044478,0.044182,0.057966,-0.066933,-0.625540,4.795972,-4.501599,0.023283,0.321489,-1.200000,0.268235,0,0,1,0,1.000000,1.000113,1.000027,1.007406,0.036813,0.001269,0.015557,0.150000,0.015122,0.083404,0.111614,0.005089
0.330000,0.000969,-0.481841,0.313934,0.556004,0.036788,-0.902417,3.789699,-4.800000,0.007357,-0.545649,0.104303,0.505697,0.081964,0.048080,0.047802,0.062595,-0.077118,-0.631455,4.790053,-4.510447,0.025682,0.329869,-1.200000,0.270795,0,0,1,0,1.000000,1.000113,1.000027,1.007406,0.036813,0.001269,0.015557,0.150000,0.015122,0.083404,0.111614,0.005089
0.340000,0.001397,-0.489606,0.326586,0.581683,0.047944,-0.959050,0.583900,4.800000,0.008209,-0.545150,0.104800,0.506347,0.088468,0.051821,0.051568,0.067393,-0.074584,-0.733151,1.641263,5.259960,0.025207,0.455518,-1.200000,-0.757701,0,0,1,0,1.000000,1.000113,1.000027,1.007406,0.036813,0.001269,0.015557,0.150000,0.015122,0.083404,0.111614,0.005089
0.350000,0.001971,-0.489189,0.320301,0.629683,0.064585,0.765261,-1.506003,4.800000,0.009128,-0.544613,0.105335,0.507046,0.095228,0.055698,0.055478,0.072356,-0.066425,0.986679,-0.486652,5.586107,0.025788,-1.200000,-0.115071,-0.822776,0,1,0,0,1.000000,1.000113,1.000027,1.007406,0.036813,0.001269,0.015557,0.150000,0.015122,0.083404,0.111614,0.005089
0.360000,0.002720,-0.472969,0.294655,0.677683,0.082719,2.323061,-3.439627,4.800000,0.010115,-0.544036,0.105910,0.507795,0.102241,0.059709,0.059531,0.077476,-0.056498,2.618687,-2.555434,5.911743,0.026229,-1.200000,1.200000,-0.888152,0,1,1,0,1.000000,1.000113,1.000027,1.007406,0.036813,0.001269,0.015557,0.150000,0.015122,0.083404,0.111614,0.005089
0.370000,0.003591,-0.467942,0.303312,0.637408,0.091204,-0.284374,1.871120,-4.800000,0.011173,-0.543418,0.106526,0.508596,0.109502,0.063849,0.063722,0.082749,-0.056212,0.029156,2.791327,-3.981062,0.026565,-0.316790,-1.200000,0.165406,0,0,1,0,1.000000,1.000113,1.000027,1.007406,0.036813,0.001269,0.015557,0.150000,0.015122,0.083404,0.111614,0.005089
0.380000,0.004553,-0.485675,0.342593,0.589408,0.101842,-2.549644,4.800000,-4.800000,0.012306,-0.542758,0.107185,0.509450,0.117007,0.068114,0.068049,0.088167,-0.053928,-2.332342,5.908992,-4.328462,0.025368,1.200000,-1.200000,0.229418,0,1,1,0,1.000000,1.000113,1.000027,1.007406,0.036813,0.001269,0.015557,0.150000,0.015122,0.083404,0.111614,0.005089
0.390000,0.005683,-0.498815,0.351132,0.623160,0.121901,-0.770918,-0.360633,4.800000,0.013514,-0.542055,0.107888,0.510360,0.124750,0.072500,0.072507,0.093725,-0.042005,-0.627220,0.783082,5.495877,0.024491,0.386398,-1.116763,-0.801136,0,0,0,0,1.000000,1.000113,1.000027,1.007406,0.036813,0.001269,0.015557,0.150000,0.015122,0.083404,0.111614,0.005089
0.400000,0.007008,-0.490409,0.331382,0.671160,0.140139,2.122102,-3.273690,4.800000,0.014801,-0.541308,0.108635,0.511325,0.132726,0.077003,0.077094,0.099413,-0.031553,2.299592,-2.237054,5.819429,0.026370,-1.200000,1.200000,-0.866117,0,1,1,0,1.000000,1.000219,1.000166,1.010284,0.036951,0.000000,0.033470,0.150000,0.015694,0.089035,0.104583,0.000000
0.410000,0.008446,-0.467776,0.315935,0.645855,0.145964,2.737764,-1.524139,-4.800000,0.016170,-0.540515,0.109430,0.512348,0.140928,0.081617,0.081805,0.105225,-0.033580,3.019840,-0.573420,-3.970679,0.029684,-1.200000,0.042850,0.183639,0,1,0,0,1.000000,1.000219,1.000166,1.010284,0.036951,0.000000,0.033470,0.150000,0.015694,0.089035,0.104583,0.000000
0.420000,0.009897,-0.458665,0.325964,0.597855,0.145638,-0.492165,2.954049,-4.800000,0.017621,-0.539675,0.110272,0.513430,0.149350,0.086337,0.086635,0.111152,-0.042330,-0.173452,3.945877,-4.320178,0.029061,-0.116386,-1.200000,0.234158,0,0,1,0,1.000000,1.000219,1.000166,1.010284,0.036951,0.000000,0.033470,0.150000,0.015694,0.089035,0.104583,0.000000
0.430000,0.011432,-0.469887,0.353411,0.582079,0.160500,-1.699899,2.804977,0.433795,0.019157,-0.538788,0.111163,0.514572,0.157986,0.091158,0.091580,0.117186,-0.036113,-1.446555,3.924639,0.789163,0.026997,1.198030,-1.200000,-0.285299,0,0,1,0,1.000000,1.000219,1.000166,1.010284,0.036951,0.000000,0.033470,0.150000,0.015694,0.089035,0.104583,0.000000
0.440000,0.013159,-0.476098,0.355553,0.628277,0.182127,-0.048006,-0.622663,4.800000,0.020781,-0.537852,0.112104,0.515774,0.166826,0.096074,0.096635,0.123318,-0.022808,0.164688,0.497946,5.464201,0.026599,-0.431391,-0.909425,-0.796108,0,0,0,0,1.000000,1.000219,1.000166,1.010284,0.036951,0.000000,0.033470,0.150000,0.015694,0.089035,0.104583,0.000000
0.450000,0.015071,-0.460820,0.333511,0.676277,0.197228,2.815275,-3.508083,4.800000,0.022494,-0.536866,0.113096,0.517038,0.175864,0.101080,0.101794,0.129538,-0.015752,3.094426,-2.507804,5.785132,0.029436,-1.200000,1.200000,-0.857359,0,1,1,0,1.000000,1.000195,1.000333,1.013485,0.037044,0.000701,0.044630,0.150000,0.016061,0.087173,0.098929,0.000000
0.460000,0.015071,-0.460820,0.333511,0.676277,0.197228,2.815275,-3.508083,4.800000,0.024299,-0.535830,0.114140,0.518365,0.185092,0.106168,0.107053,0.135838,-0.034002,3.084157,-2.518284,5.769544,0.033114,-1.200000,1.200000,-0.853239,0,1,1,0,1.000000,1.000195,1.000333,1.013485,0.037044,0.000701,0.044630,0.150000,0.016061,0.087173,0.098929,0.000000
0.470000,0.017045,-0.439802,0.325757,0.643840,0.197283,2.005266,-0.408569,-4.800000,0.026197,-0.534742,0.115237,0.519755,0.194500,0.111332,0.112406,0.142206,-0.042976,2.368634,0.531622,-4.073611,0.036537,-1.200000,-0.859451,0.202658,0,1,0,0,1.000000,1.000195,1.000333,1.013485,0.037044,0.000701,0.044630,0.150000,0.016061,0.087173,0.098929,0.000000
0.480000,0.019055,-0.436946,0.345270,0.595840,0.205565,-1.063126,3.835437,-4.800000,0.028190,-0.533603,0.116388,0.521210,0.204081,0.116567,0.117847,0.148634,-0.044187,-0.696409,4.861999,-4.426218,0.033655,0.418874,-1.200000,0.255906,0,0,1,0,1.000000,1.000195,1.000333,1.013485,0.037044,0.000701,0.044630,0.150000,0.016061,0.087173,0.098929,0.000000
0.490000,0.021257,-0.444595,0.355472,0.623328,0.232662,-0.854478,0.223494,4.800000,0.030279,-0.532411,0.117595,0.522728,0.213824,0.121864,0.123370,0.155110,-0.026271,-0.537262,1.289512,5.349086,0.029993,0.285069,-1.200000,-0.770235,0,0,1,0,1.000000,1.000195,1.000333,1.013485,0.037044,0.000701,0.044630,0.150000,0.016061,0.087173,0.098929,0.000000
0.500000,0.023728,-0.442778,0.346036,0.671328,0.257588,0.972804,-1.853810,4.800000,0.032467,-0.531165,0.118856,0.524312,0.223720,0.127218,0.128968,0.161625,-0.009825,1.287523,-0.846879,5.667485,0.030440,-1.200000,0.193775,-0.833381,0,1,0,0,1.000000,1.000195,1.000333,1.013485,0.037044,0.000701,0.044630,0.150000,0.016061,0.087173,0.098929,0.000000
0.510000,0.026353,-0.430988,0.342387,0.650046,0.264960,1.655677,-0.299326,-4.800000,0.034754,-0.529866,0.120174,0.525961,0.233759,0.132622,0.134636,0.168167,-0.010804,2.017445,0.677103,-4.099570,0.034536,-1.200000,-0.957573,0.213646,0,1,0,0,1.000000,1.000195,1.000333,1.013485,0.037044,0.000701,0.044630,0.150000,0.016061,0.087173,0.098929,0.000000
0.520000,0.028993,-0.425665,0.352013,0.602046,0.264715,-0.327468,1.930714,-4.800000,0.037142,-0.528513,0.121549,0.527675,0.243931,0.138067,0.140366,0.174727,-0.019961,0.048705,2.942667,-4.454130,0.033761,-0.315476,-1.200000,0.285816,0,0,1,0,1.000000,1.000195,1.000333,1.013485,0.037044,0.000701,0.044630,0.150000,0.016061,0.087173,0.098929,0.000000
0.530000,0.031732,-0.426586,0.343922,0.629910,0.282023,-0.270259,-1.461735,4.800000,0.039633,-0.527105,0.122982,0.529455,0.254227,0.143547,0.146153,0.181291,-0.011708,0.088787,-0.503184,5.321888,0.031033,-0.331281,-0.049939,-0.742851,0,0,0,0,1.000000,1.000195,1.000333,1.013485,0.037044,0.000701,0.044630,0.150000,0.016061,0.087173,0.098929,0.000000
0.540000,0.034661,-0.425041,0.322217,0.677910,0.301062,0.456369,-2.718133,4.800000,0.042227,-0.525642,0.124472,0.531301,0.264634,0.149054,0.151989,0.187850,-0.001403,0.810318,-1.881398,5.638409,0.031325,-1.053969,1.105308,-0.809288,0,0,0,0,1.000000,1.000183,1.000213,1.015041,0.037113,0.001338,0.034983,0.150000,0.016280,0.085854,0.106483,0.000000
0.550000,0.034661,-0.425041,0.322217,0.677910,0.301062,0.456369,-2.718133,4.800000,0.044926,-0.524124,0.126022,0.533212,0.275142,0.154580,0.157867,0.194392,-0.025406,0.797201,-1.895023,5.618488,0.035580,-1.050572,1.167122,-0.804252,0,0,0,0,1.000000,1.000085,0.999874,1.015681,0.037122,0.007074,0.003498,0.150000,0.016307,0.073554,0.135347,0.000000
0.560000,0.037708,-0.430522,0.331151,0.639974,0.307879,-0.733269,1.520257,-4.800000,0.047730,-0.522550,0.127630,0.535189,0.285741,0.160119,0.163781,0.200906,-0.027972,-0.433248,2.374084,-4.267409,0.037775,0.182472,-1.200000,0.249959,0,0,1,0,1.000000,0.999989,0.999529,1.016287,0.037287,0.012509,0.000000,0.150000,0.016790,0.061212,0.165014,0.000000
0.570000,0.040864,-0.452095,0.366881,0.591974,0.324362,-3.082633,4.800000,-4.800000,0.050641,-0.520921,0.129297,0.537230,0.296418,0.165662,0.169722,0.207380,-0.020941,-2.904161,5.818197,-4.624173,0.033163,1.200000,-1.200000,0.310690,0,1,1,0,1.000000,0.999989,0.999529,1.016287,0.037287,0.012509,0.000000,0.150000,0.016790,0.061212,0.165014,0.000000
0.580000,0.044301,-0.466410,0.371770,0.628733,0.358508,-0.596014,-0.819336,4.800000,0.053659,-0.519237,0.131024,0.539336,0.307163,0.171201,0.175684,0.213803,0.004558,-0.503078,0.208707,5.211974,0.031373,0.265785,-0.532468,-0.722612,0,0,0,0,1.000000,0.999989,0.999529,1.016287,0.037287,0.012509,0.000000,0.150000,0.016790,0.061212,0.165014,0.000000
0.590000,0.047990,-0.456261,0.347656,0.676733,0.374717,2.310650,-3.705869,4.800000,0.056784,-0.517497,0.132811,0.541506,0.317964,0.176729,0.181660,0.220162,0.012781,2.440104,-2.813302,5.526425,0.035258,-1.200000,1.200000,-0.782086,0,1,1,0,1.000000,1.000068,0.999516,1.018231,0.037255,0.011574,0.004291,0.150000,0.016701,0.069411,0.161572,0.000000
0.600000,0.051702,-0.436899,0.337761,0.644310,0.367226,2.112121,-0.630140,-4.800000,0.060018,-0.515702,0.134657,0.543739,0.328809,0.182238,0.187641,0.226448,-0.003166,2.323899,0.197738,-4.322450,0.040942,-1.200000,-0.462486,0.271002,0,1,0,0,1.000000,1.000068,0.999516,1.018231,0.037255,0.011574,0.004291,0.150000,0.016701,0.069411,0.161572,0.000000
0.610000,0.055344,-0.433204,0.355355,0.596310,0.364809,-0.976489,3.630779,-4.800000,0.063361,-0.513853,0.136564,0.546035,0.339686,0.187720,0.193621,0.232647,-0.014961,-0.760966,4.531113,-4.680718,0.037314,0.486987,-1.200000,0.324650,0,0,1,0,1.000000,1.000068,0.999516,1.018231,0.037255,0.011574,0.004291,0.150000,0.016701,0.069411,0.161572,0.000000
0.620000,0.059134,-0.442979,0.369926,0.618574,0.392064,-1.233921,0.835234,4.800000,0.066812,-0.511948,0.138530,0.548392,0.350583,0.193167,0.199591,0.238748,0.003089,-1.082239,1.792626,5.052529,0.031744,0.832752,-1.200000,-0.699745,0,0,1,0,1.000000,1.000068,0.999516,1.018231,0.037255,0.011574,0.004291,0.150000,0.016701,0.069411,0.161572,0.000000
0.630000,0.063208,-0.443536,0.364952,0.666574,0.417779,0.801603,-1.454813,4.800000,0.070372,-0.509989,0.140556,0.550809,0.361488,0.198571,0.205544,0.244740,0.020469,0.935299,-0.538375,5.365614,0.033357,-1.200000,0.054372,-0.759581,0,1,0,0,1.000000,1.000068,0.999516,1.018231,0.037255,0.011574,0.004291,0.150000,0.016701,0.069411,0.161572,0.000000
0.640000,0.067396,-0.428056,0.358031,0.657207,0.416439,2.247776,-0.431303,-4.663755,0.074042,-0.507977,0.142641,0.553286,0.372390,0.203924,0.211473,0.250612,0.010819,2.443456,0.434174,-4.186922,0.041421,-1.200000,-0.656145,0.256397,0,1,0,0,1.000000,1.000068,0.999516,1.018231,0.037255,0.011574,0.004291,0.150000,0.016701,0.069411,0.161572,0.000000
0.650000,0.071485,-0.416142,0.365101,0.609207,0.404923,0.362397,1.563163,-4.800000,0.077820,-0.505911,0.144785,0.555821,0.383275,0.209219,0.217369,0.256352,-0.010026,0.602023,2.447377,-4.682652,0.041222,-0.898006,-1.200000,0.345993,0,0,1,0,1.000000,1.000068,0.999516,1.018231,0.037255,0.011574,0.004291,0.150000,0.016701,0.069411,0.161572,0.000000
0.660000,0.075619,-0.413526,0.359894,0.630197,0.422032,-0.077949,-1.101396,4.800000,0.081707,-0.503793,0.146988,0.558413,0.394132,0.214447,0.223225,0.261948,-0.002540,0.158939,-0.260091,5.040541,0.036426,-0.429925,-0.151993,-0.676372,0,0,0,0,1.000000,1.000068,0.999516,1.018231,0.037255,0.011574,0.004291,0.150000,0.016701,0.069411,0.161572,0.000000
