t,q1,q2,q3,q4,dq1,dq2,dq3,dq4,q1_des,q2_des,q3_des,q4_des,dq1_des,dq2_des,dq3_des,dq4_des,s1,s2,s3,s4,tau1,tau2,tau3,tau4,sat1,sat2,sat3,sat4,a1_hat,a2_hat,a3_hat,a4_hat,fv1_hat,fv2_hat,fv3_hat,fv4_hat,fc1_hat,fc2_hat,fc3_hat,fc4_hat
0.110000,0.025572,-0.198396,0.389066,0.475913,0.909216,-1.265375,3.376253,2.194348,0.072422,-0.224400,0.375669,0.892471,0.655142,0.681815,0.683718,0.831939,0.019823,-1.817166,2.759518,-0.720378,0.010522,1.072298,-1.200000,0.021715,0,0,1,0,1.000000,1.000179,1.000065,0.999080,0.037558,0.018771,0.016378,0.000000,0.015385,0.115501,0.094677,0.092484
0.120000,0.034860,-0.195970,0.398242,0.523913,0.939463,1.258710,-0.231654,4.800000,0.078969,-0.217590,0.382501,0.900778,0.654220,0.680265,0.682526,0.829464,0.064699,0.686545,-0.835476,2.086213,-0.001132,-0.971296,-0.165320,-0.239291,0,0,0,0,1.000000,1.000179,1.000065,0.999080,0.037558,0.018771,0.016378,0.000000,0.015385,0.115501,0.094677,0.092484
0.130000,0.043971,-0.167117,0.379715,0.571913,0.882293,4.213066,-3.195672,4.800000,0.085506,-0.210796,0.389320,0.909059,0.653220,0.678581,0.681231,0.826777,0.021398,3.752876,-3.924926,2.287493,0.034649,-1.200000,0.831721,-0.277372,0,1,0,0,1.000000,1.000158,1.000038,0.999720,0.036426,0.010914,0.026467,0.000000,0.014091,0.101783,0.111376,0.050760
0.140000,0.052280,-0.136842,0.378690,0.553283,0.792154,2.321976,1.415359,-4.800000,0.092033,-0.204019,0.396125,0.917313,0.652140,0.676766,0.679834,0.823879,-0.058750,1.981095,0.648350,-7.444026,0.073161,-1.200000,-0.532311,0.702186,0,1,0,0,1.000000,1.000158,1.000038,0.999720,0.036426,0.010914,0.026467,0.000000,0.014091,0.101783,0.111376,0.050760
0.150000,0.060061,-0.127013,0.410310,0.505283,0.772203,-0.083071,4.567959,-4.800000,0.098548,-0.197261,0.402916,0.925536,0.650981,0.674819,0.678335,0.820770,-0.071215,-0.406650,3.926594,-7.722034,0.063601,-0.115839,-1.200000,0.703976,0,0,1,0,1.000000,1.000158,1.000038,0.999720,0.036426,0.010914,0.026467,0.000000,0.014091,0.101783,0.111376,0.050760
0.160000,0.068097,-0.126913,0.427511,0.544737,0.830961,-0.260172,1.572593,4.800000,0.105052,-0.190523,0.409691,0.933727,0.649744,0.672740,0.676733,0.817451,-0.003556,-0.614864,0.984956,2.037595,0.021259,0.052971,-0.706355,-0.279864,0,0,0,0,1.000000,1.000158,1.000038,0.999720,0.036426,0.010914,0.026467,0.000000,0.014091,0.101783,0.111376,0.050760
0.170000,0.068097,-0.126913,0.427511,0.544737,0.830961,-0.260172,1.572593,4.800000,0.111543,-0.183806,0.416450,0.941884,0.648428,0.670531,0.675029,0.813923,-0.034695,-0.646237,0.952865,2.000338,0.037426,0.089831,-0.724028,-0.317075,0,0,0,0,1.000000,1.000181,1.000142,1.000943,0.036485,0.015276,0.014891,0.000000,0.014162,0.113865,0.091692,0.010008
0.180000,0.076674,-0.121278,0.432099,0.592737,0.875893,1.163797,-0.349634,4.800000,0.118020,-0.177113,0.423192,0.950005,0.647034,0.668192,0.673224,0.810188,0.022126,0.774780,-0.978323,2.203470,0.016815,-1.034108,-0.121481,-0.326257,0,0,0,0,1.000000,1.000206,1.000227,1.002063,0.037086,0.020266,0.003081,0.000000,0.014856,0.126641,0.072645,0.000000
0.190000,0.085392,-0.105536,0.432168,0.612440,0.865796,1.984293,0.017552,0.263492,0.124483,-0.170443,0.429914,0.958087,0.645562,0.665723,0.671318,0.806245,0.024778,1.643102,-0.642497,-2.270988,0.021730,-1.200000,-0.158513,0.140512,0,1,0,0,1.000000,1.000202,1.000212,1.002612,0.036708,0.014238,0.015382,0.000000,0.014413,0.111317,0.092202,0.000000
0.200000,0.093790,-0.095492,0.453288,0.572570,0.821095,0.426965,2.865265,-4.800000,0.130931,-0.163799,0.436618,0.966129,0.644012,0.663126,0.669311,0.802096,-0.008626,0.105373,2.279306,-7.569892,0.034569,-0.471764,-1.033694,0.669723,0,0,0,0,1.000000,1.000202,1.000212,1.002612,0.036708,0.014238,0.015382,0.000000,0.014413,0.111317,0.092202,0.000000
0.210000,0.093790,-0.095492,0.453288,0.572570,0.821095,0.426965,2.865265,-4.800000,0.137363,-0.157181,0.443300,0.974129,0.642385,0.660401,0.667203,0.797743,-0.039159,0.075009,2.248001,-7.605535,0.050991,-0.449518,-1.079059,1.200000,0,0,0,1,1.000000,1.000201,1.000968,1.003113,0.036851,0.013560,0.000000,0.150000,0.014586,0.109267,0.046653,0.151398
0.220000,0.101881,-0.095801,0.475308,0.560415,0.802277,-0.410901,1.875545,1.012209,0.143779,-0.150591,0.449961,0.982083,0.640681,0.657549,0.664995,0.793186,-0.047892,-0.794501,1.337282,-1.889322,0.048229,0.258525,-0.826737,0.674335,0,0,0,0,1.000000,1.000201,1.000968,1.003113,0.036851,0.013560,0.000000,0.150000,0.014586,0.109267,0.046653,0.151398
0.230000,0.110067,-0.093318,0.474004,0.608415,0.829775,0.500098,-0.582187,4.800000,0.150177,-0.144030,0.456600,0.989992,0.638900,0.654571,0.662687,0.788427,-0.009672,0.099087,-1.157854,2.103688,0.033352,-0.442369,-0.076604,0.291892,0,0,0,0,1.000000,1.000224,1.001112,1.003095,0.037665,0.019656,0.000000,0.150000,0.015543,0.124967,0.019948,0.189184
0.240000,0.118437,-0.080706,0.461238,0.656415,0.840103,1.883887,-1.848586,4.800000,0.156557,-0.137500,0.463215,0.997851,0.637043,0.651468,0.660279,0.783466,0.012460,1.516388,-2.518750,2.309350,0.028117,-1.200000,0.384997,-0.070516,0,1,0,0,1.000000,1.000223,1.000842,1.002553,0.037828,0.018861,0.013331,0.036556,0.015737,0.123004,0.043084,0.147111
0.250000,0.126734,-0.064780,0.447751,0.704415,0.823044,1.358260,-0.939799,4.800000,0.162917,-0.131001,0.469805,1.005660,0.635110,0.648240,0.657772,0.778306,0.007016,1.041128,-1.707843,2.515465,0.026561,-1.200000,0.122684,-0.101516,0,1,0,0,1.000000,1.000223,1.000842,1.002553,0.037828,0.018861,0.013331,0.036556,0.015737,0.123004,0.043084,0.147111
0.260000,0.134880,-0.067982,0.473718,0.687730,0.811447,-1.404992,4.619194,-4.800000,0.169259,-0.124536,0.476370,1.013417,0.633101,0.644889,0.655166,0.772948,0.006452,-1.767111,3.950766,-7.201380,0.018938,1.082834,-1.200000,0.873906,0,0,1,0,1.000000,1.000223,1.000842,1.002553,0.037828,0.018861,0.013331,0.036556,0.015737,0.123004,0.043084,0.147111
0.270000,0.143026,-0.087000,0.521679,0.643807,0.818731,-2.257639,4.800000,-3.910283,0.175579,-0.118104,0.482908,1.021119,0.631017,0.641415,0.652462,0.767393,0.024948,-2.743532,4.341392,-6.564237,0.006478,1.200000,-1.200000,0.813017,0,1,1,0,1.000000,1.000223,1.000842,1.002553,0.037828,0.018861,0.013331,0.036556,0.015737,0.123004,0.043084,0.147111
0.280000,0.151220,-0.083414,0.522523,0.688176,0.812410,1.857758,-1.354474,4.800000,0.181879,-0.111708,0.489419,1.028764,0.628858,0.637820,0.649661,0.761643,0.030260,1.361405,-1.838614,2.335417,0.017267,-1.200000,0.177721,-0.069272,0,1,0,0,1.000000,1.000223,1.000842,1.002553,0.037828,0.018861,0.013331,0.036556,0.015737,0.123004,0.043084,0.147111
0.290000,0.159015,-0.046860,0.492951,0.736176,0.746773,4.800000,-4.088617,4.800000,0.188156,-0.105348,0.495901,1.036351,0.626625,0.634104,0.646761,0.755699,-0.025557,4.458335,-4.750126,2.543427,0.059764,-1.200000,1.099660,-0.070743,0,1,0,0,1.000000,1.000223,1.000842,1.002553,0.037828,0.018861,0.013331,0.036556,0.015737,0.123004,0.043084,0.147111
0.300000,0.166111,-0.016003,0.484864,0.723244,0.683618,1.899663,1.255505,-4.800000,0.194411,-0.099026,0.502354,1.043877,0.624318,0.630269,0.643765,0.749563,-0.082199,1.684507,0.524293,-7.152732,0.082138,-1.200000,-0.484423,0.904258,0,1,0,0,1.000000,1.000223,1.000842,1.002553,0.037828,0.018861,0.013331,0.036556,0.015737,0.123004,0.043084,0.147111
0.310000,0.173059,-0.011645,0.515821,0.675244,0.709662,-0.704535,4.559683,-4.800000,0.200642,-0.092743,0.508776,1.051342,0.621937,0.626316,0.640672,0.743237,-0.050190,-0.925359,3.954238,-7.423727,0.049165,0.355065,-1.200000,0.910345,0,0,1,0,1.000000,1.000223,1.000842,1.002553,0.037828,0.018861,0.013331,0.036556,0.015737,0.123004,0.043084,0.147111
0.320000,0.173059,-0.011645,0.515821,0.675244,0.709662,-0.704535,4.559683,-4.800000,0.206849,-0.086500,0.515167,1.058741,0.619483,0.622245,0.637484,0.736722,-0.078772,-0.952503,3.925472,-7.454211,0.063916,0.379621,-1.200000,0.914579,0,0,1,0,1.000000,1.000223,1.000842,1.002553,0.037828,0.018861,0.013331,0.036556,0.015737,0.123004,0.043084,0.147111
0.330000,0.180649,-0.015162,0.531675,0.714982,0.799621,-0.626677,1.409991,4.800000,0.213032,-0.080299,0.521525,1.066075,0.616957,0.618059,0.634200,0.730020,0.020749,-0.919052,0.826538,2.314511,0.007325,0.362619,-0.654685,-0.077570,0,0,0,0,1.000000,1.000223,1.000842,1.002553,0.037828,0.018861,0.013331,0.036556,0.015737,0.123004,0.043084,0.147111
0.340000,0.188723,-0.009655,0.532185,0.759499,0.690154,0.648847,-1.073691,1.317867,0.219188,-0.074139,0.527851,1.073341,0.614358,0.613758,0.630821,0.723133,-0.076529,0.357509,-1.682838,-0.974475,0.075565,-0.574315,0.214567,0.163125,0,0,0,0,1.000000,1.000226,1.000774,1.002965,0.037504,0.024235,0.003686,0.000000,0.015322,0.140655,0.026567,0.100820
0.350000,0.193165,0.003994,0.510845,0.782352,0.256600,1.960294,-3.063711,3.303288,0.225319,-0.068024,0.534141,1.080537,0.611688,0.609344,0.627347,0.716063,-0.515858,1.711039,-3.807542,1.096300,0.321166,-1.200000,0.920436,0.082338,0,1,0,0,1.000000,1.000235,1.000495,1.001992,0.038678,0.022152,0.024188,0.044677,0.016852,0.133792,0.060204,0.120310
0.360000,0.195169,0.015031,0.493871,0.799825,0.149031,0.405869,-0.617214,0.598655,0.231422,-0.061953,0.540397,1.087662,0.608947,0.604817,0.623780,0.708811,-0.641177,0.185973,-1.473622,-1.549338,0.382755,-0.461330,0.198951,0.337580,0,0,0,0,1.000000,1.000235,1.000495,1.001992,0.038678,0.022152,0.024188,0.044677,0.016852,0.133792,0.060204,0.120310
0.370000,0.195169,0.015031,0.493871,0.799825,0.149031,0.405869,-0.617214,0.598655,0.237497,-0.055928,0.546617,1.094713,0.606135,0.600180,0.620120,0.701381,-0.668743,0.160484,-1.501060,-1.577163,0.418592,-0.440047,0.259386,0.517297,0,0,0,0,1.000000,1.000241,1.000205,1.000971,0.048811,0.021334,0.049428,0.111236,0.029675,0.130449,0.089675,0.151297
0.380000,0.198370,0.000594,0.518194,0.766705,0.481103,-2.698609,4.265920,-4.800000,0.243544,-0.049950,0.552799,1.101689,0.603254,0.595433,0.616366,0.693773,-0.348022,-3.041325,3.476530,-7.168692,0.253107,1.200000,-1.200000,1.200000,0,1,1,1,1.000000,1.000247,0.999900,0.999901,0.059749,0.020546,0.075962,0.150000,0.043050,0.127474,0.119696,0.182840
0.390000,0.205539,-0.022388,0.541695,0.780243,0.998038,-2.118710,1.342093,4.800000,0.249562,-0.044019,0.558944,1.108588,0.600302,0.590578,0.612521,0.685990,0.177620,-2.601129,0.643325,2.472288,-0.034292,1.200000,-0.432232,0.213208,0,1,0,0,1.000000,1.000247,0.999900,0.999901,0.059749,0.020546,0.075962,0.150000,0.043050,0.127474,0.119696,0.182840
0.400000,0.214843,-0.023567,0.532914,0.828243,0.857933,1.410443,-2.568983,4.800000,0.255550,-0.038138,0.565049,1.115408,0.597282,0.585616,0.608585,0.678033,0.057113,0.897682,-3.338246,2.686143,0.049147,-1.024241,0.853955,0.197417,0,0,0,0,1.000000,1.000247,0.999900,0.999901,0.059749,0.020546,0.075962,0.150000,0.043050,0.127474,0.119696,0.182840
0.410000,0.220014,0.003331,0.492896,0.876243,0.240965,3.394202,-4.800000,4.800000,0.261508,-0.032307,0.571115,1.122148,0.594194,0.580550,0.604558,0.669906,-0.560697,2.991847,-5.795654,2.900571,0.390942,-1.200000,1.200000,-0.103803,0,1,1,0,1.000000,1.000282,0.999465,0.998523,0.058834,0.011340,0.127322,0.036438,0.041907,0.109559,0.186456,0.129117
0.420000,0.220014,0.003331,0.492896,0.876243,0.240965,3.394202,-4.800000,4.800000,0.267434,-0.026528,0.577140,1.128806,0.591038,0.575379,0.600441,0.661611,-0.587172,2.968119,-5.821662,2.875578,0.406001,-1.200000,1.200000,-0.100555,0,1,1,0,1.000000,1.000282,0.999465,0.998523,0.058834,0.011340,0.127322,0.036438,0.041907,0.109559,0.186456,0.129117
0.430000,0.220451,0.016487,0.474401,0.894284,-0.084713,-0.269499,0.393971,-0.485847,0.273328,-0.020800,0.583124,1.135380,0.587815,0.570106,0.596234,0.653149,-0.936913,-0.653170,-0.745877,-2.344472,0.580804,0.212117,0.224126,0.402462,0,0,0,0,1.000000,1.000282,0.999465,0.998523,0.058834,0.011340,0.127322,0.036438,0.041907,0.109559,0.186456,0.129117
0.440000,0.220853,-0.008723,0.509511,0.858480,0.227431,-3.618487,4.800000,-4.685889,0.279190,-0.015126,0.589065,1.141868,0.584525,0.564732,0.591939,0.644523,-0.648779,-4.151203,3.810295,-6.747352,0.442881,1.200000,-1.172328,1.057447,0,1,0,0,1.000000,1.000271,0.999068,0.997224,0.074803,0.016353,0.144326,0.123587,0.060645,0.122467,0.201374,0.176006
0.450000,0.227976,-0.033562,0.536031,0.872708,1.116005,-1.735153,1.487714,4.800000,0.285018,-0.009506,0.594962,1.148270,0.581170,0.559259,0.587555,0.635735,0.249624,-2.414691,0.605504,2.786455,-0.041826,1.200000,-0.279597,0.079721,0,1,0,0,1.000000,1.000271,0.999068,0.997224,0.074803,0.016353,0.144326,0.123587,0.060645,0.122467,0.201374,0.176006
0.460000,0.241114,-0.031284,0.527392,0.920708,1.412194,1.722318,-2.588784,4.800000,0.290813,-0.003941,0.600815,1.154582,0.577749,0.553688,0.583084,0.626788,0.585950,1.031918,-3.538984,3.003839,-0.204084,-1.137240,1.075371,0.072856,0,0,0,0,1.000000,1.000271,0.999068,0.997224,0.074803,0.016353,0.144326,0.123587,0.060645,0.122467,0.201374,0.176006
0.470000,0.241114,-0.031284,0.527392,0.920708,1.412194,1.722318,-2.588784,4.800000,0.296573,0.001568,0.606624,1.160805,0.574264,0.548021,0.578527,0.617684,0.560634,1.010041,-3.563467,2.981830,-0.209665,-1.150411,1.162340,-0.178574,0,0,0,0,1.000000,1.000316,0.998637,0.995830,0.065120,0.002104,0.150000,0.015680,0.048927,0.101833,0.272153,0.115930
0.480000,0.251454,-0.002648,0.489037,0.966131,0.699181,3.682405,-4.800000,4.800000,0.302298,0.007019,0.612386,1.166935,0.570715,0.542260,0.573884,0.608425,-0.125753,3.091810,-5.990629,3.187554,0.148734,-1.200000,1.200000,-0.265128,0,1,1,0,1.000001,1.000361,0.998194,0.994391,0.055572,0.000000,0.150000,0.000000,0.037714,0.081635,0.300000,0.056293
0.490000,0.253244,0.003602,0.480933,0.973768,-0.181072,-1.636325,2.130925,-2.150181,0.307987,0.012412,0.618101,1.172973,0.567102,0.536406,0.569156,0.599015,-1.021888,-2.216781,0.875929,-3.745221,0.611927,1.200000,-0.116335,0.403952,0,1,0,0,1.000001,1.000361,0.998194,0.994391,0.055572,0.000000,0.150000,0.000000,0.037714,0.081635,0.300000,0.056293
0.500000,0.251611,-0.031647,0.524768,0.929796,-0.067491,-4.168684,4.800000,-4.800000,0.313640,0.017747,0.623769,1.178915,0.563428,0.530461,0.564343,0.589455,-0.941065,-4.946111,3.740653,-6.635052,0.559041,1.200000,-1.027127,0.678421,0,1,0,0,1.000001,1.000361,0.998194,0.994391,0.055572,0.000000,0.150000,0.000000,0.037714,0.081635,0.300000,0.056293
0.510000,0.256471,-0.048092,0.537611,0.957115,0.939627,-0.100641,-0.078305,4.800000,0.319256,0.023021,0.629388,1.184761,0.559691,0.524426,0.559447,0.579749,0.066014,-0.980634,-1.096636,3.082019,0.026031,0.435199,0.388516,-0.297093,0,0,0,0,1.000001,1.000361,0.998194,0.994391,0.055572,0.000000,0.150000,0.000000,0.037714,0.081635,0.300000,0.056293
0.520000,0.256471,-0.048092,0.537611,0.957115,0.939627,-0.100641,-0.078305,4.800000,0.324833,0.028235,0.634957,1.190510,0.555894,0.518304,0.554468,0.569898,0.041921,-1.000580,-1.119505,3.063128,0.036636,0.485801,0.398462,-0.351556,0,0,0,0,1.000001,1.000361,0.997616,0.992834,0.054418,0.017259,0.150000,0.000000,0.036394,0.101247,0.300000,0.000000
0.530000,0.270650,-0.031396,0.522093,1.003840,1.718077,2.698941,-3.323566,3.525436,0.330373,0.033387,0.640477,1.196159,0.552036,0.512096,0.549407,0.559906,0.867427,1.862931,-4.464894,2.003938,-0.390555,-1.200000,1.200000,-0.202452,0,1,1,0,1.000001,1.000362,0.997025,0.991229,0.053666,0.035268,0.150000,0.000000,0.035556,0.121258,0.300000,0.000000
0.540000,0.283282,-0.012088,0.498495,1.024747,0.918339,1.377307,-1.685287,1.492660,0.335874,0.038477,0.645945,1.201707,0.548119,0.505804,0.544266,0.549776,0.107258,0.618680,-2.966803,0.058081,0.010489,-0.775226,1.083502,-0.011016,0,0,0,0,1.000001,1.000362,0.997025,0.991229,0.053666,0.035268,0.150000,0.000000,0.035556,0.121258,0.300000,0.000000
0.550000,0.285337,-0.026935,0.516394,1.007001,-0.289433,-3.677170,4.442630,-4.340796,0.341335,0.043503,0.651362,1.207154,0.544142,0.499429,0.539043,0.539509,-1.113565,-4.528791,3.228750,-5.881073,0.644043,1.200000,-0.848699,0.555991,0,1,0,0,1.000001,1.000390,0.996537,0.989828,0.051926,0.025881,0.150000,0.000000,0.033410,0.108886,0.300000,0.000000
0.560000,0.282278,-0.068714,0.564394,0.963966,-0.283490,-4.394524,4.800000,-3.905755,0.346757,0.048465,0.656726,1.212497,0.540108,0.492974,0.533742,0.529110,-1.145992,-5.473392,3.804602,-5.677522,0.657545,1.200000,-1.074202,0.523915,0,1,0,0,1.000001,1.000390,0.996537,0.989828,0.051926,0.025881,0.150000,0.000000,0.033410,0.108886,0.300000,0.000000
0.570000,0.285982,-0.082635,0.570040,1.002875,0.896407,0.291151,-0.852747,4.800000,0.352137,0.053362,0.662036,1.217736,0.536016,0.486441,0.528362,0.518580,0.029613,-0.875273,-1.841089,3.207119,0.042711,0.440673,0.633902,-0.354799,0,0,0,0,1.000001,1.000390,0.996537,0.989828,0.051926,0.025881,0.150000,0.000000,0.033410,0.108886,0.300000,0.000000
0.580000,0.301191,-0.061083,0.547289,1.050875,2.006014,3.674972,-3.453279,4.800000,0.357477,0.058194,0.667293,1.222868,0.531868,0.479830,0.522904,0.507923,1.192717,2.598759,-4.576200,3.432113,-0.566438,-1.200000,1.200000,-0.344289,0,1,1,0,1.000001,1.000393,0.995830,0.987786,0.051412,0.046300,0.150000,0.000000,0.032818,0.126391,0.300000,0.000000
0.590000,0.301191,-0.061083,0.547289,1.050875,2.006014,3.674972,-3.453279,4.800000,0.362775,0.062959,0.672494,1.227894,0.527665,0.473145,0.517369,0.497141,1.170432,2.581620,-4.596672,3.417767,-0.554253,-1.200000,1.200000,-0.342889,0,1,1,0,1.000001,1.000393,0.995830,0.987786,0.051412,0.046300,0.150000,0.000000,0.032818,0.126391,0.300000,0.000000
0.600000,0.317976,-0.037614,0.530487,1.059223,1.235606,1.248147,-1.509003,1.272535,0.368030,0.067656,0.677640,1.232811,0.523406,0.466386,0.511759,0.486238,0.461930,0.255411,-2.756528,-0.081642,-0.183868,-0.438122,1.020570,0.007410,0,0,0,0,1.000001,1.000393,0.995830,0.987786,0.051412,0.046300,0.150000,0.000000,0.032818,0.126391,0.300000,0.000000
0.610000,0.320905,-0.054862,0.549777,1.040529,-0.354589,-4.022502,4.517034,-4.290533,0.373242,0.072286,0.682729,1.237618,0.519093,0.459557,0.506073,0.475216,-1.135368,-5.117799,3.346199,-5.751193,0.636676,1.200000,-0.892155,0.550245,0,1,0,0,1.000001,1.000402,0.995265,0.986253,0.044265,0.041229,0.150000,0.002211,0.023580,0.121283,0.300000,0.001633
0.620000,0.320905,-0.054862,0.549777,1.040529,-0.354589,-4.022502,4.517034,-4.290533,0.378412,0.076847,0.687761,1.242315,0.514727,0.452658,0.500314,0.464078,-1.156848,-5.133706,3.326799,-5.763538,0.647923,1.200000,-0.884079,0.551326,0,1,0,0,1.000001,1.000402,0.995265,0.986253,0.044265,0.041229,0.150000,0.002211,0.023580,0.121283,0.300000,0.001633
0.630000,0.315559,-0.097890,0.597771,0.998576,-0.678564,-4.340441,4.800000,-3.821842,0.383537,0.081339,0.692735,1.246899,0.510309,0.445692,0.494481,0.452828,-1.528761,-5.682278,3.830700,-5.516287,0.842010,1.200000,-1.095343,0.515763,0,1,0,0,1.000001,1.000402,0.995265,0.986253,0.044265,0.041229,0.150000,0.002211,0.023580,0.121283,0.300000,0.001633
0.640000,0.315987,-0.110646,0.604175,1.037066,0.620760,0.440601,-0.782110,4.800000,0.388618,0.085761,0.697650,1.251371,0.505838,0.438661,0.488576,0.441468,-0.248233,-0.980093,-1.738064,3.287009,0.174058,0.577423,0.594884,-0.354547,0,0,0,0,1.000001,1.000402,0.995265,0.986253,0.044265,0.041229,0.150000,0.002211,0.023580,0.121283,0.300000,0.001633
0.650000,0.331168,-0.087176,0.582250,1.085066,2.218870,3.901402,-3.362719,4.800000,0.393653,0.090112,0.702506,1.255728,0.501318,0.431567,0.482600,0.430002,1.405123,2.583394,-4.446603,3.516688,-0.681595,-1.200000,1.200000,-0.347598,0,1,1,0,1.000001,1.000411,0.994553,0.984172,0.048579,0.069077,0.150000,0.000000,0.028545,0.140885,0.300000,0.000000
0.660000,0.349776,-0.061815,0.558655,1.105057,1.503115,1.642249,-1.944229,1.647244,0.398644,0.094392,0.707302,1.259971,0.496747,0.424411,0.476554,0.418432,0.762029,0.436805,-3.164020,0.454246,-0.347178,-0.517397,1.150505,-0.038575,0,0,0,0,1.000001,1.000411,0.994553,0.984172,0.048579,0.069077,0.150000,0.000000,0.028545,0.140885,0.300000,0.000000
0.670000,0.349776,-0.061815,0.558655,1.105057,1.503115,1.642249,-1.944229,1.647244,0.403588,0.098600,0.712037,1.264097,0.492127,0.417196,0.470438,0.406763,0.741926,0.422979,-3.181579,0.445285,-0.360050,-0.526926,1.158341,-0.037799,0,0,0,0,1.000001,1.000426,0.993976,0.982621,0.037284,0.058546,0.150000,0.000000,0.013306,0.132149,0.300000,0.000000
0.680000,0.353322,-0.075560,0.573835,1.090111,-0.443583,-3.700043,4.116330,-3.924642,0.408486,0.102736,0.716711,1.268105,0.487460,0.409924,0.464255,0.394996,-1.206864,-5.001446,2.937696,-5.209609,0.635663,1.200000,-0.764934,0.498706,0,1,0,0,1.000001,1.000441,0.993389,0.981043,0.025990,0.048232,0.150000,0.000000,0.000000,0.123689,0.300000,0.000000
