t,q1,q2,q3,q4,dq1,dq2,dq3,dq4,q1_des,q2_des,q3_des,q4_des,dq1_des,dq2_des,dq3_des,dq4_des,s1,s2,s3,s4,tau1,tau2,tau3,tau4,sat1,sat2,sat3,sat4,a1_hat,a2_hat,a3_hat,a4_hat,b1_hat,b2_hat,b3_hat,b4_hat
24.000000,0.400393,0.272392,0.093326,1.103877,-0.516397,1.771115,-3.782621,4.800000,0.381039,0.021398,0.070451,0.959420,-0.131923,-0.387775,0.523044,-0.630119,-0.287703,3.413862,-4.076919,9.041548,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.003541,1.664799,2.000000,2.000000,0.178093,0.062490,0.092706,0.000000
24.010000,0.400393,0.272392,0.093326,1.103877,-0.516397,1.771115,-3.782621,4.800000,0.379732,0.017486,0.075693,0.953108,-0.129540,-0.394555,0.525279,-0.632226,-0.283550,3.440201,-4.131571,9.201452,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.003541,1.665792,2.000000,2.000000,0.176777,0.174653,0.116703,0.200000
24.020000,0.400525,0.301753,0.046294,1.151877,0.432715,3.546132,-4.800000,4.800000,0.378448,0.013507,0.080957,0.946776,-0.127146,-0.401299,0.527419,-0.634142,0.670244,5.388663,-5.674041,10.561668,-1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.003541,1.666793,2.000000,2.000000,0.175456,0.200000,0.145537,0.200000
24.030000,0.409675,0.308930,0.057927,1.108967,1.308444,-0.368774,3.112109,-4.800000,0.377189,0.009460,0.086241,0.940426,-0.124742,-0.408003,0.529464,-0.635868,1.595618,1.536578,2.299509,0.049400,-1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.003541,1.668797,2.000000,2.000000,0.178640,0.200000,0.200000,0.200000
24.040000,0.409675,0.308930,0.057927,1.108967,1.308444,-0.368774,3.112109,-4.800000,0.375953,0.005347,0.091546,0.934059,-0.122329,-0.414666,0.531414,-0.637402,1.599381,1.563808,2.244514,0.210097,-1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.003542,1.669177,2.000000,2.000000,0.187805,0.200000,0.162628,0.200000
24.050000,0.415204,0.280747,0.101503,1.064512,0.116756,-3.222041,4.800000,-4.800000,0.374742,0.001167,0.096869,0.927679,-0.119907,-0.421286,0.533269,-0.638745,0.438974,-1.402855,4.313068,-0.740429,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.003543,1.669565,2.000000,2.000000,0.197111,0.200000,0.123682,0.200000
24.060000,0.415204,0.280747,0.101503,1.064512,0.116756,-3.222041,4.800000,-4.800000,0.373555,-0.003079,0.102211,0.921285,-0.117478,-0.427860,0.535029,-0.639897,0.442479,-1.375052,4.257892,-0.579444,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.003543,1.669403,2.000000,2.000000,0.199940,0.148959,0.081678,0.139883
24.070000,0.411144,0.249771,0.143539,1.016512,-0.837528,-3.001446,3.727476,-4.800000,0.372393,-0.007390,0.107569,0.914881,-0.115042,-0.434387,0.536693,-0.640857,-0.528729,-1.281255,3.550477,-1.618385,1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.003543,1.669243,2.000000,2.000000,0.200000,0.098165,0.035514,0.090972
24.080000,0.397576,0.250699,0.124925,1.059628,-1.771728,1.560844,-3.611278,4.800000,0.371254,-0.011766,0.112944,0.908469,-0.112601,-0.440864,0.538260,-0.641626,-1.527516,3.314035,-4.029727,9.220607,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.003543,1.669111,2.000000,2.000000,0.196735,0.054085,0.022945,0.000000
24.090000,0.397576,0.250699,0.124925,1.059628,-1.771728,1.560844,-3.611278,4.800000,0.370141,-0.016207,0.118334,0.902049,-0.110156,-0.447290,0.539732,-0.642203,-1.524393,3.342665,-4.085099,9.381667,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.003544,1.670037,2.000000,2.000000,0.189274,0.170287,0.056670,0.200000
24.100000,0.385660,0.278726,0.078383,1.107628,-0.728537,3.444744,-4.800000,4.800000,0.369051,-0.020712,0.123738,0.895625,-0.107707,-0.453662,0.541107,-0.642589,-0.537785,5.395597,-5.794660,10.742656,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.003545,1.670972,2.000000,2.000000,0.181733,0.200000,0.095382,0.200000
24.110000,0.385660,0.278726,0.078383,1.107628,-0.728537,3.444744,-4.800000,4.800000,0.367986,-0.025280,0.129156,0.889198,-0.105255,-0.459979,0.542386,-0.642784,-0.534913,5.424756,-5.850115,10.903527,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.003545,1.672899,2.000000,2.000000,0.179681,0.200000,0.200000,0.200000
24.120000,0.383634,0.285524,0.089275,1.064500,0.218156,-0.400592,3.001898,-4.800000,0.366946,-0.029911,0.134586,0.882770,-0.102802,-0.466238,0.543568,-0.642789,0.404398,1.642825,2.005223,0.386038,-1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.003545,1.674838,2.000000,2.000000,0.177610,0.200000,0.200000,0.200000
24.130000,0.389626,0.262639,0.132802,1.017573,0.963025,-3.112616,4.800000,-4.800000,0.365930,-0.034605,0.140027,0.876343,-0.100348,-0.472438,0.544654,-0.642603,1.181851,-1.153957,4.183091,-0.626656,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.003546,1.675203,2.000000,2.000000,0.179116,0.200000,0.160029,0.200000
24.140000,0.389626,0.262639,0.132802,1.017573,0.963025,-3.112616,4.800000,-4.800000,0.364939,-0.039360,0.145479,0.869919,-0.097894,-0.478577,0.545643,-0.642226,1.184353,-1.124043,4.127587,-0.466425,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.003546,1.675085,2.000000,2.000000,0.184289,0.154796,0.108417,0.147695
24.150000,0.393950,0.232646,0.175048,0.969573,-0.006978,-2.914562,3.768425,-4.800000,0.363973,-0.044176,0.150940,0.863499,-0.095441,-0.484652,0.546535,-0.641660,0.238352,-1.045797,3.462970,-1.506501,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.003546,1.674971,2.000000,2.000000,0.189531,0.110091,0.052908,0.107269
24.160000,0.388515,0.233650,0.157735,1.012852,-0.978170,1.551306,-3.427760,4.800000,0.363030,-0.049053,0.156409,0.857086,-0.092990,-0.490662,0.547329,-0.640905,-0.757757,3.455480,-3.961828,9.335048,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.003546,1.674865,2.000000,2.000000,0.190701,0.071004,0.031753,0.008036
24.170000,0.388515,0.233650,0.157735,1.012852,-0.978170,1.551306,-3.427760,4.800000,0.362113,-0.053989,0.161886,0.850682,-0.090542,-0.496605,0.548027,-0.639961,-0.755616,3.486104,-4.017295,9.494216,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.003547,1.675782,2.000000,2.000000,0.187360,0.200000,0.074070,0.200000
24.180000,0.373777,0.262312,0.111813,1.060852,-1.862435,3.545381,-4.800000,4.800000,0.361220,-0.058985,0.167369,0.844288,-0.088098,-0.502479,0.548628,-0.638829,-1.711549,5.654343,-5.904189,10.852936,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.003547,1.676707,2.000000,2.000000,0.183997,0.200000,0.121437,0.200000
24.190000,0.360850,0.270962,0.121638,1.017575,-0.844594,-0.197425,2.839818,-4.800000,0.360351,-0.064038,0.172858,0.837906,-0.085659,-0.508282,0.549132,-0.637509,-0.756441,1.985860,1.778484,0.329251,1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.003548,1.678731,2.000000,2.000000,0.178832,0.200000,0.200000,0.200000
24.200000,0.360850,0.270962,0.121638,1.017575,-0.844594,-0.197425,2.839818,-4.800000,0.359506,-0.069150,0.178351,0.831538,-0.083225,-0.514012,0.549539,-0.636003,-0.754653,2.017147,1.723143,0.486937,1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.003549,1.679178,2.000000,2.000000,0.177499,0.200000,0.162249,0.200000
24.210000,0.359670,0.244488,0.164451,0.972163,0.338941,-3.095436,4.800000,-4.800000,0.358686,-0.074318,0.183849,0.825186,-0.080799,-0.519667,0.549848,-0.634310,0.424658,-0.981737,4.056178,-0.491275,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.003549,1.679633,2.000000,2.000000,0.176141,0.200000,0.123765,0.200000
24.220000,0.359670,0.244488,0.164451,0.972163,0.338941,-3.095436,4.800000,-4.800000,0.357890,-0.079543,0.189348,0.818852,-0.078379,-0.525246,0.550061,-0.632432,0.426218,-0.950035,4.000969,-0.334806,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.003549,1.679534,2.000000,2.000000,0.176869,0.158498,0.063423,0.157665
24.230000,0.368466,0.214538,0.206906,0.924163,1.325452,-2.917255,3.800353,-4.800000,0.357119,-0.084823,0.194849,0.812538,-0.075969,-0.530746,0.550176,-0.630369,1.458159,-0.889703,3.370745,-1.379015,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.003549,1.679438,2.000000,2.000000,0.177613,0.117734,0.000000,0.127765
24.240000,0.376122,0.214828,0.190656,0.967522,0.303202,1.472637,-3.284941,4.800000,0.356371,-0.090158,0.200351,0.806246,-0.073568,-0.536166,0.550195,-0.628123,0.475526,3.533732,-3.932087,9.460027,-1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.003550,1.679372,2.000000,2.000000,0.181483,0.081656,0.000000,0.033413
24.250000,0.376122,0.214828,0.190656,0.967522,0.303202,1.472637,-3.284941,4.800000,0.355647,-0.095546,0.205853,0.799976,-0.071177,-0.541505,0.550117,-0.625695,0.476753,3.566013,-3.987026,9.614329,-1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.003550,1.680258,2.000000,2.000000,0.183122,0.200000,0.050893,0.200000
24.260000,0.373678,0.243224,0.145397,1.015522,-0.678360,3.558083,-4.800000,4.800000,0.354947,-0.100988,0.211353,0.793732,-0.068798,-0.546760,0.549942,-0.623084,-0.515911,5.825901,-6.009502,10.967820,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.003550,1.681152,2.000000,2.000000,0.184777,0.200000,0.106877,0.200000
24.270000,0.361835,0.252625,0.154495,0.972168,-1.594178,-0.115073,2.729891,-4.800000,0.354271,-0.106481,0.216852,0.787515,-0.066430,-0.551929,0.549671,-0.620294,-1.489931,2.232386,1.556658,0.436603,1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.003550,1.683153,2.000000,2.000000,0.183101,0.200000,0.200000,0.200000
24.280000,0.361835,0.252625,0.154495,0.972168,-1.594178,-0.115073,2.729891,-4.800000,0.353619,-0.112026,0.222346,0.781327,-0.064076,-0.557012,0.549303,-0.617323,-1.489023,2.265193,1.502076,0.588338,1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.003551,1.683658,2.000000,2.000000,0.179994,0.200000,0.163474,0.200000
24.290000,0.361835,0.252625,0.154495,0.972168,-1.594178,-0.115073,2.729891,-4.800000,0.352990,-0.117621,0.227837,0.775170,-0.061736,-0.562005,0.548838,-0.614175,-1.488218,2.298162,1.447633,0.739131,1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.003552,1.684171,2.000000,2.000000,0.176863,0.200000,0.126588,0.200000
24.300000,0.353257,0.227044,0.196830,0.926539,-0.391080,-3.033975,4.800000,-4.800000,0.352384,-0.123266,0.233323,0.769044,-0.059411,-0.566908,0.548278,-0.610849,-0.327306,-0.715517,3.886796,-0.251794,1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.003553,1.684692,2.000000,2.000000,0.173709,0.200000,0.089463,0.200000
24.310000,0.354844,0.197552,0.239528,0.878539,0.613381,-2.886433,3.846763,-4.800000,0.351801,-0.128959,0.238802,0.762953,-0.057101,-0.571719,0.547621,-0.607348,0.685694,-0.682161,3.306400,-1.303017,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.003553,1.684624,2.000000,2.000000,0.173291,0.166822,0.018475,0.177096
24.320000,0.354844,0.197552,0.239528,0.878539,0.613381,-2.886433,3.846763,-4.800000,0.351242,-0.134700,0.244275,0.756898,-0.054809,-0.576437,0.546869,-0.603672,0.686199,-0.648739,3.252427,-1.155312,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.003553,1.684570,2.000000,2.000000,0.174283,0.136749,0.000000,0.085963
24.330000,0.366564,0.197421,0.224554,0.921981,1.618185,1.430078,-3.129695,4.800000,0.350705,-0.140487,0.249740,0.750880,-0.052533,-0.581059,0.546021,-0.599823,1.750013,3.700677,-3.927568,9.677337,-1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.003553,1.684519,2.000000,2.000000,0.175282,0.107715,0.000000,0.001748
24.340000,0.376730,0.226009,0.179984,0.969981,0.534593,3.621414,-4.800000,4.800000,0.350191,-0.146321,0.255195,0.744902,-0.050276,-0.585584,0.545078,-0.595802,0.717564,6.068646,-6.097185,11.022773,-1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.003554,1.685427,2.000000,2.000000,0.179896,0.200000,0.062674,0.200000
24.350000,0.376730,0.226009,0.179984,0.969981,0.534593,3.621414,-4.800000,4.800000,0.349700,-0.152199,0.260641,0.738965,-0.048039,-0.590011,0.544039,-0.591611,0.717784,6.102464,-6.150604,11.167012,-1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.003555,1.687467,2.000000,2.000000,0.182522,0.200000,0.200000,0.200000
24.360000,0.376687,0.232840,0.187400,0.931813,-0.420481,-1.661536,3.106487,-4.800000,0.349230,-0.158120,0.266076,0.733070,-0.045822,-0.594338,0.542906,-0.587251,-0.237376,0.887606,1.776824,0.755813,1.196326,-1.200000,-1.200000,-1.200000,0,1,1,1,1.003555,1.689519,2.000000,2.000000,0.185152,0.200000,0.200000,0.200000
24.370000,0.367995,0.205984,0.232201,0.883813,-1.299843,-3.039203,4.800000,-4.800000,0.348783,-0.164085,0.271499,0.727220,-0.043625,-0.598563,0.541678,-0.582725,-1.160158,-0.590296,3.865344,-0.302463,1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.003555,1.689652,2.000000,2.000000,0.184283,0.200000,0.152748,0.200000
24.380000,0.367995,0.205984,0.232201,0.883813,-1.299843,-3.039203,4.800000,-4.800000,0.348358,-0.170091,0.276909,0.721416,-0.041451,-0.602686,0.540356,-0.578032,-1.160206,-0.556142,3.812563,-0.162057,1.200000,1.153365,-1.200000,1.200000,1,0,1,1,1.003555,1.689616,2.000000,2.000000,0.181042,0.171088,0.080493,0.172793
24.390000,0.360608,0.176312,0.275045,0.835813,-0.273144,-2.917319,3.876521,-4.800000,0.347954,-0.176138,0.282305,0.715660,-0.039299,-0.606704,0.538940,-0.573176,-0.170577,-0.548365,3.264980,-1.223009,0.862887,1.200000,-1.200000,1.200000,0,1,1,1,1.003556,1.689582,2.000000,2.000000,0.177802,0.143470,0.005200,0.157761
24.400000,0.363697,0.174796,0.261550,0.879306,0.780235,1.254879,-2.916613,4.800000,0.347572,-0.182225,0.287687,0.709953,-0.037171,-0.610617,0.537430,-0.568158,0.898032,3.650599,-3.715414,9.601976,-1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.003556,1.689544,2.000000,2.000000,0.177452,0.117489,0.000000,0.070267
24.410000,0.363697,0.174796,0.261550,0.879306,0.780235,1.254879,-2.916613,4.800000,0.347210,-0.188350,0.293054,0.704298,-0.035068,-0.614422,0.535827,-0.562979,0.897734,3.685031,-3.767475,9.738193,-1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.003556,1.690354,2.000000,2.000000,0.179567,0.200000,0.059358,0.200000
24.420000,0.375327,0.202315,0.218190,0.927306,1.460098,3.591124,-4.800000,4.800000,0.346870,-0.194513,0.298404,0.698694,-0.032989,-0.618119,0.534131,-0.557641,1.635369,6.193381,-6.136266,11.072936,-1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.003557,1.691172,2.000000,2.000000,0.181677,0.200000,0.123470,0.200000
24.430000,0.383831,0.212571,0.224448,0.887009,0.306767,-0.852708,1.465025,-1.601259,0.346551,-0.200712,0.303736,0.693145,-0.030937,-0.621706,0.532343,-0.552147,0.524106,1.835416,0.139803,3.797487,-1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.003558,1.693180,2.000000,2.000000,0.187410,0.200000,0.200000,0.200000
24.440000,0.383831,0.212571,0.224448,0.887009,0.306767,-0.852708,1.465025,-1.601259,0.346251,-0.206947,0.309050,0.687652,-0.028912,-0.625183,0.530462,-0.546498,0.523577,1.870065,0.088543,3.929171,-1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.003558,1.693487,2.000000,2.000000,0.189688,0.200000,0.196295,0.200000
24.450000,0.381068,0.187289,0.267786,0.839009,-0.724652,-2.978343,4.800000,-4.800000,0.345972,-0.213216,0.314345,0.682216,-0.026914,-0.628547,0.528489,-0.540696,-0.522258,-0.347271,3.805922,-0.339469,1.200000,0.039972,-1.200000,1.200000,1,0,1,1,1.003558,1.693800,2.000000,2.000000,0.191958,0.200000,0.193857,0.200000
24.460000,0.381068,0.187289,0.267786,0.839009,-0.724652,-2.978343,4.800000,-4.800000,0.345713,-0.219517,0.319620,0.676839,-0.024945,-0.631797,0.526425,-0.534743,-0.522931,-0.312511,3.755240,-0.210989,1.200000,-0.092784,-1.200000,1.200000,1,0,1,1,1.003558,1.693778,2.000000,2.000000,0.189844,0.181726,0.118189,0.169716
24.470000,0.368047,0.158051,0.310849,0.791009,-1.778369,-2.882884,3.907387,-4.800000,0.345473,-0.225851,0.324873,0.671522,-0.023005,-0.634933,0.524270,-0.528641,-1.642496,-0.328439,3.242879,-1.284166,1.200000,0.168464,-1.200000,1.200000,1,0,1,1,1.003558,1.693757,2.000000,2.000000,0.187734,0.165064,0.039723,0.150351
24.480000,0.368047,0.158051,0.310849,0.791009,-1.778369,-2.882884,3.907387,-4.800000,0.345253,-0.232216,0.330105,0.666266,-0.021095,-0.637953,0.522025,-0.522392,-1.643303,-0.293596,3.192809,-1.159032,1.200000,0.031000,-1.200000,1.200000,1,0,1,1,1.003559,1.693758,2.000000,2.000000,0.183271,0.148284,0.000000,0.060053
24.490000,0.356329,0.147631,0.305040,0.833999,-0.671523,-0.327728,-1.611912,4.800000,0.345051,-0.238610,0.335313,0.661074,-0.019216,-0.640856,0.519690,-0.515998,-0.595921,2.244330,-2.434331,9.639125,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.003560,1.693761,2.000000,2.000000,0.178832,0.133080,0.000000,0.000000
24.500000,0.355707,0.154143,0.277300,0.881999,0.429064,1.452237,-3.731318,4.800000,0.344868,-0.245032,0.340498,0.655947,-0.017369,-0.643641,0.517265,-0.509462,0.500628,4.091755,-4.880562,10.960774,-1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.003561,1.694096,2.000000,2.000000,0.177931,0.200000,0.040041,0.200000
24.510000,0.365735,0.144728,0.294150,0.838462,1.472953,-1.986878,3.390091,-4.800000,0.344704,-0.251482,0.345658,0.650885,-0.015554,-0.646306,0.514751,-0.502785,1.593661,0.640478,2.360260,0.392196,-1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.003561,1.694982,2.000000,2.000000,0.178647,0.200000,0.152220,0.200000
24.520000,0.365735,0.144728,0.294150,0.838462,1.472953,-1.986878,3.390091,-4.800000,0.344557,-0.257958,0.350793,0.645892,-0.013772,-0.648852,0.512148,-0.495970,1.592613,0.675402,2.311517,0.510228,-1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.003562,1.695052,2.000000,2.000000,0.182495,0.200000,0.103607,0.200000
24.530000,0.374381,0.116257,0.339864,0.790462,0.365044,-3.161076,4.800000,-4.800000,0.344428,-0.264459,0.355901,0.640966,-0.012024,-0.651276,0.509458,-0.489019,0.526834,-0.606221,4.130175,-0.573597,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.003563,1.695125,2.000000,2.000000,0.186306,0.200000,0.053744,0.200000
24.540000,0.371756,0.084585,0.383494,0.742462,-0.782560,-3.179051,4.013345,-4.800000,0.344317,-0.270983,0.360982,0.636112,-0.010311,-0.653578,0.506680,-0.481934,-0.635050,-0.747631,3.731786,-1.659310,1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.003563,1.695110,2.000000,2.000000,0.188011,0.169024,0.000000,0.151515
24.550000,0.371756,0.084585,0.383494,0.742462,-0.782560,-3.179051,4.013345,-4.800000,0.344222,-0.277530,0.366034,0.631328,-0.008633,-0.655757,0.503815,-0.474718,-0.636255,-0.712717,3.684125,-1.546942,1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.003563,1.695107,2.000000,2.000000,0.186137,0.132668,0.000000,0.047287
24.560000,0.357589,0.079077,0.373599,0.786059,-1.927244,0.875490,-2.476261,4.800000,0.344144,-0.284098,0.371058,0.626618,-0.006991,-0.657813,0.500864,-0.467373,-1.853025,3.349178,-2.951715,9.253405,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.003563,1.695104,2.000000,2.000000,0.184276,0.097512,0.000000,0.000000
24.570000,0.345332,0.104062,0.333530,0.834059,-0.661684,3.559113,-4.800000,4.800000,0.344082,-0.290686,0.376051,0.621981,-0.005386,-0.659743,0.497827,-0.459901,-0.650048,6.192594,-5.723037,10.561845,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.003565,1.695626,2.000000,2.000000,0.181525,0.200000,0.028068,0.200000
24.580000,0.345332,0.104062,0.333530,0.834059,-0.661684,3.559113,-4.800000,4.800000,0.344036,-0.297292,0.381014,0.617420,-0.003819,-0.661548,0.494705,-0.452305,-0.651386,6.227432,-5.769543,10.668278,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.003565,1.697255,2.000000,2.000000,0.181374,0.200000,0.133720,0.200000
24.590000,0.345085,0.116395,0.338455,0.790485,0.481871,0.186022,2.160747,-4.800000,0.344005,-0.303916,0.385945,0.612935,-0.002289,-0.663226,0.491499,-0.444588,0.489560,2.950805,1.194349,0.083321,-1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.003565,1.698892,2.000000,2.000000,0.181240,0.200000,0.200000,0.200000
24.600000,0.356011,0.106757,0.377199,0.742485,1.599838,-1.647337,4.800000,-4.800000,0.343990,-0.310557,0.390844,0.608529,-0.000799,-0.664778,0.488208,-0.436752,1.660741,1.104008,4.175341,-1.014345,-1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,1.003565,1.699330,2.000000,2.000000,0.181315,0.200000,0.176916,0.200000
24.610000,0.356011,0.106757,0.377199,0.742485,1.599838,-1.647337,4.800000,-4.800000,0.343989,-0.317212,0.395709,0.604201,0.000652,-0.666201,0.484834,-0.428799,1.659294,1.138706,4.130061,-0.914102,-1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,1.003566,1.699428,2.000000,2.000000,0.183338,0.200000,0.124752,0.123201
24.620000,0.365578,0.090422,0.420851,0.694485,0.423894,-1.634002,4.022757,-4.800000,0.344003,-0.323880,0.400540,0.599953,0.002063,-0.667496,0.481378,-0.420732,0.529704,1.105006,3.744488,-2.015975,-1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,1.003567,1.699529,2.000000,2.000000,0.185311,0.200000,0.069415,0.052159
24.630000,0.363212,0.082413,0.424324,0.736977,-0.781577,-0.769195,-0.165202,4.800000,0.344030,-0.330561,0.405336,0.595787,0.003433,-0.668662,0.477840,-0.412554,-0.689103,1.964339,-0.453161,8.742311,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.003567,1.699604,2.000000,2.000000,0.186432,0.200000,0.048575,0.000000
24.640000,0.363212,0.082413,0.424324,0.736977,-0.781577,-0.769195,-0.165202,4.800000,0.344071,-0.337253,0.410097,0.591702,0.004762,-0.669698,0.474221,-0.404267,-0.690636,1.998835,-0.497145,8.836129,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.003567,1.699789,2.000000,2.000000,0.185157,0.200000,0.051185,0.200000
24.650000,0.348707,0.074450,0.418757,0.784977,-1.996690,-0.816922,-0.884367,4.800000,0.344126,-0.343955,0.414820,0.587702,0.006048,-0.670604,0.470521,-0.395874,-1.979831,1.945704,-1.315526,10.127756,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.003568,1.699978,2.000000,2.000000,0.183901,0.200000,0.054485,0.200000
24.660000,0.335801,0.045129,0.458813,0.741384,-0.712972,-3.565556,4.800000,-4.800000,0.344192,-0.350665,0.419507,0.583785,0.007292,-0.671379,0.466741,-0.387377,-0.762221,-0.915208,4.726323,-0.472666,1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.003569,1.700165,2.000000,2.000000,0.183234,0.200000,0.065829,0.200000
24.670000,0.335941,0.006347,0.506813,0.693384,0.619936,-4.143186,4.800000,-4.800000,0.344271,-0.357382,0.424155,0.579954,0.008493,-0.672023,0.462882,-0.378780,0.569792,-1.652521,5.163700,-1.585491,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.003570,1.700195,2.000000,2.000000,0.183984,0.151488,0.058865,0.159092
24.680000,0.335941,0.006347,0.506813,0.693384,0.619936,-4.143186,4.800000,-4.800000,0.344362,-0.364105,0.428764,0.576210,0.009649,-0.672535,0.458945,-0.370086,0.568182,-1.618395,5.121545,-1.500575,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.003570,1.700320,2.000000,2.000000,0.183413,0.069170,0.096426,0.057161
24.690000,0.349787,-0.009703,0.507056,0.736915,2.004786,-0.157032,-1.369113,4.800000,0.344464,-0.370832,0.433334,0.572553,0.010762,-0.672915,0.454930,-0.361296,2.020639,2.321530,-1.086818,9.270339,-1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.003570,1.700443,2.000000,2.000000,0.182825,0.000000,0.129362,0.000000
24.700000,0.349787,-0.009703,0.507056,0.736915,2.004786,-0.157032,-1.369113,4.800000,0.344577,-0.377562,0.437863,0.568984,0.011829,-0.673162,0.450839,-0.352414,2.019007,2.355430,-1.128015,9.350673,-1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.003571,1.700589,2.000000,2.000000,0.183465,0.115081,0.123226,0.200000
24.710000,0.361666,0.005891,0.478325,0.784915,0.526145,2.953234,-4.106713,4.800000,0.344701,-0.384295,0.442350,0.565505,0.012850,-0.673276,0.446671,-0.343443,0.598122,5.577439,-4.193638,10.628686,-1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.003573,1.700736,2.000000,2.000000,0.184040,0.200000,0.117787,0.200000
24.720000,0.359225,0.013022,0.487589,0.741449,-0.855958,-0.356504,2.502555,-4.800000,0.344834,-0.391028,0.446796,0.562116,0.013826,-0.673258,0.442428,-0.334385,-0.797830,2.336999,2.468063,0.017718,1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.003573,1.701744,2.000000,2.000000,0.184901,0.200000,0.125077,0.200000
24.730000,0.343202,-0.002159,0.528179,0.693449,-2.224636,-2.177536,4.800000,-4.800000,0.344977,-0.397759,0.451198,0.558818,0.014754,-0.673106,0.438111,-0.325243,-2.248263,0.473572,5.131690,-1.108969,1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,1.003573,1.701899,2.000000,2.000000,0.183973,0.200000,0.123375,0.200000
24.740000,0.343202,-0.002159,0.528179,0.693449,-2.224636,-2.177536,4.800000,-4.800000,0.345129,-0.404489,0.455558,0.555611,0.015636,-0.672820,0.433720,-0.316021,-2.249905,0.506935,5.092489,-1.038031,1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,1.003576,1.701907,2.000000,2.000000,0.185036,0.200000,0.157417,0.118135
