t,q1,q2,q3,q4,dq1,dq2,dq3,dq4,q1_des,q2_des,q3_des,q4_des,dq1_des,dq2_des,dq3_des,dq4_des,s1,s2,s3,s4,tau1,tau2,tau3,tau4,sat1,sat2,sat3,sat4,a1_hat,a2_hat,a3_hat,a4_hat,b1_hat,b2_hat,b3_hat,b4_hat
2.640000,0.476695,-0.219975,0.723219,1.148902,-0.829451,0.270794,-0.258443,0.020263,0.453936,-0.131305,0.315420,0.445332,-0.209769,-0.206788,-0.589240,-0.311672,-0.505890,0.034233,4.408789,17.921179,1.200000,-0.371862,-1.200000,-1.200000,1,0,1,1,1.000449,1.092781,0.990191,0.688357,0.195887,0.162986,0.200000,0.200000
2.650000,0.453553,-0.204261,0.708369,1.156148,-3.424299,2.646892,-2.508824,1.365397,0.451844,-0.133360,0.309535,0.442270,-0.208620,-0.204150,-0.587721,-0.300798,-3.207133,2.496535,2.067236,19.513132,1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.000449,1.092779,0.992239,0.695768,0.192613,0.162824,0.200000,0.200000
2.660000,0.453553,-0.204261,0.708369,1.156148,-3.424299,2.646892,-2.508824,1.365397,0.449764,-0.135389,0.303665,0.439317,-0.207426,-0.201521,-0.586106,-0.289864,-3.197926,2.504048,2.124314,19.576032,1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.000453,1.092855,0.994322,0.699025,0.178683,0.155316,0.200000,0.200000
2.670000,0.435247,-0.179802,0.684847,1.167834,-0.702219,2.341040,-2.257882,1.375679,0.447696,-0.137391,0.297813,0.436473,-0.206187,-0.198903,-0.584396,-0.278873,-0.558277,2.327885,2.196852,19.938569,1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.000457,1.092931,0.996428,0.702279,0.164205,0.148163,0.200000,0.200000
2.680000,0.439750,-0.167579,0.672425,1.167585,1.338195,0.318657,-0.409236,-1.155886,0.445640,-0.139367,0.291978,0.433739,-0.204904,-0.196296,-0.582591,-0.267829,1.513648,0.373890,3.977824,17.458087,-1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.000457,1.092994,0.998455,0.707503,0.162598,0.147550,0.200000,0.200000
2.690000,0.439750,-0.167579,0.672425,1.167585,1.338195,0.318657,-0.409236,-1.155886,0.443598,-0.141317,0.286161,0.431117,-0.203577,-0.193703,-0.580692,-0.256735,1.522533,0.381048,4.034090,17.512565,-1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.000458,1.092982,1.000473,0.710736,0.167909,0.147963,0.200000,0.200000
2.700000,0.462864,-0.175714,0.679096,1.137981,3.118568,-1.721337,1.440773,-4.800000,0.441569,-0.143241,0.280364,0.428605,-0.202207,-0.191126,-0.578698,-0.245594,3.427253,-1.692579,6.006786,13.179997,-1.200000,1.200000,-1.200000,-1.200000,1,1,1,1,1.000459,1.092969,1.002519,0.714000,0.173522,0.148439,0.200000,0.200000
2.710000,0.478495,-0.197072,0.690324,1.089981,0.347878,-2.478645,0.877643,-4.800000,0.439554,-0.145139,0.274588,0.426205,-0.200795,-0.188565,-0.576610,-0.234409,0.743377,-2.549744,5.611617,12.028814,-1.200000,1.200000,-1.200000,-1.200000,1,1,1,1,1.000464,1.093181,1.005119,0.712198,0.194681,0.147465,0.200000,0.200000
2.720000,0.478495,-0.197072,0.690324,1.089981,0.347878,-2.478645,0.877643,-4.800000,0.437553,-0.147012,0.268832,0.423917,-0.199342,-0.186023,-0.574429,-0.223184,0.751928,-2.542921,5.666989,12.074788,-1.200000,1.200000,-1.200000,-1.200000,1,1,1,1,1.000464,1.093585,1.006867,0.707950,0.200000,0.151091,0.200000,0.200000
2.730000,0.468312,-0.203093,0.686298,1.041981,-2.072014,0.931206,-1.451644,-4.800000,0.435567,-0.148860,0.263099,0.421741,-0.197848,-0.183501,-0.572155,-0.211921,-1.710444,0.843541,3.352501,10.917915,1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.000464,1.093988,1.008644,0.703725,0.200000,0.154360,0.200000,0.200000
2.740000,0.436823,-0.175234,0.658540,0.993981,-3.929512,4.290020,-3.889378,-4.800000,0.433596,-0.150682,0.257390,0.419678,-0.196314,-0.181001,-0.569788,-0.200625,-3.717066,4.348263,0.691911,9.758188,1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.000466,1.093961,1.010434,0.699950,0.187631,0.152881,0.200000,0.200000
2.750000,0.412746,-0.135724,0.616093,0.945981,-1.281277,3.689778,-4.519421,-4.800000,0.431641,-0.152480,0.251704,0.417729,-0.194740,-0.178523,-0.567330,-0.189298,-1.181012,3.952080,-0.308199,8.595602,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.000471,1.094413,1.013275,0.697598,0.171838,0.157946,0.200000,0.200000
2.760000,0.412746,-0.135724,0.616093,0.945981,-1.281277,3.689778,-4.519421,-4.800000,0.429702,-0.154253,0.246043,0.415893,-0.193129,-0.176071,-0.564779,-0.177945,-1.172926,3.958492,-0.254143,8.630154,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.000472,1.094817,1.015546,0.697080,0.169469,0.178679,0.174042,0.200000
2.770000,0.411191,-0.101470,0.567682,0.897981,0.675907,3.235617,-5.105891,-4.800000,0.427778,-0.156001,0.240409,0.414170,-0.191479,-0.173644,-0.562138,-0.166567,0.784447,3.681917,-1.271014,7.461841,-1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.000472,1.095222,1.017837,0.696524,0.166928,0.199953,0.152362,0.200000
2.780000,0.426382,-0.081845,0.533363,0.849981,2.165011,0.931298,-2.053452,-4.800000,0.425872,-0.157726,0.234801,0.412561,-0.189793,-0.171245,-0.559407,-0.155169,2.357354,1.481950,1.491572,6.290660,-1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.000473,1.095611,1.019764,0.696984,0.168630,0.200000,0.054879,0.200000
2.790000,0.426382,-0.081845,0.533363,0.849981,2.165011,0.931298,-2.053452,-4.800000,0.423983,-0.159426,0.229221,0.411067,-0.188071,-0.168876,-0.556585,-0.143753,2.365078,1.488083,1.544551,6.316610,-1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.000475,1.095666,1.021320,0.696458,0.177699,0.200000,0.160632,0.200000
2.800000,0.438296,-0.085163,0.529912,0.801981,0.438449,-1.374397,1.062055,-4.800000,0.422111,-0.161103,0.223669,0.409686,-0.186313,-0.166537,-0.553674,-0.132324,0.705690,-0.828157,4.678153,5.139690,-1.200000,1.200000,-1.200000,-1.200000,1,1,1,1,1.000477,1.095721,1.022901,0.695922,0.187162,0.200000,0.200000,0.200000
2.810000,0.434097,-0.100459,0.537532,0.753981,-1.104866,-1.652070,0.516579,-4.800000,0.420257,-0.162757,0.218148,0.408420,-0.184521,-0.164230,-0.550675,-0.120884,-0.851143,-1.176351,4.261101,3.959902,1.200000,1.200000,-1.200000,-1.200000,1,1,1,1,1.000477,1.095763,1.024894,0.697400,0.190934,0.190953,0.200000,0.200000
2.820000,0.415318,-0.099718,0.528285,0.705981,-2.472268,1.486134,-2.111787,-4.800000,0.418420,-0.164388,0.212656,0.407269,-0.182696,-0.161957,-0.547587,-0.109437,-2.305086,1.971441,1.592088,2.777245,1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.000478,1.095846,1.026385,0.696810,0.186615,0.179760,0.200000,0.200000
2.830000,0.415318,-0.099718,0.528285,0.705981,-2.472268,1.486134,-2.111787,-4.800000,0.416603,-0.165996,0.207196,0.406232,-0.180837,-0.159718,-0.544411,-0.097986,-2.297856,1.977244,1.643513,2.791722,1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.000480,1.095937,1.028278,0.698734,0.178908,0.198895,0.200000,0.200000
2.840000,0.399944,-0.067836,0.492331,0.657981,-0.812658,4.559494,-4.824096,-4.800000,0.414804,-0.167583,0.201768,0.405309,-0.178946,-0.157516,-0.541149,-0.086534,-0.708009,5.215740,-1.377319,1.603335,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.000482,1.096028,1.030195,0.700648,0.170892,0.200000,0.200000,0.200000
2.850000,0.399944,-0.067836,0.492331,0.657981,-0.812658,4.559494,-4.824096,-4.800000,0.413024,-0.169147,0.196374,0.404501,-0.177024,-0.155351,-0.537800,-0.075085,-0.701031,5.221397,-1.326720,1.612088,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.000482,1.096936,1.033340,0.707681,0.169410,0.200000,0.105054,0.200000
2.860000,0.399430,-0.023333,0.440420,0.609981,0.520409,4.381041,-5.498987,-4.800000,0.411263,-0.170690,0.191013,0.403807,-0.175072,-0.153225,-0.534366,-0.063642,0.636313,5.271050,-2.470552,0.417986,-1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.000482,1.097844,1.036506,0.714691,0.167845,0.200000,0.012253,0.200000
2.870000,0.410613,0.007901,0.403182,0.561981,1.581753,2.100002,-2.250585,-4.800000,0.409523,-0.172211,0.185686,0.403228,-0.173090,-0.151140,-0.530846,-0.052208,1.760294,3.151705,0.455221,-0.778967,-1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,1.000483,1.098867,1.039537,0.723247,0.169320,0.200000,0.000000,0.200000
2.880000,0.419679,0.016379,0.399094,0.513981,0.380055,-0.180987,1.110284,-4.800000,0.407802,-0.173713,0.180396,0.402763,-0.171080,-0.149096,-0.527242,-0.040787,0.610522,0.918568,3.824506,-1.978764,-1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,1.000484,1.099283,1.042003,0.728447,0.175606,0.200000,0.024635,0.137355
2.890000,0.419679,0.016379,0.399094,0.513981,0.380055,-0.180987,1.110284,-4.800000,0.406101,-0.175194,0.175142,0.402412,-0.169041,-0.147096,-0.523555,-0.029382,0.616987,0.923972,3.873359,-1.981398,-1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,1.000484,1.099332,1.044680,0.733043,0.178420,0.200000,0.200000,0.025704
2.900000,0.417410,0.020435,0.374259,0.557731,-0.715742,0.430762,-2.927155,4.800000,0.404421,-0.176655,0.169925,0.402175,-0.166976,-0.145139,-0.519784,-0.017996,-0.483822,1.561352,-0.364032,8.706879,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.000484,1.099382,1.047386,0.737670,0.181344,0.200000,0.200000,0.000000
2.910000,0.404514,0.024870,0.341217,0.605731,-1.748628,0.462441,-3.622828,4.800000,0.402762,-0.178096,0.164747,0.402052,-0.164884,-0.143227,-0.515931,-0.006633,-1.574984,1.620501,-1.342196,9.898594,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.000484,1.099504,1.048228,0.746891,0.179100,0.200000,0.181339,0.200000
2.920000,0.404514,0.024870,0.341217,0.605731,-1.748628,0.462441,-3.622828,4.800000,0.401123,-0.179519,0.159607,0.402043,-0.162768,-0.141363,-0.511997,0.004705,-1.568909,1.625751,-1.294733,9.887497,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.000485,1.099643,1.048880,0.754116,0.173630,0.200000,0.120118,0.200000
2.930000,0.393281,0.009348,0.357656,0.561376,-0.623886,-2.615199,3.327528,-4.800000,0.399506,-0.180924,0.154507,0.402146,-0.160626,-0.139546,-0.507982,0.016013,-0.494386,-1.524294,5.867002,-0.835270,1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.000486,1.099782,1.049551,0.761415,0.167991,0.200000,0.059832,0.200000
2.940000,0.393098,-0.026020,0.403181,0.513376,0.484845,-3.878092,4.800000,-4.800000,0.397911,-0.182310,0.149447,0.402363,-0.158462,-0.137777,-0.503887,0.027290,0.619244,-2.958861,7.841225,-2.051960,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.000486,1.099842,1.052208,0.765704,0.166710,0.166743,0.200000,0.133768
2.950000,0.404293,-0.042611,0.402631,0.557685,1.635749,-0.300026,-1.480624,4.800000,0.396337,-0.183680,0.144429,0.402692,-0.156275,-0.136059,-0.499712,0.038531,1.831804,0.541374,1.601102,8.636304,-1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.000486,1.100156,1.055817,0.771790,0.168375,0.112345,0.200000,0.020990
2.960000,0.404293,-0.042611,0.402631,0.557685,1.635749,-0.300026,-1.480624,4.800000,0.394786,-0.185032,0.139453,0.403133,-0.154066,-0.134392,-0.495459,0.049733,1.837354,0.546468,1.646609,8.614068,-1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.000488,1.100167,1.056884,0.785769,0.175557,0.121456,0.200000,0.200000
2.970000,0.413960,-0.029309,0.372035,0.605685,0.423542,2.657804,-4.357240,4.800000,0.393256,-0.186368,0.134520,0.403686,-0.151836,-0.132777,-0.491129,0.060893,0.678897,3.575875,-1.490966,9.789079,-1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.000489,1.100177,1.057973,0.799829,0.182966,0.130707,0.200000,0.200000
2.980000,0.411897,-0.010062,0.355923,0.568551,-0.700128,1.817689,-1.499780,-4.800000,0.391749,-0.187688,0.129631,0.404351,-0.149587,-0.131216,-0.486721,0.072008,-0.449800,2.837030,1.249859,-0.766999,1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,1.000489,1.100635,1.059846,0.810502,0.186433,0.196365,0.114530,0.200000
2.990000,0.411897,-0.010062,0.355923,0.568551,-0.700128,1.817689,-1.499780,-4.800000,0.390264,-0.188992,0.124786,0.405126,-0.147318,-0.129708,-0.482238,0.083075,-0.444646,2.842046,1.293824,-0.797452,1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,1.000489,1.100946,1.062386,0.815321,0.184181,0.200000,0.183263,0.138134
3.000000,0.399222,-0.004634,0.360034,0.520551,-1.726938,-0.497362,1.974270,-4.800000,0.388803,-0.190282,0.119987,0.406012,-0.145031,-0.128256,-0.477679,0.094091,-1.529807,0.559134,4.852428,-2.030614,1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,1.000489,1.101257,1.064950,0.820152,0.181909,0.200000,0.200000,0.074297
3.010000,0.388179,-0.003367,0.343444,0.564324,-0.600645,0.157656,-2.100530,4.800000,0.387364,-0.191557,0.115233,0.407008,-0.142728,-0.126860,-0.473046,0.105052,-0.453839,1.225469,0.654628,8.627837,1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.000490,1.101278,1.068249,0.826282,0.175878,0.200000,0.200000,0.000000
3.020000,0.388195,-0.001753,0.318865,0.612324,0.487814,0.166960,-2.753975,4.800000,0.385948,-0.192819,0.110526,0.408113,-0.140408,-0.125521,-0.468340,0.115955,0.639457,1.247812,-0.202248,9.789307,-1.200000,-1.200000,1.047059,-1.200000,1,1,0,1,1.000491,1.101344,1.069254,0.838217,0.174545,0.200000,0.200000,0.200000
3.030000,0.388195,-0.001753,0.318865,0.612324,0.487814,0.166960,-2.753975,4.800000,0.384556,-0.194068,0.105866,0.409327,-0.138072,-0.124241,-0.463560,0.126797,0.644084,1.252775,-0.160431,9.748119,-1.200000,-1.200000,0.643957,-1.200000,1,1,0,1,1.000491,1.101412,1.069932,0.847824,0.176485,0.200000,0.189678,0.200000
3.040000,0.398800,-0.007222,0.319110,0.575077,1.519392,-0.621898,0.124098,-4.800000,0.383187,-0.195304,0.101255,0.410649,-0.135722,-0.123019,-0.458710,0.137576,1.733179,0.441534,2.761361,-0.826882,-1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,1.000491,1.101481,1.070628,0.857479,0.178498,0.200000,0.181357,0.200000
3.050000,0.407826,-0.023189,0.334490,0.527077,0.408612,-2.403423,2.695869,-4.800000,0.381841,-0.196529,0.096692,0.412078,-0.133359,-0.121857,-0.453788,0.148288,0.671897,-1.414867,5.527629,-2.073328,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.000492,1.101495,1.072360,0.859778,0.185908,0.200000,0.200000,0.134294
3.060000,0.407826,-0.023189,0.334490,0.527077,0.408612,-2.403423,2.695869,-4.800000,0.380520,-0.197742,0.092179,0.413614,-0.130983,-0.120756,-0.448796,0.158929,0.676130,-1.409903,5.567767,-2.122373,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.000492,1.101568,1.074779,0.862762,0.189446,0.172027,0.200000,0.021228
3.070000,0.405960,-0.040873,0.324871,0.570863,-0.675443,-1.738503,-1.409630,4.800000,0.379222,-0.198944,0.087717,0.415257,-0.128596,-0.119716,-0.443735,0.169498,-0.413154,-0.828432,1.405651,8.520672,1.200000,1.200000,-1.200000,-1.200000,1,1,1,1,1.000492,1.101641,1.077223,0.865766,0.193064,0.144011,0.200000,0.000000
3.080000,0.393345,-0.042046,0.294203,0.618863,-1.727597,1.211950,-4.429682,4.800000,0.377948,-0.200136,0.083305,0.417004,-0.126197,-0.118738,-0.438606,0.179991,-1.524412,2.121139,-1.882097,9.666491,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.000492,1.101673,1.077353,0.874776,0.190896,0.128933,0.200000,0.200000
3.090000,0.393345,-0.042046,0.294203,0.618863,-1.727597,1.211950,-4.429682,4.800000,0.376698,-0.201319,0.078945,0.418856,-0.123789,-0.117823,-0.433410,0.190405,-1.520570,2.126138,-1.843692,9.609776,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.000493,1.101821,1.078091,0.881322,0.184702,0.167503,0.104104,0.200000
3.100000,0.382588,-0.020809,0.263068,0.586136,-0.555807,3.309772,-3.932010,-4.800000,0.375472,-0.202493,0.074637,0.420812,-0.121373,-0.116972,-0.428148,0.200737,-0.398853,4.335160,-1.619549,-0.867623,1.200000,-1.200000,1.200000,1.200000,1,1,1,1,1.000494,1.101969,1.078846,0.887898,0.178406,0.200000,0.008749,0.200000
3.110000,0.382775,-0.000816,0.244055,0.538136,0.467692,0.922492,-0.218172,-4.800000,0.374270,-0.203659,0.070382,0.422871,-0.118948,-0.116185,-0.422820,0.210985,0.629163,2.052888,1.941378,-2.129338,-1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,1.000494,1.102649,1.081298,0.894336,0.177154,0.200000,0.000000,0.131764
3.120000,0.392731,0.001154,0.232989,0.570787,1.428540,-0.767624,0.028575,4.800000,0.373093,-0.204817,0.066181,0.425031,-0.116516,-0.115462,-0.417429,0.221144,1.643244,0.377690,2.114085,8.222743,-1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.000495,1.102819,1.083766,0.898740,0.179185,0.200000,0.083850,0.018029
3.130000,0.392731,0.001154,0.232989,0.570787,1.428540,-0.767624,0.028575,4.800000,0.371940,-0.205968,0.062034,0.427293,-0.114078,-0.114806,-0.411974,0.231214,1.646571,0.382789,2.150101,8.156127,-1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.000496,1.102831,1.085133,0.916299,0.186242,0.200000,0.172029,0.200000
3.140000,0.401428,-0.006116,0.229518,0.618787,0.410504,-0.698760,-0.650780,4.800000,0.370811,-0.207113,0.057942,0.429655,-0.111636,-0.114215,-0.406456,0.241190,0.675222,0.420440,1.471436,9.287098,-1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.000497,1.102844,1.086519,0.933882,0.193422,0.200000,0.200000,0.200000
3.150000,0.399896,-0.020505,0.251542,0.581404,-0.612538,-1.516415,2.304116,-4.800000,0.369707,-0.208253,0.053905,0.432117,-0.109189,-0.113691,-0.400878,0.251070,-0.352407,-0.463987,4.681366,-1.318893,1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.000497,1.102853,1.087448,0.948727,0.196997,0.200000,0.200000,0.200000
3.160000,0.388222,-0.035448,0.270962,0.533404,-1.617721,-1.474008,1.644851,-4.800000,0.368628,-0.209387,0.049924,0.434676,-0.106738,-0.113233,-0.395239,0.260851,-1.413009,-0.491080,4.250470,-2.592666,1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.000497,1.102861,1.089915,0.952576,0.195163,0.190234,0.200000,0.108176
3.170000,0.388222,-0.035448,0.270962,0.533404,-1.617721,-1.474008,1.644851,-4.800000,0.367573,-0.210517,0.046000,0.437333,-0.104286,-0.112844,-0.389540,0.270530,-1.410185,-0.485818,4.284012,-2.668770,1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.000498,1.102876,1.092063,0.955272,0.189378,0.180580,0.200000,0.000000
3.180000,0.378038,-0.027451,0.236699,0.577861,-0.531283,2.049498,-4.800000,4.800000,0.366542,-0.211644,0.042134,0.440087,-0.101832,-0.112522,-0.383784,0.280105,-0.371971,3.082986,-2.470562,7.964255,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.000499,1.102890,1.094231,0.957982,0.183525,0.170978,0.200000,0.000000
3.190000,0.378392,-0.000669,0.188699,0.625861,0.483570,3.184123,-4.800000,4.800000,0.365536,-0.212768,0.038325,0.442935,-0.099378,-0.112269,-0.377970,0.289574,0.647229,4.356886,-2.918287,9.083574,-1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.000499,1.103222,1.095344,0.964559,0.182339,0.200000,0.084900,0.200000
3.200000,0.388351,0.009311,0.197257,0.581300,1.410661,-0.121093,2.724882,-4.800000,0.364554,-0.213890,0.034574,0.445878,-0.096924,-0.112084,-0.372101,0.298933,1.626567,1.106994,4.723811,-1.713378,-1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,1.000499,1.103939,1.097324,0.974243,0.184458,0.200000,0.000000,0.200000
3.210000,0.388351,0.009311,0.197257,0.581300,1.410661,-0.121093,2.724882,-4.800000,0.363597,-0.215010,0.030883,0.448913,-0.094472,-0.111969,-0.366176,0.308179,1.628900,1.112480,4.754800,-1.798516,-1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,1.000500,1.104000,1.101330,0.983128,0.191482,0.200000,0.188851,0.094229
3.220000,0.396946,-0.002375,0.240612,0.533300,0.413096,-1.557749,4.800000,-4.800000,0.362665,-0.216129,0.027251,0.452041,-0.092022,-0.111923,-0.360197,0.317311,0.676523,-0.377056,7.293811,-3.085836,-1.200000,1.065567,-1.200000,1.200000,1,0,1,1,1.000501,1.104061,1.105359,0.992018,0.198592,0.200000,0.200000,0.000000
3.230000,0.395581,-0.010737,0.251087,0.577186,-0.590359,-0.776187,0.598912,4.800000,0.361757,-0.217249,0.023679,0.455259,-0.089576,-0.111947,-0.354165,0.326326,-0.331663,0.368318,3.227157,7.521837,1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.000501,1.104064,1.110310,1.003442,0.200000,0.191096,0.200000,0.000000
3.240000,0.395581,-0.010737,0.251087,0.577186,-0.590359,-0.776187,0.598912,4.800000,0.360873,-0.218369,0.020168,0.458567,-0.087133,-0.112040,-0.348082,0.335221,-0.329688,0.374010,3.256186,7.430246,1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.000501,1.104070,1.112203,1.024228,0.198284,0.199527,0.200000,0.200000
3.250000,0.384164,-0.003285,0.240775,0.625186,-1.583686,1.992342,-2.371306,4.800000,0.360014,-0.219490,0.016718,0.461963,-0.084697,-0.112204,-0.341947,0.343994,-1.378240,3.185568,0.211215,8.536568,1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.000501,1.104076,1.114113,1.044989,0.196565,0.200000,0.200000,0.200000
3.260000,0.374289,0.009333,0.245298,0.587889,-0.509237,1.196057,0.540377,-4.800000,0.359179,-0.220613,0.013329,0.465446,-0.082266,-0.112437,-0.335763,0.352642,-0.351421,2.458223,3.195826,-2.091588,1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,1.000502,1.104464,1.116517,1.061292,0.190902,0.200000,0.200000,0.200000
3.270000,0.374751,0.021671,0.246907,0.539889,0.487993,1.266577,-0.149508,-4.800000,0.358369,-0.221739,0.010003,0.469016,-0.079842,-0.112741,-0.329531,0.361163,0.649743,2.596366,2.549071,-3.389337,-1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,1.000502,1.104709,1.120145,1.068131,0.189793,0.200000,0.200000,0.086702
3.280000,0.374751,0.021671,0.246907,0.539889,0.487993,1.266577,-0.149508,-4.800000,0.357583,-0.222868,0.006739,0.472669,-0.077426,-0.113116,-0.323251,0.369555,0.651259,2.602386,2.575430,-3.489072,-1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,1.000502,1.104993,1.123404,1.073745,0.191895,0.200000,0.200000,0.000000
3.290000,0.384742,0.041717,0.207606,0.583743,1.404771,2.086238,-4.423544,4.800000,0.356820,-0.224001,0.003538,0.476406,-0.075019,-0.113561,-0.316925,0.377816,1.619400,3.528389,-2.065938,7.105614,-1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.000502,1.105278,1.126679,1.079363,0.194021,0.200000,0.200000,0.000000
3.300000,0.393217,0.062629,0.160324,0.631743,0.404702,1.999730,-4.800000,4.800000,0.356082,-0.225139,0.000400,0.480225,-0.072622,-0.114077,-0.310554,0.385943,0.663000,3.552649,-2.890213,8.202015,-1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.000503,1.105815,1.128479,1.088028,0.200000,0.200000,0.102587,0.200000
3.310000,0.393217,0.062629,0.160324,0.631743,0.404702,1.999730,-4.800000,4.800000,0.355368,-0.226283,-0.002673,0.484125,-0.070236,-0.114663,-0.304138,0.393933,0.664185,3.558953,-2.865893,8.096537,-1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.000503,1.106386,1.129930,1.094927,0.200000,0.200000,0.000000,0.200000
3.320000,0.392123,0.060660,0.169550,0.587136,-0.522074,-1.319669,2.822372,-4.800000,0.354677,-0.227433,-0.005682,0.488103,-0.067861,-0.115320,-0.297680,0.401786,-0.266985,0.236114,4.872377,-2.725972,1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,1.000503,1.106959,1.131395,1.101819,0.200000,0.200000,0.000000,0.200000
3.330000,0.381823,0.037222,0.213487,0.539136,-1.451813,-2.703369,4.800000,-4.800000,0.354011,-0.228590,-0.008627,0.492160,-0.065499,-0.116047,-0.291181,0.409498,-1.247251,-1.258261,7.312313,-4.035097,1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.000504,1.106968,1.134522,1.107301,0.198638,0.200000,0.199768,0.086925
3.340000,0.372550,0.017773,0.223285,0.583047,-0.492609,-1.870352,0.501019,4.800000,0.353367,-0.229754,-0.011506,0.496293,-0.063150,-0.116845,-0.284640,0.417068,-0.333548,-0.515870,3.133564,6.551780,1.200000,1.200000,-1.200000,-1.200000,1,1,1,1,1.000504,1.107003,1.138651,1.115115,0.193535,0.163634,0.200000,0.025196
3.350000,0.372550,0.017773,0.223285,0.583047,-0.492609,-1.870352,0.501019,4.800000,0.352748,-0.230927,-0.014319,0.500501,-0.060816,-0.117712,-0.278061,0.424493,-0.332783,-0.509139,3.155119,6.439156,1.200000,1.200000,-1.200000,-1.200000,1,1,1,1,1.000504,1.107006,1.139827,1.130385,0.192474,0.149659,0.200000,0.200000
3.360000,0.373079,0.015175,0.210818,0.631047,0.498960,1.057857,-2.673487,4.800000,0.352151,-0.232109,-0.017067,0.504782,-0.058496,-0.118650,-0.271443,0.431772,0.662095,2.412926,-0.123193,7.524841,-1.200000,-1.200000,0.079249,-1.200000,1,1,0,1,1.000504,1.107010,1.141015,1.145592,0.191410,0.135798,0.200000,0.200000
3.370000,0.383243,0.034437,0.197012,0.598722,1.420122,3.104095,-2.244470,-4.800000,0.351578,-0.233300,-0.019748,0.509136,-0.056193,-0.119658,-0.264788,0.438903,1.634645,4.562440,0.187919,-2.999235,-1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,1.000504,1.107248,1.142549,1.156866,0.193570,0.200000,0.193716,0.200000
3.380000,0.391743,0.058734,0.183715,0.550722,0.404972,1.877482,-0.570070,-4.800000,0.351027,-0.234502,-0.022363,0.513560,-0.053907,-0.120735,-0.258097,0.445883,0.662461,3.464398,1.748798,-4.316817,-1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,1.000505,1.108091,1.146371,1.164755,0.200000,0.200000,0.200000,0.091982
