t,q1,q2,q3,q4,dq1,dq2,dq3,dq4,dq1_filt,dq2_filt,dq3_filt,dq4_filt,q1_des,q2_des,q3_des,q4_des,dq1_des,dq2_des,dq3_des,dq4_des,tau1,tau2,tau3,tau4,curr_cmd1,curr_cmd2,curr_cmd3,curr_cmd4,curr_meas1,curr_meas2,curr_meas3,curr_meas4
4.070105,-0.616660,-0.937262,0.720971,0.757787,-0.527578,-0.335732,0.575540,0.000000,-0.534471,-0.323552,0.538536,0.010831,-0.628891,-0.900365,0.700365,0.785398,-0.470474,-0.299513,0.299513,0.000000,-0.006942,-0.013621,-0.395344,-0.074818,-10,-38,-86,-26,-8,-35,-83,-24
4.080098,-0.621262,-0.938796,0.722505,0.757787,-0.527578,-0.311751,0.551559,0.000000,-0.519302,-0.288759,0.492252,0.014303,-0.633562,-0.903338,0.703338,0.785398,-0.464166,-0.295497,0.295497,0.000000,-0.007773,-0.014123,-0.382932,-0.070564,-10,-38,-83,-25,-11,-37,-87,-24
4.090110,-0.625864,-0.941864,0.722505,0.756253,-0.503597,-0.263789,0.479616,0.000000,-0.505472,-0.269327,0.425101,0.002971,-0.638177,-0.906276,0.706276,0.785398,-0.457800,-0.291444,0.291444,0.000000,-0.008416,0.004825,-0.338297,-0.055546,-10,-34,-73,-22,-8,-38,-84,-25
4.100113,-0.630466,-0.944932,0.722505,0.757787,-0.479616,-0.239808,0.383693,0.000000,-0.493552,-0.260664,0.350803,0.008205,-0.642724,-0.909171,0.709171,0.785398,-0.451393,-0.287366,0.287366,0.000000,-0.008792,0.018754,-0.316499,-0.051006,-10,-31,-68,-21,-10,-32,-72,-22
4.110108,-0.635068,-0.946466,0.722505,0.756253,-0.479616,-0.215827,0.287770,0.000000,-0.483731,-0.246886,0.278159,-0.001582,-0.647204,-0.912023,0.712023,0.785398,-0.444947,-0.283262,0.283262,0.000000,-0.008926,0.034562,-0.272750,-0.035982,-10,-27,-59,-18,-10,-33,-66,-22
4.120115,-0.639670,-0.948000,0.722505,0.756253,-0.455636,-0.215827,0.215827,0.000000,-0.475956,-0.231140,0.212320,-0.007328,-0.651624,-0.914837,0.714837,0.785398,-0.438448,-0.279125,0.279125,0.000000,-0.008814,0.045149,-0.243493,-0.026889,-9,-25,-52,-16,-9,-26,-59,-18
4.130115,-0.642738,-0.952602,0.722505,0.756253,-0.455636,-0.215827,0.143885,0.000000,-0.457758,-0.240016,0.155832,-0.010190,-0.655976,-0.917607,0.717607,0.785398,-0.431910,-0.274962,0.274962,0.000000,-0.011238,0.069098,-0.209592,-0.017604,-10,-19,-45,-14,-8,-24,-52,-15
4.140162,-0.647340,-0.954136,0.722505,0.756253,-0.431655,-0.215827,0.071942,0.000000,-0.447034,-0.238413,0.109472,-0.011091,-0.660282,-0.920349,0.720349,0.785398,-0.425298,-0.270753,0.270753,0.000000,-0.011209,0.079492,-0.185380,-0.010329,-10,-17,-39,-12,-10,-17,-41,-14
4.150136,-0.651942,-0.958738,0.722505,0.756253,-0.431655,-0.239808,0.023981,0.000000,-0.441652,-0.255193,0.072898,-0.010745,-0.664491,-0.923028,0.723028,0.785398,-0.418691,-0.266547,0.266547,0.000000,-0.010603,0.102023,-0.157112,-0.002903,-10,-12,-33,-10,-8,-15,-37,-13
4.160117,-0.655010,-0.961806,0.724039,0.756253,-0.407674,-0.239808,0.023981,0.000000,-0.427635,-0.269390,0.057394,-0.009678,-0.668637,-0.925667,0.725667,0.785398,-0.412038,-0.262312,0.262312,0.000000,-0.012416,0.111961,-0.145802,0.000010,-10,-10,-30,-10,-10,-10,-32,-8
4.170138,-0.659612,-0.964874,0.725573,0.756253,-0.407674,-0.263789,0.023981,0.000000,-0.421829,-0.280900,0.055772,-0.008263,-0.672732,-0.928275,0.728275,0.785398,-0.405317,-0.258033,0.258033,0.000000,-0.011716,0.119407,-0.138935,0.001628,-10,-8,-29,-9,-9,-11,-31,-8
4.180100,-0.662680,-0.967942,0.727107,0.756253,-0.407674,-0.287770,0.023981,0.000000,-0.409143,-0.289878,0.062608,-0.006753,-0.676737,-0.930824,0.730824,0.785398,-0.398595,-0.253753,0.253753,0.000000,-0.013247,0.125200,-0.134986,0.002395,-10,-7,-28,-9,-9,-9,-28,-9
4.190105,-0.667282,-0.969476,0.730175,0.756253,-0.407674,-0.287770,0.047962,0.000000,-0.405616,-0.284346,0.086246,-0.005307,-0.680690,-0.933341,0.733341,0.785398,-0.391805,-0.249431,0.249431,0.000000,-0.012215,0.116737,-0.148012,-0.001174,-10,-9,-31,-10,-9,-6,-27,-8
4.200109,-0.670350,-0.971010,0.736311,0.756253,-0.407674,-0.287770,0.095923,0.000000,-0.395594,-0.270552,0.142616,-0.004015,-0.684576,-0.935815,0.735815,0.785398,-0.384975,-0.245083,0.245083,0.000000,-0.013404,0.094084,-0.187082,-0.012117,-10,-14,-40,-12,-9,-11,-31,-11
4.210102,-0.674952,-0.974078,0.740913,0.756253,-0.407674,-0.287770,0.143885,0.000000,-0.394748,-0.265174,0.201844,-0.002918,-0.688389,-0.938242,0.738242,0.785398,-0.378115,-0.240716,0.240716,0.000000,-0.011981,0.081855,-0.215730,-0.020574,-9,-17,-46,-14,-9,-15,-41,-12
4.220099,-0.679553,-0.977146,0.747049,0.756253,-0.407674,-0.263789,0.215827,0.000000,-0.399477,-0.265278,0.270321,-0.002027,-0.692134,-0.940626,0.740626,0.785398,-0.371215,-0.236323,0.236323,0.000000,-0.010030,0.065560,-0.254340,-0.031915,-9,-20,-55,-17,-8,-17,-47,-14
4.230094,-0.684155,-0.980214,0.751651,0.756253,-0.407674,-0.263789,0.287770,0.000000,-0.407171,-0.268661,0.326597,-0.001330,-0.695810,-0.942966,0.742966,0.785398,-0.364278,-0.231907,0.231907,0.000000,-0.007764,0.055698,-0.281407,-0.039994,-9,-22,-61,-19,-9,-18,-55,-17
4.240120,-0.688757,-0.984816,0.757787,0.756253,-0.407674,-0.239808,0.359712,0.000000,-0.416030,-0.286014,0.383322,-0.000805,-0.699427,-0.945269,0.745269,0.785398,-0.357284,-0.227454,0.227454,0.000000,-0.005335,0.049387,-0.312544,-0.049691,-8,-24,-68,-21,-7,-21,-61,-18
4.250168,-0.691825,-0.987884,0.762388,0.756253,-0.407674,-0.263789,0.407674,0.000000,-0.412606,-0.298088,0.423507,-0.000426,-0.702982,-0.947532,0.747532,0.785398,-0.350238,-0.222969,0.222969,0.000000,-0.005578,0.043568,-0.334350,-0.056320,-8,-25,-73,-22,-8,-26,-68,-20
4.260108,-0.696427,-0.989418,0.768524,0.756253,-0.407674,-0.287770,0.479616,0.000000,-0.414359,-0.293757,0.462825,-0.000165,-0.706428,-0.949726,0.749726,0.785398,-0.343234,-0.218509,0.218509,0.000000,-0.003548,0.026344,-0.368255,-0.065828,-8,-29,-80,-24,-7,-25,-71,-22
4.270132,-0.699495,-0.990952,0.771592,0.756253,-0.407674,-0.287770,0.503597,0.000000,-0.406806,-0.279930,0.473933,0.000006,-0.709833,-0.951894,0.751894,0.785398,-0.336135,-0.213990,0.213990,0.000000,-0.003963,0.018888,-0.379568,-0.068803,-8,-31,-83,-25,-6,-30,-77,-25
4.280186,-0.704097,-0.994020,0.774660,0.756253,-0.383693,-0.287770,0.503597,0.000000,-0.406545,-0.273783,0.467227,0.000107,-0.713177,-0.954023,0.754023,0.785398,-0.328982,-0.209436,0.209436,0.000000,-0.001981,0.019925,-0.382692,-0.069822,-7,-30,-83,-25,-8,-28,-85,-25
4.290106,-0.705631,-0.995554,0.776194,0.756253,-0.383693,-0.263789,0.479616,0.000000,-0.386137,-0.260464,0.438097,0.000160,-0.716405,-0.956078,0.756078,0.785398,-0.321891,-0.204922,0.204922,0.000000,-0.004963,0.021782,-0.375027,-0.067356,-8,-30,-82,-25,-5,-29,-82,-25
4.300110,-0.708699,-0.998621,0.777728,0.756253,-0.359712,-0.263789,0.431655,0.000000,-0.367544,-0.256179,0.397843,0.000178,-0.719590,-0.958105,0.758105,0.785398,-0.314708,-0.200349,0.200349,0.000000,-0.005998,0.031389,-0.360918,-0.063460,-8,-28,-78,-24,-8,-31,-80,-25
4.310111,-0.711767,-1.000155,0.777728,0.756253,-0.335732,-0.239808,0.359712,0.000000,-0.351529,-0.245386,0.341864,0.000175,-0.722701,-0.960086,0.760086,0.785398,-0.307496,-0.195758,0.195758,0.000000,-0.006743,0.041004,-0.337759,-0.056582,-8,-26,-73,-22,-8,-26,-77,-23
4.320102,-0.713301,-1.003223,0.776194,0.756253,-0.335732,-0.215827,0.287770,0.000000,-0.326070,-0.243823,0.268655,0.000159,-0.725737,-0.962019,0.762019,0.785398,-0.300260,-0.191151,0.191151,0.000000,-0.009875,0.063019,-0.298616,-0.045580,-8,-21,-65,-20,-8,-27,-75,-21
4.330111,-0.716369,-1.004757,0.776194,0.756253,-0.311751,-0.215827,0.215827,0.000000,-0.309252,-0.235651,0.203237,0.000137,-0.728706,-0.963909,0.763909,0.785398,-0.292981,-0.186518,0.186518,0.000000,-0.010510,0.074349,-0.272805,-0.037952,-8,-18,-59,-18,-8,-21,-63,-19
4.340105,-0.717903,-1.007825,0.776194,0.756253,-0.287770,-0.215827,0.143885,0.000000,-0.286693,-0.236439,0.147728,0.000113,-0.731598,-0.965750,0.765750,0.785398,-0.285684,-0.181872,0.181872,0.000000,-0.013226,0.090647,-0.246593,-0.030675,-9,-15,-53,-16,-6,-17,-59,-19
4.350122,-0.720971,-1.010893,0.777728,0.756253,-0.263789,-0.215827,0.071942,0.000000,-0.274766,-0.242541,0.114875,0.000089,-0.734423,-0.967548,0.767548,0.785398,-0.278341,-0.177197,0.177197,0.000000,-0.013291,0.101052,-0.234246,-0.027436,-9,-12,-50,-16,-8,-16,-53,-13
4.360106,-0.724039,-1.013961,0.776194,0.756253,-0.263789,-0.239808,0.047962,0.000000,-0.270172,-0.251342,0.073702,0.000068,-0.737165,-0.969294,0.769294,0.785398,-0.270995,-0.172521,0.172521,0.000000,-0.012685,0.120841,-0.203680,-0.019094,-9,-8,-43,-14,-8,-13,-48,-14
4.370130,-0.725573,-1.017029,0.776194,0.756253,-0.239808,-0.239808,0.023981,0.000000,-0.258074,-0.261059,0.043102,0.000050,-0.739844,-0.970999,0.770999,0.785398,-0.263592,-0.167808,0.167808,0.000000,-0.014311,0.135531,-0.184023,-0.013873,-9,-4,-39,-13,-8,-9,-43,-15
4.380120,-0.728641,-1.018563,0.776194,0.756253,-0.239808,-0.239808,0.000000,0.000000,-0.254713,-0.258277,0.021294,0.000035,-0.742441,-0.972652,0.772652,0.785398,-0.256188,-0.163094,0.163094,0.000000,-0.013451,0.142184,-0.170828,-0.010067,-9,-3,-36,-12,-9,-4,-39,-11
4.390149,-0.730175,-1.020097,0.777728,0.756253,-0.239808,-0.239808,0.000000,0.000000,-0.244591,-0.248217,0.018777,0.000023,-0.744972,-0.974264,0.774264,0.785398,-0.248730,-0.158346,0.158346,0.000000,-0.014760,0.141061,-0.171944,-0.010298,-9,-3,-36,-12,-7,-1,-32,-13
4.400133,-0.733243,-1.023165,0.777728,0.756253,-0.239808,-0.239808,0.000000,0.000000,-0.243494,-0.246867,0.015765,0.000014,-0.747419,-0.975821,0.775821,0.785398,-0.241279,-0.153603,0.153603,0.000000,-0.013546,0.150181,-0.161858,-0.007810,-9,-1,-34,-11,-8,-1,-36,-12
4.410123,-0.736311,-1.023165,0.777728,0.756253,-0.239808,-0.215827,0.000000,0.000000,-0.247900,-0.226308,0.012697,0.000008,-0.749792,-0.977332,0.777332,0.785398,-0.233800,-0.148842,0.148842,0.000000,-0.011837,0.146608,-0.158838,-0.006481,-8,-2,-33,-11,-8,-1,-34,-11
4.420141,-0.737845,-1.023165,0.779262,0.756253,-0.239808,-0.215827,0.000000,0.000000,-0.242984,-0.195868,0.022112,0.000003,-0.752096,-0.978799,0.778799,0.785398,-0.226277,-0.144053,0.144053,0.000000,-0.012490,0.135686,-0.168471,-0.008669,-8,-4,-36,-12,-8,-1,-30,-10
4.430135,-0.740913,-1.023165,0.780796,0.756253,-0.239808,-0.167866,0.023981,0.000000,-0.245139,-0.161935,0.038264,0.000000,-0.754320,-0.980215,0.780215,0.785398,-0.218750,-0.139261,0.139261,0.000000,-0.010790,0.123305,-0.180548,-0.011547,-8,-7,-38,-12,-8,-6,-38,-12
4.440115,-0.743981,-1.023165,0.782330,0.756253,-0.239808,-0.143885,0.023981,0.000000,-0.251365,-0.128620,0.057166,-0.000002,-0.756466,-0.981581,0.781581,0.785398,-0.211211,-0.134461,0.134461,0.000000,-0.008685,0.110735,-0.193481,-0.014694,-8,-10,-41,-13,-8,-4,-37,-11
4.450150,-0.745515,-1.024699,0.783864,0.756253,-0.239808,-0.095923,0.071942,0.000000,-0.247263,-0.110613,0.076205,-0.000002,-0.758547,-0.982906,0.782906,0.785398,-0.203610,-0.129622,0.129622,0.000000,-0.009013,0.105552,-0.202539,-0.017236,-8,-11,-43,-13,-8,-11,-39,-11
4.460120,-0.748583,-1.026233,0.786932,0.756253,-0.239808,-0.071942,0.095923,0.000000,-0.249564,-0.103232,0.106076,-0.000003,-0.760539,-0.984174,0.784174,0.785398,-0.196037,-0.124801,0.124801,0.000000,-0.007038,0.097066,-0.221570,-0.022733,-7,-13,-48,-15,-7,-13,-43,-12
4.470134,-0.751651,-1.026233,0.790000,0.756253,-0.239808,-0.071942,0.119904,0.000000,-0.255524,-0.090545,0.140057,-0.000003,-0.762464,-0.985400,0.785400,0.785398,-0.188411,-0.119946,0.119946,0.000000,-0.004702,0.082632,-0.244854,-0.029077,-7,-16,-53,-16,-8,-11,-46,-16
4.480146,-0.753185,-1.026233,0.791534,0.756253,-0.239808,-0.047962,0.143885,0.000000,-0.250929,-0.075689,0.161512,-0.000003,-0.764312,-0.986576,0.786576,0.785398,-0.180768,-0.115081,0.115081,0.000000,-0.004808,0.073309,-0.257122,-0.032274,-7,-18,-56,-17,-7,-17,-51,-14
4.490131,-0.756253,-1.027767,0.794602,0.756253,-0.239808,-0.047962,0.167866,0.000000,-0.252642,-0.072992,0.186008,-0.000002,-0.766079,-0.987701,0.787701,0.785398,-0.173127,-0.110216,0.110216,0.000000,-0.002628,0.066571,-0.274613,-0.037388,-6,-20,-60,-18,-7,-17,-58,-18
4.500132,-0.759320,-1.027767,0.796136,0.756253,-0.239808,-0.047962,0.191847,0.000000,-0.258002,-0.065534,0.198097,-0.000002,-0.767772,-0.988779,0.788779,0.785398,-0.165457,-0.105333,0.105333,0.000000,-0.000081,0.059871,-0.283766,-0.039764,-6,-21,-62,-19,-5,-18,-58,-16
4.510109,-0.759320,-1.027767,0.797670,0.756253,-0.239808,-0.047962,0.191847,0.000000,-0.240578,-0.055817,0.201774,-0.000001,-0.769385,-0.989806,0.789806,0.785398,-0.157789,-0.100452,0.100452,0.000000,-0.002626,0.053913,-0.290939,-0.041547,-6,-22,-64,-19,-5,-20,-58,-20
4.520112,-0.762388,-1.029301,0.797670,0.756253,-0.239808,-0.047962,0.191847,0.000000,-0.235421,-0.057793,0.187839,-0.000001,-0.770925,-0.990786,0.790786,0.785398,-0.150086,-0.095547,0.095547,0.000000,-0.000730,0.060498,-0.281876,-0.039141,-6,-21,-62,-18,-5,-21,-65,-19
4.530100,-0.765456,-1.029301,0.797670,0.756253,-0.215827,-0.047962,0.167866,0.000000,-0.238037,-0.054356,0.164450,-0.000001,-0.772385,-0.991716,0.791716,0.785398,-0.142378,-0.090640,0.090640,0.000000,0.001861,0.062860,-0.273217,-0.036452,-5,-20,-60,-18,-7,-20,-62,-17
4.540118,-0.766990,-1.029301,0.797670,0.756253,-0.215827,-0.047962,0.143885,0.000000,-0.232835,-0.047944,0.137261,-0.000001,-0.773773,-0.992599,0.792599,0.785398,-0.134633,-0.085710,0.085710,0.000000,0.002225,0.065199,-0.263959,-0.033562,-5,-19,-58,-17,-5,-19,-58,-18
4.550107,-0.768524,-1.030835,0.797670,0.756253,-0.215827,-0.047962,0.119904,0.000000,-0.223359,-0.052534,0.109967,-0.000000,-0.775079,-0.993431,0.793431,0.785398,-0.126897,-0.080785,0.080785,0.000000,0.002340,0.074001,-0.251352,-0.030163,-5,-17,-56,-16,-4,-21,-59,-17
4.560105,-0.770058,-1.030835,0.797670,0.756253,-0.191847,-0.047962,0.071942,0.000000,-0.212077,-0.051085,0.084793,-0.000000,-0.776309,-0.994214,0.794214,0.785398,-0.119142,-0.075848,0.075848,0.000000,0.002406,0.076987,-0.242497,-0.027464,-5,-16,-54,-16,-3,-15,-56,-15
4.570131,-0.771592,-1.032369,0.797670,0.756253,-0.191847,-0.047962,0.047962,0.000000,-0.200613,-0.058401,0.062905,-0.000000,-0.777464,-0.994949,0.794949,0.785398,-0.111353,-0.070889,0.070889,0.000000,0.002537,0.085598,-0.231479,-0.024578,-5,-14,-52,-15,-5,-16,-51,-15
4.580161,-0.773126,-1.032369,0.797670,0.756253,-0.167866,-0.047962,0.023981,0.000000,-0.189957,-0.058118,0.044740,-0.000000,-0.778542,-0.995635,0.795635,0.785398,-0.103550,-0.065922,0.065922,0.000000,0.002824,0.087917,-0.224836,-0.022558,-4,-13,-51,-15,-4,-11,-53,-15
4.590137,-0.774660,-1.033903,0.797670,0.756253,-0.167866,-0.047962,0.000000,0.000000,-0.180639,-0.065571,0.030262,-0.000000,-0.779536,-0.996268,0.796268,0.785398,-0.095778,-0.060974,0.060974,0.000000,0.003297,0.095625,-0.216263,-0.020410,-4,-11,-50,-14,-4,-13,-48,-16
4.600144,-0.776194,-1.035437,0.797670,0.756253,-0.167866,-0.071942,0.000000,0.000000,-0.172869,-0.077069,0.019154,0.000000,-0.780456,-0.996854,0.796854,0.785398,-0.087972,-0.056005,0.056005,0.000000,0.003974,0.103634,-0.208390,-0.018520,-4,-8,-49,-14,-3,-11,-50,-14
4.610131,-0.777728,-1.036971,0.797670,0.757787,-0.167866,-0.071942,0.000000,0.000000,-0.166650,-0.090074,0.010957,0.012272,-0.781295,-0.997388,0.797388,0.785398,-0.080173,-0.051040,0.051040,0.000000,0.004852,0.107423,-0.215172,-0.022902,-4,-7,-51,-15,-4,-9,-49,-13
4.620110,-0.779262,-1.036971,0.797670,0.756253,-0.143885,-0.071942,0.000000,0.000000,-0.161858,-0.090671,0.005162,0.006381,-0.782057,-0.997873,0.797873,0.785398,-0.072373,-0.046074,0.046074,0.000000,0.005947,0.112153,-0.200052,-0.016678,-3,-5,-49,-13,-4,-8,-51,-16
4.630113,-0.779262,-1.035437,0.797670,0.756253,-0.143885,-0.071942,0.000000,0.000000,-0.146034,-0.071504,0.001272,0.002337,-0.782741,-0.998309,0.798309,0.785398,-0.064547,-0.041092,0.041092,0.000000,0.004580,0.105125,-0.201912,-0.016544,-3,-6,-51,-13,-2,-5,-47,-13
4.640108,-0.780796,-1.036971,0.797670,0.756253,-0.143885,-0.071942,0.000000,0.000000,-0.137129,-0.066555,-0.001163,-0.000277,-0.783347,-0.998694,0.798694,0.785398,-0.056720,-0.036109,0.036109,0.000000,0.005514,0.109313,-0.198440,-0.015731,-3,-4,-51,-13,-2,-5,-53,-13
4.650122,-0.782330,-1.035437,0.797670,0.756253,-0.143885,-0.047962,0.000000,0.000000,-0.133087,-0.045989,-0.002532,-0.001823,-0.783876,-0.999031,0.799031,0.785398,-0.048872,-0.031113,0.031113,0.000000,0.006932,0.101600,-0.201984,-0.016162,-2,-4,-54,-13,-3,-4,-50,-12
4.660148,-0.783864,-1.036971,0.797670,0.756253,-0.143885,-0.047962,0.000000,0.000000,-0.132287,-0.042243,-0.003150,-0.002605,-0.784327,-0.999318,0.799318,0.785398,-0.041012,-0.026109,0.026109,0.000000,0.008665,0.105697,-0.199600,-0.015750,-2,-2,-55,-13,-1,-3,-52,-13
4.670162,-0.783864,-1.035437,0.797670,0.756253,-0.119904,-0.023981,0.000000,0.000000,-0.121224,-0.024344,-0.003269,-0.002866,-0.784698,-0.999554,0.799554,0.785398,-0.033155,-0.021107,0.021107,0.000000,0.008019,0.098266,-0.203810,-0.016461,-1,-2,-58,-13,-2,-2,-54,-12
4.680149,-0.785398,-1.035437,0.797670,0.756253,-0.119904,-0.023981,0.000000,0.000000,-0.117160,-0.011657,-0.003079,-0.002793,-0.784990,-0.999740,0.799740,0.785398,-0.025317,-0.016117,0.016117,0.000000,0.009686,0.096181,-0.205452,-0.016833,-1,-1,-60,-13,0,-2,-59,-13
4.690136,-0.785398,-1.035437,0.797670,0.756253,-0.095923,0.000000,0.000000,0.000000,-0.105349,-0.003112,-0.002719,-0.002526,-0.785204,-0.999876,0.799876,0.785398,-0.017476,-0.011125,0.011125,0.000000,0.009143,0.094821,-0.206918,-0.017214,0,0,-63,-13,0,0,-60,-13
4.700128,-0.786932,-1.035437,0.797670,0.756253,-0.095923,0.000000,0.000000,0.000000,-0.102106,0.002264,-0.002285,-0.002163,-0.785339,-0.999962,0.799962,0.785398,-0.009629,-0.006130,0.006130,0.000000,0.011046,0.094013,-0.208266,-0.017604,1,2,-66,-14,0,0,-62,-13
4.710118,-0.786932,-1.035437,0.797670,0.756253,-0.095923,0.000000,0.000000,0.000000,-0.091992,0.005308,-0.001842,-0.001773,-0.785396,-0.999999,0.799999,0.785398,-0.001784,-0.001136,0.001136,0.000000,0.010807,0.093637,-0.209551,-0.018013,1,4,-68,-14,1,1,-64,-14
4.720116,-0.786932,-1.033903,0.797670,0.756253,-0.071942,0.000000,0.000000,0.000000,-0.078564,0.018982,-0.001429,-0.001397,-0.785375,-0.999985,0.799985,0.785398,0.006069,0.003863,-0.003863,0.000000,0.010413,0.086922,-0.214459,-0.019034,2,4,-72,-14,0,3,-69,-15
4.730107,-0.786932,-1.032369,0.797670,0.756253,-0.047962,0.023981,0.000000,0.000000,-0.064222,0.037940,-0.001067,-0.001059,-0.785275,-0.999922,0.799922,0.785398,0.013915,0.008859,-0.008859,0.000000,0.010036,0.079292,-0.220069,-0.020210,2,4,-75,-14,2,3,-73,-13
4.740108,-0.785398,-1.030835,0.797670,0.756253,-0.023981,0.023981,0.000000,0.000000,-0.038208,0.058551,-0.000764,-0.000772,-0.785096,-0.999808,0.799808,0.785398,0.021768,0.013858,-0.013858,0.000000,0.007140,0.071402,-0.225996,-0.021469,2,4,-79,-14,2,3,-73,-12
4.750116,-0.785398,-1.027767,0.797670,0.756253,0.000000,0.047962,0.000000,0.000000,-0.019542,0.090777,-0.000521,-0.000538,-0.784839,-0.999644,0.799644,0.785398,0.029624,0.018859,-0.018859,0.000000,0.006613,0.056994,-0.235616,-0.023348,3,2,-83,-15,2,3,-77,-15
4.760115,-0.783864,-1.026233,0.797670,0.756253,0.000000,0.071942,0.000000,0.000000,0.005492,0.115123,-0.000334,-0.000355,-0.784504,-0.999431,0.799431,0.785398,0.037469,0.023854,-0.023854,0.000000,0.003961,0.048488,-0.242215,-0.024775,2,2,-87,-15,2,1,-82,-14
4.770108,-0.782330,-1.023165,0.797670,0.756253,0.023981,0.119904,0.000000,0.000000,0.032345,0.145064,-0.000195,-0.000216,-0.784090,-0.999167,0.799167,0.785398,0.045307,0.028843,-0.028843,0.000000,0.001258,0.034538,-0.251874,-0.026703,2,0,-91,-16,1,1,-89,-15
4.780104,-0.780796,-1.018563,0.797670,0.756253,0.023981,0.167866,0.000000,0.000000,0.058142,0.188239,-0.000096,-0.000116,-0.783598,-0.998854,0.798854,0.785398,0.053142,0.033831,-0.033831,0.000000,-0.001274,0.013788,-0.265374,-0.029278,2,-4,-96,-16,1,-13,-89,-14
4.790191,-0.779262,-1.015495,0.797670,0.756253,0.047962,0.215827,0.000000,0.000000,0.081240,0.223629,-0.000029,-0.000046,-0.783022,-0.998487,0.798487,0.785398,0.061044,0.038862,-0.038862,0.000000,-0.003511,-0.001086,-0.275898,-0.031413,2,-6,-100,-17,1,-3,-92,-14
4.800123,-0.779262,-1.012427,0.797670,0.756253,0.071942,0.239808,0.000000,0.000000,0.088599,0.251516,0.000014,-0.000001,-0.782377,-0.998077,0.798077,0.785398,0.068818,0.043811,-0.043811,0.000000,-0.002743,-0.014624,-0.285765,-0.033444,2,-8,-103,-17,1,-9,-102,-18
4.810108,-0.776194,-1.009359,0.797670,0.756253,0.095923,0.263789,0.000000,0.000000,0.110471,0.272671,0.000038,0.000026,-0.781651,-0.997615,0.797615,0.785398,0.076626,0.048782,-0.048782,0.000000,-0.006458,-0.026938,-0.295108,-0.035403,2,-10,-106,-18,2,-6,-101,-17
4.820110,-0.774660,-1.007825,0.797670,0.756253,0.119904,0.287770,0.000000,0.000000,0.127028,0.275822,0.000050,0.000041,-0.780846,-0.997102,0.797102,0.785398,0.084440,0.053756,-0.053756,0.000000,-0.007961,-0.031577,-0.300449,-0.036737,2,-10,-108,-18,2,-15,-105,-16
4.830155,-0.770058,-1.004757,0.797670,0.756253,0.143885,0.287770,0.000000,0.000000,0.163616,0.280190,0.000053,0.000046,-0.779958,-0.996537,0.796537,0.785398,0.092280,0.058747,-0.058747,0.000000,-0.014396,-0.040877,-0.308416,-0.038494,1,-12,-111,-18,2,-2,-110,-17
4.840115,-0.768524,-1.003223,0.797670,0.756253,0.167866,0.263789,0.000000,0.000000,0.184751,0.272668,0.000050,0.000046,-0.779000,-0.995927,0.795927,0.785398,0.100043,0.063689,-0.063689,0.000000,-0.016107,-0.043598,-0.312989,-0.039734,0,-12,-113,-19,1,-15,-109,-18
4.850137,-0.765456,-1.001689,0.797670,0.756253,0.191847,0.263789,0.000000,0.000000,0.207196,0.258613,0.000045,0.000042,-0.777959,-0.995264,0.795264,0.785398,0.107845,0.068657,-0.068657,0.000000,-0.019560,-0.045139,-0.317081,-0.040914,0,-12,-114,-19,2,-15,-110,-20
4.860171,-0.762388,-1.001689,0.797670,0.756253,0.191847,0.215827,0.000000,0.000000,0.228630,0.229491,0.000038,0.000036,-0.776837,-0.994550,0.794550,0.785398,0.115645,0.073622,-0.073622,0.000000,-0.022846,-0.039524,-0.317480,-0.041527,-1,-10,-115,-19,-3,-12,-113,-18
4.870153,-0.760854,-1.001689,0.796136,0.756253,0.215827,0.191847,0.000000,0.000000,0.235473,0.193659,-0.012241,0.000030,-0.775644,-0.993791,0.793791,0.785398,0.123394,0.078555,-0.078555,0.000000,-0.023187,-0.027612,-0.306142,-0.038860,-1,-7,-113,-18,-2,-8,-115,-19
4.880188,-0.760854,-1.001689,0.796136,0.756253,0.215827,0.167866,0.000000,0.000000,0.220740,0.156666,-0.018629,0.000023,-0.774367,-0.992977,0.792977,0.785398,0.131172,0.083506,-0.083506,0.000000,-0.020004,-0.019747,-0.304236,-0.038904,0,-5,-113,-18,1,-6,-112,-18
4.890156,-0.760854,-1.001689,0.794602,0.756253,0.215827,0.119904,-0.023981,0.000000,0.194242,0.121938,-0.033244,0.000018,-0.773021,-0.992120,0.792120,0.785398,0.138884,0.088416,-0.088416,0.000000,-0.015822,-0.007652,-0.292633,-0.036168,1,-2,-110,-18,0,-5,-115,-18
4.900133,-0.760854,-1.001689,0.794602,0.756253,0.167866,0.095923,-0.023981,0.000000,0.162803,0.091346,-0.039353,0.000013,-0.771597,-0.991214,0.791214,0.785398,0.146589,0.093321,-0.093321,0.000000,-0.011157,-0.000931,-0.291760,-0.036459,2,0,-110,-18,1,-1,-107,-17
4.910127,-0.760854,-1.001689,0.793068,0.756253,0.143885,0.047962,-0.023981,0.000000,0.130916,0.065683,-0.052142,0.000009,-0.770093,-0.990257,0.790257,0.785398,0.154293,0.098226,-0.098226,0.000000,-0.006362,0.009392,-0.281924,-0.034160,2,2,-108,-17,1,0,-110,-16
4.920133,-0.760854,-1.001689,0.794602,0.756253,0.119904,0.023981,-0.023981,0.000000,0.101310,0.045030,-0.043372,0.000006,-0.768511,-0.989249,0.789249,0.785398,0.161990,0.103126,-0.103126,0.000000,-0.001654,0.008848,-0.294404,-0.038190,3,2,-111,-18,2,0,-110,-16
