t,q1,q2,q3,q4,dq1,dq2,dq3,dq4,dq1_filt,dq2_filt,dq3_filt,dq4_filt,q1_des,q2_des,q3_des,q4_des,dq1_des,dq2_des,dq3_des,dq4_des,tau1,tau2,tau3,tau4,curr_cmd1,curr_cmd2,curr_cmd3,curr_cmd4,curr_meas1,curr_meas2,curr_meas3,curr_meas4
0.150089,0.024544,0.757787,0.532291,-1.751806,0.047962,-0.887290,-0.599521,-0.503597,0.051977,-0.816256,-0.602173,-0.518660,0.021059,0.873501,0.595648,-1.692171,0.021667,-0.016964,-0.020782,0.056028,-0.005470,-0.285008,-0.030672,-0.040673,-1,-96,-49,-26,0,-94,-46,-23
0.160136,0.024544,0.750117,0.523087,-1.759476,0.023981,-0.839329,-0.671463,-0.551559,0.049778,-0.757816,-0.665746,-0.549571,0.021291,0.873319,0.595426,-1.691572,0.024464,-0.019192,-0.023474,0.063331,-0.004252,-0.274944,-0.026919,-0.037037,-1,-94,-48,-26,0,-95,-48,-24
0.170103,0.023010,0.740913,0.510816,-1.768680,0.023981,-0.743406,-0.719425,-0.575540,0.032205,-0.735758,-0.748805,-0.597783,0.021549,0.873116,0.595178,-1.690903,0.027380,-0.021524,-0.026282,0.070959,0.001236,-0.252980,-0.017644,-0.030862,0,-89,-46,-24,-1,-94,-50,-25
0.180073,0.023010,0.733243,0.497010,-1.776350,0.000000,-0.671463,-0.791367,-0.599521,0.019084,-0.725022,-0.849182,-0.640247,0.021837,0.872890,0.594902,-1.690156,0.030433,-0.023973,-0.029224,0.078962,0.004364,-0.229465,-0.006248,-0.024865,1,-84,-44,-23,0,-92,-46,-25
0.190107,0.021476,0.731709,0.487806,-1.784020,0.000000,-0.599521,-0.863310,-0.623501,-0.002587,-0.672850,-0.915105,-0.675865,0.022158,0.872636,0.594593,-1.689322,0.033640,-0.026554,-0.032316,0.087382,0.010737,-0.225641,-0.003272,-0.022916,2,-83,-43,-23,1,-83,-43,-21
0.200105,0.021476,0.733243,0.477068,-1.791690,0.000000,-0.527578,-0.935252,-0.671463,-0.015382,-0.575448,-0.967354,-0.704525,0.022511,0.872357,0.594254,-1.688405,0.036964,-0.029238,-0.035523,0.096127,0.013999,-0.233880,-0.005182,-0.023179,2,-84,-44,-23,2,-81,-43,-25
0.210098,0.023010,0.734777,0.466330,-1.797825,0.000000,-0.455636,-0.983214,-0.695444,-0.009557,-0.458698,-1.007217,-0.714447,0.022898,0.872051,0.593882,-1.687399,0.040410,-0.032031,-0.038850,0.105212,0.012519,-0.247309,-0.009714,-0.024483,2,-87,-45,-23,3,-84,-43,-21
0.220079,0.023010,0.733243,0.457126,-1.803961,0.000000,-0.407674,-1.031175,-0.719425,-0.005298,-0.364225,-1.024189,-0.712332,0.023319,0.871717,0.593478,-1.686302,0.043973,-0.034929,-0.042292,0.114622,0.013139,-0.255640,-0.013972,-0.024598,2,-87,-46,-23,2,-87,-44,-19
0.230086,0.023010,0.733243,0.444854,-1.811631,0.000000,-0.311751,-1.055156,-0.719425,-0.002318,-0.278402,-1.050612,-0.715435,0.023777,0.871353,0.593037,-1.685106,0.047661,-0.037940,-0.045857,0.124382,0.014066,-0.262079,-0.016537,-0.024218,3,-87,-46,-23,2,-88,-46,-23
0.240159,0.023010,0.731709,0.431049,-1.820835,0.000000,-0.215827,-1.079137,-0.719425,-0.000345,-0.216909,-1.092863,-0.733694,0.024276,0.870955,0.592556,-1.683803,0.051486,-0.041074,-0.049558,0.134528,0.015244,-0.259719,-0.015409,-0.021926,3,-85,-46,-23,3,-85,-45,-22
0.250066,0.023010,0.731709,0.418777,-1.828505,0.000000,-0.119904,-1.079137,-0.719425,0.000867,-0.162660,-1.128960,-0.747312,0.024806,0.870532,0.592047,-1.682419,0.055354,-0.044256,-0.053304,0.144810,0.016591,-0.259883,-0.015018,-0.020407,3,-83,-46,-22,3,-83,-45,-24
0.260093,0.023010,0.731709,0.406505,-1.836175,0.000000,-0.047962,-1.103118,-0.719425,0.001524,-0.117098,-1.158476,-0.757058,0.025381,0.870072,0.591493,-1.680914,0.059373,-0.047574,-0.057197,0.155515,0.018120,-0.259208,-0.014572,-0.018698,4,-81,-46,-22,2,-84,-44,-21
0.270092,0.023010,0.733243,0.395767,-1.843845,0.000000,-0.023981,-1.103118,-0.743406,0.001797,-0.068121,-1.169410,-0.763700,0.025995,0.869579,0.590901,-1.679304,0.063481,-0.050979,-0.061180,0.166481,0.019770,-0.263591,-0.016545,-0.017882,4,-80,-46,-22,4,-78,-46,-24
0.280111,0.023010,0.733243,0.385029,-1.849981,0.000000,-0.023981,-1.127099,-0.743406,0.001817,-0.033285,-1.168321,-0.755676,0.026652,0.869051,0.590268,-1.677580,0.067692,-0.054483,-0.065267,0.177749,0.021545,-0.264945,-0.017973,-0.016595,4,-79,-46,-22,4,-80,-48,-23
0.290094,0.023010,0.733243,0.377359,-1.857651,0.000000,0.000000,-1.127099,-0.743406,0.001683,-0.009721,-1.135561,-0.751767,0.027349,0.868489,0.589595,-1.675748,0.071981,-0.058066,-0.069431,0.189248,0.023353,-0.267873,-0.021455,-0.015229,5,-78,-47,-21,5,-80,-47,-21
0.300095,0.024544,0.733243,0.368155,-1.862253,0.000000,0.000000,-1.103118,-0.743406,0.013740,0.005196,-1.098691,-0.726096,0.028091,0.867890,0.588880,-1.673797,0.076363,-0.061743,-0.073691,0.201029,0.021295,-0.269938,-0.024248,-0.014129,5,-78,-48,-21,6,-77,-45,-22
0.310081,0.024544,0.733243,0.358952,-1.865321,0.000000,0.000000,-1.055156,-0.695444,0.019875,0.013730,-1.062305,-0.677149,0.028875,0.867255,0.588122,-1.671730,0.080824,-0.065500,-0.078029,0.213046,0.022223,-0.271945,-0.026719,-0.013399,5,-78,-48,-21,4,-76,-45,-21
0.320093,0.024544,0.733243,0.351282,-1.865321,0.000000,0.000000,-1.007195,-0.623501,0.021966,0.017752,-1.016848,-0.593609,0.029707,0.866580,0.587319,-1.669535,0.085375,-0.069351,-0.082461,0.225339,0.023928,-0.276249,-0.030006,-0.013719,5,-79,-49,-20,3,-76,-48,-21
0.330117,0.024544,0.733243,0.340544,-1.862253,0.000000,0.000000,-0.959233,-0.527578,0.021464,0.018745,-0.994129,-0.471453,0.030586,0.865865,0.586470,-1.667214,0.090009,-0.073288,-0.086975,0.237884,0.026256,-0.278463,-0.031075,-0.014444,6,-79,-49,-20,3,-80,-47,-20
0.340091,0.024544,0.733243,0.331340,-1.859185,0.000000,0.000000,-0.935252,-0.383693,0.019445,0.017841,-0.974598,-0.335899,0.031507,0.865114,0.585580,-1.664778,0.094691,-0.077284,-0.091541,0.250593,0.028912,-0.281416,-0.032308,-0.015524,6,-80,-50,-19,5,-76,-47,-19
0.350095,0.024544,0.734777,0.322136,-1.857651,0.000000,0.000000,-0.911271,-0.263789,0.016678,0.028143,-0.958543,-0.215423,0.032478,0.864321,0.584641,-1.662206,0.099455,-0.081369,-0.096192,0.263559,0.031804,-0.287782,-0.034599,-0.016976,7,-81,-50,-18,7,-78,-50,-17
0.360094,0.023010,0.734777,0.312932,-1.857651,0.000000,0.000000,-0.887290,-0.119904,0.001412,0.032073,-0.945858,-0.125904,0.033497,0.863487,0.583655,-1.659506,0.104282,-0.085525,-0.100907,0.276728,0.038952,-0.289168,-0.035477,-0.017038,8,-81,-50,-17,7,-81,-51,-16
0.370091,0.023010,0.734777,0.305262,-1.857651,0.000000,0.000000,-0.887290,-0.023981,-0.007861,0.031865,-0.923937,-0.062120,0.034564,0.862611,0.582623,-1.656672,0.109168,-0.089754,-0.105686,0.290097,0.043140,-0.290415,-0.036764,-0.016835,9,-81,-51,-15,11,-80,-51,-18
0.380098,0.023010,0.734777,0.297592,-1.857651,0.000000,0.000000,-0.887290,0.023981,-0.012795,0.029191,-0.898229,-0.018880,0.035681,0.861691,0.581541,-1.653701,0.114118,-0.094056,-0.110530,0.303674,0.046666,-0.290779,-0.037922,-0.016252,10,-81,-51,-14,9,-82,-53,-14
0.390091,0.024544,0.734777,0.291456,-1.857651,0.000000,0.000000,-0.863310,0.047962,-0.002461,0.025252,-0.860033,0.008575,0.036846,0.860729,0.580412,-1.650598,0.119113,-0.098420,-0.115424,0.317415,0.045502,-0.292202,-0.040033,-0.015657,10,-82,-51,-13,9,-83,-51,-12
0.400102,0.024544,0.734777,0.285320,-1.859185,0.000000,0.000000,-0.815348,0.047962,0.003937,0.020868,-0.817400,0.012089,0.038064,0.859722,0.579232,-1.647351,0.124167,-0.102857,-0.120382,0.331359,0.047098,-0.292985,-0.042283,-0.014485,10,-82,-52,-13,9,-83,-50,-13
0.410092,0.024544,0.734777,0.279185,-1.857651,0.000000,0.000000,-0.791367,0.023981,0.007460,0.016568,-0.775516,0.025503,0.039330,0.858672,0.578004,-1.643971,0.129258,-0.107348,-0.125379,0.345443,0.049336,-0.294428,-0.044452,-0.013881,11,-83,-52,-12,10,-80,-51,-14
0.420093,0.026078,0.733243,0.274583,-1.859185,0.000000,0.000000,-0.719425,0.000000,0.021250,0.000391,-0.725160,0.019239,0.040648,0.857576,0.576725,-1.640445,0.134396,-0.111904,-0.130429,0.359703,0.047636,-0.291897,-0.046094,-0.011965,11,-83,-52,-12,10,-84,-50,-11
0.430128,0.026078,0.734777,0.269981,-1.859185,0.000000,0.000000,-0.671463,0.000000,0.027823,0.002925,-0.673749,0.013942,0.042023,0.856429,0.575391,-1.636763,0.139592,-0.116536,-0.135541,0.374165,0.049423,-0.298116,-0.050356,-0.011837,11,-84,-53,-12,13,-81,-49,-10
0.440090,0.026078,0.734777,0.263845,-1.859185,0.023981,0.000000,-0.623501,0.000000,0.029541,0.004212,-0.638090,0.009648,0.043439,0.855245,0.574015,-1.632963,0.144786,-0.121190,-0.140656,0.388667,0.052182,-0.299765,-0.052646,-0.010885,12,-85,-54,-12,13,-86,-55,-12
0.450079,0.026078,0.734777,0.256175,-1.859185,0.023981,0.000000,-0.599521,0.000000,0.028209,0.004647,-0.627006,0.006300,0.044912,0.854011,0.572584,-1.629008,0.150026,-0.125912,-0.145823,0.403344,0.055654,-0.298626,-0.053018,-0.009581,13,-84,-54,-12,11,-84,-53,-12
0.460109,0.026078,0.734777,0.251573,-1.859185,0.023981,0.000000,-0.575540,0.000000,0.025153,0.004536,-0.607011,0.003787,0.046443,0.852724,0.571095,-1.624888,0.155316,-0.130705,-0.151046,0.418212,0.059452,-0.300025,-0.054785,-0.008772,13,-85,-54,-11,13,-84,-55,-12
0.470094,0.026078,0.734777,0.245437,-1.859185,0.023981,0.000000,-0.575540,0.000000,0.021307,0.004107,-0.595541,0.001976,0.048020,0.851395,0.569561,-1.620637,0.160609,-0.135528,-0.156277,0.433135,0.063530,-0.299889,-0.055636,-0.007689,14,-85,-54,-11,12,-85,-54,-11
0.480109,0.027612,0.734777,0.240835,-1.859185,0.023981,0.000000,-0.575540,0.000000,0.029567,0.003521,-0.577831,0.000732,0.049655,0.850013,0.567969,-1.616224,0.165940,-0.140414,-0.161552,0.448217,0.063327,-0.301245,-0.057331,-0.006867,14,-85,-54,-11,12,-84,-55,-11
0.490098,0.027612,0.734777,0.237767,-1.859185,0.023981,0.000000,-0.551559,0.000000,0.032157,0.002887,-0.545522,-0.000074,0.051340,0.848586,0.566329,-1.611671,0.171276,-0.145333,-0.166839,0.463366,0.066259,-0.304745,-0.060377,-0.006346,15,-86,-55,-11,14,-83,-53,-11
0.500121,0.027612,0.734777,0.234699,-1.859185,0.023981,0.000000,-0.527578,0.000000,0.031139,0.002276,-0.507039,-0.000551,0.053083,0.847105,0.564630,-1.606950,0.176647,-0.150313,-0.172166,0.478667,0.069957,-0.308856,-0.063859,-0.005856,16,-87,-55,-11,14,-84,-55,-10
0.510097,0.029146,0.734777,0.231631,-1.859185,0.023981,0.000000,-0.479616,0.000000,0.040309,0.001728,-0.467929,-0.000793,0.054872,0.845580,0.562886,-1.602099,0.182004,-0.155313,-0.177488,0.493986,0.069720,-0.313134,-0.067425,-0.005377,16,-88,-56,-11,16,-87,-56,-11
0.520095,0.029146,0.734777,0.228563,-1.859185,0.023981,0.000000,-0.455636,0.000000,0.042586,0.001260,-0.431573,-0.000875,0.056719,0.844002,0.561085,-1.597083,0.187383,-0.160364,-0.182838,0.509426,0.072944,-0.317338,-0.070888,-0.004889,17,-89,-56,-11,15,-88,-55,-10
0.530102,0.030680,0.733243,0.227029,-1.859185,0.047962,0.000000,-0.407674,0.000000,0.052817,-0.011393,-0.387505,-0.000854,0.058621,0.842372,0.559229,-1.591908,0.192773,-0.165457,-0.188207,0.524954,0.072550,-0.318248,-0.073684,-0.003809,17,-90,-56,-10,16,-88,-57,-11
0.540091,0.030680,0.734777,0.223961,-1.859185,0.047962,0.000000,-0.359712,0.000000,0.054731,-0.005802,-0.354608,-0.000773,0.060573,0.840694,0.557322,-1.586586,0.198156,-0.170578,-0.193576,0.540526,0.076027,-0.326095,-0.078137,-0.003995,18,-91,-56,-11,17,-92,-55,-9
0.550094,0.032214,0.734777,0.220893,-1.860719,0.047962,0.000000,-0.311751,0.000000,0.063772,-0.001983,-0.331044,-0.012935,0.062582,0.838962,0.555359,-1.581101,0.203547,-0.175741,-0.198961,0.556182,0.076055,-0.329973,-0.081305,-0.003150,18,-92,-57,-11,17,-91,-55,-12
0.560090,0.033748,0.734777,0.216291,-1.859185,0.047962,0.000000,-0.287770,0.000000,0.076367,0.000467,-0.327238,-0.006925,0.064644,0.837179,0.553343,-1.575463,0.208932,-0.180933,-0.204348,0.571885,0.075632,-0.332028,-0.082793,-0.002669,18,-92,-57,-10,18,-93,-58,-11
0.570087,0.033748,0.734777,0.213223,-1.859185,0.047962,0.000000,-0.287770,0.000000,0.077815,0.001900,-0.323319,-0.002765,0.066760,0.835344,0.551273,-1.569667,0.214310,-0.186156,-0.209737,0.587636,0.079404,-0.334695,-0.084731,-0.002126,19,-93,-57,-10,17,-92,-57,-9
0.580090,0.035282,0.734777,0.210155,-1.859185,0.071942,0.000000,-0.287770,0.000000,0.084730,0.002608,-0.319646,-0.000048,0.068930,0.833456,0.549148,-1.563710,0.219683,-0.191411,-0.215128,0.603439,0.080104,-0.337244,-0.086633,-0.001536,19,-93,-57,-10,19,-91,-56,-8
0.590075,0.036816,0.734777,0.207087,-1.859185,0.071942,0.000000,-0.287770,0.000000,0.094372,0.002824,-0.316414,0.001586,0.071151,0.831518,0.546973,-1.557605,0.225035,-0.196684,-0.220508,0.619251,0.080341,-0.339711,-0.088506,-0.000910,19,-94,-58,-10,18,-93,-57,-9
0.600110,0.036816,0.734777,0.207087,-1.859185,0.071942,0.000000,-0.287770,0.000000,0.092608,0.002727,-0.289162,0.002440,0.073436,0.829518,0.544733,-1.551312,0.230398,-0.202008,-0.225907,0.635169,0.084820,-0.345927,-0.092707,-0.000861,20,-95,-58,-10,18,-93,-58,-10
0.610089,0.038350,0.734777,0.205553,-1.859185,0.071942,0.000000,-0.263789,0.000000,0.096413,0.002451,-0.261949,0.002757,0.075761,0.827475,0.542452,-1.544894,0.235714,-0.207327,-0.231269,0.651021,0.086231,-0.351268,-0.096502,-0.000559,21,-96,-58,-10,19,-96,-57,-10
0.620088,0.041417,0.734777,0.204019,-1.859185,0.095923,0.000000,-0.239808,0.000000,0.115526,0.002090,-0.236938,0.002726,0.078145,0.825376,0.540113,-1.538305,0.241019,-0.212677,-0.236630,0.666919,0.082650,-0.356513,-0.100199,-0.000244,20,-98,-58,-10,20,-98,-57,-8
0.630067,0.042951,0.734777,0.204019,-1.859185,0.119904,0.000000,-0.215827,0.000000,0.130024,0.001705,-0.202976,0.002490,0.080576,0.823227,0.537725,-1.531571,0.246291,-0.218036,-0.241966,0.682795,0.082046,-0.363435,-0.104892,-0.000216,20,-99,-58,-10,20,-100,-58,-9
0.640088,0.046019,0.734777,0.202485,-1.859185,0.143885,0.000000,-0.191847,0.000000,0.152865,0.001338,-0.178632,0.002149,0.083071,0.821015,0.535273,-1.524648,0.251559,-0.223436,-0.247309,0.698741,0.077862,-0.368821,-0.108643,0.000103,20,-100,-57,-10,19,-99,-57,-9
0.650097,0.050621,0.734777,0.202485,-1.859185,0.143885,0.000000,-0.143885,0.000000,0.191155,0.001011,-0.149736,0.001772,0.085615,0.818751,0.532771,-1.517575,0.256791,-0.228845,-0.252626,0.714663,0.068552,-0.375545,-0.113105,0.000137,18,-102,-57,-10,19,-100,-57,-10
0.660087,0.052155,0.733243,0.202485,-1.859185,0.167866,0.000000,-0.119904,0.000000,0.211109,-0.011538,-0.120419,0.001405,0.088206,0.816438,0.530221,-1.510356,0.261982,-0.234259,-0.257912,0.730545,0.067013,-0.377319,-0.115996,0.001060,18,-103,-56,-9,17,-98,-56,-9
0.670084,0.055223,0.734777,0.202485,-1.859185,0.191847,0.000000,-0.095923,0.000000,0.230736,-0.005872,-0.093195,0.001072,0.090851,0.814069,0.527617,-1.502973,0.267143,-0.239689,-0.263178,0.746422,0.063574,-0.387812,-0.121590,0.000422,17,-105,-55,-9,17,-105,-55,-9
0.680068,0.058291,0.734777,0.202485,-1.859185,0.215827,0.000000,-0.047962,0.000000,0.248597,-0.002003,-0.069406,0.000786,0.093544,0.811649,0.524963,-1.495442,0.272260,-0.245124,-0.268411,0.762255,0.060494,-0.395212,-0.126239,0.000370,17,-107,-55,-9,16,-103,-55,-9
0.690085,0.062893,0.734777,0.202485,-1.859185,0.239808,0.000000,-0.023981,0.000000,0.276242,0.000478,-0.049579,0.000552,0.096297,0.809166,0.522248,-1.487727,0.277354,-0.250586,-0.273632,0.778113,0.053473,-0.402104,-0.130568,0.000367,16,-108,-55,-10,17,-106,-54,-8
0.700085,0.065961,0.734777,0.202485,-1.859185,0.263789,0.000000,-0.023981,0.000000,0.295273,0.001929,-0.033717,0.000367,0.099095,0.806633,0.519486,-1.479867,0.282397,-0.256046,-0.278813,0.793907,0.050292,-0.408515,-0.134620,0.000430,15,-109,-54,-9,16,-105,-54,-11
0.710069,0.069029,0.734777,0.202485,-1.859185,0.287770,0.000000,0.000000,0.000000,0.307613,0.002645,-0.021502,0.000227,0.101940,0.804049,0.516676,-1.471862,0.287388,-0.261504,-0.283952,0.809638,0.048466,-0.414531,-0.138442,0.000547,15,-111,-54,-9,15,-111,-54,-9
0.720071,0.073631,0.734777,0.202485,-1.859185,0.311751,0.000000,0.000000,0.000000,0.327224,0.002863,-0.012453,0.000125,0.104839,0.801406,0.513811,-1.463686,0.292341,-0.266976,-0.289065,0.825350,0.043180,-0.420274,-0.142063,0.000687,14,-112,-55,-9,14,-109,-52,-9
0.730091,0.076699,0.734777,0.202485,-1.859185,0.311751,0.000000,0.000000,0.000000,0.337356,0.002765,-0.006028,0.000053,0.107793,0.798704,0.510889,-1.455337,0.297253,-0.272461,-0.294149,0.841038,0.041920,-0.425803,-0.145567,0.000869,14,-113,-55,-9,13,-112,-53,-9
0.740084,0.082835,0.734777,0.202485,-1.859185,0.335732,0.000000,0.000000,0.000000,0.365535,0.002485,-0.001690,0.000006,0.110788,0.795954,0.507924,-1.446855,0.302100,-0.277933,-0.299180,0.856626,0.032964,-0.431209,-0.148922,0.001038,12,-114,-55,-9,12,-115,-55,-9
0.750087,0.085903,0.734777,0.202485,-1.859185,0.359712,0.000000,0.000000,0.000000,0.377742,0.002118,0.001048,-0.000022,0.113834,0.793146,0.504906,-1.438208,0.306898,-0.283410,-0.304173,0.872167,0.031405,-0.436519,-0.152254,0.001248,12,-116,-56,-9,12,-113,-55,-9
0.760064,0.092039,0.733243,0.202485,-1.859185,0.383693,0.000000,0.000000,0.000000,0.403935,-0.010543,0.002606,-0.000038,0.116919,0.790292,0.501847,-1.429430,0.311626,-0.288871,-0.309107,0.887598,0.022899,-0.436738,-0.153853,0.002324,10,-116,-56,-9,12,-115,-57,-9
0.770065,0.095107,0.734777,0.202485,-1.859185,0.383693,0.000000,0.000000,0.000000,0.411880,-0.005025,0.003333,-0.000044,0.120059,0.787375,0.498731,-1.420476,0.316307,-0.294342,-0.314008,0.902992,0.022301,-0.445754,-0.158277,0.001867,10,-118,-57,-9,11,-117,-56,-8
0.780142,0.098175,0.734777,0.202485,-1.859185,0.383693,0.000000,0.000000,0.000000,0.408240,-0.001312,0.003503,-0.000044,0.123270,0.784381,0.495542,-1.411298,0.320962,-0.299849,-0.318896,0.918422,0.024034,-0.451927,-0.161988,0.002007,11,-119,-58,-9,9,-117,-57,-8
0.790122,0.104311,0.734777,0.202485,-1.859185,0.407674,0.000000,0.000000,0.000000,0.422484,0.001021,0.003324,-0.000041,0.126496,0.781361,0.492336,-1.402056,0.325508,-0.305298,-0.323686,0.933620,0.018052,-0.457836,-0.165524,0.002153,9,-120,-59,-9,9,-118,-58,-9
0.800119,0.107379,0.734777,0.202485,-1.859185,0.407674,0.000000,0.000000,0.000000,0.421775,0.002339,0.002951,-0.000036,0.129773,0.778282,0.489076,-1.392647,0.329996,-0.310747,-0.328430,0.948751,0.019263,-0.463569,-0.169049,0.002365,10,-122,-60,-9,9,-121,-59,-8
0.810090,0.111981,0.733243,0.202485,-1.859185,0.407674,0.000000,0.000000,0.000000,0.424424,-0.009329,0.002491,-0.000030,0.133085,0.775157,0.485778,-1.383112,0.334405,-0.316174,-0.333108,0.963749,0.017702,-0.464136,-0.170877,0.003479,9,-122,-60,-9,10,-121,-60,-9
0.820101,0.116583,0.734777,0.202485,-1.859185,0.407674,0.000000,0.000000,0.000000,0.428874,-0.003312,0.002016,-0.000024,0.136455,0.771964,0.482420,-1.373389,0.338761,-0.321612,-0.337747,0.978707,0.015911,-0.473507,-0.175490,0.003029,9,-124,-61,-9,9,-119,-59,-9
0.830107,0.119651,0.734777,0.202485,-1.859185,0.407674,0.000000,0.000000,0.000000,0.421779,0.000563,0.001569,-0.000018,0.139866,0.768719,0.479017,-1.363522,0.343043,-0.327034,-0.342324,0.993550,0.018509,-0.479968,-0.179368,0.003182,10,-126,-62,-9,9,-124,-61,-9
0.840085,0.124252,0.734777,0.202485,-1.859185,0.407674,0.000000,0.000000,0.000000,0.420594,0.002844,0.001176,-0.000013,0.143310,0.765429,0.475579,-1.353535,0.347239,-0.332428,-0.346828,1.008242,0.017864,-0.486163,-0.183129,0.003371,9,-127,-63,-9,10,-123,-63,-9
0.850083,0.127320,0.734777,0.202485,-1.859185,0.407674,0.000000,0.000000,0.000000,0.410780,0.003984,0.000846,-0.000009,0.146802,0.762079,0.472089,-1.343382,0.351367,-0.337818,-0.351278,1.022847,0.021061,-0.492188,-0.186868,0.003615,10,-128,-64,-9,9,-128,-63,-7
0.860064,0.131922,0.734777,0.202485,-1.860719,0.407674,0.000000,0.000000,0.000000,0.408844,0.004350,0.000580,-0.012278,0.150329,0.758680,0.468561,-1.333100,0.355410,-0.343183,-0.355656,1.037309,0.020600,-0.497590,-0.190493,0.004361,10,-129,-65,-9,9,-127,-65,-7
