t,q1,q2,q3,q4,dq1,dq2,dq3,dq4,dq1_filt,dq2_filt,dq3_filt,dq4_filt,q1_des,q2_des,q3_des,q4_des,dq1_des,dq2_des,dq3_des,dq4_des,tau1,tau2,tau3,tau4,curr_cmd1,curr_cmd2,curr_cmd3,curr_cmd4,curr_meas1,curr_meas2,curr_meas3,curr_meas4
10.900763,-0.779262,-1.041573,0.829884,0.687223,-0.143885,-0.071942,0.000000,0.000000,-0.156904,-0.070682,-0.001122,-0.002336,-0.781871,-0.997754,0.797754,0.785398,-0.074353,-0.047335,0.047335,0.000000,0.005790,0.100068,-0.201848,0.000999,-2,-2,-56,-9,-2,-3,-54,-8
10.910738,-0.779262,-1.040039,0.829884,0.687223,-0.143885,-0.047962,0.000000,0.000000,-0.142509,-0.049187,-0.003092,0.000278,-0.782574,-0.998202,0.798202,0.785398,-0.066550,-0.042367,0.042367,0.000000,0.004484,0.092158,-0.205590,0.000336,-2,-4,-58,-10,-2,-2,-54,-9
10.920755,-0.780796,-1.040039,0.829884,0.687223,-0.143885,-0.047962,0.000000,0.000000,-0.134743,-0.032355,-0.004027,0.001824,-0.783201,-0.998601,0.798601,0.785398,-0.058708,-0.037375,0.037375,0.000000,0.005517,0.089402,-0.206804,0.000107,-2,-3,-60,-10,-1,-3,-56,-8
10.930747,-0.782330,-1.041573,0.829884,0.687223,-0.119904,-0.023981,0.000000,0.000000,-0.131575,-0.031939,-0.004265,0.002606,-0.783748,-0.998950,0.798950,0.785398,-0.050880,-0.032391,0.032391,0.000000,0.006993,0.093894,-0.204191,0.000584,-1,-2,-60,-9,-1,-3,-58,-10
10.940741,-0.782330,-1.040039,0.829884,0.687223,-0.119904,0.000000,0.000000,0.000000,-0.119149,-0.016863,-0.004067,0.002867,-0.784218,-0.999249,0.799249,0.785398,-0.043044,-0.027403,0.027403,0.000000,0.006110,0.086965,-0.208085,-0.000160,-1,-2,-62,-10,-1,-2,-58,-10
10.950742,-0.783864,-1.040039,0.831418,0.687223,-0.095923,0.000000,0.000000,0.000000,-0.114433,-0.006468,0.008649,0.002794,-0.784609,-0.999498,0.799498,0.785398,-0.035200,-0.022409,0.022409,0.000000,0.007652,0.079940,-0.220838,-0.003780,-1,-3,-66,-10,-1,-1,-60,-9
10.960756,-0.785398,-1.040039,0.829884,0.687223,-0.095923,0.000000,0.000000,0.000000,-0.114721,0.000287,0.003315,0.002526,-0.784922,-0.999697,0.799697,0.785398,-0.027340,-0.017405,0.017405,0.000000,0.009678,0.083380,-0.212210,-0.001262,0,-1,-65,-10,-1,-3,-65,-12
10.970752,-0.785398,-1.040039,0.831418,0.687223,-0.095923,0.000000,0.000000,0.000000,-0.105716,0.004316,0.012121,0.002164,-0.785156,-0.999846,0.799846,0.785398,-0.019494,-0.012410,0.012410,0.000000,0.009322,0.078017,-0.223476,-0.004505,0,-2,-69,-11,0,0,-63,-9
10.980749,-0.785398,-1.038505,0.829884,0.687223,-0.095923,0.000000,0.000000,0.000000,-0.091855,0.018661,0.004163,0.001773,-0.785312,-0.999945,0.799945,0.785398,-0.011643,-0.007412,0.007412,0.000000,0.008683,0.076079,-0.217592,-0.002456,0,-1,-69,-10,0,-2,-68,-9
10.990750,-0.785398,-1.040039,0.829884,0.687223,-0.071942,0.000000,0.000000,0.000000,-0.076191,0.013503,-0.000945,0.001397,-0.785389,-0.999994,0.799994,0.785398,-0.003789,-0.002412,0.002412,0.000000,0.007964,0.082303,-0.213901,-0.001729,1,1,-69,-10,0,0,-70,-10
11.000785,-0.785398,-1.040039,0.829884,0.687223,-0.047962,0.000000,0.000000,0.000000,-0.060697,0.009327,-0.003934,0.001060,-0.785388,-0.999993,0.799993,0.785398,0.004092,0.002605,-0.002605,0.000000,0.007362,0.083671,-0.213472,-0.001681,1,2,-70,-10,0,1,-69,-8
11.010759,-0.785398,-1.038505,0.829884,0.687223,-0.047962,0.000000,0.000000,0.000000,-0.046545,0.018348,-0.005412,0.000772,-0.785308,-0.999942,0.799942,0.785398,0.011926,0.007592,-0.007592,0.000000,0.006963,0.078120,-0.217411,-0.002530,1,2,-72,-10,0,1,-71,-8
11.020738,-0.783864,-1.036971,0.829884,0.685689,-0.023981,0.023981,0.000000,0.000000,-0.022058,0.034564,-0.005867,-0.011734,-0.785150,-0.999842,0.799842,0.785398,0.019761,0.012580,-0.012580,0.000000,0.004101,0.073848,-0.214914,-0.000536,1,2,-73,-10,0,3,-71,-8
11.030744,-0.783864,-1.035437,0.829884,0.687223,0.000000,0.023981,0.000000,0.000000,-0.005601,0.053801,-0.005670,-0.006027,-0.784912,-0.999691,0.799691,0.785398,0.027616,0.017581,-0.017581,0.000000,0.003694,0.063936,-0.227582,-0.004663,1,0,-77,-11,0,1,-73,-10
11.040740,-0.783864,-1.033903,0.829884,0.687223,0.000000,0.047962,0.000000,0.000000,0.004721,0.073311,-0.005098,-0.002120,-0.784597,-0.999490,0.799490,0.785398,0.035461,0.022575,-0.022575,0.000000,0.003866,0.056136,-0.234322,-0.006346,2,-1,-80,-11,0,-1,-78,-10
11.050763,-0.783864,-1.032369,0.829884,0.687223,0.000000,0.071942,0.000000,0.000000,0.010536,0.091423,-0.004347,0.000393,-0.784202,-0.999239,0.799239,0.785398,0.043323,0.027580,-0.027580,0.000000,0.004487,0.048628,-0.240955,-0.007991,2,-1,-82,-11,1,-1,-80,-10
11.060735,-0.782330,-1.032369,0.829884,0.687223,0.023981,0.071942,0.000000,0.000000,0.025455,0.094977,-0.003549,0.001870,-0.783731,-0.998939,0.798939,0.785398,0.051141,0.032557,-0.032557,0.000000,0.002715,0.048145,-0.243745,-0.008904,2,-1,-84,-12,1,0,-81,-11
11.070732,-0.782330,-1.030835,0.829884,0.687223,0.023981,0.095923,0.000000,0.000000,0.032369,0.101783,-0.002786,0.002606,-0.783181,-0.998589,0.798589,0.785398,0.058973,0.037543,-0.037543,0.000000,0.003419,0.042715,-0.249298,-0.010313,2,-1,-86,-12,1,1,-83,-10
11.080768,-0.780796,-1.030835,0.829884,0.687223,0.023981,0.095923,0.000000,0.000000,0.046200,0.097724,-0.002106,0.002839,-0.782550,-0.998187,0.798187,0.785398,0.066830,0.042545,-0.042545,0.000000,0.001915,0.043658,-0.251454,-0.011099,2,0,-88,-12,1,-1,-85,-11
11.090704,-0.779262,-1.030835,0.829884,0.687223,0.023981,0.095923,0.000000,0.000000,0.063075,0.087471,-0.001529,0.002752,-0.781847,-0.997739,0.797739,0.785398,0.074602,0.047493,-0.047493,0.000000,0.000241,0.045722,-0.253037,-0.011770,2,1,-89,-12,2,1,-86,-10
11.100744,-0.779262,-1.029301,0.829884,0.687223,0.047962,0.071942,0.000000,0.000000,0.068154,0.086593,-0.001060,0.002480,-0.781059,-0.997237,0.797237,0.785398,0.082448,0.052488,-0.052488,0.000000,0.001358,0.041754,-0.258103,-0.013106,3,1,-91,-13,1,1,-87,-11
11.110765,-0.777728,-1.030835,0.829884,0.687223,0.047962,0.071942,0.000000,0.000000,0.078020,0.066867,-0.000694,0.002118,-0.780193,-0.996686,0.796686,0.785398,0.090271,0.057468,-0.057468,0.000000,0.000419,0.049959,-0.256617,-0.013251,3,3,-92,-13,3,1,-90,-12
11.120746,-0.774660,-1.029301,0.829884,0.687223,0.071942,0.047962,0.000000,0.000000,0.102242,0.061954,-0.000419,0.001731,-0.779253,-0.996088,0.796088,0.785398,0.098053,0.062422,-0.062422,0.000000,-0.003311,0.046760,-0.261524,-0.014587,2,3,-94,-13,1,3,-93,-12
11.130727,-0.773126,-1.027767,0.829884,0.687223,0.095923,0.047962,0.000000,0.000000,0.120868,0.066321,-0.000221,0.001361,-0.778236,-0.995440,0.795440,0.785398,0.105826,0.067371,-0.067371,0.000000,-0.004765,0.041949,-0.267562,-0.016181,2,3,-96,-13,2,4,-95,-12
11.140749,-0.770058,-1.026233,0.829884,0.687223,0.119904,0.047962,0.000000,0.000000,0.146918,0.075908,-0.000084,0.001030,-0.777136,-0.994740,0.794740,0.785398,0.113620,0.072333,-0.072333,0.000000,-0.008462,0.036247,-0.274325,-0.017951,1,2,-98,-14,2,1,-97,-12
11.150749,-0.768524,-1.026233,0.828350,0.687223,0.143885,0.047962,0.000000,0.000000,0.163066,0.075588,-0.012267,0.000749,-0.775961,-0.993992,0.793992,0.785398,0.121385,0.077276,-0.077276,0.000000,-0.009545,0.041960,-0.266377,-0.015823,1,4,-97,-13,1,1,-99,-13
11.160749,-0.763922,-1.024699,0.828350,0.687223,0.167866,0.071942,0.000000,0.000000,0.196525,0.081620,-0.018595,0.000520,-0.774709,-0.993195,0.793195,0.785398,0.129139,0.082212,-0.082212,0.000000,-0.015421,0.037727,-0.271259,-0.017076,0,3,-99,-13,1,3,-98,-12
11.170771,-0.760854,-1.021631,0.828350,0.687223,0.215827,0.071942,0.000000,0.000000,0.225422,0.103254,-0.020905,0.000341,-0.773375,-0.992346,0.792346,0.785398,0.136897,0.087151,-0.087151,0.000000,-0.019101,0.025814,-0.281481,-0.019494,0,1,-102,-14,3,2,-100,-14
11.180741,-0.757787,-1.017029,0.828350,0.687223,0.239808,0.095923,0.000000,0.000000,0.249271,0.144789,-0.020618,0.000207,-0.771972,-0.991453,0.791453,0.785398,0.144600,0.092055,-0.092055,0.000000,-0.022315,0.005654,-0.297035,-0.023033,-1,-3,-106,-15,2,1,-101,-14
11.190704,-0.756253,-1.015495,0.828350,0.687223,0.239808,0.143885,0.000000,0.000000,0.255910,0.170399,-0.018797,0.000110,-0.770493,-0.990511,0.790511,0.785398,0.152284,0.096947,-0.096947,0.000000,-0.022299,-0.003051,-0.306831,-0.025596,0,-5,-109,-15,-12,0,-104,-15
11.200776,-0.753185,-1.010893,0.826816,0.687223,0.263789,0.191847,-0.023981,0.000000,0.263964,0.208949,-0.028472,0.000042,-0.768920,-0.989510,0.789510,0.785398,0.160037,0.101883,-0.101883,0.000000,-0.024068,-0.017814,-0.311683,-0.026081,-1,-8,-110,-15,3,-1,-107,-15
11.210765,-0.751651,-1.009359,0.828350,0.687223,0.263789,0.215827,-0.023981,0.000000,0.259951,0.227634,-0.019727,-0.000001,-0.767284,-0.988468,0.788468,0.785398,0.167709,0.106767,-0.106767,0.000000,-0.023021,-0.029732,-0.330982,-0.031467,-1,-10,-115,-17,-1,1,-107,-15
11.220762,-0.751651,-1.006291,0.826816,0.687223,0.239808,0.239808,-0.023981,0.000000,0.236748,0.245179,-0.025174,-0.000027,-0.765569,-0.987376,0.787376,0.785398,0.175371,0.111645,-0.111645,0.000000,-0.018594,-0.036962,-0.332841,-0.031562,0,-11,-116,-17,1,-10,-112,-16
11.230752,-0.751651,-1.004757,0.826816,0.687223,0.215827,0.263789,-0.023981,0.000000,0.203886,0.248363,-0.026429,-0.000041,-0.763778,-0.986236,0.786236,0.785398,0.183010,0.116508,-0.116508,0.000000,-0.013292,-0.041299,-0.340113,-0.033614,1,-12,-118,-17,0,-6,-113,-18
11.240747,-0.751651,-1.001689,0.826816,0.687223,0.167866,0.263789,-0.023981,0.000000,0.167858,0.254948,-0.025067,-0.000046,-0.761911,-0.985048,0.785048,0.785398,0.190635,0.121362,-0.121362,0.000000,-0.007639,-0.051003,-0.351007,-0.036429,2,-14,-121,-18,1,-6,-116,-16
11.250791,-0.751651,-1.000155,0.826816,0.687223,0.143885,0.239808,-0.023981,0.000000,0.132812,0.250775,-0.022244,-0.000045,-0.759958,-0.983804,0.783804,0.785398,0.198278,0.126228,-0.126228,0.000000,-0.001953,-0.054562,-0.359060,-0.038794,3,-14,-123,-18,3,-15,-120,-15
11.260754,-0.751651,-1.000155,0.826816,0.687223,0.095923,0.215827,-0.023981,0.000000,0.101160,0.228209,-0.018771,-0.000041,-0.757945,-0.982523,0.782523,0.785398,0.205839,0.131041,-0.131041,0.000000,0.003516,-0.050533,-0.363174,-0.040452,4,-13,-124,-19,3,-11,-122,-18
11.270763,-0.751651,-1.000155,0.825282,0.687223,0.071942,0.191847,0.000000,0.000000,0.074076,0.196413,-0.027458,-0.000035,-0.755847,-0.981187,0.781187,0.785398,0.213415,0.135864,-0.135864,0.000000,0.008717,-0.039766,-0.355133,-0.038669,5,-11,-123,-18,3,-11,-124,-17
11.280784,-0.750117,-1.000155,0.823748,0.687223,0.023981,0.167866,-0.023981,0.000000,0.064171,0.161622,-0.042745,-0.000029,-0.753670,-0.979801,0.779801,0.785398,0.220978,0.140679,-0.140679,0.000000,0.010849,-0.027547,-0.345014,-0.036302,6,-8,-121,-18,5,-8,-124,-17
11.290770,-0.748583,-1.000155,0.820680,0.687223,0.023981,0.119904,-0.023981,0.000000,0.065366,0.127818,-0.073041,-0.000023,-0.751426,-0.978373,0.778373,0.785398,0.228493,0.145463,-0.145463,0.000000,0.012162,-0.009894,-0.322880,-0.030442,6,-3,-116,-16,6,-8,-122,-18
11.300760,-0.747049,-1.000155,0.817612,0.687223,0.023981,0.095923,-0.071942,0.000000,0.073126,0.097310,-0.109919,-0.000017,-0.749106,-0.976896,0.776896,0.785398,0.235989,0.150235,-0.150235,0.000000,0.013032,0.008169,-0.299303,-0.024127,6,1,-111,-15,6,-2,-119,-15
11.310763,-0.747049,-1.000155,0.816078,0.687223,0.047962,0.071942,-0.095923,0.000000,0.071932,0.071221,-0.135525,-0.000013,-0.746708,-0.975369,0.775369,0.785398,0.243470,0.154998,-0.154998,0.000000,0.016489,0.020401,-0.287498,-0.021194,7,4,-109,-14,5,1,-112,-14
11.320775,-0.742447,-1.000155,0.813010,0.687223,0.071942,0.023981,-0.143885,0.000000,0.102276,0.049869,-0.164589,-0.000009,-0.744233,-0.973793,0.773793,0.785398,0.250934,0.159750,-0.159750,0.000000,0.012158,0.036041,-0.267408,-0.015851,6,7,-104,-13,6,2,-108,-13
11.330772,-0.740913,-0.998621,0.808408,0.687223,0.095923,0.023981,-0.191847,0.000000,0.124573,0.045341,-0.205677,-0.000006,-0.741687,-0.972173,0.772173,0.785398,0.258361,0.164478,-0.164478,0.000000,0.012130,0.049599,-0.240228,-0.008040,6,10,-98,-11,7,6,-104,-11
11.340767,-0.736311,-0.997088,0.803806,0.687223,0.143885,0.023981,-0.239808,0.000000,0.164800,0.051268,-0.250690,-0.000004,-0.739068,-0.970505,0.770505,0.785398,0.265761,0.169189,-0.169189,0.000000,0.007175,0.061955,-0.213195,-0.000175,6,13,-92,-10,4,8,-97,-11
11.350769,-0.733243,-0.994020,0.800738,0.687223,0.191847,0.047962,-0.263789,0.000000,0.200297,0.075267,-0.282187,-0.000002,-0.736373,-0.968789,0.768789,0.785398,0.273140,0.173887,-0.173887,0.000000,0.004483,0.060942,-0.202571,0.003357,5,13,-90,-9,6,12,-91,-9
11.360766,-0.728641,-0.990952,0.797670,0.687223,0.215827,0.071942,-0.287770,0.000000,0.242386,0.108188,-0.303054,-0.000001,-0.733605,-0.967028,0.767028,0.785398,0.280488,0.178564,-0.178564,0.000000,-0.000454,0.056921,-0.196172,0.005706,5,12,-89,-8,5,12,-89,-8
11.370777,-0.724039,-0.986350,0.796136,0.687223,0.263789,0.119904,-0.311751,0.000000,0.285064,0.156102,-0.303602,-0.000000,-0.730761,-0.965217,0.765217,0.785398,0.287818,0.183231,-0.183231,0.000000,-0.005351,0.038993,-0.207826,0.003202,4,8,-92,-9,5,13,-87,-7
11.380769,-0.717903,-0.980214,0.793068,0.687223,0.311751,0.167866,-0.311751,0.000000,0.336954,0.221449,-0.304186,0.000000,-0.727848,-0.963363,0.763363,0.785398,0.295105,0.187870,-0.187870,0.000000,-0.012737,0.016985,-0.216069,0.002101,3,4,-94,-9,4,8,-89,-9
11.390774,-0.713301,-0.974078,0.790000,0.687223,0.359712,0.239808,-0.311751,0.000000,0.377946,0.292029,-0.304745,0.000001,-0.724860,-0.961460,0.761460,0.785398,0.302372,0.192496,-0.192496,0.000000,-0.017377,-0.006164,-0.225107,0.000823,2,-2,-96,-9,4,2,-92,-7
11.400770,-0.707165,-0.967942,0.788466,0.687223,0.407674,0.311751,-0.287770,0.000000,0.421394,0.360102,-0.292973,0.000001,-0.721801,-0.959513,0.759513,0.785398,0.309603,0.197099,-0.197099,0.000000,-0.023981,-0.034427,-0.245461,-0.003759,1,-8,-100,-10,3,5,-94,-9
11.410775,-0.702563,-0.961806,0.786932,0.687223,0.431655,0.383693,-0.263789,0.000000,0.450566,0.421225,-0.274744,0.000001,-0.718667,-0.957518,0.757518,0.785398,0.316809,0.201687,-0.201687,0.000000,-0.027554,-0.062416,-0.267094,-0.008786,0,-14,-105,-12,1,-1,-99,-8
11.420765,-0.696427,-0.955670,0.783864,0.687223,0.455636,0.455636,-0.263789,0.000000,0.481112,0.473288,-0.266370,0.000001,-0.715466,-0.955480,0.755480,0.785398,0.323973,0.206247,-0.206247,0.000000,-0.033031,-0.083889,-0.277280,-0.010557,-1,-19,-108,-12,-6,-8,-105,-12
11.430769,-0.691825,-0.949534,0.782330,0.687223,0.479616,0.503597,-0.239808,0.000000,0.497766,0.515750,-0.252308,0.000001,-0.712190,-0.953394,0.753394,0.785398,0.331114,0.210793,-0.210793,0.000000,-0.035481,-0.108129,-0.296053,-0.014906,-1,-24,-112,-13,-20,-18,-108,-10
11.440777,-0.687223,-0.948000,0.779262,0.687223,0.503597,0.527578,-0.215827,0.000000,0.504752,0.512240,-0.248230,0.000000,-0.708840,-0.951262,0.751262,0.785398,0.338225,0.215321,-0.215321,0.000000,-0.037027,-0.104758,-0.292044,-0.013939,-1,-24,-111,-13,3,-23,-108,-12
11.450771,-0.685689,-0.943398,0.779262,0.687223,0.479616,0.527578,-0.215827,0.000000,0.480836,0.505969,-0.225925,0.000000,-0.705425,-0.949087,0.749087,0.785398,0.345292,0.219820,-0.219820,0.000000,-0.032306,-0.120053,-0.313589,-0.019861,-1,-27,-116,-14,1,-23,-111,-12
11.460756,-0.682621,-0.938796,0.779262,0.687223,0.479616,0.503597,-0.191847,0.000000,0.452563,0.498545,-0.194468,0.000000,-0.701942,-0.946870,0.746870,0.785398,0.352318,0.224293,-0.224293,0.000000,-0.028969,-0.136391,-0.337787,-0.026592,0,-31,-121,-16,-2,-26,-116,-13
11.470752,-0.681087,-0.935728,0.779262,0.687223,0.431655,0.479616,-0.143885,0.000000,0.411666,0.478751,-0.160036,0.000000,-0.698385,-0.944606,0.744606,0.785398,0.359317,0.228748,-0.228748,0.000000,-0.022605,-0.146087,-0.359202,-0.032941,1,-33,-126,-17,1,-29,-120,-15
11.480790,-0.679553,-0.935728,0.777728,0.687223,0.383693,0.431655,-0.119904,0.000000,0.366466,0.428574,-0.138846,0.000000,-0.694743,-0.942287,0.742287,0.785398,0.366309,0.233200,-0.233200,0.000000,-0.015754,-0.135210,-0.361006,-0.034467,2,-30,-127,-17,1,-35,-123,-18
11.490874,-0.678020,-0.935728,0.776194,0.687223,0.335732,0.383693,-0.119904,0.000000,0.322301,0.364182,-0.127296,0.000000,-0.691014,-0.939913,0.739913,0.785398,0.373296,0.237648,-0.237648,0.000000,-0.008887,-0.120235,-0.358604,-0.034900,3,-27,-126,-17,2,-30,-127,-15
11.500777,-0.678020,-0.935728,0.771592,0.687223,0.263789,0.311751,-0.119904,0.000000,0.270018,0.296413,-0.146998,0.000000,-0.687284,-0.937538,0.737538,0.785398,0.380121,0.241992,-0.241992,0.000000,0.000525,-0.092867,-0.331097,-0.028051,5,-21,-120,-16,3,-29,-128,-17
11.510777,-0.678020,-0.937262,0.765456,0.687223,0.215827,0.239808,-0.143885,0.000000,0.217047,0.219766,-0.196147,0.000000,-0.683448,-0.935097,0.735097,0.785398,0.386974,0.246355,-0.246355,0.000000,0.010124,-0.050761,-0.283794,-0.015810,7,-11,-109,-13,3,-20,-120,-16
11.520750,-0.676486,-0.937262,0.762388,0.687223,0.167866,0.167866,-0.167866,0.000000,0.180172,0.156197,-0.234488,0.000000,-0.679555,-0.932618,0.732618,0.785398,0.393771,0.250683,-0.250683,0.000000,0.016606,-0.024690,-0.259173,-0.009716,8,-5,-104,-12,6,-11,-107,-13
11.530778,-0.674952,-0.937262,0.759320,0.687223,0.119904,0.095923,-0.215827,0.000000,0.155905,0.105559,-0.263277,0.000000,-0.675572,-0.930082,0.730082,0.785398,0.400566,0.255008,-0.255008,0.000000,0.022148,-0.002237,-0.238852,-0.004783,9,0,-99,-11,7,-1,-102,-11
11.540770,-0.673418,-0.935728,0.756253,0.687223,0.119904,0.047962,-0.263789,0.000000,0.141145,0.079004,-0.284032,-0.000000,-0.671536,-0.927513,0.727513,0.785398,0.407296,0.259293,-0.259293,0.000000,0.027001,0.009759,-0.226170,-0.001570,10,3,-97,-10,9,3,-99,-11
11.550774,-0.670350,-0.935728,0.751651,0.687223,0.095923,0.023981,-0.311751,0.000000,0.145540,0.056750,-0.310578,-0.000000,-0.667428,-0.924898,0.724898,0.785398,0.413994,0.263557,-0.263557,0.000000,0.028430,0.030787,-0.201946,0.004704,10,7,-91,-9,8,2,-94,-10
11.560788,-0.667282,-0.935728,0.747049,0.687223,0.119904,0.000000,-0.335732,0.000000,0.161078,0.038858,-0.338475,-0.000000,-0.663249,-0.922237,0.722237,0.785398,0.420656,0.267798,-0.267798,0.000000,0.028998,0.051415,-0.177893,0.010959,11,12,-86,-7,11,6,-89,-10
11.570777,-0.661146,-0.934194,0.743981,0.687223,0.167866,0.000000,-0.359712,0.000000,0.206602,0.037286,-0.352679,-0.000000,-0.659014,-0.919541,0.719541,0.785398,0.427260,0.272002,-0.272002,0.000000,0.023402,0.058070,-0.170266,0.012892,10,14,-84,-7,10,11,-85,-7
11.580784,-0.656544,-0.934194,0.740913,0.687223,0.215827,0.023981,-0.359712,0.000000,0.254204,0.033360,-0.357531,-0.000000,-0.654705,-0.916798,0.716798,0.785398,0.433834,0.276187,-0.276187,0.000000,0.019535,0.068928,-0.162596,0.014467,9,16,-82,-6,10,13,-82,-7
11.590771,-0.651942,-0.929592,0.737845,0.687223,0.263789,0.047962,-0.359712,0.000000,0.299244,0.065151,-0.356383,-0.000000,-0.650340,-0.914019,0.714019,0.785398,0.440351,0.280336,-0.280336,0.000000,0.016059,0.056997,-0.168774,0.013270,9,13,-84,-7,7,15,-82,-6
11.600773,-0.645806,-0.924990,0.734777,0.687223,0.335732,0.071942,-0.359712,0.000000,0.351416,0.115829,-0.351727,-0.000000,-0.645903,-0.911195,0.711195,0.785398,0.446833,0.284463,-0.284463,0.000000,0.010183,0.040761,-0.178367,0.011255,8,10,-86,-7,7,13,-81,-6
11.610789,-0.638136,-0.918854,0.730175,0.687223,0.383693,0.143885,-0.359712,0.000000,0.415965,0.186057,-0.357611,-0.000000,-0.641395,-0.908325,0.708325,0.785398,0.453280,0.288567,-0.288567,0.000000,0.001450,0.021105,-0.182124,0.011450,6,5,-87,-7,7,10,-89,-8
11.620756,-0.632000,-0.911185,0.727107,0.687223,0.455636,0.215827,-0.335732,0.000000,0.470505,0.274668,-0.357077,-0.000000,-0.636846,-0.905428,0.705428,0.785398,0.459650,0.292622,-0.292622,0.000000,-0.004516,-0.012579,-0.200568,0.007905,6,-2,-91,-8,6,7,-86,-8
11.630786,-0.624330,-0.905049,0.724039,0.687223,0.503597,0.311751,-0.335732,0.000000,0.526948,0.354949,-0.352733,-0.000000,-0.632203,-0.902473,0.702473,0.785398,0.466015,0.296674,-0.296674,0.000000,-0.012498,-0.040308,-0.216734,0.004626,4,-9,-95,-9,6,-8,-91,-8
11.640786,-0.616660,-0.895845,0.720971,0.687223,0.551559,0.407674,-0.335732,0.000000,0.580017,0.448353,-0.346452,-0.000000,-0.627511,-0.899486,0.699486,0.785398,0.472313,0.300684,-0.300684,0.000000,-0.020203,-0.081436,-0.240417,-0.000051,3,-18,-100,-10,4,-3,-95,-7
11.650781,-0.608990,-0.891243,0.717903,0.688757,0.623501,0.503597,-0.311751,0.000000,0.626816,0.505342,-0.339511,0.012272,-0.622759,-0.896461,0.696461,0.785398,0.478561,0.304662,-0.304662,0.000000,-0.027368,-0.103031,-0.259871,-0.005715,2,-23,-104,-11,1,-25,-98,-10
11.660795,-0.601320,-0.886641,0.714835,0.688757,0.647482,0.551559,-0.311751,0.000000,0.666109,0.535924,-0.332729,0.018653,-0.617936,-0.893390,0.693390,0.785398,0.484774,0.308617,-0.308617,0.000000,-0.033897,-0.116869,-0.269680,-0.008067,1,-26,-107,-11,3,-23,-104,-9
11.670763,-0.592117,-0.882039,0.711767,0.688757,0.695444,0.575540,-0.311751,0.000000,0.710028,0.548215,-0.326586,0.020990,-0.613073,-0.890295,0.690295,0.785398,0.490909,0.312522,-0.312522,0.000000,-0.042819,-0.126801,-0.276730,-0.009723,-1,-28,-108,-12,1,-25,-108,-11
11.680795,-0.585981,-0.875903,0.710233,0.688757,0.719425,0.599521,-0.311751,0.000000,0.728664,0.560819,-0.309044,0.020713,-0.608117,-0.887140,0.687140,0.785398,0.497035,0.316422,-0.316422,0.000000,-0.045615,-0.147528,-0.297384,-0.014985,-2,-33,-113,-13,6,-28,-109,-13
11.690776,-0.578311,-0.869767,0.710233,0.688757,0.743406,0.599521,-0.287770,0.000000,0.742912,0.572604,-0.273796,0.018889,-0.603127,-0.883962,0.683962,0.785398,0.503079,0.320270,-0.320270,0.000000,-0.049985,-0.174612,-0.330634,-0.023912,-2,-39,-120,-15,5,-32,-113,-13
11.700784,-0.572175,-0.866699,0.708699,0.688757,0.743406,0.575540,-0.239808,0.000000,0.741115,0.558410,-0.243015,0.016284,-0.598062,-0.880738,0.680738,0.785398,0.509090,0.324097,-0.324097,0.000000,-0.050854,-0.181417,-0.346561,-0.028741,-3,-40,-124,-16,5,-37,-122,-15
11.710810,-0.566039,-0.865165,0.707165,0.687223,0.743406,0.527578,-0.215827,0.000000,0.729835,0.517493,-0.217377,0.001146,-0.592927,-0.877469,0.677469,0.785398,0.515060,0.327898,-0.327898,0.000000,-0.050817,-0.173902,-0.347748,-0.029020,-3,-39,-124,-16,1,-41,-124,-14
11.720766,-0.562971,-0.865165,0.702563,0.688757,0.695444,0.455636,-0.191847,0.000000,0.689224,0.451543,-0.221420,0.004244,-0.587770,-0.874186,0.674186,0.785398,0.520938,0.331640,-0.331640,0.000000,-0.044155,-0.148829,-0.333453,-0.027053,-2,-33,-121,-16,1,-40,-122,-16
11.730809,-0.559903,-0.865165,0.697961,0.688757,0.647482,0.383693,-0.191847,0.000000,0.634263,0.375850,-0.242948,0.005763,-0.582509,-0.870837,0.670837,0.785398,0.526814,0.335380,-0.335380,0.000000,-0.036107,-0.116404,-0.306877,-0.020941,0,-26,-115,-14,3,-35,-120,-15
11.740808,-0.556835,-0.865165,0.694893,0.688757,0.575540,0.311751,-0.215827,0.000000,0.575089,0.300366,-0.260972,0.006213,-0.577212,-0.867465,0.667465,0.785398,0.532613,0.339072,-0.339072,0.000000,-0.027611,-0.088253,-0.288845,-0.017287,1,-19,-111,-13,2,-24,-118,-15
11.750809,-0.556835,-0.865165,0.693359,0.688757,0.503597,0.239808,-0.215827,0.000000,0.493578,0.231046,-0.263181,0.005986,-0.571857,-0.864055,0.664055,0.785398,0.538358,0.342730,-0.342730,0.000000,-0.013045,-0.067704,-0.283835,-0.017369,4,-15,-110,-13,1,-19,-115,-12
11.760763,-0.555301,-0.865165,0.690291,0.687223,0.431655,0.167866,-0.239808,0.000000,0.417457,0.170971,-0.267995,-0.006900,-0.566470,-0.860626,0.660626,0.785398,0.544024,0.346336,-0.346336,0.000000,-0.000853,-0.041449,-0.263603,-0.012029,6,-9,-105,-12,4,-13,-111,-12
11.770792,-0.555301,-0.865165,0.685689,0.687223,0.335732,0.095923,-0.263789,0.000000,0.338387,0.121248,-0.286260,-0.014080,-0.560985,-0.857134,0.657134,0.785398,0.549678,0.349936,-0.349936,0.000000,0.013758,-0.013424,-0.239636,-0.006290,9,-2,-100,-11,5,-8,-107,-11
