t,q1,q2,q3,q4,dq1,dq2,dq3,dq4,dq1_filt,dq2_filt,dq3_filt,dq4_filt,q1_des,q2_des,q3_des,q4_des,dq1_des,dq2_des,dq3_des,dq4_des,tau1,tau2,tau3,tau4,curr_cmd1,curr_cmd2,curr_cmd3,curr_cmd4,curr_meas1,curr_meas2,curr_meas3,curr_meas4
0.010097,0.079767,0.872835,0.579845,-1.678175,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.079767,0.872835,0.579844,-1.678174,0.000103,-0.000083,-0.000103,0.000277,0.000254,-0.651494,-0.175724,-0.131639,0,-164,-61,-39,0,0,0,0
0.020088,0.078233,0.871301,0.579845,-1.678175,0.000000,0.000000,0.000000,0.000000,-0.012272,-0.012272,0.000000,0.000000,0.079770,0.872833,0.579842,-1.678168,0.000404,-0.000328,-0.000403,0.001090,0.011033,-0.640335,-0.171809,-0.129101,2,-162,-61,-39,0,-157,-56,-36
0.030101,0.076699,0.860563,0.578311,-1.681243,0.000000,-0.047962,0.000000,0.000000,-0.030925,-0.104556,-0.012272,-0.024544,0.079776,0.872828,0.579836,-1.678150,0.000899,-0.000732,-0.000899,0.002431,0.023927,-0.537915,-0.131896,-0.103438,5,-139,-52,-33,1,-160,-62,-37
0.040106,0.076699,0.842155,0.575243,-1.684311,-0.023981,-0.191847,0.000000,-0.023981,-0.039643,-0.298824,-0.043197,-0.061850,0.079788,0.872818,0.579823,-1.678117,0.001584,-0.001292,-0.001584,0.004286,0.027239,-0.356012,-0.058013,-0.060520,5,-98,-35,-23,5,-142,-51,-31
0.050083,0.076699,0.829884,0.570641,-1.687379,-0.023981,-0.383693,-0.047962,-0.047962,-0.041702,-0.489654,-0.095112,-0.103830,0.079808,0.872801,0.579803,-1.678063,0.002451,-0.002002,-0.002451,0.006639,0.028605,-0.195308,0.013923,-0.023016,6,-62,-19,-14,3,-103,-39,-25
0.060084,0.076699,0.829884,0.569107,-1.688913,-0.023981,-0.527578,-0.095923,-0.095923,-0.039602,-0.564980,-0.130924,-0.132983,0.079838,0.872777,0.579774,-1.677983,0.003500,-0.002865,-0.003502,0.009490,0.028645,-0.150331,0.037031,-0.011854,6,-52,-15,-12,5,-62,-19,-14
0.070085,0.081301,0.832952,0.569107,-1.690447,-0.023981,-0.575540,-0.119904,-0.119904,0.001642,-0.540433,-0.141937,-0.152108,0.079879,0.872744,0.579733,-1.677872,0.004724,-0.003874,-0.004729,0.012824,-0.003819,-0.163188,0.032300,-0.012732,-1,-55,-16,-12,5,-51,-19,-11
0.080113,0.084369,0.836020,0.562971,-1.690447,0.000000,-0.575540,-0.143885,-0.143885,0.050801,-0.457927,-0.186277,-0.151414,0.079933,0.872699,0.579678,-1.677724,0.006124,-0.005032,-0.006132,0.016642,-0.031906,-0.180544,0.039415,-0.017446,-7,-59,-15,-12,3,-50,-15,-11
0.090111,0.085903,0.834486,0.558369,-1.695049,0.023981,-0.551559,-0.215827,-0.191847,0.088504,-0.384060,-0.234795,-0.175701,0.080002,0.872642,0.579609,-1.677537,0.007687,-0.006329,-0.007700,0.020912,-0.049618,-0.156361,0.056890,-0.008362,-11,-54,-11,-10,-5,-55,-14,-12
0.100101,0.085903,0.829884,0.553767,-1.696583,0.071942,-0.479616,-0.263789,-0.191847,0.104046,-0.345831,-0.281937,-0.188488,0.080087,0.872572,0.579524,-1.677305,0.009410,-0.007763,-0.009430,0.025628,-0.053550,-0.118368,0.080691,0.000828,-11,-45,-6,-7,-11,-53,-7,-10
0.110079,0.084369,0.822214,0.552233,-1.696583,0.095923,-0.335732,-0.287770,-0.191847,0.092775,-0.356587,-0.299940,-0.181082,0.080190,0.872487,0.579421,-1.677024,0.011289,-0.009331,-0.011318,0.030780,-0.041967,-0.071085,0.101016,0.010945,-9,-35,-2,-5,-9,-48,-4,-7
0.120082,0.084369,0.820680,0.553767,-1.698117,0.095923,-0.239808,-0.263789,-0.167866,0.078591,-0.346785,-0.274474,-0.174423,0.080313,0.872385,0.579297,-1.676688,0.013326,-0.011037,-0.013365,0.036374,-0.036129,-0.070925,0.094146,0.013224,-7,-35,-4,-4,-9,-33,-2,-4
0.130085,0.084369,0.823748,0.553767,-1.698117,0.095923,-0.191847,-0.239808,-0.143885,0.063793,-0.288617,-0.237237,-0.156474,0.080458,0.872266,0.579153,-1.676295,0.015512,-0.012873,-0.015564,0.042391,-0.030013,-0.113591,0.073390,0.004695,-6,-45,-9,-5,-6,-38,-5,-5
0.140078,0.085903,0.829884,0.556835,-1.698117,0.071942,-0.143885,-0.215827,-0.143885,0.062082,-0.181540,-0.171372,-0.133187,0.080624,0.872127,0.578986,-1.675839,0.017841,-0.014837,-0.017909,0.048812,-0.034688,-0.201866,0.027641,-0.012909,-7,-65,-20,-9,-6,-43,0,-4
0.150083,0.084369,0.836020,0.558369,-1.698117,0.023981,-0.071942,-0.143885,-0.119904,0.043818,-0.053683,-0.105871,-0.108559,0.080815,0.871969,0.578794,-1.675317,0.020314,-0.016928,-0.020400,0.055642,-0.020293,-0.292508,-0.016593,-0.031284,-4,-86,-31,-12,-7,-66,-21,-5
0.160099,0.084369,0.842155,0.556835,-1.698117,0.000000,0.000000,-0.095923,-0.071942,0.029354,0.076413,-0.070373,-0.085098,0.081031,0.871788,0.578577,-1.674724,0.022926,-0.019145,-0.023033,0.062873,-0.013848,-0.370169,-0.047857,-0.047564,-3,-104,-38,-15,-4,-83,-27,-12
0.170105,0.084369,0.845223,0.558369,-1.696583,0.000000,0.095923,-0.023981,-0.047962,0.018327,0.172902,-0.031172,-0.051942,0.081274,0.871585,0.578333,-1.674057,0.025669,-0.021480,-0.025800,0.070478,-0.008304,-0.437878,-0.080054,-0.062856,-1,-120,-46,-18,-3,-101,-38,-14
0.180101,0.084369,0.846757,0.556835,-1.698117,0.000000,0.215827,0.000000,-0.023981,0.010245,0.229234,-0.017430,-0.040165,0.081545,0.871358,0.578060,-1.673313,0.028537,-0.023931,-0.028695,0.078447,-0.003516,-0.457675,-0.088321,-0.065155,0,-125,-49,-19,0,-120,-48,-19
0.190082,0.082835,0.846757,0.556835,-1.696583,0.000000,0.287770,0.023981,0.000000,-0.007696,0.244695,-0.007790,-0.017613,0.081845,0.871106,0.577759,-1.672489,0.031525,-0.026493,-0.031714,0.086766,0.011413,-0.472615,-0.095441,-0.069175,3,-128,-51,-19,0,-126,-50,-19
0.200086,0.082835,0.846757,0.555301,-1.696583,0.000000,0.311751,0.023981,0.000000,-0.017845,0.234396,-0.013655,-0.002673,0.082176,0.870828,0.577426,-1.671578,0.034639,-0.029173,-0.034863,0.095456,0.017227,-0.465260,-0.090848,-0.067124,4,-127,-50,-18,3,-127,-50,-17
0.210091,0.082835,0.846757,0.556835,-1.696583,0.000000,0.263789,0.000000,0.000000,-0.022507,0.209465,-0.003810,0.006505,0.082538,0.870522,0.577061,-1.670578,0.037871,-0.031965,-0.038133,0.104491,0.021426,-0.462957,-0.094695,-0.065439,5,-127,-52,-17,5,-125,-49,-18
0.220101,0.082835,0.845223,0.555301,-1.696583,0.000000,0.191847,0.000000,0.000000,-0.023503,0.165477,-0.009869,0.011491,0.082934,0.870188,0.576662,-1.669485,0.041216,-0.034865,-0.041520,0.113863,0.024733,-0.435228,-0.082808,-0.058534,6,-121,-50,-16,4,-125,-50,-17
0.230121,0.084369,0.845223,0.553767,-1.696583,0.000000,0.119904,0.000000,0.000000,-0.009949,0.125846,-0.024988,0.013563,0.083364,0.869824,0.576229,-1.668296,0.044673,-0.037873,-0.045023,0.123570,0.016747,-0.414293,-0.072458,-0.053062,5,-117,-48,-14,4,-118,-48,-15
0.240117,0.085903,0.845223,0.550699,-1.696583,0.000000,0.047962,-0.023981,0.000000,0.011251,0.092000,-0.056603,0.013722,0.083828,0.869430,0.575761,-1.667011,0.048226,-0.040977,-0.048627,0.133569,0.006534,-0.387945,-0.056142,-0.046638,3,-112,-46,-12,4,-115,-46,-12
0.250112,0.085903,0.842155,0.546097,-1.696583,0.000000,0.000000,-0.071942,0.000000,0.023071,0.039789,-0.107860,0.012719,0.084329,0.869004,0.575256,-1.665625,0.051879,-0.044181,-0.052336,0.143873,0.006402,-0.332547,-0.024992,-0.034249,3,-100,-39,-9,1,-109,-43,-12
0.260123,0.087437,0.839087,0.541495,-1.696583,0.023981,-0.023981,-0.119904,0.000000,0.040590,-0.019265,-0.166801,0.011100,0.084867,0.868545,0.574713,-1.664132,0.055634,-0.047488,-0.056151,0.154490,-0.002310,-0.272993,0.008456,-0.021052,1,-87,-32,-6,3,-102,-36,-9
0.270121,0.087437,0.839087,0.536893,-1.696583,0.047962,-0.071942,-0.167866,0.000000,0.047853,-0.053156,-0.225637,0.009241,0.085442,0.868054,0.574133,-1.662533,0.059477,-0.050886,-0.060059,0.165381,-0.000603,-0.236558,0.033351,-0.012787,2,-79,-28,-4,1,-86,-33,-5
0.280125,0.087437,0.839087,0.533825,-1.695049,0.047962,-0.071942,-0.239808,0.000000,0.048383,-0.069238,-0.267431,0.019657,0.086057,0.867527,0.573512,-1.660823,0.063411,-0.054378,-0.064064,0.176556,0.003454,-0.220526,0.047019,-0.009998,3,-76,-25,-4,1,-77,-27,4
0.290103,0.087437,0.839087,0.530757,-1.695049,0.047962,-0.071942,-0.287770,0.000000,0.044831,-0.073348,-0.295657,0.024335,0.086709,0.866967,0.572852,-1.659004,0.067420,-0.057952,-0.068147,0.187971,0.009024,-0.204263,0.058299,-0.005402,4,-73,-23,-2,3,-74,-23,1
0.300105,0.087437,0.839087,0.529223,-1.695049,0.047962,-0.071942,-0.335732,0.000000,0.039113,-0.069947,-0.301211,0.025195,0.087404,0.866369,0.572150,-1.657066,0.071519,-0.061623,-0.072328,0.199674,0.015492,-0.198200,0.060791,-0.002228,5,-72,-23,-2,4,-74,-21,-1
0.310137,0.088971,0.840621,0.527689,-1.695049,0.047962,-0.071942,-0.335732,0.000000,0.044825,-0.050038,-0.292719,0.023695,0.088142,0.865732,0.571403,-1.655003,0.075709,-0.065390,-0.076604,0.211664,0.011451,-0.207241,0.056051,-0.001887,5,-74,-25,-1,4,-71,-26,-2
0.320119,0.090505,0.839087,0.527689,-1.695049,0.047962,-0.047962,-0.311751,0.000000,0.056938,-0.046362,-0.264206,0.020900,0.088919,0.865060,0.570617,-1.652829,0.079951,-0.069222,-0.080939,0.223838,0.005509,-0.203186,0.051412,0.001874,3,-74,-27,-1,5,-75,-22,-2
0.330161,0.090505,0.839087,0.527689,-1.693515,0.047962,-0.023981,-0.263789,0.000000,0.059650,-0.040447,-0.225962,0.029822,0.089744,0.864345,0.569782,-1.650519,0.084290,-0.073159,-0.085376,0.236321,0.009899,-0.216139,0.040373,0.000586,4,-77,-30,-1,1,-71,-26,-2
0.340121,0.092039,0.839087,0.527689,-1.693515,0.047962,0.000000,-0.191847,0.023981,0.068778,-0.033662,-0.184939,0.032790,0.090605,0.863597,0.568909,-1.648103,0.088660,-0.077141,-0.089850,0.248926,0.005309,-0.223364,0.030249,0.002129,4,-79,-33,0,2,-74,-33,3
0.350132,0.092039,0.840621,0.529223,-1.693515,0.047962,0.000000,-0.143885,0.023981,0.068752,-0.014627,-0.133258,0.031947,0.091515,0.862804,0.567987,-1.645547,0.093115,-0.081221,-0.094416,0.261813,0.010958,-0.247967,0.010069,0.000549,5,-85,-38,-1,2,-80,-33,1
0.360115,0.090505,0.840621,0.527689,-1.693515,0.047962,0.000000,-0.071942,0.023981,0.050965,-0.002035,-0.103860,0.028886,0.092467,0.861973,0.567021,-1.642868,0.097617,-0.085363,-0.099035,0.274873,0.029686,-0.249713,0.005133,0.003365,9,-86,-39,0,6,-83,-41,-2
0.370139,0.090505,0.840621,0.527689,-1.691981,0.047962,0.000000,-0.047962,0.023981,0.036215,0.005683,-0.077913,0.037010,0.093468,0.861096,0.566005,-1.640046,0.102194,-0.089595,-0.103735,0.288188,0.040600,-0.260622,-0.004470,0.002844,11,-89,-42,0,8,-87,-39,1
0.380125,0.092039,0.839087,0.529223,-1.691981,0.023981,0.000000,-0.023981,0.023981,0.036740,-0.002413,-0.043840,0.038924,0.094512,0.860180,0.564946,-1.637101,0.106806,-0.093880,-0.108477,0.301643,0.039639,-0.257693,-0.013107,0.007170,11,-88,-44,1,9,-87,-42,1
0.390121,0.092039,0.839087,0.527689,-1.691981,0.023981,0.000000,0.000000,0.023981,0.034116,-0.007078,-0.032160,0.036958,0.095603,0.859220,0.563837,-1.634018,0.111471,-0.098236,-0.113280,0.315297,0.047150,-0.250233,-0.013012,0.012042,13,-87,-45,2,12,-90,-43,1
0.400120,0.092039,0.840621,0.529223,-1.691981,0.023981,0.000000,0.000000,0.023981,0.029812,0.002962,-0.010308,0.032822,0.096741,0.858216,0.562680,-1.630796,0.116184,-0.102660,-0.118136,0.329130,0.055265,-0.265461,-0.027312,0.012767,15,-91,-48,2,12,-86,-45,2
0.410142,0.093573,0.840621,0.529223,-1.690447,0.023981,0.000000,0.000000,0.023981,0.037116,0.008748,0.003628,0.039987,0.097929,0.857164,0.561472,-1.627427,0.120950,-0.107156,-0.123053,0.343163,0.052903,-0.272912,-0.034976,0.013343,14,-93,-50,2,13,-88,-48,1
0.420120,0.093573,0.839087,0.527689,-1.687379,0.023981,0.000000,0.000000,0.047962,0.038530,-0.000751,-0.000573,0.065630,0.099160,0.856072,0.560219,-1.623933,0.125734,-0.111694,-0.127996,0.357295,0.059856,-0.268081,-0.033036,0.014363,16,-92,-50,3,13,-94,-50,1
0.430142,0.093573,0.839087,0.527689,-1.682777,0.023981,0.000000,0.000000,0.071942,0.036296,-0.006391,-0.003047,0.112581,0.100444,0.854930,0.558911,-1.620280,0.130574,-0.116311,-0.133002,0.371640,0.068184,-0.285208,-0.040900,0.009040,18,-96,-52,1,17,-89,-49,2
0.440120,0.093573,0.839087,0.526155,-1.678175,0.023981,0.000000,0.000000,0.119904,0.032051,-0.009264,-0.016560,0.168561,0.101771,0.853746,0.557559,-1.616500,0.135426,-0.120964,-0.138028,0.386067,0.077500,-0.298217,-0.043787,0.004165,20,-99,-53,0,18,-97,-51,1
0.450134,0.093573,0.839087,0.523087,-1.673573,0.023981,0.000000,-0.023981,0.167866,0.026941,-0.010246,-0.047886,0.225479,0.103152,0.852511,0.556152,-1.612561,0.140325,-0.125689,-0.143107,0.400682,0.087540,-0.304435,-0.040117,0.000511,22,-101,-53,0,20,-97,-54,-26
0.460125,0.093573,0.839087,0.521553,-1.667437,0.023981,0.000000,-0.047962,0.239808,0.021719,-0.010016,-0.075123,0.290680,0.104578,0.851232,0.554696,-1.608484,0.145238,-0.130454,-0.148209,0.415391,0.097776,-0.322908,-0.043288,-0.006969,25,-105,-54,-2,21,-102,-54,7
0.470128,0.095107,0.839087,0.518486,-1.662835,0.023981,0.000000,-0.071942,0.311751,0.029120,-0.009076,-0.109999,0.343361,0.106056,0.849903,0.553188,-1.604255,0.150179,-0.135276,-0.153348,0.430239,0.097132,-0.328312,-0.039386,-0.010056,24,-107,-53,-3,25,-104,-55,10
0.480122,0.095107,0.840621,0.515418,-1.658233,0.023981,0.000000,-0.119904,0.383693,0.031232,0.004485,-0.146669,0.384316,0.107581,0.848527,0.551630,-1.599881,0.155136,-0.140143,-0.158509,0.445187,0.105640,-0.343716,-0.039318,-0.014807,26,-111,-53,-4,23,-106,-52,6
0.490132,0.096641,0.840621,0.512350,-1.652097,0.023981,0.000000,-0.143885,0.431655,0.042272,0.012263,-0.181480,0.427232,0.109159,0.847099,0.550017,-1.595349,0.160118,-0.145063,-0.163704,0.460266,0.104342,-0.355612,-0.037787,-0.019973,26,-113,-53,-5,26,-112,-54,-15
0.500131,0.098175,0.839087,0.510816,-1.647495,0.023981,0.000000,-0.191847,0.455636,0.057786,0.003677,-0.200121,0.455618,0.110785,0.845624,0.548354,-1.590671,0.165107,-0.150022,-0.168915,0.475425,0.101629,-0.353390,-0.035932,-0.019938,26,-113,-53,-5,26,-113,-52,-9
0.510141,0.099709,0.840621,0.507748,-1.641359,0.047962,0.000000,-0.215827,0.479616,0.074743,0.010503,-0.219839,0.485288,0.112463,0.844097,0.546637,-1.585836,0.170112,-0.155030,-0.174151,0.490694,0.098808,-0.373212,-0.039248,-0.025971,25,-118,-54,-6,26,-113,-53,-9
0.520127,0.101243,0.839087,0.504680,-1.636758,0.071942,0.000000,-0.239808,0.503597,0.091210,0.001487,-0.238627,0.501082,0.114187,0.842524,0.544872,-1.580859,0.175113,-0.160065,-0.179390,0.506009,0.096370,-0.364130,-0.032802,-0.023986,25,-116,-52,-6,25,-116,-55,4
0.530124,0.104311,0.839087,0.501612,-1.632156,0.095923,0.000000,-0.239808,0.503597,0.118337,-0.004042,-0.255353,0.507287,0.115962,0.840898,0.543052,-1.575724,0.180123,-0.165144,-0.184647,0.521417,0.083258,-0.362853,-0.029618,-0.023250,22,-116,-52,-5,23,-116,-53,2
0.540150,0.107379,0.839087,0.498544,-1.629088,0.119904,0.000000,-0.263789,0.503597,0.149690,-0.007036,-0.269504,0.494972,0.117794,0.839217,0.541175,-1.570418,0.185149,-0.170275,-0.189930,0.536941,0.068896,-0.354226,-0.024868,-0.018961,19,-114,-51,-4,22,-116,-53,-9
0.550153,0.110447,0.839087,0.493942,-1.622952,0.167866,0.000000,-0.263789,0.503597,0.181070,-0.008269,-0.293250,0.497072,0.119671,0.837488,0.539249,-1.564970,0.190162,-0.175428,-0.195209,0.552490,0.054781,-0.353395,-0.018488,-0.019422,16,-114,-49,-5,19,-115,-49,2
0.560261,0.111981,0.839087,0.490874,-1.619884,0.191847,0.000000,-0.287770,0.479616,0.197685,-0.008348,-0.308581,0.483110,0.121618,0.835688,0.537248,-1.559305,0.195224,-0.180669,-0.200548,0.568262,0.053157,-0.344845,-0.014008,-0.014799,16,-112,-49,-4,14,-113,-49,-4
0.570127,0.115049,0.839087,0.484738,-1.615282,0.215827,0.000000,-0.311751,0.479616,0.216382,-0.007727,-0.342181,0.472899,0.123569,0.833880,0.535244,-1.553623,0.200157,-0.185814,-0.205760,0.583702,0.043520,-0.330097,0.000119,-0.010731,14,-109,-45,-3,15,-112,-47,-2
0.580124,0.119651,0.839087,0.480136,-1.610680,0.239808,0.000000,-0.335732,0.479616,0.247106,-0.006737,-0.371782,0.465757,0.125595,0.831997,0.533161,-1.547709,0.205146,-0.191056,-0.211041,0.599388,0.022497,-0.320967,0.009162,-0.007560,10,-107,-44,-2,12,-107,-46,7
0.590129,0.122718,0.839087,0.475534,-1.606078,0.239808,0.000000,-0.383693,0.455636,0.270315,-0.005603,-0.396615,0.461026,0.127672,0.830059,0.531023,-1.541633,0.210126,-0.196330,-0.216323,0.615123,0.011624,-0.312817,0.017219,-0.004473,7,-105,-42,-1,9,-105,-41,4
0.600161,0.125786,0.839087,0.470932,-1.599942,0.263789,0.000000,-0.407674,0.455636,0.287159,-0.004475,-0.416602,0.470393,0.129805,0.828063,0.528826,-1.535383,0.215104,-0.201643,-0.221614,0.630928,0.003083,-0.313193,0.022081,-0.004640,6,-105,-41,-1,7,-106,-44,5
0.610138,0.128854,0.840621,0.467864,-1.595340,0.287770,0.000000,-0.431655,0.455636,0.298837,0.008832,-0.419809,0.475197,0.131976,0.826024,0.526589,-1.529010,0.220036,-0.206950,-0.226866,0.646670,-0.003665,-0.327387,0.016758,-0.005893,4,-108,-42,-2,6,-106,-42,7
0.620131,0.133456,0.840621,0.464796,-1.590738,0.287770,0.000000,-0.431655,0.455636,0.318752,0.016109,-0.412692,0.476880,0.134199,0.823930,0.524296,-1.522469,0.224955,-0.212287,-0.232115,0.662450,-0.020734,-0.332608,0.013613,-0.004919,1,-110,-43,-1,2,-109,-39,2
0.630135,0.136524,0.839087,0.461728,-1.586136,0.311751,0.000000,-0.407674,0.479616,0.329744,0.006915,-0.399951,0.476554,0.136474,0.821779,0.521947,-1.515763,0.229856,-0.217650,-0.237357,0.678258,-0.026937,-0.324236,0.015069,-0.000850,-1,-108,-42,0,1,-111,-42,-22
0.640132,0.138058,0.839087,0.458660,-1.580000,0.311751,0.000000,-0.407674,0.479616,0.322232,0.000846,-0.384853,0.487322,0.138797,0.819576,0.519548,-1.508903,0.234728,-0.223027,-0.242579,0.694057,-0.018844,-0.333026,0.010265,-0.001818,1,-110,-44,-1,-12,-105,-39,4
0.650153,0.141126,0.839087,0.455592,-1.576932,0.311751,0.000000,-0.383693,0.479616,0.316490,-0.002864,-0.369550,0.479341,0.141173,0.817314,0.517091,-1.501869,0.239582,-0.228433,-0.247794,0.709890,-0.018781,-0.327920,0.009306,0.003317,1,-109,-44,0,1,-109,-42,-20
0.660123,0.144194,0.839087,0.450990,-1.570796,0.311751,0.000000,-0.359712,0.479616,0.312269,-0.004860,-0.367620,0.485292,0.143586,0.815010,0.514595,-1.494713,0.244380,-0.233827,-0.252961,0.725632,-0.019066,-0.329787,0.010543,0.003919,1,-109,-44,1,1,-107,-40,6
0.670134,0.145728,0.839087,0.447922,-1.566194,0.287770,0.000000,-0.335732,0.479616,0.297027,-0.005670,-0.361596,0.486855,0.146056,0.812642,0.512037,-1.487369,0.249164,-0.239255,-0.258126,0.741422,-0.007375,-0.331049,0.008453,0.006353,3,-109,-44,1,1,-108,-43,4
0.680135,0.147262,0.840621,0.444854,-1.563126,0.263789,0.000000,-0.335732,0.455636,0.276391,0.006570,-0.353598,0.473388,0.148572,0.810222,0.509429,-1.479876,0.253907,-0.244689,-0.263259,0.757175,0.006495,-0.337536,0.003230,0.009514,6,-111,-45,2,3,-110,-45,-21
0.690136,0.148796,0.840621,0.440252,-1.558524,0.239808,0.000000,-0.311751,0.455636,0.254171,0.013389,-0.357326,0.464252,0.151135,0.807748,0.506771,-1.472225,0.258611,-0.250132,-0.268364,0.772898,0.021324,-0.332913,0.006319,0.013529,10,-110,-45,3,5,-109,-47,5
0.700168,0.150330,0.840621,0.438719,-1.553923,0.215827,0.000000,-0.311751,0.455636,0.232776,0.016409,-0.343249,0.458446,0.153752,0.805211,0.504053,-1.464392,0.263288,-0.255600,-0.273454,0.788636,0.036118,-0.340661,-0.001889,0.015373,13,-112,-46,3,9,-109,-45,3
0.710135,0.151864,0.840621,0.435651,-1.550855,0.191847,0.000000,-0.287770,0.431655,0.213589,0.016908,-0.331887,0.442831,0.156400,0.802636,0.501303,-1.456454,0.267891,-0.261039,-0.278478,0.804233,0.050387,-0.334362,-0.002689,0.021617,16,-110,-47,5,12,-111,-46,1
0.720135,0.153398,0.840621,0.435651,-1.547787,0.191847,0.000000,-0.287770,0.407674,0.197262,0.015855,-0.298518,0.422579,0.159101,0.799999,0.498493,-1.448334,0.272464,-0.266501,-0.283482,0.819834,0.063760,-0.340954,-0.015514,0.025815,19,-112,-50,5,15,-111,-46,3
0.730168,0.156466,0.839087,0.434117,-1.541651,0.167866,0.000000,-0.239808,0.407674,0.196228,0.001683,-0.266888,0.425708,0.161858,0.797297,0.495624,-1.440030,0.277003,-0.271983,-0.288466,0.835436,0.064186,-0.344202,-0.023215,0.027506,19,-113,-51,6,19,-109,-50,4
0.740128,0.156466,0.839087,0.432583,-1.533981,0.167866,0.000000,-0.215827,0.407674,0.179910,-0.006955,-0.238830,0.454889,0.164639,0.794561,0.492726,-1.431632,0.281459,-0.277427,-0.293374,0.850867,0.086139,-0.367242,-0.037642,0.023071,24,-118,-55,5,18,-110,-49,7
0.750175,0.159534,0.839087,0.431049,-1.524777,0.167866,0.000000,-0.191847,0.455636,0.180270,-0.011581,-0.215161,0.509637,0.167489,0.791746,0.489754,-1.423005,0.285901,-0.282919,-0.298282,0.866369,0.086620,-0.400861,-0.055391,0.014579,24,-125,-59,3,23,-119,-55,4
0.760135,0.162602,0.839087,0.427981,-1.515573,0.167866,0.000000,-0.167866,0.503597,0.190608,-0.013431,-0.208290,0.575346,0.170359,0.788901,0.486759,-1.414300,0.290249,-0.288361,-0.303104,0.881669,0.083717,-0.429011,-0.067046,0.006787,23,-132,-61,1,24,-124,-59,2
0.770143,0.167204,0.839087,0.424913,-1.503301,0.191847,0.000000,-0.167866,0.599521,0.218377,-0.013466,-0.212048,0.666919,0.173285,0.785988,0.483701,-1.405399,0.294562,-0.293826,-0.307902,0.896969,0.066745,-0.472144,-0.082721,-0.007254,19,-141,-65,-2,23,-131,-64,1
0.780180,0.170272,0.839087,0.420311,-1.491029,0.215827,0.000000,-0.191847,0.695444,0.242113,-0.012410,-0.234155,0.766683,0.176263,0.783012,0.480587,-1.396320,0.298826,-0.299302,-0.312666,0.912232,0.059580,-0.508395,-0.091792,-0.020030,18,-150,-67,-4,19,-140,-63,7
0.790129,0.171806,0.840621,0.415709,-1.480291,0.239808,0.000000,-0.215827,0.815348,0.249257,0.001489,-0.265502,0.851111,0.179257,0.780007,0.477453,-1.387170,0.302993,-0.304724,-0.317337,0.927278,0.066617,-0.547936,-0.102133,-0.031783,20,-159,-69,-7,17,-149,-66,8
0.800138,0.176408,0.839087,0.409573,-1.469554,0.239808,0.000000,-0.263789,0.911271,0.270418,-0.002563,-0.312157,0.919581,0.182310,0.776929,0.474253,-1.377812,0.307121,-0.310171,-0.321985,0.942326,0.052652,-0.552365,-0.094728,-0.035659,17,-160,-67,-8,18,-161,-70,7
0.810168,0.179476,0.840621,0.404971,-1.458816,0.263789,0.000000,-0.335732,0.983214,0.286025,0.007483,-0.351994,0.973000,0.185411,0.773791,0.471001,-1.368286,0.311192,-0.315620,-0.326587,0.957309,0.048919,-0.583864,-0.101596,-0.044547,16,-167,-69,-10,16,-161,-68,6
0.820126,0.182544,0.840621,0.398835,-1.449612,0.287770,0.000000,-0.383693,1.031175,0.297051,0.012911,-0.396823,1.000842,0.188530,0.770621,0.467726,-1.358679,0.315166,-0.321020,-0.331101,0.972086,0.047006,-0.588123,-0.095246,-0.045808,16,-168,-68,-10,15,-166,-68,5
0.830163,0.187146,0.839087,0.392699,-1.440408,0.311751,0.000000,-0.431655,1.055156,0.316718,0.002864,-0.441063,1.011111,0.191713,0.767372,0.464380,-1.348849,0.319101,-0.326450,-0.335590,0.986873,0.033818,-0.574423,-0.081710,-0.042674,13,-165,-65,-9,17,-169,-68,4
0.840143,0.193282,0.839087,0.388097,-1.432738,0.335732,0.000000,-0.479616,1.031175,0.352268,-0.003394,-0.469137,0.997743,0.194917,0.764087,0.461009,-1.338927,0.322943,-0.331836,-0.339995,1.001467,0.006041,-0.569358,-0.076020,-0.039398,7,-163,-63,-9,12,-167,-63,-44
0.850140,0.197884,0.839087,0.380427,-1.423534,0.359712,0.000000,-0.503597,1.007195,0.382232,-0.006877,-0.509809,0.983534,0.198164,0.760743,0.457588,-1.328842,0.326718,-0.337217,-0.344345,1.015972,-0.011204,-0.557933,-0.061580,-0.035912,3,-161,-60,-8,6,-164,-63,7
0.860178,0.202485,0.839087,0.374291,-1.418932,0.383693,0.000000,-0.527578,0.959233,0.406448,-0.008416,-0.542516,0.933141,0.201463,0.757331,0.454110,-1.318571,0.330433,-0.342603,-0.348648,1.030416,-0.026259,-0.528664,-0.044234,-0.024125,0,-154,-56,-5,2,-161,-61,-29
0.870132,0.204019,0.839087,0.368155,-1.412796,0.407674,0.000000,-0.551559,0.887290,0.400733,-0.008667,-0.567826,0.877341,0.204770,0.753894,0.450619,-1.308243,0.334039,-0.347927,-0.352850,1.044615,-0.012928,-0.506919,-0.030468,-0.014835,3,-149,-53,-3,2,-152,-52,-14
0.880164,0.208621,0.839087,0.360485,-1.406660,0.407674,0.000000,-0.551559,0.839329,0.402061,-0.008124,-0.598945,0.822762,0.208139,0.750377,0.447058,-1.297693,0.337595,-0.353273,-0.357016,1.058796,-0.019071,-0.478330,-0.011097,-0.004081,2,-143,-49,-1,3,-149,-51,3
