t,q1,q2,q3,q4,dq1,dq2,dq3,dq4,q1_des,q2_des,q3_des,q4_des,dq1_des,dq2_des,dq3_des,dq4_des,s1,s2,s3,s4,tau1,tau2,tau3,tau4,sat1,sat2,sat3,sat4,mL_hat,b1_hat,b2_hat,b3_hat,b4_hat
0.000000,0.000173,-0.691874,1.388518,0.094392,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.450000,0.350000,0.785398,0.785398,0.500000,-0.500000,0.250000,-0.784532,-1.709370,10.885179,-17.525149,1.200000,1.200000,-1.200000,1.200000,1,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000
0.010000,0.000173,-0.691874,1.388518,0.094392,0.000000,-0.000000,0.000000,0.000000,0.007854,-0.445000,0.345000,0.787898,0.785359,0.499975,-0.499975,0.249988,-0.823762,-1.734344,10.935153,-17.587635,1.200000,1.200000,-1.200000,1.200000,1,1,1,1,0.031329,0.003077,0.014610,0.592436,1.000000
0.020000,0.000173,-0.691874,1.388518,0.094392,0.000000,-0.000000,0.000000,0.000000,0.015707,-0.440001,0.340001,0.790398,0.785241,0.499900,-0.499900,0.249950,-0.862909,-1.759266,10.985072,-17.650091,1.200000,1.200000,-1.200000,1.200000,1,1,1,1,0.062758,0.006470,0.029649,1.000000,1.000000
0.030000,0.000173,-0.691874,1.388518,0.094392,0.000000,-0.000000,0.000000,0.000000,0.023558,-0.435002,0.335002,0.792897,0.785045,0.499775,-0.499775,0.249888,-0.901971,-1.784133,11.034932,-17.712508,1.200000,1.200000,-1.200000,1.200000,1,1,1,1,0.094285,0.010193,0.045125,1.000000,1.000000
0.040000,0.022329,-0.673174,1.353716,0.140329,3.797552,3.641184,-4.800000,4.800000,0.031408,-0.430005,0.330005,0.795395,0.784770,0.499600,-0.499600,0.249800,2.967390,1.925743,5.936710,-11.826453,-1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,0.125910,0.014261,0.061040,1.000000,1.000000
0.050000,0.068940,-0.636787,1.305716,0.188329,4.800000,3.631996,-4.800000,4.800000,0.039254,-0.425010,0.325010,0.797893,0.784417,0.499375,-0.499375,0.249688,4.164015,2.073740,5.506434,-10.688777,-1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,0.227287,0.001944,0.044523,1.000000,1.000000
0.060000,0.068940,-0.636787,1.305716,0.188329,4.800000,3.631996,-4.800000,4.800000,0.047096,-0.420018,0.320018,0.800389,0.783985,0.499100,-0.499100,0.249550,4.125236,2.049052,5.556084,-10.751044,-1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,0.361871,0.000000,0.028366,1.000000,1.000000
0.070000,0.085384,-0.615482,1.257716,0.236329,-0.645505,0.954242,-4.800000,4.800000,0.054933,-0.415029,0.315029,0.802884,0.783475,0.498776,-0.498776,0.249388,-1.276722,-0.546799,5.125653,-9.613250,1.200000,1.200000,-1.200000,1.200000,1,1,1,1,0.496371,0.000000,0.012148,1.000000,1.000000
0.080000,0.055420,-0.619276,1.209716,0.284329,-4.755052,-1.433640,-4.800000,4.800000,0.062765,-0.410043,0.310043,0.805377,0.782886,0.498401,-0.498401,0.249200,-5.574663,-2.978207,4.695138,-8.475386,1.200000,1.200000,-1.200000,1.200000,1,1,1,1,0.506477,0.004029,0.016252,1.000000,1.000000
0.090000,0.055420,-0.619276,1.209716,0.284329,-4.755052,-1.433640,-4.800000,4.800000,0.070590,-0.405061,0.305061,0.807868,0.782219,0.497976,-0.497976,0.248988,-5.613124,-3.002692,4.744532,-8.537448,1.200000,1.200000,-1.200000,1.200000,1,1,1,1,0.486881,0.026875,0.039252,1.000000,1.000000
0.100000,0.035633,-0.615632,1.161716,0.332329,0.108015,1.794891,-4.800000,4.800000,0.078409,-0.400083,0.300083,0.810357,0.781474,0.497502,-0.497502,0.248751,-0.887340,0.219645,4.313832,-7.399429,1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,0.467868,0.050957,0.062809,1.000000,1.000000
0.110000,0.058559,-0.581214,1.113716,0.380329,3.952207,4.748667,-4.800000,4.800000,0.086220,-0.395111,0.295111,0.812843,0.780651,0.496978,-0.496978,0.248489,3.033252,3.321173,3.883033,-6.261323,-1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,0.528928,0.055373,0.061079,1.000000,1.000000
0.120000,0.105872,-0.545708,1.065716,0.428329,4.800000,2.606733,-4.800000,4.800000,0.094022,-0.390144,0.290144,0.815326,0.779750,0.496404,-0.496404,0.248202,4.079500,1.332508,3.452129,-5.123123,-1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,0.769013,0.041436,0.037374,1.000000,1.000000
0.130000,0.105872,-0.545708,1.065716,0.428329,4.800000,2.606733,-4.800000,4.800000,0.101814,-0.385183,0.285183,0.817807,0.778771,0.495781,-0.495781,0.247890,4.041516,1.308327,3.501115,-5.184823,-1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,0.912885,0.026740,0.028885,1.000000,1.000000
0.140000,0.129713,-0.530354,1.017716,0.476329,0.544153,0.691722,-4.800000,4.800000,0.109597,-0.380228,0.280228,0.820284,0.777714,0.495108,-0.495108,0.247554,-0.132982,-0.554016,3.069987,-4.046418,0.760521,0.453672,-1.200000,1.200000,0,0,1,1,1.056731,0.011413,0.020391,1.000000,1.000000
0.150000,0.115587,-0.533012,0.969716,0.524329,-2.910424,-1.020683,-4.800000,4.800000,0.117368,-0.375281,0.275281,0.822758,0.776579,0.494386,-0.494386,0.247193,-3.695911,-2.303722,2.638739,-2.907900,1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.103366,0.011863,0.023842,1.000000,1.000000
0.160000,0.115587,-0.533012,0.969716,0.524329,-2.910424,-1.020683,-4.800000,4.800000,0.125128,-0.370341,0.270341,0.825228,0.775366,0.493614,-0.493614,0.246807,-3.733498,-2.327650,2.687368,-2.969265,1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.110868,0.026378,0.038620,1.000000,1.000000
0.170000,0.100370,-0.535684,0.921716,0.572329,-0.453963,0.331382,-4.800000,4.800000,0.132876,-0.365409,0.265409,0.827694,0.774076,0.492792,-0.492792,0.246396,-1.390566,-1.012787,2.255867,-1.830505,1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.118897,0.041743,0.053831,1.000000,1.000000
0.180000,0.100370,-0.535684,0.921716,0.572329,-0.453963,0.331382,-4.800000,4.800000,0.140609,-0.360485,0.260485,0.830156,0.772709,0.491922,-0.491922,0.245961,-1.427869,-1.036534,2.304233,-1.891615,1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.163054,0.048255,0.060638,1.000000,1.000000
0.190000,0.113887,-0.518518,0.873716,0.620329,2.740555,2.818561,-4.800000,4.800000,0.148329,-0.355571,0.255571,0.832613,0.771264,0.491002,-0.491002,0.245501,1.797081,1.512822,1.872460,-0.752588,-1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,1.207541,0.055208,0.067728,1.000000,1.000000
0.200000,0.155209,-0.477954,0.825716,0.668329,4.800000,4.800000,-4.800000,4.800000,0.156035,-0.350665,0.250665,0.835065,0.769742,0.490033,-0.490033,0.245017,4.026130,3.673525,1.440543,0.386581,-1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.369716,0.046731,0.057851,1.000000,1.000000
0.210000,0.183410,-0.438376,0.777716,0.716329,1.302613,3.289218,-4.800000,4.800000,0.163724,-0.345770,0.245770,0.837513,0.768144,0.489015,-0.489015,0.244508,0.632900,2.337173,1.008478,1.525899,-1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.655756,0.031152,0.037160,1.000000,0.991469
0.220000,0.183410,-0.438376,0.777716,0.716329,1.302613,3.289218,-4.800000,4.800000,0.171397,-0.340885,0.240885,0.839956,0.766468,0.487949,-0.487949,0.243974,0.596210,2.313815,1.056260,1.465371,-1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.861255,0.029033,0.026035,1.000000,0.966490
0.230000,0.180115,-0.418707,0.756104,0.678806,-1.571997,1.397683,-1.987620,-4.800000,0.179053,-0.336011,0.236011,0.842393,0.764716,0.486833,-0.486833,0.243417,-2.331405,0.497372,3.700145,-9.133082,1.200000,-0.962899,-1.200000,1.200000,1,0,1,1,2.000000,0.026927,0.014750,1.000000,0.942057
0.240000,0.151247,-0.409914,0.733885,0.630806,-3.889058,0.489509,-2.427721,-4.800000,0.186691,-0.331149,0.231149,0.844824,0.762887,0.485669,-0.485669,0.242834,-4.829166,-0.389984,3.085306,-10.393282,1.200000,1.200000,-1.200000,1.200000,1,1,1,1,2.000000,0.035779,0.012511,1.000000,1.000000
0.250000,0.151247,-0.409914,0.733885,0.630806,-3.889058,0.489509,-2.427721,-4.800000,0.194311,-0.326298,0.226298,0.847249,0.760982,0.484456,-0.484456,0.242228,-4.865358,-0.413025,3.132600,-10.453309,1.200000,1.200000,-1.200000,1.200000,1,1,1,1,2.000000,0.058479,0.014226,1.000000,1.000000
0.260000,0.128549,-0.407016,0.686396,0.672234,-1.024226,-0.104828,-4.800000,4.800000,0.201911,-0.321460,0.221460,0.849668,0.759001,0.483195,-0.483195,0.241597,-2.150037,-1.015804,0.332556,0.122555,1.200000,0.954836,-1.200000,-1.200000,1,0,1,1,2.000000,0.082229,0.016090,1.000000,1.000000
0.270000,0.132259,-0.396900,0.638396,0.720234,1.462397,1.901684,-4.800000,4.800000,0.209490,-0.316634,0.216634,0.852081,0.756944,0.481885,-0.481885,0.240943,0.319297,1.018470,-0.100499,1.262891,-1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.993551,0.094332,0.020717,1.000000,0.997134
0.280000,0.132259,-0.396900,0.638396,0.720234,1.462397,1.901684,-4.800000,4.800000,0.217049,-0.311822,0.211822,0.854487,0.754811,0.480528,-0.480528,0.240264,0.283635,0.995767,-0.053735,1.203419,-1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,2.000000,0.092507,0.016219,0.997639,0.974799
0.290000,0.158582,-0.368126,0.604144,0.685942,3.499833,4.158800,-4.175691,-4.800000,0.224586,-0.307024,0.207024,0.856886,0.752603,0.479122,-0.479122,0.239561,2.417207,3.374166,0.274632,-9.313160,-1.200000,-1.200000,0.919054,1.200000,1,1,0,1,2.000000,0.090835,0.011709,0.996363,0.953158
0.300000,0.178963,-0.330215,0.559196,0.637942,0.940844,3.508070,-4.748670,-4.800000,0.232101,-0.302240,0.202240,0.859278,0.750320,0.477668,-0.477668,0.238834,-0.075168,2.890523,-0.701439,-10.572233,0.809721,-1.200000,1.200000,1.200000,0,1,1,1,2.000000,0.077751,0.000000,1.000000,1.000000
0.310000,0.176906,-0.309530,0.513610,0.659956,-1.093133,0.878855,-3.691581,4.800000,0.239592,-0.297471,0.197471,0.861663,0.747961,0.476167,-0.476167,0.238083,-2.154525,0.342392,-0.054023,-0.480753,1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,2.000000,0.078133,0.000000,0.985806,1.000000
0.320000,0.176906,-0.309530,0.513610,0.659956,-1.093133,0.878855,-3.691581,4.800000,0.247060,-0.292717,0.192717,0.864040,0.745528,0.474618,-0.474618,0.237309,-2.189429,0.320171,-0.008032,-0.539403,1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,2.000000,0.089567,0.000000,0.984823,1.000000
0.330000,0.173521,-0.317427,0.498255,0.707956,0.267821,-2.160824,0.235201,4.800000,0.254503,-0.287978,0.187978,0.866409,0.743020,0.473021,-0.473021,0.236511,-0.880108,-2.781089,3.810985,0.602168,1.200000,1.200000,-1.200000,-1.200000,1,1,1,1,2.000000,0.101568,0.000000,0.984675,1.000000
0.340000,0.187338,-0.341984,0.497425,0.755956,2.301932,-2.695461,-0.353376,4.800000,0.261920,-0.283256,0.183256,0.868770,0.740438,0.471377,-0.471377,0.235689,1.188586,-3.460476,3.259686,1.743964,-1.200000,1.200000,-1.200000,-1.200000,1,1,1,1,2.000000,0.106619,0.008625,1.000000,0.987361
0.350000,0.187338,-0.341984,0.497425,0.755956,2.301932,-2.695461,-0.353376,4.800000,0.269311,-0.278551,0.178551,0.871123,0.737782,0.469686,-0.469686,0.234843,1.154286,-3.482312,3.305049,1.685993,-1.200000,1.200000,-1.200000,-1.200000,1,1,1,1,2.000000,0.100003,0.021862,1.000000,0.960713
0.360000,0.221308,-0.358312,0.505834,0.722910,4.246521,-0.220290,-0.023921,-4.800000,0.276676,-0.273863,0.173863,0.873467,0.735052,0.467948,-0.467948,0.233974,3.234632,-1.110485,3.763735,-8.797895,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,2.000000,0.093379,0.035562,1.000000,0.934462
0.370000,0.250363,-0.341471,0.488491,0.674910,1.840232,3.218893,-3.131560,-4.800000,0.284012,-0.269192,0.169192,0.875802,0.732248,0.466164,-0.466164,0.233082,0.939740,2.391338,0.527594,-10.055385,-1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,2.000000,0.077014,0.040505,1.000000,1.000000
0.380000,0.257098,-0.300725,0.440491,0.708797,-0.222882,4.587926,-4.800000,4.800000,0.291320,-0.264540,0.164540,0.878128,0.729371,0.464332,-0.464332,0.232166,-1.123366,3.942667,-1.576152,0.334561,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,2.000000,0.072783,0.030610,1.000000,1.000000
0.390000,0.257098,-0.300725,0.440491,0.708797,-0.222882,4.587926,-4.800000,4.800000,0.298599,-0.259906,0.159906,0.880445,0.726422,0.462455,-0.462455,0.231227,-1.156811,3.921375,-1.531690,0.277575,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,2.000000,0.077840,0.017890,0.974594,0.992530
0.400000,0.245032,-0.259465,0.392491,0.756797,-1.970785,3.761031,-4.800000,4.800000,0.305848,-0.255291,0.155291,0.882753,0.723400,0.460530,-0.460530,0.230265,-2.998265,3.279627,-1.967465,1.420850,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,2.000000,0.083242,0.004821,0.949563,0.986254
0.410000,0.235832,-0.248175,0.401304,0.712042,-0.098861,-0.248458,2.853904,-4.800000,0.313067,-0.250695,0.150695,0.885050,0.720305,0.458560,-0.458560,0.229280,-1.205341,-0.694418,5.818556,-9.354500,1.200000,1.200000,-1.200000,1.200000,1,1,1,1,2.000000,0.098646,0.000000,0.921699,0.962247
0.420000,0.235832,-0.248175,0.401304,0.712042,-0.098861,-0.248458,2.853904,-4.800000,0.320254,-0.246120,0.146120,0.887338,0.717138,0.456544,-0.456544,0.228272,-1.238111,-0.715280,5.862296,-9.410686,1.200000,1.200000,-1.200000,1.200000,1,1,1,1,2.000000,0.105314,0.001548,1.000000,1.000000
0.430000,0.244482,-0.263322,0.445613,0.664042,1.654898,-2.044358,4.800000,-4.800000,0.327410,-0.241565,0.141565,0.889616,0.713900,0.454483,-0.454483,0.227241,0.526362,-2.607626,8.294966,-10.666595,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,2.000000,0.112367,0.003218,1.000000,1.000000
0.440000,0.270674,-0.256697,0.442442,0.708833,3.383783,2.243583,-1.892106,4.800000,0.334532,-0.237030,0.137030,0.891883,0.710590,0.452376,-0.452376,0.226188,2.353902,1.692876,1.614388,-0.002432,-1.200000,-1.200000,-1.200000,-0.813362,1,1,1,0,2.000000,0.109397,0.010562,1.000000,1.000000
0.450000,0.293353,-0.216967,0.406379,0.756833,1.373056,4.800000,-4.629169,4.800000,0.341621,-0.232517,0.132517,0.894140,0.707210,0.450224,-0.450224,0.225112,0.424504,4.427528,-1.440331,1.142231,-1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,2.000000,0.097275,0.005901,1.000000,1.000000
0.460000,0.293353,-0.216967,0.406379,0.756833,1.373056,4.800000,-4.629169,4.800000,0.348676,-0.228026,0.128026,0.896385,0.703758,0.448026,-0.448026,0.224013,0.392681,4.407269,-1.397615,1.087189,-1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,2.000000,0.095262,0.000000,0.977035,0.979110
0.470000,0.297081,-0.179154,0.383985,0.728917,-0.398889,3.408408,-1.828931,-4.800000,0.355696,-0.223557,0.123557,0.898620,0.700236,0.445784,-0.445784,0.222892,-1.392201,3.184637,1.221135,-9.265464,1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,2.000000,0.093337,0.000000,0.954453,0.958927
0.480000,0.284569,-0.161302,0.388086,0.680917,-1.928814,0.470231,2.242701,-4.800000,0.362681,-0.219110,0.119110,0.900843,0.696644,0.443497,-0.443497,0.221749,-3.016016,0.315775,5.375951,-10.519901,1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,2.000000,0.100252,0.000000,0.973075,1.000000
0.490000,0.284569,-0.161302,0.388086,0.680917,-1.928814,0.470231,2.242701,-4.800000,0.369629,-0.214687,0.114687,0.903055,0.692983,0.441166,-0.441166,0.220583,-3.047095,0.295990,5.417854,-10.574027,1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,2.000000,0.116647,0.000000,1.000000,1.000000
0.500000,0.274453,-0.149300,0.372899,0.724935,-0.275920,1.124762,-1.979524,4.800000,0.376540,-0.210287,0.110287,0.905255,0.689252,0.438791,-0.438791,0.219396,-1.475605,0.990906,1.085381,0.072620,1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,2.000000,0.133684,0.000000,1.000000,1.000000
0.510000,0.280373,-0.139428,0.349198,0.772935,1.288668,0.879135,-2.696611,4.800000,0.383414,-0.205911,0.105911,0.907442,0.685452,0.436372,-0.436372,0.218186,0.088014,0.775179,0.172624,1.219132,-0.674947,-1.200000,-1.200000,-1.200000,0,1,1,1,2.000000,0.142536,0.000000,1.000000,0.998283
0.520000,0.301333,-0.141354,0.350560,0.734374,2.737341,-0.378591,0.148558,-4.800000,0.390249,-0.201560,0.101560,0.909618,0.681584,0.433910,-0.433910,0.216955,1.611181,-0.511469,3.072471,-9.398049,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,2.000000,0.142007,0.000000,1.000000,0.976456
0.530000,0.301333,-0.141354,0.350560,0.734374,2.737341,-0.378591,0.148558,-4.800000,0.397045,-0.197233,0.097233,0.911781,0.677647,0.431404,-0.431404,0.215702,1.581136,-0.530596,3.113231,-9.450878,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,2.000000,0.132935,0.000340,1.000000,1.000000
0.540000,0.323023,-0.145981,0.347845,0.686374,1.716071,-0.530348,-0.609665,-4.800000,0.403801,-0.192932,0.092932,0.913932,0.673643,0.428854,-0.428854,0.214427,0.638536,-0.724446,2.368318,-10.703370,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,2.000000,0.123794,0.000743,1.000000,1.000000
0.550000,0.331396,-0.130855,0.301276,0.731290,0.138373,2.209729,-4.800000,4.800000,0.410518,-0.188656,0.088656,0.916070,0.669571,0.426262,-0.426262,0.213131,-0.926804,2.072476,-2.247546,-0.032641,1.200000,-1.200000,1.200000,1.200000,1,1,1,1,2.000000,0.120354,0.001446,1.000000,1.000000
0.560000,0.331396,-0.130855,0.301276,0.731290,0.138373,2.209729,-4.800000,4.800000,0.417193,-0.184407,0.084407,0.918195,0.665433,0.423628,-0.423628,0.211814,-0.956041,2.053863,-2.207686,-0.084442,1.200000,-1.200000,1.200000,1.200000,1,1,1,1,1.962159,0.125290,0.000024,0.971316,1.000000
0.570000,0.324826,-0.101089,0.253276,0.779290,-1.281443,3.593821,-4.800000,4.800000,0.423826,-0.180184,0.080184,0.920306,0.661227,0.420950,-0.420950,0.210475,-2.437668,3.568348,-2.648134,1.064110,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.924345,0.130522,0.000000,0.942701,1.000000
0.580000,0.320153,-0.081338,0.229305,0.827290,0.176995,0.655090,-0.407817,4.800000,0.430417,-0.175988,0.075988,0.922404,0.656956,0.418231,-0.418231,0.209116,-1.031280,0.710111,1.543584,2.213020,1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,2.000000,0.144614,0.000000,0.914209,0.980123
0.590000,0.329657,-0.096122,0.274357,0.782405,1.587272,-1.860667,4.800000,-4.800000,0.436965,-0.171819,0.071819,0.924488,0.652619,0.415470,-0.415470,0.207735,0.398113,-1.897650,7.240844,-8.559825,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,2.000000,0.150845,0.000195,0.929270,0.951498
0.600000,0.329657,-0.096122,0.274357,0.782405,1.587272,-1.860667,4.800000,-4.800000,0.443469,-0.167679,0.067679,0.926559,0.648217,0.412668,-0.412668,0.206334,0.369994,-1.915551,7.279448,-8.610183,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,2.000000,0.148477,0.000546,1.000000,1.000000
0.610000,0.353370,-0.115269,0.317569,0.734405,3.012715,-1.960928,3.930561,-4.800000,0.449929,-0.163566,0.063566,0.928615,0.643750,0.409824,-0.409824,0.204912,1.886169,-2.129266,6.880413,-9.860167,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,2.000000,0.146226,0.001072,1.000000,1.000000
0.620000,0.353370,-0.115269,0.317569,0.734405,3.012715,-1.960928,3.930561,-4.800000,0.456344,-0.159482,0.059482,0.930657,0.639219,0.406939,-0.406939,0.203470,1.858626,-2.146800,6.918367,-9.909773,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,2.000000,0.135601,0.002864,1.000000,1.000000
0.630000,0.374898,-0.106234,0.302428,0.779210,1.439717,2.475644,-3.226083,4.800000,0.462713,-0.155428,0.055428,0.932684,0.634623,0.404014,-0.404014,0.202007,0.366019,2.317599,-0.352062,0.761139,-1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,2.000000,0.124876,0.004859,1.000000,1.000000
0.640000,0.380794,-0.066611,0.257152,0.827210,-0.081223,4.729646,-4.800000,4.800000,0.469036,-0.151402,0.051402,0.934697,0.629965,0.401048,-0.401048,0.200524,-1.152397,4.752554,-2.341460,1.912305,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,2.000000,0.122911,0.003028,0.994941,0.984629
0.650000,0.372542,-0.030503,0.237382,0.789063,-1.399054,3.450369,-2.017007,-4.800000,0.475312,-0.147407,0.047407,0.936695,0.625243,0.398042,-0.398042,0.199021,-2.538147,3.636847,0.280783,-8.689815,1.200000,-1.200000,-0.542332,1.200000,1,1,0,1,2.000000,0.129083,0.003572,0.966158,0.957019
0.660000,0.372542,-0.030503,0.237382,0.789063,-1.399054,3.450369,-2.017007,-4.800000,0.481541,-0.143442,0.043442,0.938677,0.620458,0.394996,-0.394996,0.197498,-2.564505,3.620067,0.317390,-8.737857,1.200000,-1.200000,-0.948494,1.200000,1,1,0,1,2.000000,0.143539,0.006963,0.969384,1.000000
0.670000,0.366294,-0.011916,0.241004,0.741063,-0.021373,0.560725,2.318329,-4.800000,0.487721,-0.139507,0.039507,0.940645,0.615612,0.391911,-0.391911,0.195955,-1.244121,0.806768,4.725208,-9.985496,1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,2.000000,0.158483,0.010035,0.973088,1.000000
0.680000,0.366294,-0.011916,0.241004,0.741063,-0.021373,0.560725,2.318329,-4.800000,0.493853,-0.135603,0.035603,0.942596,0.610704,0.388786,-0.388786,0.194393,-1.269871,0.790375,4.761118,-10.032728,1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,2.000000,0.166089,0.011027,1.000000,1.000000
0.690000,0.373141,0.001898,0.227080,0.784729,1.253340,1.288568,-1.712730,4.800000,0.499935,-0.131731,0.031731,0.944532,0.605735,0.385623,-0.385623,0.192812,0.013636,1.571092,0.626381,0.612094,-0.520002,-1.200000,-1.200000,-1.200000,0,1,1,1,2.000000,0.174017,0.011935,1.000000,1.000000
0.700000,0.392411,0.014842,0.204816,0.832729,2.467408,1.306779,-2.660135,4.800000,0.505967,-0.127891,0.027891,0.946453,0.600706,0.382421,-0.382421,0.191211,1.298918,1.638024,-0.508467,1.765691,-1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,2.000000,0.173932,0.014154,1.000000,0.987183
0.710000,0.413349,0.017352,0.206879,0.794326,1.792301,0.149618,0.153924,-4.800000,0.511949,-0.124083,0.024083,0.948357,0.595616,0.379181,-0.379181,0.189590,0.703686,0.477613,2.361060,-8.840354,-1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,2.000000,0.166343,0.016867,0.994530,0.960395
0.720000,0.413349,0.017352,0.206879,0.794326,1.792301,0.149618,0.153924,-4.800000,0.517880,-0.120308,0.020308,0.950244,0.590467,0.375903,-0.375903,0.187951,0.679183,0.462014,2.395536,-8.885908,-1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,2.000000,0.162513,0.017650,1.000000,1.000000
0.730000,0.423887,0.019065,0.203322,0.746326,0.465709,0.190259,-0.767637,-4.800000,0.523758,-0.116565,0.016565,0.952116,0.585259,0.372587,-0.372587,0.186294,-0.618903,0.495823,1.472518,-10.131031,1.200000,-1.067732,-1.200000,1.200000,1,0,1,1,2.000000,0.158733,0.018372,1.000000,1.000000
0.740000,0.423887,0.019065,0.203322,0.746326,0.465709,0.190259,-0.767637,-4.800000,0.529584,-0.112856,0.012856,0.953970,0.579992,0.369234,-0.369234,0.184617,-0.642768,0.480630,1.506256,-10.175719,1.200000,-0.984564,-1.200000,1.200000,1,0,1,1,2.000000,0.162089,0.019130,1.000000,1.000000
0.750000,0.421770,0.030063,0.157181,0.790393,-0.752105,0.957693,-4.800000,4.800000,0.535358,-0.109181,0.009181,0.955808,0.574667,0.365844,-0.365844,0.182922,-1.894711,1.288068,-2.954153,0.481694,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,2.000000,0.165652,0.019827,1.000000,1.000000
0.760000,0.421770,0.030063,0.157181,0.790393,-0.752105,0.957693,-4.800000,4.800000,0.541078,-0.105539,0.005539,0.957629,0.569285,0.362418,-0.362418,0.181209,-1.917927,1.273288,-2.921166,0.437891,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.913239,0.176476,0.021955,0.972735,0.989599
0.770000,0.420979,0.038141,0.109181,0.838393,0.458439,0.687579,-4.800000,4.800000,0.546743,-0.101932,0.001932,0.959432,0.563846,0.358955,-0.358955,0.179478,-0.734227,1.028991,-3.368560,1.594536,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.826511,0.187656,0.023964,0.945294,0.980049
0.780000,0.431901,0.016936,0.124860,0.793239,1.614683,-3.483765,3.792796,-4.800000,0.552354,-0.098360,-0.001640,0.961218,0.558350,0.355457,-0.355457,0.177728,0.454068,-3.262740,5.413250,-9.177209,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.726192,0.192035,0.025721,0.921184,0.954493
0.790000,0.431901,0.016936,0.124860,0.793239,1.614683,-3.483765,3.792796,-4.800000,0.557910,-0.094823,-0.005177,0.962986,0.552799,0.351923,-0.351923,0.175961,0.431840,-3.276891,5.445085,-9.219653,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.768907,0.189400,0.022115,0.965044,1.000000
0.800000,0.454781,-0.025734,0.172227,0.745239,2.852867,-4.533251,4.800000,-4.800000,0.563410,-0.091322,-0.008678,0.964737,0.547192,0.348353,-0.348353,0.174177,1.762531,-4.553663,6.957405,-10.461636,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.811584,0.186846,0.018726,1.000000,1.000000
0.810000,0.476373,-0.041555,0.161591,0.790396,1.569832,0.010408,-2.956359,4.800000,0.568854,-0.087856,-0.012144,0.966470,0.541531,0.344749,-0.344749,0.172375,0.565898,-0.102836,-0.874262,0.225782,-1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.852126,0.177237,0.019190,1.000000,1.000000
0.820000,0.476373,-0.041555,0.161591,0.790396,1.569832,0.010408,-2.956359,4.800000,0.574241,-0.084427,-0.015573,0.968185,0.535815,0.341111,-0.341111,0.170555,0.544680,-0.116344,-0.843607,0.184735,-1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.788514,0.174396,0.019249,0.990899,0.994836
