t,q1,q2,q3,q4,dq1,dq2,dq3,dq4,q1_des,q2_des,q3_des,q4_des,dq1_des,dq2_des,dq3_des,dq4_des,tau1,tau2,tau3,tau4
0.000000,-3.139794,-1.500215,-1.500007,1.603359,0.160498,-0.000029,-0.000002,-0.206950,0.000000,-0.500000,0.300000,1.500000,0.785398,0.500000,-0.500000,0.000000,7.306914,7.614052,4.706575,1.542533
0.010000,-3.138378,-1.500215,-1.500007,1.601285,0.124986,0.000003,0.000000,-0.207801,0.007854,-0.495000,0.295000,1.500000,0.785359,0.499975,-0.499975,0.000000,7.339283,7.624775,4.711105,1.544652
0.020000,-3.137337,-1.500215,-1.500007,1.599202,0.087181,-0.000001,0.000000,-0.208821,0.015707,-0.490001,0.290001,1.500000,0.785241,0.499900,-0.499900,0.000000,7.373512,7.635551,4.715681,1.546806
0.030000,-3.133312,-1.500325,-1.495848,1.642378,0.653037,0.008261,0.811890,5.898146,0.023558,-0.485002,0.285002,1.500000,0.785045,0.499775,-0.499775,0.000000,7.059757,6.501847,3.720133,0.755285
0.040000,-3.123760,-1.500269,-1.478711,1.684633,1.200569,0.002704,2.377466,3.152732,0.031408,-0.480005,0.280005,1.500000,0.784770,0.499600,-0.499600,0.000000,6.727433,6.204074,3.530260,0.836116
0.050000,-3.108799,-1.500183,-1.450869,1.727434,1.736476,0.022094,3.107318,4.689803,0.039254,-0.475010,0.275010,1.500000,0.784417,0.499375,-0.499375,0.000000,6.357293,5.618707,3.048017,0.536683
0.060000,-3.088509,-1.500172,-1.413890,1.769678,2.267864,-0.008251,4.188878,3.151261,0.047096,-0.470018,0.270018,1.500000,0.783985,0.499100,-0.499100,0.000000,5.974713,5.336104,2.844451,0.535829
0.070000,-3.062920,-1.499306,-1.372107,1.812331,2.796090,0.888887,2.536140,5.593031,0.054933,-0.465029,0.265029,1.500000,0.783475,0.498776,-0.498776,0.000000,5.560226,4.905688,2.598633,0.287134
0.080000,-3.032057,-1.497048,-1.328955,1.845835,3.322079,0.226387,4.480948,3.194760,0.062765,-0.460043,0.260043,1.500000,0.782886,0.498401,-0.498401,0.000000,5.161566,4.841131,2.483642,0.360574
0.090000,-2.995938,-1.493723,-1.284866,1.880234,3.848848,0.223992,4.818849,3.579114,0.070590,-0.455061,0.255061,1.500000,0.782219,0.497976,-0.497976,0.000000,4.736015,4.557306,2.251095,0.229274
0.100000,-2.954565,-1.487171,-1.245138,1.905086,4.372206,1.211830,2.772623,2.998482,0.078409,-0.450083,0.250083,1.500000,0.781474,0.497502,-0.497502,0.000000,4.347623,4.629625,2.466746,0.354723
0.110000,-2.908068,-1.480156,-1.203847,1.928684,4.803463,0.607526,4.485124,2.190481,0.086220,-0.445111,0.245111,1.500000,0.780651,0.496978,-0.496978,0.000000,3.957294,4.399123,2.211667,0.281620
