t,q1,q2,q3,q4,dq1,dq2,dq3,dq4,q1_des,q2_des,q3_des,q4_des,dq1_des,dq2_des,dq3_des,dq4_des,tau1,tau2,tau3,tau4
0.000000,0.000186,0.880578,0.332101,-1.295254,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.500000,0.300000,1.500000,0.785398,0.500000,-0.500000,0.000000,0.478274,-0.820000,-0.820000,0.820000
0.010000,0.000186,0.880578,0.332101,-1.295254,0.000000,0.000000,-0.000000,0.000000,0.007854,-0.495000,0.295000,1.500000,0.785359,0.499975,-0.499975,0.000000,0.502052,-0.820000,-0.820000,0.820000
0.020000,0.000186,0.880578,0.332101,-1.295254,0.000000,0.000000,-0.000000,0.000000,0.015707,-0.490001,0.290001,1.500000,0.785241,0.499900,-0.499900,0.000000,0.525780,-0.820000,-0.820000,0.820000
0.030000,0.000186,0.880578,0.332101,-1.295254,0.000000,0.000000,-0.000000,0.000000,0.023558,-0.485002,0.285002,1.500000,0.785045,0.499775,-0.499775,0.000000,0.549456,-0.820000,-0.820000,0.820000
0.040000,0.000186,0.880578,0.332101,-1.295254,0.000000,0.000000,-0.000000,0.000000,0.031408,-0.480005,0.280005,1.500000,0.784770,0.499600,-0.499600,0.000000,0.573077,-0.820000,-0.820000,0.820000
0.050000,0.000186,0.880578,0.332101,-1.295254,0.000000,0.000000,-0.000000,0.000000,0.039254,-0.475010,0.275010,1.500000,0.784417,0.499375,-0.499375,0.000000,0.596640,-0.820000,-0.820000,0.820000
0.060000,0.000186,0.880578,0.332101,-1.295254,0.000000,0.000000,-0.000000,0.000000,0.047096,-0.470018,0.270018,1.500000,0.783985,0.499100,-0.499100,0.000000,0.620144,-0.820000,-0.820000,0.820000
0.070000,0.001323,0.872589,0.324373,-1.256396,0.273838,-0.806004,-1.585962,4.800000,0.054933,-0.465029,0.265029,1.500000,0.783475,0.498776,-0.498776,0.000000,0.482678,-0.820000,-0.820000,0.677567
0.080000,0.001323,0.872589,0.324373,-1.256396,0.273838,-0.806004,-1.585962,4.800000,0.062765,-0.460043,0.260043,1.500000,0.782886,0.498401,-0.498401,0.000000,0.506233,-0.820000,-0.820000,0.678396
0.090000,0.001323,0.872589,0.324373,-1.256396,0.273838,-0.806004,-1.585962,4.800000,0.070590,-0.455061,0.255061,1.500000,0.782219,0.497976,-0.497976,0.000000,0.529721,-0.820000,-0.820000,0.679223
0.100000,0.007044,0.867406,0.299817,-1.208396,0.803455,-0.322970,-3.065073,4.800000,0.078409,-0.450083,0.250083,1.500000,0.781474,0.497502,-0.497502,0.000000,0.235892,-0.820000,-0.307450,0.820000
0.110000,0.007044,0.867406,0.299817,-1.208396,0.803455,-0.322970,-3.065073,4.800000,0.086220,-0.445111,0.245111,1.500000,0.780651,0.496978,-0.496978,0.000000,0.259662,-0.820000,-0.307057,0.820000
0.120000,0.017152,0.865787,0.263696,-1.160396,1.170114,-0.052840,-3.997513,4.800000,0.094022,-0.440144,0.240144,1.500000,0.779750,0.496404,-0.496404,0.000000,0.045236,-0.820000,0.081532,0.820000
0.130000,0.017152,0.865787,0.263696,-1.160396,1.170114,-0.052840,-3.997513,4.800000,0.101814,-0.435183,0.235183,1.500000,0.778771,0.495781,-0.495781,0.000000,0.069434,-0.820000,0.082056,0.820000
