t,q1,q2,q3,q4,x,y,z,phi,x_des,y_des,z_des,phi_des,xdot,ydot,zdot,phidot,xdot_des,ydot_des,zdot_des,phidot_des,tau1,tau2,tau3,tau4
8.340000,0.130822,-0.479225,0.553663,0.730244,0.183813,0.022606,0.101129,0.804682,0.202839,0.049919,0.100000,0.785398,0.040813,0.040368,-0.022904,0.057635,0.049919,-0.002839,0.000000,0.000000,0.016677,-0.152390,-0.364279,-0.075435
8.350000,0.130822,-0.479225,0.553663,0.730244,0.183813,0.022606,0.101129,0.804682,0.203338,0.049888,0.100000,0.785398,0.040813,0.040368,-0.022904,0.057635,0.049888,-0.003338,0.000000,0.000000,0.016195,-0.150669,-0.364170,-0.075504
8.360000,0.130822,-0.479225,0.553663,0.730244,0.183813,0.022606,0.101129,0.804682,0.203837,0.049853,0.100000,0.785398,0.040813,0.040368,-0.022904,0.057635,0.049853,-0.003837,0.000000,0.000000,0.015704,-0.148957,-0.364062,-0.075572
8.370000,0.132773,-0.474907,0.552093,0.728061,0.184226,0.023002,0.100901,0.805247,0.204335,0.049812,0.100000,0.785398,0.041682,0.039103,-0.022691,0.055928,0.049812,-0.004335,0.000000,0.000000,0.015333,-0.152763,-0.364729,-0.075690
8.380000,0.132773,-0.474907,0.552093,0.728061,0.184226,0.023002,0.100901,0.805247,0.204833,0.049766,0.100000,0.785398,0.041682,0.039103,-0.022691,0.055928,0.049766,-0.004833,0.000000,0.000000,0.014824,-0.151079,-0.364627,-0.075758
8.390000,0.134629,-0.470530,0.550464,0.725854,0.184650,0.023385,0.100676,0.805787,0.205331,0.049715,0.100000,0.785398,0.042821,0.037690,-0.022477,0.053439,0.049715,-0.005331,0.000000,0.000000,0.014582,-0.155126,-0.365309,-0.075768
8.400000,0.134629,-0.470530,0.550464,0.725854,0.184650,0.023385,0.100676,0.805787,0.205827,0.049659,0.100000,0.785398,0.042821,0.037690,-0.022477,0.053439,0.049659,-0.005827,0.000000,0.000000,0.014056,-0.153469,-0.365213,-0.075835
8.410000,0.136387,-0.466097,0.548774,0.723625,0.185084,0.023754,0.100453,0.806301,0.206324,0.049598,0.100000,0.785398,0.043848,0.036318,-0.022208,0.050660,0.049598,-0.006324,0.000000,0.000000,0.013798,-0.157334,-0.365821,-0.075802
8.420000,0.136387,-0.466097,0.548774,0.723625,0.185084,0.023754,0.100453,0.806301,0.206819,0.049533,0.100000,0.785398,0.043848,0.036318,-0.022208,0.050660,0.049533,-0.006819,0.000000,0.000000,0.013254,-0.155705,-0.365730,-0.075867
8.430000,0.136387,-0.466097,0.548774,0.723625,0.185084,0.023754,0.100453,0.806301,0.207314,0.049462,0.100000,0.785398,0.043848,0.036318,-0.022208,0.050660,0.049462,-0.007314,0.000000,0.000000,0.012701,-0.154086,-0.365640,-0.075933
8.440000,0.138054,-0.461619,0.547027,0.721383,0.185527,0.024110,0.100233,0.806791,0.207809,0.049386,0.100000,0.785398,0.044703,0.035012,-0.021891,0.048075,0.049386,-0.007809,0.000000,0.000000,0.012397,-0.157798,-0.366183,-0.075908
8.450000,0.138054,-0.461619,0.547027,0.721383,0.185527,0.024110,0.100233,0.806791,0.208302,0.049306,0.100000,0.785398,0.044703,0.035012,-0.021891,0.048075,0.049306,-0.008302,0.000000,0.000000,0.011828,-0.156209,-0.366099,-0.075972
8.460000,0.139632,-0.457106,0.545228,0.719134,0.185979,0.024452,0.100017,0.807255,0.208795,0.049220,0.100000,0.785398,0.045468,0.033742,-0.021530,0.045392,0.049220,-0.008795,0.000000,0.000000,0.011510,-0.159789,-0.366579,-0.075923
8.470000,0.139632,-0.457106,0.545228,0.719134,0.185979,0.024452,0.100017,0.807255,0.209286,0.049130,0.100000,0.785398,0.045468,0.033742,-0.021530,0.045392,0.049130,-0.009286,0.000000,0.000000,0.010923,-0.158229,-0.366501,-0.075986
8.480000,0.141117,-0.452554,0.543371,0.716877,0.186439,0.024781,0.099803,0.807695,0.209777,0.049035,0.100000,0.785398,0.046450,0.032254,-0.021273,0.043175,0.049035,-0.009777,0.000000,0.000000,0.010778,-0.162271,-0.367092,-0.075965
8.490000,0.141117,-0.452554,0.543371,0.716877,0.186439,0.024781,0.099803,0.807695,0.210267,0.048934,0.100000,0.785398,0.046450,0.032254,-0.021273,0.043175,0.048934,-0.010267,0.000000,0.000000,0.010175,-0.160742,-0.367020,-0.076028
8.500000,0.142503,-0.447957,0.541458,0.714613,0.186908,0.025095,0.099592,0.808114,0.210756,0.048829,0.100000,0.785398,0.047326,0.030799,-0.021034,0.041130,0.048829,-0.010756,0.000000,0.000000,0.010021,-0.164751,-0.367611,-0.076018
8.510000,0.142503,-0.447957,0.541458,0.714613,0.186908,0.025095,0.099592,0.808114,0.211244,0.048719,0.100000,0.785398,0.047326,0.030799,-0.021034,0.041130,0.048719,-0.011244,0.000000,0.000000,0.009402,-0.163252,-0.367544,-0.076079
8.520000,0.142503,-0.447957,0.541458,0.714613,0.186908,0.025095,0.099592,0.808114,0.211730,0.048605,0.100000,0.785398,0.047326,0.030799,-0.021034,0.041130,0.048605,-0.011730,0.000000,0.000000,0.008776,-0.161765,-0.367477,-0.076140
8.530000,0.143796,-0.443326,0.539492,0.712342,0.187386,0.025395,0.099384,0.808508,0.212216,0.048485,0.100000,0.785398,0.048111,0.029434,-0.020702,0.038407,0.048485,-0.012216,0.000000,0.000000,0.008568,-0.165524,-0.367963,-0.076042
8.540000,0.143796,-0.443326,0.539492,0.712342,0.187386,0.025395,0.099384,0.808508,0.212700,0.048360,0.100000,0.785398,0.048111,0.029434,-0.020702,0.038407,0.048360,-0.012700,0.000000,0.000000,0.007926,-0.164069,-0.367902,-0.076102
8.550000,0.144992,-0.438660,0.537474,0.710062,0.187872,0.025680,0.099179,0.808875,0.213183,0.048231,0.100000,0.785398,0.049072,0.027876,-0.020409,0.035824,0.048231,-0.013183,0.000000,0.000000,0.007876,-0.168115,-0.368428,-0.075998
8.560000,0.144992,-0.438660,0.537474,0.710062,0.187872,0.025680,0.099179,0.808875,0.213665,0.048097,0.100000,0.785398,0.049072,0.027876,-0.020409,0.035824,0.048097,-0.013665,0.000000,0.000000,0.007218,-0.166692,-0.368372,-0.076056
8.570000,0.146090,-0.433959,0.535400,0.707780,0.188367,0.025950,0.098977,0.809221,0.214145,0.047957,0.100000,0.785398,0.049879,0.026376,-0.020129,0.033694,0.047957,-0.014145,0.000000,0.000000,0.007141,-0.170687,-0.368889,-0.075992
8.580000,0.146090,-0.433959,0.535400,0.707780,0.188367,0.025950,0.098977,0.809221,0.214624,0.047814,0.100000,0.785398,0.049879,0.026376,-0.020129,0.033694,0.047814,-0.014624,0.000000,0.000000,0.006469,-0.169295,-0.368839,-0.076049
8.590000,0.147095,-0.429233,0.533276,0.705500,0.188870,0.026206,0.098778,0.809544,0.215101,0.047665,0.100000,0.785398,0.050571,0.024979,-0.019781,0.031177,0.047665,-0.015101,0.000000,0.000000,0.006338,-0.173061,-0.369268,-0.075931
8.600000,0.147095,-0.429233,0.533276,0.705500,0.188870,0.026206,0.098778,0.809544,0.215577,0.047512,0.100000,0.785398,0.050571,0.024979,-0.019781,0.031177,0.047512,-0.015577,0.000000,0.000000,0.005650,-0.171702,-0.369222,-0.075988
8.610000,0.147095,-0.429233,0.533276,0.705500,0.188870,0.026206,0.098778,0.809544,0.216051,0.047353,0.100000,0.785398,0.050571,0.024979,-0.019781,0.031177,0.047353,-0.016051,0.000000,0.000000,0.004956,-0.170356,-0.369177,-0.076044
8.620000,0.148014,-0.424492,0.531109,0.703220,0.189379,0.026448,0.098583,0.809836,0.216524,0.047191,0.100000,0.785398,0.051218,0.023643,-0.019338,0.027922,0.047191,-0.016524,0.000000,0.000000,0.004794,-0.173893,-0.369500,-0.075827
8.630000,0.148014,-0.424492,0.531109,0.703220,0.189379,0.026448,0.098583,0.809836,0.216995,0.047023,0.100000,0.785398,0.051218,0.023643,-0.019338,0.027922,0.047023,-0.016995,0.000000,0.000000,0.004085,-0.172581,-0.369459,-0.075882
8.640000,0.148839,-0.419733,0.528892,0.700942,0.189895,0.026675,0.098392,0.810101,0.217465,0.046851,0.100000,0.785398,0.052027,0.022041,-0.018994,0.025423,0.046851,-0.017465,0.000000,0.000000,0.004126,-0.176519,-0.369876,-0.075726
8.650000,0.148839,-0.419733,0.528892,0.700942,0.189895,0.026675,0.098392,0.810101,0.217932,0.046674,0.100000,0.785398,0.052027,0.022041,-0.018994,0.025423,0.046674,-0.017932,0.000000,0.000000,0.003404,-0.175239,-0.369840,-0.075779
8.660000,0.149567,-0.414951,0.526626,0.698674,0.190419,0.026886,0.098204,0.810348,0.218398,0.046492,0.100000,0.785398,0.052691,0.020479,-0.018719,0.023737,0.046492,-0.018398,0.000000,0.000000,0.003431,-0.179238,-0.370303,-0.075705
8.670000,0.149567,-0.414951,0.526626,0.698674,0.190419,0.026886,0.098204,0.810348,0.218862,0.046306,0.100000,0.785398,0.052691,0.020479,-0.018719,0.023737,0.046306,-0.018862,0.000000,0.000000,0.002695,-0.177992,-0.370271,-0.075757
8.680000,0.149567,-0.414951,0.526626,0.698674,0.190419,0.026886,0.098204,0.810348,0.219324,0.046115,0.100000,0.785398,0.052691,0.020479,-0.018719,0.023737,0.046115,-0.019324,0.000000,0.000000,0.001953,-0.176761,-0.370240,-0.075809
8.690000,0.150204,-0.410155,0.524315,0.696413,0.190949,0.027083,0.098019,0.810573,0.219784,0.045919,0.100000,0.785398,0.053281,0.019033,-0.018370,0.021343,0.045919,-0.019784,0.000000,0.000000,0.001916,-0.180539,-0.370617,-0.075646
8.700000,0.150204,-0.410155,0.524315,0.696413,0.190949,0.027083,0.098019,0.810573,0.220242,0.045719,0.100000,0.785398,0.053281,0.019033,-0.018370,0.021343,0.045719,-0.020242,0.000000,0.000000,0.001161,-0.179341,-0.370591,-0.075696
8.710000,0.150745,-0.405345,0.521960,0.694154,0.191486,0.027263,0.097837,0.810769,0.220699,0.045514,0.100000,0.785398,0.054066,0.017370,-0.018007,0.018472,0.045514,-0.020699,0.000000,0.000000,0.001301,-0.183243,-0.370950,-0.075459
8.720000,0.150745,-0.405345,0.521960,0.694154,0.191486,0.027263,0.097837,0.810769,0.221153,0.045305,0.100000,0.785398,0.054066,0.017370,-0.018007,0.018472,0.045305,-0.021153,0.000000,0.000000,0.000533,-0.182079,-0.370927,-0.075508
8.730000,0.151190,-0.400521,0.519560,0.691902,0.192030,0.027428,0.097659,0.810941,0.221605,0.045091,0.100000,0.785398,0.054701,0.015784,-0.017650,0.016046,0.045091,-0.021605,0.000000,0.000000,0.000637,-0.185910,-0.371270,-0.075307
8.740000,0.151190,-0.400521,0.519560,0.691902,0.192030,0.027428,0.097659,0.810941,0.222055,0.044873,0.100000,0.785398,0.054701,0.015784,-0.017650,0.016046,0.044873,-0.022055,0.000000,0.000000,-0.000143,-0.184780,-0.371252,-0.075355
8.750000,0.151190,-0.400521,0.519560,0.691902,0.192030,0.027428,0.097659,0.810941,0.222502,0.044650,0.100000,0.785398,0.054701,0.015784,-0.017650,0.016046,0.044650,-0.022502,0.000000,0.000000,-0.000928,-0.183666,-0.371233,-0.075402
8.760000,0.151545,-0.395691,0.517119,0.689664,0.192579,0.027577,0.097485,0.811092,0.222948,0.044423,0.100000,0.785398,0.055184,0.014318,-0.017280,0.013898,0.044423,-0.022948,0.000000,0.000000,-0.000897,-0.187398,-0.371544,-0.075221
8.770000,0.151545,-0.395691,0.517119,0.689664,0.192579,0.027577,0.097485,0.811092,0.223391,0.044191,0.100000,0.785398,0.055184,0.014318,-0.017280,0.013898,0.044191,-0.023391,0.000000,0.000000,-0.001694,-0.186318,-0.371530,-0.075267
8.780000,0.151807,-0.390855,0.514636,0.687440,0.193134,0.027711,0.097314,0.811221,0.223831,0.043955,0.100000,0.785398,0.055824,0.012618,-0.016940,0.011710,0.043955,-0.023831,0.000000,0.000000,-0.001477,-0.190235,-0.371863,-0.075064
8.790000,0.151807,-0.390855,0.514636,0.687440,0.193134,0.027711,0.097314,0.811221,0.224270,0.043715,0.100000,0.785398,0.055824,0.012618,-0.016940,0.011710,0.043715,-0.024270,0.000000,0.000000,-0.002285,-0.189190,-0.371852,-0.075109
8.800000,0.151974,-0.386014,0.512113,0.685226,0.193695,0.027827,0.097147,0.811325,0.224706,0.043470,0.100000,0.785398,0.056376,0.011008,-0.016567,0.009227,0.043470,-0.024706,0.000000,0.000000,-0.002106,-0.192947,-0.372134,-0.074862
8.810000,0.151974,-0.386014,0.512113,0.685226,0.193695,0.027827,0.097147,0.811325,0.225139,0.043221,0.100000,0.785398,0.056376,0.011008,-0.016567,0.009227,0.043221,-0.025139,0.000000,0.000000,-0.002926,-0.191936,-0.372126,-0.074906
8.820000,0.151974,-0.386014,0.512113,0.685226,0.193695,0.027827,0.097147,0.811325,0.225570,0.042967,0.100000,0.785398,0.056376,0.011008,-0.016567,0.009227,0.042967,-0.025570,0.000000,0.000000,-0.003750,-0.190941,-0.372119,-0.074948
8.830000,0.152054,-0.381176,0.509555,0.683026,0.194261,0.027929,0.096984,0.811404,0.225998,0.042709,0.100000,0.785398,0.056810,0.009529,-0.016143,0.006595,0.042709,-0.025998,0.000000,0.000000,-0.003646,-0.194527,-0.372335,-0.074672
8.840000,0.152054,-0.381176,0.509555,0.683026,0.194261,0.027929,0.096984,0.811404,0.226424,0.042447,0.100000,0.785398,0.056810,0.009529,-0.016143,0.006595,0.042447,-0.026424,0.000000,0.000000,-0.004481,-0.193567,-0.372331,-0.074713
8.850000,0.152054,-0.376349,0.506964,0.680844,0.194830,0.028016,0.096825,0.811459,0.226847,0.042181,0.100000,0.785398,0.057151,0.008126,-0.015698,0.004073,0.042181,-0.026847,0.000000,0.000000,-0.004412,-0.197045,-0.372506,-0.074436
8.860000,0.152054,-0.376349,0.506964,0.680844,0.194830,0.028016,0.096825,0.811459,0.227268,0.041910,0.100000,0.785398,0.057151,0.008126,-0.015698,0.004073,0.041910,-0.027268,0.000000,0.000000,-0.005257,-0.196120,-0.372504,-0.074476
8.870000,0.151966,-0.371530,0.504338,0.678683,0.195404,0.028088,0.096670,0.811491,0.227686,0.041635,0.100000,0.785398,0.057625,0.006415,-0.015330,0.002081,0.041635,-0.027686,0.000000,0.000000,-0.004958,-0.199865,-0.372742,-0.074238
8.880000,0.151966,-0.371530,0.504338,0.678683,0.195404,0.028088,0.096670,0.811491,0.228101,0.041356,0.100000,0.785398,0.057625,0.006415,-0.015330,0.002081,0.041356,-0.028101,0.000000,0.000000,-0.005812,-0.198974,-0.372743,-0.074277
8.890000,0.151786,-0.366716,0.501678,0.676543,0.195982,0.028142,0.096519,0.811505,0.228513,0.041073,0.100000,0.785398,0.058016,0.004771,-0.014975,0.000153,0.041073,-0.028513,0.000000,0.000000,-0.005536,-0.202658,-0.372974,-0.074038
8.900000,0.151786,-0.366716,0.501678,0.676543,0.195982,0.028142,0.096519,0.811505,0.228922,0.040786,0.100000,0.785398,0.058016,0.004771,-0.014975,0.000153,0.040786,-0.028922,0.000000,0.000000,-0.006400,-0.201803,-0.372978,-0.074076
8.910000,0.151786,-0.366716,0.501678,0.676543,0.195982,0.028142,0.096519,0.811505,0.229328,0.040495,0.100000,0.785398,0.058016,0.004771,-0.014975,0.000153,0.040495,-0.029328,0.000000,0.000000,-0.007269,-0.200964,-0.372981,-0.074112
8.920000,0.151522,-0.361915,0.498988,0.674421,0.196563,0.028181,0.096372,0.811495,0.229732,0.040200,0.100000,0.785398,0.058332,0.003267,-0.014561,-0.002259,0.040200,-0.029732,0.000000,0.000000,-0.007067,-0.204462,-0.373142,-0.073809
8.930000,0.151522,-0.361915,0.498988,0.674421,0.196563,0.028181,0.096372,0.811495,0.230132,0.039900,0.100000,0.785398,0.058332,0.003267,-0.014561,-0.002259,0.039900,-0.030132,0.000000,0.000000,-0.007944,-0.203658,-0.373148,-0.073844
8.940000,0.151169,-0.357126,0.496269,0.672319,0.197148,0.028204,0.096229,0.811462,0.230530,0.039597,0.100000,0.785398,0.058756,0.001509,-0.014167,-0.004545,0.039597,-0.030530,0.000000,0.000000,-0.007547,-0.207271,-0.373314,-0.073536
8.950000,0.151169,-0.357126,0.496269,0.672319,0.197148,0.028204,0.096229,0.811462,0.230924,0.039290,0.100000,0.785398,0.058756,0.001509,-0.014167,-0.004545,0.039290,-0.030924,0.000000,0.000000,-0.008433,-0.206502,-0.373321,-0.073570
8.960000,0.150727,-0.352350,0.493520,0.670239,0.197737,0.028209,0.096089,0.811410,0.231316,0.038979,0.100000,0.785398,0.059051,-0.000148,-0.013792,-0.006402,0.038979,-0.031316,0.000000,0.000000,-0.008083,-0.210068,-0.373486,-0.073301
8.970000,0.150727,-0.352350,0.493520,0.670239,0.197737,0.028209,0.096089,0.811410,0.231704,0.038663,0.100000,0.785398,0.059051,-0.000148,-0.013792,-0.006402,0.038663,-0.031704,0.000000,0.000000,-0.008977,-0.209334,-0.373496,-0.073333
8.980000,0.150727,-0.352350,0.493520,0.670239,0.197737,0.028209,0.096089,0.811410,0.232089,0.038345,0.100000,0.785398,0.059051,-0.000148,-0.013792,-0.006402,0.038345,-0.032089,0.000000,0.000000,-0.009874,-0.208616,-0.373505,-0.073364
8.990000,0.150203,-0.347593,0.490746,0.668186,0.198328,0.028199,0.095953,0.811339,0.232471,0.038022,0.100000,0.785398,0.059246,-0.001653,-0.013392,-0.008360,0.038022,-0.032471,0.000000,0.000000,-0.009608,-0.212058,-0.373629,-0.073074
9.000000,0.150203,-0.347593,0.490746,0.668186,0.198328,0.028199,0.095953,0.811339,0.232849,0.037695,0.100000,0.785398,0.059246,-0.001653,-0.013392,-0.008360,0.037695,-0.032849,0.000000,0.000000,-0.010513,-0.211375,-0.373640,-0.073104
9.010000,0.149593,-0.342856,0.487947,0.666155,0.198921,0.028173,0.095822,0.811246,0.233225,0.037365,0.100000,0.785398,0.059556,-0.003415,-0.012993,-0.010483,0.037365,-0.033225,0.000000,0.000000,-0.010048,-0.214871,-0.373753,-0.072781
9.020000,0.149593,-0.342856,0.487947,0.666155,0.198921,0.028173,0.095822,0.811246,0.233597,0.037031,0.100000,0.785398,0.059556,-0.003415,-0.012993,-0.010483,0.037031,-0.033597,0.000000,0.000000,-0.010960,-0.214222,-0.373765,-0.072809
9.030000,0.148897,-0.338139,0.485124,0.664149,0.199517,0.028129,0.095694,0.811134,0.233965,0.036693,0.100000,0.785398,0.059768,-0.005071,-0.012589,-0.012523,0.036693,-0.033965,0.000000,0.000000,-0.010542,-0.217620,-0.373855,-0.072485
9.040000,0.148897,-0.338139,0.485124,0.664149,0.199517,0.028129,0.095694,0.811134,0.234330,0.036351,0.100000,0.785398,0.059768,-0.005071,-0.012589,-0.012523,0.036351,-0.034330,0.000000,0.000000,-0.011462,-0.217006,-0.373868,-0.072512
9.050000,0.148123,-0.333449,0.482281,0.662170,0.200115,0.028070,0.095571,0.811002,0.234692,0.036006,0.100000,0.785398,0.059867,-0.006573,-0.012174,-0.014416,0.036006,-0.034692,0.000000,0.000000,-0.011125,-0.220297,-0.373930,-0.072195
9.060000,0.148123,-0.333449,0.482281,0.662170,0.200115,0.028070,0.095571,0.811002,0.235051,0.035658,0.100000,0.785398,0.059867,-0.006573,-0.012174,-0.014416,0.035658,-0.035051,0.000000,0.000000,-0.012051,-0.219718,-0.373944,-0.072220
9.070000,0.148123,-0.333449,0.482281,0.662170,0.200115,0.028070,0.095571,0.811002,0.235405,0.035305,0.100000,0.785398,0.059867,-0.006573,-0.012174,-0.014416,0.035305,-0.035405,0.000000,0.000000,-0.012980,-0.219156,-0.373958,-0.072245
9.080000,0.147277,-0.328790,0.479421,0.660220,0.200713,0.027996,0.095451,0.810851,0.235757,0.034949,0.100000,0.785398,0.059901,-0.007978,-0.011741,-0.016365,0.034949,-0.035757,0.000000,0.000000,-0.012690,-0.222358,-0.373986,-0.071910
9.090000,0.147277,-0.328790,0.479421,0.660220,0.200713,0.027996,0.095451,0.810851,0.236104,0.034590,0.100000,0.785398,0.059901,-0.007978,-0.011741,-0.016365,0.034590,-0.036104,0.000000,0.000000,-0.013625,-0.221830,-0.374001,-0.071934
9.100000,0.146354,-0.324161,0.476543,0.658299,0.201312,0.027906,0.095336,0.810681,0.236448,0.034227,0.100000,0.785398,0.060039,-0.009709,-0.011333,-0.018204,0.034227,-0.036448,0.000000,0.000000,-0.013096,-0.225117,-0.374038,-0.071598
9.110000,0.146354,-0.324161,0.476543,0.658299,0.201312,0.027906,0.095336,0.810681,0.236789,0.033861,0.100000,0.785398,0.060039,-0.009709,-0.011333,-0.018204,0.033861,-0.036789,0.000000,0.000000,-0.014037,-0.224623,-0.374053,-0.071620
9.120000,0.145349,-0.319562,0.473649,0.656408,0.201912,0.027800,0.095225,0.810494,0.237126,0.033492,0.100000,0.785398,0.060098,-0.011359,-0.010938,-0.019883,0.033492,-0.037126,0.000000,0.000000,-0.013536,-0.227853,-0.374085,-0.071293
9.130000,0.145349,-0.319562,0.473649,0.656408,0.201912,0.027800,0.095225,0.810494,0.237459,0.033119,0.100000,0.785398,0.060098,-0.011359,-0.010938,-0.019883,0.033119,-0.037459,0.000000,0.000000,-0.014482,-0.227393,-0.374100,-0.071313
9.140000,0.145349,-0.319562,0.473649,0.656408,0.201912,0.027800,0.095225,0.810494,0.237788,0.032742,0.100000,0.785398,0.060098,-0.011359,-0.010938,-0.019883,0.032742,-0.037788,0.000000,0.000000,-0.015431,-0.226951,-0.374115,-0.071333
9.150000,0.144270,-0.314997,0.470741,0.654547,0.202512,0.027678,0.095118,0.810290,0.238114,0.032363,0.100000,0.785398,0.060072,-0.012856,-0.010530,-0.021574,0.032363,-0.038114,0.000000,0.000000,-0.015011,-0.230091,-0.374120,-0.070996
9.160000,0.144270,-0.314997,0.470741,0.654547,0.202512,0.027678,0.095118,0.810290,0.238435,0.031980,0.100000,0.785398,0.060072,-0.012856,-0.010530,-0.021574,0.031980,-0.038435,0.000000,0.000000,-0.015964,-0.229683,-0.374134,-0.071014
9.170000,0.143113,-0.310466,0.467821,0.652716,0.203113,0.027539,0.095015,0.810070,0.238753,0.031594,0.100000,0.785398,0.060113,-0.014620,-0.010132,-0.023230,0.031594,-0.038753,0.000000,0.000000,-0.015343,-0.232845,-0.374133,-0.070669
9.180000,0.143113,-0.310466,0.467821,0.652716,0.203113,0.027539,0.095015,0.810070,0.239067,0.031205,0.100000,0.785398,0.060113,-0.014620,-0.010132,-0.023230,0.031205,-0.039067,0.000000,0.000000,-0.016301,-0.232470,-0.374147,-0.070686
9.190000,0.143113,-0.310466,0.467821,0.652716,0.203113,0.027539,0.095015,0.810070,0.239377,0.030813,0.100000,0.785398,0.060113,-0.014620,-0.010132,-0.023230,0.030813,-0.039377,0.000000,0.000000,-0.017261,-0.232112,-0.374161,-0.070702
9.200000,0.141876,-0.305971,0.464889,0.650916,0.203713,0.027383,0.094916,0.809833,0.239683,0.030418,0.100000,0.785398,0.060074,-0.016263,-0.009732,-0.024815,0.030418,-0.039683,0.000000,0.000000,-0.016695,-0.235207,-0.374143,-0.070356
9.210000,0.141876,-0.305971,0.464889,0.650916,0.203713,0.027383,0.094916,0.809833,0.239986,0.030019,0.100000,0.785398,0.060074,-0.016263,-0.009732,-0.024815,0.030019,-0.039986,0.000000,0.000000,-0.017659,-0.234883,-0.374156,-0.070371
9.220000,0.141876,-0.305971,0.464889,0.650916,0.203713,0.027383,0.094916,0.809833,0.240284,0.029618,0.100000,0.785398,0.060074,-0.016263,-0.009732,-0.024815,0.029618,-0.040284,0.000000,0.000000,-0.018625,-0.234576,-0.374169,-0.070385
9.230000,0.140556,-0.301513,0.461947,0.649148,0.204313,0.027210,0.094820,0.809582,0.240578,0.029214,0.100000,0.785398,0.060058,-0.018112,-0.009346,-0.026265,0.029214,-0.040578,0.000000,0.000000,-0.017899,-0.237688,-0.374147,-0.070044
9.240000,0.140556,-0.301513,0.461947,0.649148,0.204313,0.027210,0.094820,0.809582,0.240868,0.028806,0.100000,0.785398,0.060058,-0.018112,-0.009346,-0.026265,0.028806,-0.040868,0.000000,0.000000,-0.018868,-0.237414,-0.374160,-0.070056
9.250000,0.139157,-0.297093,0.458997,0.647412,0.204912,0.027020,0.094729,0.809315,0.241154,0.028396,0.100000,0.785398,0.059952,-0.019775,-0.008950,-0.027717,0.028396,-0.041154,0.000000,0.000000,-0.018236,-0.240422,-0.374115,-0.069708
9.260000,0.139157,-0.297093,0.458997,0.647412,0.204912,0.027020,0.094729,0.809315,0.241436,0.027983,0.100000,0.785398,0.059952,-0.019775,-0.008950,-0.027717,0.027983,-0.041436,0.000000,0.000000,-0.019208,-0.240181,-0.374126,-0.069719
9.270000,0.137676,-0.292715,0.456041,0.645708,0.205510,0.026811,0.094642,0.809035,0.241714,0.027568,0.100000,0.785398,0.059860,-0.021613,-0.008553,-0.029170,0.027568,-0.041714,0.000000,0.000000,-0.018434,-0.243145,-0.374065,-0.069362
9.280000,0.137676,-0.292715,0.456041,0.645708,0.205510,0.026811,0.094642,0.809035,0.241987,0.027149,0.100000,0.785398,0.059860,-0.021613,-0.008553,-0.029170,0.027149,-0.041987,0.000000,0.000000,-0.019409,-0.242937,-0.374075,-0.069372
9.290000,0.137676,-0.292715,0.456041,0.645708,0.205510,0.026811,0.094642,0.809035,0.242257,0.026728,0.100000,0.785398,0.059860,-0.021613,-0.008553,-0.029170,0.026728,-0.042257,0.000000,0.000000,-0.020385,-0.242746,-0.374085,-0.069380
9.300000,0.136118,-0.288379,0.453081,0.644038,0.206107,0.026586,0.094558,0.808740,0.242522,0.026304,0.100000,0.785398,0.059677,-0.023252,-0.008148,-0.030580,0.026304,-0.042522,0.000000,0.000000,-0.019714,-0.245627,-0.374001,-0.069020
9.310000,0.136118,-0.288379,0.453081,0.644038,0.206107,0.026586,0.094558,0.808740,0.242783,0.025877,0.100000,0.785398,0.059677,-0.023252,-0.008148,-0.030580,0.025877,-0.042783,0.000000,0.000000,-0.020692,-0.245468,-0.374009,-0.069028
9.320000,0.134483,-0.284089,0.450119,0.642402,0.206702,0.026343,0.094479,0.808432,0.243039,0.025448,0.100000,0.785398,0.059491,-0.025065,-0.007748,-0.031879,0.025448,-0.043039,0.000000,0.000000,-0.019881,-0.248307,-0.373915,-0.068672
9.330000,0.134483,-0.284089,0.450119,0.642402,0.206702,0.026343,0.094479,0.808432,0.243292,0.025017,0.100000,0.785398,0.059491,-0.025065,-0.007748,-0.031879,0.025017,-0.043292,0.000000,0.000000,-0.020861,-0.248180,-0.373922,-0.068678
9.340000,0.132773,-0.279847,0.447157,0.640801,0.207295,0.026083,0.094404,0.808111,0.243540,0.024582,0.100000,0.785398,0.059224,-0.026680,-0.007345,-0.033139,0.024582,-0.043540,0.000000,0.000000,-0.020151,-0.250932,-0.373811,-0.068321
9.350000,0.132773,-0.279847,0.447157,0.640801,0.207295,0.026083,0.094404,0.808111,0.243783,0.024146,0.100000,0.785398,0.059224,-0.026680,-0.007345,-0.033139,0.024146,-0.043783,0.000000,0.000000,-0.021132,-0.250837,-0.373816,-0.068325
9.360000,0.131000,-0.275655,0.444198,0.639235,0.207885,0.025809,0.094333,0.807777,0.244023,0.023707,0.100000,0.785398,0.058886,-0.028085,-0.006932,-0.034415,0.023707,-0.044023,0.000000,0.000000,-0.020533,-0.253500,-0.373682,-0.067959
9.370000,0.131000,-0.275655,0.444198,0.639235,0.207885,0.025809,0.094333,0.807777,0.244257,0.023265,0.100000,0.785398,0.058886,-0.028085,-0.006932,-0.034415,0.023265,-0.044257,0.000000,0.000000,-0.021516,-0.253437,-0.373686,-0.067962
