t,q1,q2,q3,q4,x,y,z,phi,x_des,y_des,z_des,phi_des,xdot,ydot,zdot,phidot,xdot_des,ydot_des,zdot_des,phidot_des,tau1,tau2,tau3,tau4
4.340000,-0.012803,-0.072583,0.242435,0.567516,0.242121,-0.002946,0.100228,0.737368,0.235923,-0.034778,0.100000,0.785398,-0.018774,-0.079624,0.004018,0.091242,-0.034778,-0.035923,0.000000,0.000000,-0.033742,-0.406263,-0.344569,-0.037317
4.350000,-0.016271,-0.073562,0.242498,0.569322,0.241927,-0.003741,0.100271,0.738259,0.235574,-0.035136,0.100000,0.785398,-0.020097,-0.079394,0.004478,0.088746,-0.035136,-0.035574,0.000000,0.000000,-0.032860,-0.404657,-0.344045,-0.037508
4.360000,-0.016271,-0.073562,0.242498,0.569322,0.241927,-0.003741,0.100271,0.738259,0.235221,-0.035490,0.100000,0.785398,-0.020097,-0.079394,0.004478,0.088746,-0.035490,-0.035221,0.000000,0.000000,-0.033328,-0.406007,-0.343820,-0.037446
4.370000,-0.016271,-0.073562,0.242498,0.569322,0.241927,-0.003741,0.100271,0.738259,0.234864,-0.035840,0.100000,0.785398,-0.020097,-0.079394,0.004478,0.088746,-0.035840,-0.034864,0.000000,0.000000,-0.033788,-0.407365,-0.343594,-0.037382
4.380000,-0.019733,-0.074632,0.242645,0.571115,0.241719,-0.004534,0.100318,0.739128,0.234504,-0.036187,0.100000,0.785398,-0.021340,-0.079057,0.004900,0.086592,-0.036187,-0.034504,0.000000,0.000000,-0.032955,-0.405835,-0.343078,-0.037596
4.390000,-0.019733,-0.074632,0.242645,0.571115,0.241719,-0.004534,0.100318,0.739128,0.234140,-0.036530,0.100000,0.785398,-0.021340,-0.079057,0.004900,0.086592,-0.036530,-0.034140,0.000000,0.000000,-0.033400,-0.407205,-0.342851,-0.037532
4.400000,-0.023188,-0.075799,0.242881,0.572893,0.241499,-0.005323,0.100370,0.739975,0.233773,-0.036870,0.100000,0.785398,-0.022740,-0.078758,0.005326,0.084468,-0.036870,-0.033773,0.000000,0.000000,-0.032530,-0.405438,-0.342356,-0.037744
4.410000,-0.023188,-0.075799,0.242881,0.572893,0.241499,-0.005323,0.100370,0.739975,0.233403,-0.037206,0.100000,0.785398,-0.022740,-0.078758,0.005326,0.084468,-0.037206,-0.033403,0.000000,0.000000,-0.032959,-0.406820,-0.342128,-0.037680
4.420000,-0.026635,-0.077060,0.243204,0.574657,0.241265,-0.006108,0.100426,0.740801,0.233029,-0.037538,0.100000,0.785398,-0.023993,-0.078350,0.005760,0.082189,-0.037538,-0.033029,0.000000,0.000000,-0.032146,-0.405086,-0.341605,-0.037858
4.430000,-0.026635,-0.077060,0.243204,0.574657,0.241265,-0.006108,0.100426,0.740801,0.232652,-0.037866,0.100000,0.785398,-0.023993,-0.078350,0.005760,0.082189,-0.037866,-0.032652,0.000000,0.000000,-0.032560,-0.406481,-0.341377,-0.037793
4.440000,-0.026635,-0.077060,0.243204,0.574657,0.241265,-0.006108,0.100426,0.740801,0.232272,-0.038191,0.100000,0.785398,-0.023993,-0.078350,0.005760,0.082189,-0.038191,-0.032272,0.000000,0.000000,-0.032965,-0.407881,-0.341148,-0.037728
4.450000,-0.030070,-0.078408,0.243604,0.576408,0.241019,-0.006889,0.100486,0.741603,0.231888,-0.038512,0.100000,0.785398,-0.025108,-0.077830,0.006175,0.079847,-0.038512,-0.031888,0.000000,0.000000,-0.032209,-0.406227,-0.340621,-0.037883
4.460000,-0.030070,-0.078408,0.243604,0.576408,0.241019,-0.006889,0.100486,0.741603,0.231502,-0.038829,0.100000,0.785398,-0.025108,-0.077830,0.006175,0.079847,-0.038829,-0.031502,0.000000,0.000000,-0.032598,-0.407639,-0.340392,-0.037817
4.470000,-0.030070,-0.078408,0.243604,0.576408,0.241019,-0.006889,0.100486,0.741603,0.231112,-0.039142,0.100000,0.785398,-0.025108,-0.077830,0.006175,0.079847,-0.039142,-0.031112,0.000000,0.000000,-0.032977,-0.409057,-0.340162,-0.037751
4.480000,-0.033492,-0.079846,0.244086,0.578143,0.240761,-0.007664,0.100550,0.742384,0.230719,-0.039451,0.100000,0.785398,-0.026441,-0.077354,0.006570,0.077771,-0.039451,-0.030719,0.000000,0.000000,-0.032175,-0.407162,-0.339681,-0.037932
4.490000,-0.033492,-0.079846,0.244086,0.578143,0.240761,-0.007664,0.100550,0.742384,0.230323,-0.039756,0.100000,0.785398,-0.026441,-0.077354,0.006570,0.077771,-0.039756,-0.030323,0.000000,0.000000,-0.032539,-0.408592,-0.339451,-0.037866
4.500000,-0.036902,-0.081388,0.244665,0.579868,0.240489,-0.008436,0.100618,0.743146,0.229924,-0.040057,0.100000,0.785398,-0.027972,-0.076914,0.006973,0.076011,-0.040057,-0.029924,0.000000,0.000000,-0.031699,-0.406434,-0.338984,-0.038078
4.510000,-0.036902,-0.081388,0.244665,0.579868,0.240489,-0.008436,0.100618,0.743146,0.229522,-0.040354,0.100000,0.785398,-0.027972,-0.076914,0.006973,0.076011,-0.040354,-0.029522,0.000000,0.000000,-0.032047,-0.407874,-0.338754,-0.038011
4.520000,-0.036902,-0.081388,0.244665,0.579868,0.240489,-0.008436,0.100618,0.743146,0.229117,-0.040648,0.100000,0.785398,-0.027972,-0.076914,0.006973,0.076011,-0.040648,-0.029117,0.000000,0.000000,-0.032385,-0.409320,-0.338523,-0.037944
4.530000,-0.040301,-0.083032,0.245335,0.581587,0.240202,-0.009202,0.100691,0.743890,0.228709,-0.040937,0.100000,0.785398,-0.029296,-0.076364,0.007396,0.074047,-0.040937,-0.028709,0.000000,0.000000,-0.031600,-0.407232,-0.338010,-0.038116
4.540000,-0.040301,-0.083032,0.245335,0.581587,0.240202,-0.009202,0.100691,0.743890,0.228298,-0.041222,0.100000,0.785398,-0.029296,-0.076364,0.007396,0.074047,-0.041222,-0.028298,0.000000,0.000000,-0.031923,-0.408688,-0.337779,-0.038048
4.550000,-0.043683,-0.084765,0.246083,0.583294,0.239904,-0.009962,0.100767,0.744611,0.227884,-0.041503,0.100000,0.785398,-0.030410,-0.075703,0.007822,0.071662,-0.041503,-0.027884,0.000000,0.000000,-0.031203,-0.406681,-0.337244,-0.038156
4.560000,-0.043683,-0.084765,0.246083,0.583294,0.239904,-0.009962,0.100767,0.744611,0.227468,-0.041779,0.100000,0.785398,-0.030410,-0.075703,0.007822,0.071662,-0.041779,-0.027468,0.000000,0.000000,-0.031510,-0.408147,-0.337014,-0.038088
4.570000,-0.047047,-0.086590,0.246913,0.584987,0.239593,-0.010715,0.100848,0.745310,0.227049,-0.042052,0.100000,0.785398,-0.031725,-0.075055,0.008225,0.069521,-0.042052,-0.027049,0.000000,0.000000,-0.030771,-0.405908,-0.336525,-0.038220
4.580000,-0.047047,-0.086590,0.246913,0.584987,0.239593,-0.010715,0.100848,0.745310,0.226627,-0.042320,0.100000,0.785398,-0.031725,-0.075055,0.008225,0.069521,-0.042320,-0.026627,0.000000,0.000000,-0.031061,-0.407384,-0.336295,-0.038151
4.590000,-0.047047,-0.086590,0.246913,0.584987,0.239593,-0.010715,0.100848,0.745310,0.226202,-0.042585,0.100000,0.785398,-0.031725,-0.075055,0.008225,0.069521,-0.042585,-0.026202,0.000000,0.000000,-0.031341,-0.408865,-0.336065,-0.038082
4.600000,-0.050391,-0.088507,0.247825,0.586676,0.239269,-0.011462,0.100932,0.745993,0.225775,-0.042844,0.100000,0.785398,-0.032962,-0.074327,0.008567,0.068009,-0.042844,-0.025775,0.000000,0.000000,-0.030641,-0.406749,-0.335600,-0.038271
4.610000,-0.050391,-0.088507,0.247825,0.586676,0.239269,-0.011462,0.100932,0.745993,0.225345,-0.043100,0.100000,0.785398,-0.032962,-0.074327,0.008567,0.068009,-0.043100,-0.025345,0.000000,0.000000,-0.030904,-0.408238,-0.335371,-0.038202
4.620000,-0.053715,-0.090520,0.248822,0.588357,0.238932,-0.012201,0.101020,0.746659,0.224913,-0.043351,0.100000,0.785398,-0.034351,-0.073603,0.008920,0.066381,-0.043351,-0.024913,0.000000,0.000000,-0.030190,-0.405868,-0.334925,-0.038376
4.630000,-0.053715,-0.090520,0.248822,0.588357,0.238932,-0.012201,0.101020,0.746659,0.224478,-0.043598,0.100000,0.785398,-0.034351,-0.073603,0.008920,0.066381,-0.043598,-0.024478,0.000000,0.000000,-0.030437,-0.407366,-0.334697,-0.038307
4.640000,-0.057017,-0.092628,0.249904,0.590031,0.238582,-0.012933,0.101111,0.747307,0.224041,-0.043841,0.100000,0.785398,-0.035555,-0.072806,0.009301,0.064321,-0.043841,-0.024041,0.000000,0.000000,-0.029767,-0.405014,-0.334211,-0.038418
4.650000,-0.057017,-0.092628,0.249904,0.590031,0.238582,-0.012933,0.101111,0.747307,0.223602,-0.044079,0.100000,0.785398,-0.035555,-0.072806,0.009301,0.064321,-0.044079,-0.023602,0.000000,0.000000,-0.029998,-0.406521,-0.333984,-0.038348
4.660000,-0.057017,-0.092628,0.249904,0.590031,0.238582,-0.012933,0.101111,0.747307,0.223160,-0.044313,0.100000,0.785398,-0.035555,-0.072806,0.009301,0.064321,-0.044313,-0.023160,0.000000,0.000000,-0.030218,-0.408032,-0.333756,-0.038278
4.670000,-0.060294,-0.094820,0.251059,0.591695,0.238221,-0.013656,0.101207,0.747934,0.222715,-0.044542,0.100000,0.785398,-0.036608,-0.071935,0.009657,0.062266,-0.044542,-0.022715,0.000000,0.000000,-0.029587,-0.405779,-0.333271,-0.038375
4.680000,-0.060294,-0.094820,0.251059,0.591695,0.238221,-0.013656,0.101207,0.747934,0.222269,-0.044767,0.100000,0.785398,-0.036608,-0.071935,0.009657,0.062266,-0.044767,-0.022269,0.000000,0.000000,-0.029791,-0.407297,-0.333045,-0.038305
4.690000,-0.063545,-0.097100,0.252293,0.593351,0.237848,-0.014371,0.101305,0.748544,0.221820,-0.044988,0.100000,0.785398,-0.037900,-0.071063,0.009979,0.060669,-0.044988,-0.021820,0.000000,0.000000,-0.029150,-0.404813,-0.332616,-0.038452
4.700000,-0.063545,-0.097100,0.252293,0.593351,0.237848,-0.014371,0.101305,0.748544,0.221369,-0.045204,0.100000,0.785398,-0.037900,-0.071063,0.009979,0.060669,-0.045204,-0.021369,0.000000,0.000000,-0.029337,-0.406340,-0.332392,-0.038382
4.710000,-0.063545,-0.097100,0.252293,0.593351,0.237848,-0.014371,0.101305,0.748544,0.220916,-0.045415,0.100000,0.785398,-0.037900,-0.071063,0.009979,0.060669,-0.045415,-0.020916,0.000000,0.000000,-0.029515,-0.407870,-0.332167,-0.038311
4.720000,-0.066770,-0.099471,0.253605,0.595006,0.237463,-0.015077,0.101406,0.749140,0.220461,-0.045622,0.100000,0.785398,-0.039087,-0.070135,0.010273,0.059317,-0.045622,-0.020461,0.000000,0.000000,-0.028900,-0.405463,-0.331743,-0.038474
4.730000,-0.066770,-0.099471,0.253605,0.595006,0.237463,-0.015077,0.101406,0.749140,0.220003,-0.045824,0.100000,0.785398,-0.039087,-0.070135,0.010273,0.059317,-0.045824,-0.020003,0.000000,0.000000,-0.029061,-0.406999,-0.331520,-0.038403
4.740000,-0.069965,-0.101923,0.254988,0.596655,0.237067,-0.015773,0.101511,0.749720,0.219544,-0.046022,0.100000,0.785398,-0.040110,-0.069154,0.010568,0.057579,-0.046022,-0.019544,0.000000,0.000000,-0.028481,-0.404637,-0.331084,-0.038512
4.750000,-0.069965,-0.101923,0.254988,0.596655,0.237067,-0.015773,0.101511,0.749720,0.219083,-0.046215,0.100000,0.785398,-0.040110,-0.069154,0.010568,0.057579,-0.046215,-0.019083,0.000000,0.000000,-0.028625,-0.406181,-0.330863,-0.038441
4.760000,-0.073130,-0.104462,0.256449,0.598293,0.236660,-0.016459,0.101619,0.750280,0.218620,-0.046404,0.100000,0.785398,-0.041334,-0.068167,0.010889,0.055642,-0.046404,-0.018620,0.000000,0.000000,-0.028039,-0.403494,-0.330443,-0.038527
4.770000,-0.073130,-0.104462,0.256449,0.598293,0.236660,-0.016459,0.101619,0.750280,0.218155,-0.046588,0.100000,0.785398,-0.041334,-0.068167,0.010889,0.055642,-0.046588,-0.018155,0.000000,0.000000,-0.028166,-0.405044,-0.330224,-0.038456
4.780000,-0.076264,-0.107091,0.257988,0.599928,0.236240,-0.017135,0.101729,0.750825,0.217688,-0.046767,0.100000,0.785398,-0.042471,-0.067134,0.011182,0.054158,-0.046767,-0.017688,0.000000,0.000000,-0.027609,-0.402434,-0.329804,-0.038579
4.790000,-0.076264,-0.107091,0.257988,0.599928,0.236240,-0.017135,0.101729,0.750825,0.217220,-0.046941,0.100000,0.785398,-0.042471,-0.067134,0.011182,0.054158,-0.046941,-0.017220,0.000000,0.000000,-0.027719,-0.403990,-0.329587,-0.038508
4.800000,-0.076264,-0.107091,0.257988,0.599928,0.236240,-0.017135,0.101729,0.750825,0.216749,-0.047111,0.100000,0.785398,-0.042471,-0.067134,0.011182,0.054158,-0.047111,-0.016749,0.000000,0.000000,-0.027818,-0.405549,-0.329370,-0.038436
4.810000,-0.079365,-0.109799,0.259594,0.601563,0.235810,-0.017800,0.101842,0.751358,0.216277,-0.047276,0.100000,0.785398,-0.043479,-0.066058,0.011435,0.052833,-0.047276,-0.016277,0.000000,0.000000,-0.027285,-0.403049,-0.328967,-0.038566
4.820000,-0.079365,-0.109799,0.259594,0.601563,0.235810,-0.017800,0.101842,0.751358,0.215804,-0.047437,0.100000,0.785398,-0.043479,-0.066058,0.011435,0.052833,-0.047437,-0.015804,0.000000,0.000000,-0.027368,-0.404613,-0.328752,-0.038494
4.830000,-0.082433,-0.112593,0.261275,0.603192,0.235369,-0.018455,0.101958,0.751873,0.215329,-0.047592,0.100000,0.785398,-0.044676,-0.064961,0.011719,0.051162,-0.047592,-0.015329,0.000000,0.000000,-0.026838,-0.401782,-0.328363,-0.038588
4.840000,-0.082433,-0.112593,0.261275,0.603192,0.235369,-0.018455,0.101958,0.751873,0.214852,-0.047743,0.100000,0.785398,-0.044676,-0.064961,0.011719,0.051162,-0.047743,-0.014852,0.000000,0.000000,-0.026903,-0.403351,-0.328150,-0.038516
4.850000,-0.085465,-0.115476,0.263031,0.604817,0.234917,-0.019098,0.102077,0.752372,0.214374,-0.047889,0.100000,0.785398,-0.045748,-0.063830,0.012010,0.049468,-0.047889,-0.014374,0.000000,0.000000,-0.026398,-0.400547,-0.327740,-0.038595
4.860000,-0.085465,-0.115476,0.263031,0.604817,0.234917,-0.019098,0.102077,0.752372,0.213894,-0.048031,0.100000,0.785398,-0.045748,-0.063830,0.012010,0.049468,-0.048031,-0.013894,0.000000,0.000000,-0.026446,-0.402121,-0.327530,-0.038522
4.870000,-0.085465,-0.115476,0.263031,0.604817,0.234917,-0.019098,0.102077,0.752372,0.213413,-0.048167,0.100000,0.785398,-0.045748,-0.063830,0.012010,0.049468,-0.048167,-0.013413,0.000000,0.000000,-0.026485,-0.403696,-0.327320,-0.038450
4.880000,-0.088462,-0.118437,0.264853,0.606441,0.234454,-0.019730,0.102199,0.752857,0.212931,-0.048299,0.100000,0.785398,-0.046698,-0.062668,0.012261,0.048008,-0.048299,-0.012931,0.000000,0.000000,-0.025998,-0.401005,-0.326925,-0.038542
4.890000,-0.088462,-0.118437,0.264853,0.606441,0.234454,-0.019730,0.102199,0.752857,0.212447,-0.048426,0.100000,0.785398,-0.046698,-0.062668,0.012261,0.048008,-0.048426,-0.012447,0.000000,0.000000,-0.026019,-0.402585,-0.326718,-0.038470
4.900000,-0.088462,-0.118437,0.264853,0.606441,0.234454,-0.019730,0.102199,0.752857,0.211962,-0.048548,0.100000,0.785398,-0.046698,-0.062668,0.012261,0.048008,-0.048548,-0.011962,0.000000,0.000000,-0.026030,-0.404164,-0.326511,-0.038397
4.910000,-0.091420,-0.121483,0.266747,0.608062,0.233981,-0.020350,0.102323,0.753327,0.211476,-0.048665,0.100000,0.785398,-0.047861,-0.061466,0.012515,0.046592,-0.048665,-0.011476,0.000000,0.000000,-0.025550,-0.401189,-0.326151,-0.038497
4.920000,-0.091420,-0.121483,0.266747,0.608062,0.233981,-0.020350,0.102323,0.753327,0.210989,-0.048777,0.100000,0.785398,-0.047861,-0.061466,0.012515,0.046592,-0.048777,-0.010989,0.000000,0.000000,-0.025544,-0.402772,-0.325947,-0.038424
4.930000,-0.094340,-0.124615,0.268713,0.609685,0.233497,-0.020958,0.102449,0.753783,0.210501,-0.048885,0.100000,0.785398,-0.048895,-0.060241,0.012770,0.045130,-0.048885,-0.010501,0.000000,0.000000,-0.025084,-0.399832,-0.325571,-0.038507
4.940000,-0.094340,-0.124615,0.268713,0.609685,0.233497,-0.020958,0.102449,0.753783,0.210011,-0.048987,0.100000,0.785398,-0.048895,-0.060241,0.012770,0.045130,-0.048987,-0.010011,0.000000,0.000000,-0.025061,-0.401419,-0.325370,-0.038435
4.950000,-0.094340,-0.124615,0.268713,0.609685,0.233497,-0.020958,0.102449,0.753783,0.209521,-0.049085,0.100000,0.785398,-0.048895,-0.060241,0.012770,0.045130,-0.049085,-0.009521,0.000000,0.000000,-0.025028,-0.403005,-0.325169,-0.038362
4.960000,-0.097220,-0.127838,0.270755,0.611306,0.233002,-0.021554,0.102579,0.754223,0.209030,-0.049178,0.100000,0.785398,-0.050076,-0.058969,0.013059,0.043499,-0.049178,-0.009030,0.000000,0.000000,-0.024583,-0.399780,-0.324794,-0.038425
4.970000,-0.097220,-0.127838,0.270755,0.611306,0.233002,-0.021554,0.102579,0.754223,0.208538,-0.049266,0.100000,0.785398,-0.050076,-0.058969,0.013059,0.043499,-0.049266,-0.008538,0.000000,0.000000,-0.024533,-0.401369,-0.324597,-0.038352
4.980000,-0.100058,-0.131151,0.272870,0.612929,0.232496,-0.022136,0.102711,0.754648,0.208045,-0.049349,0.100000,0.785398,-0.051096,-0.057679,0.013339,0.041944,-0.049349,-0.008045,0.000000,0.000000,-0.024107,-0.398230,-0.324206,-0.038410
4.990000,-0.100058,-0.131151,0.272870,0.612929,0.232496,-0.022136,0.102711,0.754648,0.207551,-0.049427,0.100000,0.785398,-0.051096,-0.057679,0.013339,0.041944,-0.049427,-0.007551,0.000000,0.000000,-0.024040,-0.399821,-0.324012,-0.038337
5.000000,-0.100058,-0.131151,0.272870,0.612929,0.232496,-0.022136,0.102711,0.754648,0.207056,-0.049500,0.100000,0.785398,-0.051096,-0.057679,0.013339,0.041944,-0.049500,-0.007056,0.000000,0.000000,-0.023963,-0.401412,-0.323818,-0.038265
5.010000,-0.102853,-0.134554,0.275057,0.614555,0.231979,-0.022706,0.102846,0.755058,0.206561,-0.049568,0.100000,0.785398,-0.052252,-0.056332,0.013627,0.040407,-0.049568,-0.006561,0.000000,0.000000,-0.023560,-0.398042,-0.323446,-0.038323
5.020000,-0.102853,-0.134554,0.275057,0.614555,0.231979,-0.022706,0.102846,0.755058,0.206065,-0.049631,0.100000,0.785398,-0.052252,-0.056332,0.013627,0.040407,-0.049631,-0.006065,0.000000,0.000000,-0.023465,-0.399634,-0.323255,-0.038250
5.030000,-0.102853,-0.134554,0.275057,0.614555,0.231979,-0.022706,0.102846,0.755058,0.205568,-0.049689,0.100000,0.785398,-0.052252,-0.056332,0.013627,0.040407,-0.049689,-0.005568,0.000000,0.000000,-0.023361,-0.401224,-0.323065,-0.038178
5.040000,-0.105604,-0.138060,0.277327,0.616185,0.231449,-0.023261,0.102984,0.755452,0.205071,-0.049742,0.100000,0.785398,-0.053524,-0.054921,0.013949,0.038813,-0.049742,-0.005071,0.000000,0.000000,-0.022985,-0.397595,-0.322685,-0.038227
5.050000,-0.105604,-0.138060,0.277327,0.616185,0.231449,-0.023261,0.102984,0.755452,0.204573,-0.049790,0.100000,0.785398,-0.053524,-0.054921,0.013949,0.038813,-0.049790,-0.004573,0.000000,0.000000,-0.022864,-0.399186,-0.322499,-0.038154
5.060000,-0.108308,-0.141663,0.279671,0.617823,0.230908,-0.023803,0.103125,0.755831,0.204075,-0.049834,0.100000,0.785398,-0.054553,-0.053514,0.014260,0.037200,-0.049834,-0.004075,0.000000,0.000000,-0.022501,-0.395708,-0.322096,-0.038184
5.070000,-0.108308,-0.141663,0.279671,0.617823,0.230908,-0.023803,0.103125,0.755831,0.203577,-0.049872,0.100000,0.785398,-0.054553,-0.053514,0.014260,0.037200,-0.049872,-0.003577,0.000000,0.000000,-0.022363,-0.397300,-0.321914,-0.038112
5.080000,-0.110964,-0.145359,0.282086,0.619466,0.230357,-0.024330,0.103269,0.756193,0.203078,-0.049905,0.100000,0.785398,-0.055654,-0.052045,0.014572,0.035492,-0.049905,-0.003078,0.000000,0.000000,-0.022037,-0.393641,-0.321526,-0.038128
5.090000,-0.110964,-0.145359,0.282086,0.619466,0.230357,-0.024330,0.103269,0.756193,0.202578,-0.049933,0.100000,0.785398,-0.055654,-0.052045,0.014572,0.035492,-0.049933,-0.002578,0.000000,0.000000,-0.021881,-0.395233,-0.321347,-0.038056
5.100000,-0.110964,-0.145359,0.282086,0.619466,0.230357,-0.024330,0.103269,0.756193,0.202079,-0.049957,0.100000,0.785398,-0.055654,-0.052045,0.014572,0.035492,-0.049957,-0.002079,0.000000,0.000000,-0.021716,-0.396822,-0.321169,-0.037984
5.110000,-0.113571,-0.149143,0.284567,0.621117,0.229796,-0.024842,0.103416,0.756540,0.201579,-0.049975,0.100000,0.785398,-0.056566,-0.050586,0.014836,0.033972,-0.049975,-0.001579,0.000000,0.000000,-0.021392,-0.393332,-0.320800,-0.038008
5.120000,-0.113571,-0.149143,0.284567,0.621117,0.229796,-0.024842,0.103416,0.756540,0.201080,-0.049988,0.100000,0.785398,-0.056566,-0.050586,0.014836,0.033972,-0.049988,-0.001080,0.000000,0.000000,-0.021210,-0.394921,-0.320626,-0.037936
5.130000,-0.116127,-0.153014,0.287113,0.622774,0.229224,-0.025340,0.103566,0.756873,0.200580,-0.049997,0.100000,0.785398,-0.057597,-0.049053,0.015084,0.032536,-0.049997,-0.000580,0.000000,0.000000,-0.020928,-0.391247,-0.320289,-0.037968
5.140000,-0.116127,-0.153014,0.287113,0.622774,0.229224,-0.025340,0.103566,0.756873,0.200080,-0.050000,0.100000,0.785398,-0.057597,-0.049053,0.015084,0.032536,-0.050000,-0.000080,0.000000,0.000000,-0.020729,-0.392835,-0.320119,-0.037896
5.150000,-0.116127,-0.153014,0.287113,0.622774,0.229224,-0.025340,0.103566,0.756873,0.199580,-0.049998,0.100000,0.785398,-0.057597,-0.049053,0.015084,0.032536,-0.049998,0.000420,0.000000,0.000000,-0.020520,-0.394419,-0.319950,-0.037825
5.160000,-0.118630,-0.156968,0.289721,0.624439,0.228644,-0.025822,0.103718,0.757191,0.199080,-0.049992,0.100000,0.785398,-0.058450,-0.047538,0.015299,0.031152,-0.049992,0.000920,0.000000,0.000000,-0.020236,-0.390878,-0.319624,-0.037851
5.170000,-0.118630,-0.156968,0.289721,0.624439,0.228644,-0.025822,0.103718,0.757191,0.198580,-0.049980,0.100000,0.785398,-0.058450,-0.047538,0.015299,0.031152,-0.049980,0.001420,0.000000,0.000000,-0.020011,-0.392461,-0.319459,-0.037780
5.180000,-0.121080,-0.161006,0.292392,0.626110,0.228054,-0.026288,0.103872,0.757495,0.198080,-0.049963,0.100000,0.785398,-0.059412,-0.045943,0.015524,0.029638,-0.049963,0.001920,0.000000,0.000000,-0.019774,-0.388693,-0.319147,-0.037791
5.190000,-0.121080,-0.161006,0.292392,0.626110,0.228054,-0.026288,0.103872,0.757495,0.197581,-0.049941,0.100000,0.785398,-0.059412,-0.045943,0.015524,0.029638,-0.049941,0.002419,0.000000,0.000000,-0.019531,-0.390273,-0.318986,-0.037720
5.200000,-0.121080,-0.161006,0.292392,0.626110,0.228054,-0.026288,0.103872,0.757495,0.197081,-0.049915,0.100000,0.785398,-0.059412,-0.045943,0.015524,0.029638,-0.049915,0.002919,0.000000,0.000000,-0.019279,-0.391850,-0.318826,-0.037649
5.210000,-0.123474,-0.165126,0.295122,0.627789,0.227456,-0.026739,0.104028,0.757785,0.196582,-0.049883,0.100000,0.785398,-0.060207,-0.044376,0.015722,0.028219,-0.049883,0.003418,0.000000,0.000000,-0.019035,-0.388207,-0.318520,-0.037658
5.220000,-0.123474,-0.165126,0.295122,0.627789,0.227456,-0.026739,0.104028,0.757785,0.196084,-0.049846,0.100000,0.785398,-0.060207,-0.044376,0.015722,0.028219,-0.049846,0.003916,0.000000,0.000000,-0.018766,-0.389781,-0.318365,-0.037588
5.230000,-0.123474,-0.165126,0.295122,0.627789,0.227456,-0.026739,0.104028,0.757785,0.195585,-0.049805,0.100000,0.785398,-0.060207,-0.044376,0.015722,0.028219,-0.049805,0.004415,0.000000,0.000000,-0.018487,-0.391350,-0.318210,-0.037517
5.240000,-0.125817,-0.169327,0.297906,0.629474,0.226849,-0.027175,0.104188,0.758053,0.195088,-0.049758,0.100000,0.785398,-0.061049,-0.042996,0.016169,0.025552,-0.049758,0.004912,0.000000,0.000000,-0.018120,-0.387181,-0.317710,-0.037374
5.250000,-0.125817,-0.169327,0.297906,0.629474,0.226849,-0.027175,0.104188,0.758053,0.194590,-0.049706,0.100000,0.785398,-0.061049,-0.042996,0.016169,0.025552,-0.049706,0.005410,0.000000,0.000000,-0.017825,-0.388747,-0.317560,-0.037304
5.260000,-0.128107,-0.173608,0.300743,0.631169,0.226234,-0.027596,0.104350,0.758304,0.194093,-0.049650,0.100000,0.785398,-0.061811,-0.041334,0.016311,0.024389,-0.049650,0.005907,0.000000,0.000000,-0.017643,-0.385034,-0.317301,-0.037324
5.270000,-0.128107,-0.173608,0.300743,0.631169,0.226234,-0.027596,0.104350,0.758304,0.193597,-0.049588,0.100000,0.785398,-0.061811,-0.041334,0.016311,0.024389,-0.049588,0.006403,0.000000,0.000000,-0.017332,-0.386595,-0.317156,-0.037255
5.280000,-0.128107,-0.173608,0.300743,0.631169,0.226234,-0.027596,0.104350,0.758304,0.193102,-0.049522,0.100000,0.785398,-0.061811,-0.041334,0.016311,0.024389,-0.049522,0.006898,0.000000,0.000000,-0.017011,-0.388152,-0.317011,-0.037185
5.290000,-0.130333,-0.177967,0.303638,0.632882,0.225611,-0.027999,0.104513,0.758553,0.192607,-0.049450,0.100000,0.785398,-0.062751,-0.039515,0.016322,0.024425,-0.049450,0.007393,0.000000,0.000000,-0.016916,-0.384442,-0.316878,-0.037346
5.300000,-0.130333,-0.177967,0.303638,0.632882,0.225611,-0.027999,0.104513,0.758553,0.192113,-0.049374,0.100000,0.785398,-0.062751,-0.039515,0.016322,0.024425,-0.049374,0.007887,0.000000,0.000000,-0.016579,-0.385993,-0.316739,-0.037277
5.310000,-0.132494,-0.182400,0.306587,0.634606,0.224980,-0.028385,0.104676,0.758794,0.191619,-0.049293,0.100000,0.785398,-0.063444,-0.037781,0.016383,0.023502,-0.049293,0.008381,0.000000,0.000000,-0.016457,-0.382302,-0.316558,-0.037323
5.320000,-0.132494,-0.182400,0.306587,0.634606,0.224980,-0.028385,0.104676,0.758794,0.191127,-0.049206,0.100000,0.785398,-0.063444,-0.037781,0.016383,0.023502,-0.049206,0.008873,0.000000,0.000000,-0.016104,-0.383848,-0.316423,-0.037254
5.330000,-0.134589,-0.186909,0.309594,0.636329,0.224342,-0.028753,0.104841,0.759015,0.190635,-0.049115,0.100000,0.785398,-0.064151,-0.035994,0.016588,0.021165,-0.049115,0.009365,0.000000,0.000000,-0.016020,-0.379739,-0.316149,-0.037139
5.340000,-0.134589,-0.186909,0.309594,0.636329,0.224342,-0.028753,0.104841,0.759015,0.190145,-0.049019,0.100000,0.785398,-0.064151,-0.035994,0.016588,0.021165,-0.049019,0.009855,0.000000,0.000000,-0.015651,-0.381279,-0.316019,-0.037071
