t,q1,q2,q3,q4,x,y,z,phi,x_des,y_des,z_des,phi_des,tau1,tau2,tau3,tau4
0.000000,0.000942,0.884269,0.318933,-1.285697,0.296348,0.000268,0.033737,-0.082495,0.296348,0.000268,0.033737,-0.082495,0.000004,-0.597729,-0.160468,-0.050667
0.010000,0.000942,0.884268,0.318933,-1.285737,0.296347,0.000268,0.033742,-0.082535,0.296348,0.000268,0.033737,-0.082494,0.000180,-0.599810,-0.169487,-0.062661
0.020000,0.000942,0.884268,0.318933,-1.285737,0.296347,0.000268,0.033742,-0.082535,0.296347,0.000268,0.033738,-0.082486,0.000413,-0.600942,-0.169059,-0.062328
0.030000,0.000942,0.884268,0.318933,-1.285737,0.296347,0.000268,0.033742,-0.082535,0.296345,0.000269,0.033739,-0.082466,0.000666,-0.602218,-0.168584,-0.061940
0.040000,0.000942,0.883973,0.319113,-1.285115,0.296348,0.000268,0.033718,-0.082029,0.296340,0.000272,0.033742,-0.082427,0.000980,-0.596250,-0.173900,-0.071132
0.050000,0.000942,0.883973,0.319113,-1.285115,0.296348,0.000268,0.033718,-0.082029,0.296333,0.000275,0.033747,-0.082364,0.001274,-0.597824,-0.173331,-0.070629
0.060000,0.000947,0.883658,0.319306,-1.284971,0.296342,0.000269,0.033756,-0.082007,0.296323,0.000281,0.033754,-0.082271,0.001432,-0.600134,-0.165187,-0.060099
0.070000,0.000947,0.883658,0.319306,-1.284971,0.296342,0.000269,0.033756,-0.082007,0.296309,0.000288,0.033764,-0.082142,0.001767,-0.602015,-0.164521,-0.059476
0.080000,0.000959,0.883516,0.319320,-1.285686,0.296339,0.000273,0.033884,-0.082850,0.296290,0.000298,0.033777,-0.081972,0.001945,-0.606516,-0.155870,-0.048873
0.090000,0.000959,0.883516,0.319320,-1.285686,0.296339,0.000273,0.033884,-0.082850,0.296266,0.000310,0.033793,-0.081756,0.002321,-0.608712,-0.155106,-0.048125
0.100000,0.000959,0.883516,0.319320,-1.285686,0.296339,0.000273,0.033884,-0.082850,0.296236,0.000325,0.033814,-0.081490,0.002717,-0.611068,-0.154292,-0.047314
0.110000,0.000984,0.883238,0.319399,-1.285472,0.296345,0.000280,0.033923,-0.082835,0.296200,0.000344,0.033838,-0.081167,0.002814,-0.610469,-0.162769,-0.058571
0.120000,0.000984,0.883238,0.319399,-1.285472,0.296345,0.000280,0.033923,-0.082835,0.296158,0.000366,0.033868,-0.080785,0.003251,-0.613150,-0.161855,-0.057630
0.130000,0.001027,0.882563,0.319927,-1.284077,0.296333,0.000292,0.033849,-0.081586,0.296108,0.000391,0.033902,-0.080338,0.003226,-0.610128,-0.173292,-0.070938
0.140000,0.001095,0.881747,0.320726,-1.283415,0.296290,0.000311,0.033863,-0.080943,0.296051,0.000421,0.033941,-0.079822,0.003157,-0.611232,-0.165225,-0.060189
0.150000,0.001095,0.881747,0.320726,-1.283415,0.296290,0.000311,0.033863,-0.080943,0.295986,0.000455,0.033986,-0.079233,0.003654,-0.614413,-0.164168,-0.059045
0.160000,0.001095,0.881747,0.320726,-1.283415,0.296290,0.000311,0.033863,-0.080943,0.295912,0.000493,0.034037,-0.078567,0.004171,-0.617760,-0.163061,-0.057833
0.170000,0.001187,0.881060,0.321350,-1.283981,0.296248,0.000337,0.034023,-0.081571,0.295829,0.000536,0.034094,-0.077821,0.004201,-0.621662,-0.148607,-0.041170
0.180000,0.001187,0.881060,0.321350,-1.283981,0.296248,0.000337,0.034023,-0.081571,0.295737,0.000583,0.034157,-0.076991,0.004757,-0.625345,-0.147400,-0.039819
0.190000,0.001302,0.880202,0.321953,-1.283652,0.296224,0.000370,0.034123,-0.081497,0.295635,0.000636,0.034227,-0.076074,0.004767,-0.623781,-0.153243,-0.049295
0.200000,0.001302,0.880202,0.321953,-1.283652,0.296224,0.000370,0.034123,-0.081497,0.295523,0.000694,0.034304,-0.075066,0.005362,-0.627802,-0.151940,-0.047805
0.210000,0.001444,0.878826,0.323028,-1.281683,0.296189,0.000410,0.034083,-0.079829,0.295401,0.000757,0.034388,-0.073964,0.005335,-0.623283,-0.166530,-0.065631
0.220000,0.001444,0.878826,0.323028,-1.281683,0.296189,0.000410,0.034083,-0.079829,0.295268,0.000825,0.034480,-0.072765,0.005967,-0.627648,-0.165136,-0.064000
0.230000,0.001614,0.877183,0.324494,-1.280220,0.296118,0.000459,0.034117,-0.078544,0.295124,0.000900,0.034579,-0.071467,0.005915,-0.627922,-0.158817,-0.055140
0.240000,0.001614,0.877183,0.324494,-1.280220,0.296118,0.000459,0.034117,-0.078544,0.294968,0.000980,0.034686,-0.070067,0.006583,-0.632628,-0.157336,-0.053369
0.250000,0.001820,0.875535,0.325934,-1.280021,0.296037,0.000517,0.034314,-0.078552,0.294801,0.001066,0.034801,-0.068563,0.006381,-0.634562,-0.142074,-0.035571
0.260000,0.001820,0.875535,0.325934,-1.280021,0.296037,0.000517,0.034314,-0.078552,0.294622,0.001158,0.034924,-0.066952,0.007086,-0.639608,-0.140503,-0.033658
0.270000,0.001820,0.875535,0.325934,-1.280021,0.296037,0.000517,0.034314,-0.078552,0.294431,0.001257,0.035055,-0.065232,0.007808,-0.644820,-0.138885,-0.031675
0.280000,0.002065,0.873594,0.327444,-1.279042,0.295969,0.000586,0.034485,-0.078003,0.294228,0.001362,0.035195,-0.063401,0.007584,-0.641721,-0.142578,-0.038750
0.290000,0.002065,0.873594,0.327444,-1.279042,0.295969,0.000586,0.034485,-0.078003,0.294012,0.001473,0.035343,-0.061457,0.008340,-0.647270,-0.140878,-0.036626
0.300000,0.002351,0.871007,0.329483,-1.276293,0.295888,0.000667,0.034527,-0.075803,0.293784,0.001591,0.035500,-0.059398,0.008102,-0.640905,-0.155523,-0.054946
0.310000,0.002351,0.871007,0.329483,-1.276293,0.295888,0.000667,0.034527,-0.075803,0.293542,0.001716,0.035666,-0.057224,0.008892,-0.646794,-0.153752,-0.052684
0.320000,0.002351,0.871007,0.329483,-1.276293,0.295888,0.000667,0.034527,-0.075803,0.293288,0.001847,0.035841,-0.054932,0.009698,-0.652842,-0.151937,-0.050352
0.330000,0.002679,0.868003,0.332005,-1.273789,0.295769,0.000760,0.034635,-0.073781,0.293020,0.001985,0.036026,-0.052520,0.009478,-0.651226,-0.147185,-0.043549
0.340000,0.003056,0.864851,0.334612,-1.272451,0.295636,0.000867,0.034916,-0.072988,0.292739,0.002130,0.036219,-0.049989,0.009138,-0.651426,-0.132120,-0.026022
0.350000,0.003056,0.864851,0.334612,-1.272451,0.295636,0.000867,0.034916,-0.072988,0.292445,0.002282,0.036421,-0.047336,0.009990,-0.657981,-0.130217,-0.023487
0.360000,0.003056,0.864851,0.334612,-1.272451,0.295636,0.000867,0.034916,-0.072988,0.292137,0.002442,0.036633,-0.044561,0.010857,-0.664690,-0.128273,-0.020885
0.370000,0.003482,0.861335,0.337322,-1.270454,0.295511,0.000987,0.035199,-0.071797,0.291815,0.002608,0.036854,-0.041664,0.010400,-0.660226,-0.129850,-0.025303
0.380000,0.003482,0.861335,0.337322,-1.270454,0.295511,0.000987,0.035199,-0.071797,0.291480,0.002781,0.037085,-0.038642,0.011296,-0.667258,-0.127851,-0.022569
0.390000,0.003960,0.857097,0.340566,-1.266676,0.295372,0.001122,0.035372,-0.069013,0.291130,0.002961,0.037325,-0.035497,0.010879,-0.659546,-0.141690,-0.040009
0.400000,0.003960,0.857097,0.340566,-1.266676,0.295372,0.001122,0.035372,-0.069013,0.290767,0.003148,0.037575,-0.032226,0.011802,-0.666901,-0.139652,-0.037146
0.410000,0.004495,0.852217,0.344437,-1.262581,0.295193,0.001273,0.035578,-0.065928,0.290390,0.003343,0.037834,-0.028831,0.011239,-0.661000,-0.139791,-0.036250
0.420000,0.004495,0.852217,0.344437,-1.262581,0.295193,0.001273,0.035578,-0.065928,0.290000,0.003545,0.038103,-0.025311,0.012187,-0.668674,-0.137722,-0.033262
0.430000,0.004495,0.852217,0.344437,-1.262581,0.295193,0.001273,0.035578,-0.065928,0.289595,0.003754,0.038381,-0.021665,0.013148,-0.676487,-0.135621,-0.030212
0.440000,0.005089,0.847056,0.348504,-1.259702,0.294990,0.001440,0.035981,-0.064141,0.289176,0.003970,0.038669,-0.017894,0.012619,-0.675200,-0.119396,-0.010709
0.450000,0.005089,0.847056,0.348504,-1.259702,0.294990,0.001440,0.035981,-0.064141,0.288744,0.004193,0.038967,-0.013998,0.013602,-0.683318,-0.117268,-0.007539
0.460000,0.005741,0.841555,0.352600,-1.256628,0.294795,0.001624,0.036449,-0.062472,0.288297,0.004423,0.039274,-0.009977,0.013078,-0.679182,-0.113676,-0.005374
0.470000,0.005741,0.841555,0.352600,-1.256628,0.294795,0.001624,0.036449,-0.062472,0.287837,0.004661,0.039590,-0.005832,0.014084,-0.687597,-0.111530,-0.002089
0.480000,0.006450,0.835315,0.357131,-1.251610,0.294593,0.001823,0.036805,-0.059165,0.287363,0.004905,0.039916,-0.001563,0.013569,-0.678666,-0.126061,-0.020621
0.490000,0.006450,0.835315,0.357131,-1.251610,0.294593,0.001823,0.036805,-0.059165,0.286876,0.005157,0.040252,0.002830,0.014595,-0.687377,-0.123916,-0.017224
0.500000,0.006450,0.835315,0.357131,-1.251610,0.294593,0.001823,0.036805,-0.059165,0.286374,0.005416,0.040596,0.007346,0.015629,-0.696209,-0.121745,-0.013774
0.510000,0.007221,0.828251,0.362377,-1.245587,0.294348,0.002039,0.037142,-0.054960,0.285859,0.005682,0.040950,0.011983,0.014800,-0.686697,-0.128169,-0.019824
0.520000,0.008062,0.820785,0.367940,-1.240751,0.294068,0.002274,0.037684,-0.052025,0.285331,0.005954,0.041314,0.016742,0.014213,-0.684320,-0.112870,-0.000030
0.530000,0.008062,0.820785,0.367940,-1.240751,0.294068,0.002274,0.037684,-0.052025,0.284789,0.006234,0.041686,0.021621,0.015273,-0.693603,-0.110762,0.003575
0.540000,0.008062,0.820785,0.367940,-1.240751,0.294068,0.002274,0.037684,-0.052025,0.284235,0.006520,0.042068,0.026620,0.016340,-0.702994,-0.108633,0.007229
0.550000,0.008960,0.813011,0.373472,-1.236277,0.293793,0.002525,0.038360,-0.049793,0.283667,0.006813,0.042458,0.031736,0.015757,-0.699181,-0.099625,0.017012
0.560000,0.008960,0.813011,0.373472,-1.236277,0.293793,0.002525,0.038360,-0.049793,0.283086,0.007113,0.042858,0.036969,0.016838,-0.708834,-0.097523,0.020759
0.570000,0.009917,0.804507,0.379292,-1.229833,0.293517,0.002792,0.038941,-0.046034,0.282492,0.007420,0.043266,0.042317,0.016230,-0.698589,-0.111193,0.003026
0.580000,0.009917,0.804507,0.379292,-1.229833,0.293517,0.002792,0.038941,-0.046034,0.281886,0.007733,0.043683,0.047780,0.017322,-0.708500,-0.109139,0.006861
0.590000,0.010940,0.795017,0.385840,-1.221635,0.293197,0.003076,0.039447,-0.040778,0.281267,0.008052,0.044109,0.053355,0.016469,-0.695913,-0.122434,-0.007157
0.600000,0.010940,0.795017,0.385840,-1.221635,0.293197,0.003076,0.039447,-0.040778,0.280635,0.008378,0.044543,0.059041,0.017572,-0.706078,-0.120450,-0.003239
0.610000,0.012032,0.784973,0.392821,-1.214445,0.292831,0.003379,0.040155,-0.036652,0.279992,0.008710,0.044986,0.064837,0.016756,-0.701018,-0.107307,0.015819
0.620000,0.012032,0.784973,0.392821,-1.214445,0.292831,0.003379,0.040155,-0.036652,0.279337,0.009049,0.045436,0.070740,0.017867,-0.711422,-0.105396,0.019813
0.630000,0.013191,0.774652,0.399716,-1.208230,0.292467,0.003700,0.041072,-0.033863,0.278670,0.009393,0.045895,0.076749,0.017078,-0.707572,-0.090934,0.037971
0.640000,0.013191,0.774652,0.399716,-1.208230,0.292467,0.003700,0.041072,-0.033863,0.277991,0.009743,0.046362,0.082862,0.018194,-0.718200,-0.089097,0.042035
0.650000,0.014408,0.763786,0.406606,-1.200567,0.292113,0.004036,0.041954,-0.030175,0.277301,0.010099,0.046836,0.089076,0.017656,-0.710038,-0.097296,0.031285
0.660000,0.014408,0.763786,0.406606,-1.200567,0.292113,0.004036,0.041954,-0.030175,0.276600,0.010461,0.047318,0.095391,0.018777,-0.720879,-0.095550,0.035413
0.670000,0.015682,0.751952,0.414035,-1.190416,0.291726,0.004387,0.042692,-0.024429,0.275888,0.010829,0.047808,0.101804,0.018048,-0.706605,-0.115185,0.013464
0.680000,0.015682,0.751952,0.414035,-1.190416,0.291726,0.004387,0.042692,-0.024429,0.275166,0.011201,0.048305,0.108312,0.019171,-0.717654,-0.113554,0.017650
0.690000,0.017017,0.739432,0.421982,-1.180558,0.291281,0.004753,0.043559,-0.019144,0.274433,0.011580,0.048809,0.114914,0.018395,-0.710540,-0.108823,0.028852
0.700000,0.017017,0.739432,0.421982,-1.180558,0.291281,0.004753,0.043559,-0.019144,0.273690,0.011963,0.049320,0.121607,0.019519,-0.721783,-0.107313,0.033089
0.710000,0.018414,0.726670,0.429881,-1.172236,0.290826,0.005135,0.044685,-0.015686,0.272937,0.012352,0.049838,0.128389,0.018757,-0.719236,-0.090031,0.058302
0.720000,0.018414,0.726670,0.429881,-1.172236,0.290826,0.005135,0.044685,-0.015686,0.272174,0.012746,0.050362,0.135257,0.019879,-0.730652,-0.088639,0.062582
0.730000,0.019872,0.713377,0.437656,-1.162721,0.290382,0.005533,0.045820,-0.011687,0.271403,0.013144,0.050893,0.142210,0.019120,-0.720061,-0.093657,0.056223
0.740000,0.019872,0.713377,0.437656,-1.162721,0.290382,0.005533,0.045820,-0.011687,0.270622,0.013547,0.051430,0.149243,0.020238,-0.731635,-0.092395,0.060540
0.750000,0.019872,0.713377,0.437656,-1.162721,0.290382,0.005533,0.045820,-0.011687,0.269832,0.013955,0.051973,0.156356,0.021355,-0.743233,-0.091134,0.064873
0.760000,0.021388,0.699106,0.445780,-1.150540,0.289907,0.005945,0.046819,-0.005654,0.269034,0.014366,0.052522,0.163545,0.020599,-0.727109,-0.110734,0.042655
0.770000,0.022961,0.684117,0.454325,-1.138263,0.289378,0.006370,0.047917,0.000179,0.268228,0.014783,0.053076,0.170807,0.019827,-0.718408,-0.110242,0.050236
0.780000,0.022961,0.684117,0.454325,-1.138263,0.289378,0.006370,0.047917,0.000179,0.267414,0.015203,0.053636,0.178141,0.020932,-0.730260,-0.109294,0.054607
0.790000,0.024590,0.668876,0.462813,-1.127494,0.288833,0.006809,0.049271,0.004196,0.266592,0.015627,0.054201,0.185542,0.020159,-0.727482,-0.094708,0.079775
0.800000,0.024590,0.668876,0.462813,-1.127494,0.288833,0.006809,0.049271,0.004196,0.265763,0.016055,0.054772,0.193009,0.021255,-0.739441,-0.093912,0.084162
0.810000,0.026277,0.653174,0.471076,-1.115806,0.288297,0.007262,0.050662,0.008444,0.264927,0.016486,0.055346,0.200539,0.020518,-0.728610,-0.097194,0.081925
0.820000,0.026277,0.653174,0.471076,-1.115806,0.288297,0.007262,0.050662,0.008444,0.264085,0.016921,0.055926,0.208128,0.021603,-0.740658,-0.096559,0.086321
0.830000,0.028017,0.636554,0.479491,-1.101457,0.287730,0.007727,0.051929,0.014588,0.263236,0.017359,0.056510,0.215773,0.020852,-0.722605,-0.114721,0.065597
0.840000,0.028017,0.636554,0.479491,-1.101457,0.287730,0.007727,0.051929,0.014588,0.262381,0.017800,0.057097,0.223473,0.021924,-0.734724,-0.114264,0.069996
0.850000,0.028017,0.636554,0.479491,-1.101457,0.287730,0.007727,0.051929,0.014588,0.261521,0.018245,0.057689,0.231223,0.022990,-0.746816,-0.113812,0.074392
0.860000,0.029810,0.619197,0.488206,-1.086654,0.287110,0.008203,0.053270,0.020748,0.260655,0.018691,0.058284,0.239020,0.022209,-0.735667,-0.116959,0.078862
0.870000,0.029810,0.619197,0.488206,-1.086654,0.287110,0.008203,0.053270,0.020748,0.259785,0.019141,0.058883,0.246863,0.023258,-0.747798,-0.116691,0.083250
0.880000,0.031656,0.601556,0.496849,-1.073197,0.286470,0.008691,0.054853,0.025207,0.258909,0.019593,0.059485,0.254747,0.022458,-0.743632,-0.105952,0.106960
0.890000,0.031656,0.601556,0.496849,-1.073197,0.286470,0.008691,0.054853,0.025207,0.258030,0.020047,0.060090,0.262670,0.023490,-0.755778,-0.105857,0.111331
0.900000,0.033560,0.583348,0.505246,-1.058573,0.285828,0.009193,0.056469,0.030021,0.257146,0.020503,0.060698,0.270628,0.022477,-0.739902,-0.110560,0.108189
0.910000,0.033560,0.583348,0.505246,-1.058573,0.285828,0.009193,0.056469,0.030021,0.256259,0.020960,0.061308,0.278618,0.023490,-0.752039,-0.110642,0.112537
0.920000,0.035525,0.564164,0.513673,-1.041386,0.285149,0.009708,0.058004,0.036451,0.255369,0.021420,0.061920,0.286637,0.022509,-0.729579,-0.125987,0.095513
0.930000,0.035525,0.564164,0.513673,-1.041386,0.285149,0.009708,0.058004,0.036451,0.254476,0.021881,0.062534,0.294682,0.023501,-0.741683,-0.126258,0.099832
0.940000,0.037548,0.544257,0.522229,-1.023882,0.284419,0.010234,0.059649,0.042604,0.253580,0.022343,0.063150,0.302750,0.022582,-0.727822,-0.128205,0.107148
0.950000,0.039624,0.524054,0.530602,-1.007465,0.283673,0.010770,0.061522,0.047191,0.252683,0.022807,0.063768,0.310837,0.021702,-0.720493,-0.120811,0.128457
0.960000,0.039624,0.524054,0.530602,-1.007465,0.283673,0.010770,0.061522,0.047191,0.251783,0.023271,0.064386,0.318940,0.022659,-0.732545,-0.121445,0.132719
0.970000,0.041742,0.503591,0.538544,-0.990606,0.282929,0.011316,0.063466,0.051529,0.250882,0.023736,0.065006,0.327057,0.022037,-0.722040,-0.124382,0.136255
0.980000,0.041742,0.503591,0.538544,-0.990606,0.282929,0.011316,0.063466,0.051529,0.249980,0.024202,0.065626,0.335183,0.022970,-0.733989,-0.125186,0.140469
0.990000,0.043895,0.482561,0.546213,-0.971464,0.282158,0.011866,0.065303,0.057309,0.249077,0.024668,0.066247,0.343316,0.022401,-0.714737,-0.140074,0.124919
1.000000,0.046083,0.461000,0.553827,-0.951418,0.281338,0.012421,0.067153,0.063410,0.248174,0.025134,0.066869,0.351452,0.021789,-0.699229,-0.147779,0.124592
1.010000,0.046083,0.461000,0.553827,-0.951418,0.281338,0.012421,0.067153,0.063410,0.247271,0.025600,0.067490,0.359588,0.022681,-0.711001,-0.148931,0.128725
1.020000,0.048300,0.439391,0.561235,-0.932732,0.280498,0.012978,0.069200,0.067894,0.246368,0.026066,0.068111,0.367720,0.022200,-0.707298,-0.145193,0.150374
1.030000,0.048300,0.439391,0.561235,-0.932732,0.280498,0.012978,0.069200,0.067894,0.245466,0.026532,0.068731,0.375847,0.023063,-0.718893,-0.146497,0.154442
1.040000,0.050543,0.417726,0.568155,-0.913779,0.279658,0.013540,0.071294,0.072102,0.244565,0.026997,0.069351,0.383963,0.022546,-0.707820,-0.150222,0.158738
1.050000,0.050543,0.417726,0.568155,-0.913779,0.279658,0.013540,0.071294,0.072102,0.243665,0.027461,0.069969,0.392066,0.023379,-0.719208,-0.151667,0.162736
1.060000,0.052813,0.395605,0.574669,-0.892481,0.278789,0.014103,0.073268,0.077792,0.242767,0.027925,0.070587,0.400154,0.022850,-0.696675,-0.165584,0.146858
1.070000,0.055106,0.373178,0.581001,-0.870701,0.277878,0.014666,0.075270,0.083478,0.241872,0.028387,0.071203,0.408221,0.022430,-0.682401,-0.172340,0.149638
1.080000,0.055106,0.373178,0.581001,-0.870701,0.277878,0.014666,0.075270,0.083478,0.240979,0.028848,0.071817,0.416266,0.023217,-0.693430,-0.174067,0.153520
1.090000,0.057421,0.350796,0.587051,-0.849909,0.276950,0.015230,0.077412,0.087938,0.240088,0.029307,0.072429,0.424286,0.022720,-0.685662,-0.173918,0.170088
1.100000,0.057421,0.350796,0.587051,-0.849909,0.276950,0.015230,0.077412,0.087938,0.239201,0.029765,0.073039,0.432276,0.023475,-0.696406,-0.175756,0.173885
1.110000,0.059758,0.328371,0.592599,-0.828553,0.276014,0.015796,0.079565,0.092417,0.238318,0.030221,0.073647,0.440234,0.022937,-0.680650,-0.181198,0.174826
1.120000,0.059758,0.328371,0.592599,-0.828553,0.276014,0.015796,0.079565,0.092417,0.237438,0.030675,0.074252,0.448156,0.023659,-0.691083,-0.183132,0.178531
1.130000,0.059758,0.328371,0.592599,-0.828553,0.276014,0.015796,0.079565,0.092417,0.236563,0.031127,0.074854,0.456040,0.024365,-0.701350,-0.185040,0.182188
1.140000,0.062120,0.305641,0.597681,-0.805314,0.275047,0.016362,0.081629,0.098007,0.235692,0.031576,0.075453,0.463883,0.023802,-0.677324,-0.195905,0.170684
1.150000,0.064507,0.282688,0.602467,-0.781526,0.274042,0.016927,0.083714,0.103629,0.234827,0.032023,0.076048,0.471681,0.023201,-0.657481,-0.201667,0.172597
1.160000,0.064507,0.282688,0.602467,-0.781526,0.274042,0.016927,0.083714,0.103629,0.233966,0.032467,0.076640,0.479431,0.023854,-0.667201,-0.203760,0.176104
1.170000,0.066919,0.259782,0.606915,-0.758408,0.273022,0.017493,0.085910,0.108288,0.233112,0.032909,0.077227,0.487130,0.023233,-0.653148,-0.204997,0.188852
1.180000,0.066919,0.259782,0.606915,-0.758408,0.273022,0.017493,0.085910,0.108288,0.232263,0.033347,0.077811,0.494776,0.023851,-0.662480,-0.207143,0.192252
1.190000,0.069353,0.236931,0.610835,-0.734867,0.271991,0.018060,0.088120,0.112898,0.231420,0.033782,0.078391,0.502365,0.023255,-0.643832,-0.212076,0.193448
1.200000,0.069353,0.236931,0.610835,-0.734867,0.271991,0.018060,0.088120,0.112898,0.230585,0.034213,0.078965,0.509894,0.023837,-0.652753,-0.214259,0.196736
1.210000,0.071808,0.214000,0.614215,-0.709879,0.270934,0.018626,0.090254,0.118336,0.229756,0.034641,0.079536,0.517361,0.023373,-0.627798,-0.222641,0.188091
1.220000,0.071808,0.214000,0.614215,-0.709879,0.270934,0.018626,0.090254,0.118336,0.228934,0.035065,0.080101,0.524763,0.023920,-0.636283,-0.224847,0.191262
1.230000,0.074280,0.191084,0.617195,-0.684428,0.269847,0.019188,0.092382,0.123851,0.228120,0.035485,0.080661,0.532096,0.023334,-0.615061,-0.230591,0.191450
1.240000,0.076769,0.168400,0.619788,-0.659481,0.268750,0.019749,0.094569,0.128707,0.227314,0.035901,0.081215,0.539359,0.022773,-0.598406,-0.233434,0.199867
1.250000,0.076769,0.168400,0.619788,-0.659481,0.268750,0.019749,0.094569,0.128707,0.226516,0.036313,0.081764,0.546548,0.023265,-0.606174,-0.235686,0.202857
1.260000,0.079268,0.146083,0.621883,-0.634667,0.267650,0.020307,0.096758,0.133299,0.225726,0.036721,0.082307,0.553660,0.022834,-0.590663,-0.240849,0.205609
1.270000,0.079268,0.146083,0.621883,-0.634667,0.267650,0.020307,0.096758,0.133299,0.224945,0.037124,0.082844,0.560694,0.023289,-0.597958,-0.243076,0.208474
1.280000,0.081771,0.124060,0.623412,-0.608867,0.266536,0.020860,0.098844,0.138606,0.224173,0.037522,0.083375,0.567646,0.022911,-0.576492,-0.251013,0.200348
1.290000,0.084271,0.102408,0.624521,-0.582852,0.265407,0.021406,0.100877,0.144077,0.223411,0.037916,0.083899,0.574514,0.022672,-0.558667,-0.257759,0.198521
1.300000,0.084271,0.102408,0.624521,-0.582852,0.265407,0.021406,0.100877,0.144077,0.222658,0.038305,0.084417,0.581296,0.023071,-0.565184,-0.259952,0.201191
1.310000,0.086763,0.081263,0.625256,-0.557308,0.264276,0.021943,0.102899,0.149212,0.221915,0.038688,0.084928,0.587989,0.022905,-0.549833,-0.264570,0.205123
1.320000,0.089258,0.060625,0.625519,-0.531709,0.263146,0.022477,0.104868,0.154436,0.221182,0.039066,0.085432,0.594591,0.022438,-0.532104,-0.269607,0.203872
1.330000,0.089258,0.060625,0.625519,-0.531709,0.263146,0.022477,0.104868,0.154436,0.220460,0.039439,0.085929,0.601100,0.022783,-0.537830,-0.271718,0.206341
1.340000,0.091747,0.040500,0.625308,-0.505833,0.262014,0.023003,0.106758,0.159975,0.219748,0.039807,0.086419,0.607512,0.022433,-0.520056,-0.277813,0.201933
1.350000,0.094226,0.020971,0.624715,-0.480147,0.260885,0.023521,0.108589,0.165540,0.219047,0.040169,0.086901,0.613827,0.022234,-0.505091,-0.283539,0.200743
1.360000,0.094226,0.020971,0.624715,-0.480147,0.260885,0.023521,0.108589,0.165540,0.218357,0.040525,0.087375,0.620042,0.022524,-0.510022,-0.285526,0.203007
1.370000,0.096690,0.002078,0.623740,-0.454649,0.259762,0.024031,0.110353,0.171169,0.217678,0.040875,0.087842,0.626155,0.022281,-0.494570,-0.290558,0.201453
1.380000,0.099141,-0.016158,0.622384,-0.429321,0.258649,0.024533,0.112046,0.176905,0.217011,0.041219,0.088301,0.632164,0.022050,-0.479798,-0.295687,0.199058
1.390000,0.099141,-0.016158,0.622384,-0.429321,0.258649,0.024533,0.112046,0.176905,0.216356,0.041558,0.088751,0.638067,0.022288,-0.483948,-0.297515,0.201112
1.400000,0.101576,-0.033757,0.620636,-0.403941,0.257543,0.025027,0.113648,0.182938,0.215712,0.041890,0.089194,0.643862,0.022025,-0.467670,-0.302284,0.196549
1.410000,0.103996,-0.050689,0.618558,-0.378833,0.256449,0.025514,0.115183,0.189036,0.215081,0.042216,0.089628,0.649548,0.021782,-0.453269,-0.306647,0.194248
1.420000,0.103996,-0.050689,0.618558,-0.378833,0.256449,0.025514,0.115183,0.189036,0.214462,0.042535,0.090054,0.655124,0.021967,-0.456666,-0.308287,0.196091
1.430000,0.106397,-0.066933,0.616152,-0.353980,0.255371,0.025992,0.116644,0.195238,0.213856,0.042848,0.090471,0.660586,0.021670,-0.441757,-0.311994,0.193436
1.440000,0.106397,-0.066933,0.616152,-0.353980,0.255371,0.025992,0.116644,0.195238,0.213262,0.043154,0.090879,0.665935,0.021822,-0.444703,-0.313495,0.195138
1.450000,0.108784,-0.082486,0.613437,-0.329404,0.254309,0.026464,0.118031,0.201546,0.212681,0.043454,0.091279,0.671168,0.021562,-0.431544,-0.317561,0.191634
1.460000,0.108784,-0.082486,0.613437,-0.329404,0.254309,0.026464,0.118031,0.201546,0.212113,0.043748,0.091669,0.676284,0.021681,-0.434058,-0.318917,0.193195
1.470000,0.111149,-0.097375,0.610367,-0.304745,0.253260,0.026927,0.119320,0.208247,0.211558,0.044034,0.092051,0.681282,0.021393,-0.418509,-0.322262,0.186767
1.480000,0.113497,-0.111584,0.607031,-0.280456,0.252231,0.027383,0.120543,0.214991,0.211017,0.044314,0.092423,0.686161,0.021082,-0.404861,-0.325053,0.183898
1.490000,0.113497,-0.111584,0.607031,-0.280456,0.252231,0.027383,0.120543,0.214991,0.210488,0.044586,0.092787,0.690920,0.021154,-0.406725,-0.326189,0.185250
1.500000,0.115824,-0.125089,0.603458,-0.256661,0.251226,0.027833,0.121706,0.221708,0.209973,0.044852,0.093141,0.695558,0.020826,-0.394384,-0.328724,0.182896
1.510000,0.118127,-0.137870,0.599636,-0.233208,0.250245,0.028275,0.122790,0.228558,0.209472,0.045111,0.093486,0.700073,0.020595,-0.382363,-0.331530,0.178848
1.520000,0.118127,-0.137870,0.599636,-0.233208,0.250245,0.028275,0.122790,0.228558,0.208985,0.045362,0.093821,0.704466,0.020622,-0.383641,-0.332441,0.179995
1.530000,0.120405,-0.149981,0.595575,-0.209893,0.249283,0.028709,0.123782,0.235701,0.208511,0.045607,0.094147,0.708735,0.020320,-0.372810,-0.335661,0.173289
1.540000,0.120405,-0.149981,0.595575,-0.209893,0.249283,0.028709,0.123782,0.235701,0.208050,0.045845,0.094463,0.712881,0.020318,-0.373752,-0.336424,0.174301
1.550000,0.122657,-0.161392,0.591304,-0.186881,0.248344,0.029135,0.124690,0.243031,0.207604,0.046075,0.094770,0.716902,0.020044,-0.362909,-0.338867,0.169085
