t,q1,q2,q3,q4,x,y,z,phi,x_des,y_des,z_des,phi_des,tau1,tau2,tau3,tau4
7.140000,-0.049672,-0.609070,0.580594,0.802526,0.172307,-0.007969,0.110666,0.774050,0.154502,0.020735,0.100000,0.785398,0.041721,-0.138918,-0.333943,-0.051063
7.150000,-0.049672,-0.609070,0.580594,0.802526,0.172307,-0.007969,0.110666,0.774050,0.154712,0.021189,0.100000,0.785398,0.042471,-0.137535,-0.333750,-0.051112
7.160000,-0.045631,-0.610321,0.581946,0.802862,0.172152,-0.007313,0.110546,0.774488,0.154926,0.021641,0.100000,0.785398,0.041872,-0.137197,-0.334376,-0.051599
7.170000,-0.041568,-0.611453,0.583252,0.803141,0.172007,-0.006655,0.110423,0.774940,0.155144,0.022090,0.100000,0.785398,0.041270,-0.136922,-0.334994,-0.052074
7.180000,-0.041568,-0.611453,0.583252,0.803141,0.172007,-0.006655,0.110423,0.774940,0.155368,0.022538,0.100000,0.785398,0.041997,-0.135476,-0.334791,-0.052125
7.190000,-0.037487,-0.612465,0.584510,0.803363,0.171872,-0.005996,0.110296,0.775408,0.155595,0.022983,0.100000,0.785398,0.041382,-0.135385,-0.335461,-0.052627
7.200000,-0.037487,-0.612465,0.584510,0.803363,0.171872,-0.005996,0.110296,0.775408,0.155827,0.023426,0.100000,0.785398,0.042092,-0.133901,-0.335252,-0.052679
7.210000,-0.033388,-0.613356,0.585720,0.803529,0.171748,-0.005336,0.110165,0.775893,0.156064,0.023866,0.100000,0.785398,0.041470,-0.133857,-0.335912,-0.053187
7.220000,-0.033388,-0.613356,0.585720,0.803529,0.171748,-0.005336,0.110165,0.775893,0.156305,0.024305,0.100000,0.785398,0.042164,-0.132335,-0.335697,-0.053240
7.230000,-0.029289,-0.614139,0.586886,0.803640,0.171634,-0.004677,0.110031,0.776388,0.156550,0.024740,0.100000,0.785398,0.041761,-0.131890,-0.336197,-0.053646
7.240000,-0.029289,-0.614139,0.586886,0.803640,0.171634,-0.004677,0.110031,0.776388,0.156799,0.025174,0.100000,0.785398,0.042439,-0.130332,-0.335977,-0.053701
7.250000,-0.025195,-0.614820,0.588011,0.803695,0.171529,-0.004020,0.109894,0.776886,0.157053,0.025604,0.100000,0.785398,0.041957,-0.129925,-0.336450,-0.054080
7.260000,-0.021100,-0.615393,0.589089,0.803701,0.171432,-0.003364,0.109754,0.777396,0.157311,0.026032,0.100000,0.785398,0.041357,-0.129916,-0.337055,-0.054583
7.270000,-0.021100,-0.615393,0.589089,0.803701,0.171432,-0.003364,0.109754,0.777396,0.157574,0.026458,0.100000,0.785398,0.042007,-0.128302,-0.336827,-0.054640
7.280000,-0.016996,-0.615849,0.590118,0.803657,0.171346,-0.002709,0.109611,0.777927,0.157841,0.026881,0.100000,0.785398,0.041335,-0.128741,-0.337602,-0.055248
7.290000,-0.012896,-0.616196,0.591105,0.803559,0.171269,-0.002054,0.109464,0.778467,0.158112,0.027301,0.100000,0.785398,0.040872,-0.128591,-0.338130,-0.055669
7.300000,-0.012896,-0.616196,0.591105,0.803559,0.171269,-0.002054,0.109464,0.778467,0.158387,0.027719,0.100000,0.785398,0.041493,-0.126923,-0.337895,-0.055728
7.310000,-0.008807,-0.616443,0.592052,0.803396,0.171201,-0.001402,0.109316,0.779005,0.158666,0.028133,0.100000,0.785398,0.040968,-0.126778,-0.338373,-0.056041
7.320000,-0.008807,-0.616443,0.592052,0.803396,0.171201,-0.001402,0.109316,0.779005,0.158949,0.028545,0.100000,0.785398,0.041570,-0.125078,-0.338133,-0.056101
7.330000,-0.004723,-0.616583,0.592952,0.803182,0.171143,-0.000752,0.109165,0.779552,0.159237,0.028954,0.100000,0.785398,0.040942,-0.125407,-0.338778,-0.056605
7.340000,-0.004723,-0.616583,0.592952,0.803182,0.171143,-0.000752,0.109165,0.779552,0.159528,0.029361,0.100000,0.785398,0.041526,-0.123676,-0.338534,-0.056666
7.350000,-0.000639,-0.616604,0.593802,0.802924,0.171094,-0.000102,0.109010,0.780122,0.159824,0.029764,0.100000,0.785398,0.040842,-0.124451,-0.339342,-0.057321
7.360000,0.003432,-0.616518,0.594608,0.802611,0.171054,0.000546,0.108852,0.780702,0.160124,0.030164,0.100000,0.785398,0.040343,-0.124681,-0.339930,-0.057752
7.370000,0.003432,-0.616518,0.594608,0.802611,0.171054,0.000546,0.108852,0.780702,0.160427,0.030561,0.100000,0.785398,0.040896,-0.122903,-0.339680,-0.057816
7.380000,0.007486,-0.616333,0.595375,0.802230,0.171025,0.001190,0.108693,0.781272,0.160735,0.030956,0.100000,0.785398,0.040340,-0.122949,-0.340132,-0.058076
7.390000,0.007486,-0.616333,0.595375,0.802230,0.171025,0.001190,0.108693,0.781272,0.161046,0.031347,0.100000,0.785398,0.040873,-0.121142,-0.339879,-0.058140
7.400000,0.011526,-0.616043,0.596095,0.801797,0.171004,0.001833,0.108532,0.781849,0.161362,0.031735,0.100000,0.785398,0.040225,-0.121680,-0.340501,-0.058604
7.410000,0.011526,-0.616043,0.596095,0.801797,0.171004,0.001833,0.108532,0.781849,0.161681,0.032119,0.100000,0.785398,0.040737,-0.119847,-0.340244,-0.058670
7.420000,0.015558,-0.615636,0.596763,0.801323,0.170993,0.002474,0.108367,0.782450,0.162004,0.032501,0.100000,0.785398,0.040038,-0.121079,-0.341142,-0.059373
7.430000,0.015558,-0.615636,0.596763,0.801323,0.170993,0.002474,0.108367,0.782450,0.162331,0.032879,0.100000,0.785398,0.040530,-0.119220,-0.340883,-0.059439
7.440000,0.019580,-0.615107,0.597381,0.800793,0.170992,0.003113,0.108199,0.783067,0.162662,0.033254,0.100000,0.785398,0.039817,-0.120448,-0.341748,-0.060015
7.450000,0.023580,-0.614472,0.597958,0.800191,0.171002,0.003750,0.108028,0.783677,0.162996,0.033626,0.100000,0.785398,0.039284,-0.120686,-0.342191,-0.060237
7.460000,0.023580,-0.614472,0.597958,0.800191,0.171002,0.003750,0.108028,0.783677,0.163334,0.033994,0.100000,0.785398,0.039744,-0.118789,-0.341929,-0.060305
7.470000,0.027551,-0.613746,0.598493,0.799529,0.171021,0.004382,0.107858,0.784276,0.163676,0.034359,0.100000,0.785398,0.039167,-0.119097,-0.342342,-0.060549
7.480000,0.027551,-0.613746,0.598493,0.799529,0.171021,0.004382,0.107858,0.784276,0.164021,0.034721,0.100000,0.785398,0.039605,-0.117178,-0.342078,-0.060618
7.490000,0.031500,-0.612916,0.598976,0.798831,0.171048,0.005012,0.107685,0.784891,0.164370,0.035079,0.100000,0.785398,0.038944,-0.118428,-0.342869,-0.061241
7.500000,0.031500,-0.612916,0.598976,0.798831,0.171048,0.005012,0.107685,0.784891,0.164723,0.035433,0.100000,0.785398,0.039360,-0.116487,-0.342602,-0.061311
7.510000,0.035428,-0.611971,0.599406,0.798093,0.171085,0.005638,0.107509,0.785529,0.165079,0.035784,0.100000,0.785398,0.038653,-0.118181,-0.343563,-0.062020
7.520000,0.035428,-0.611971,0.599406,0.798093,0.171085,0.005638,0.107509,0.785529,0.165439,0.036132,0.100000,0.785398,0.039047,-0.116220,-0.343296,-0.062091
7.530000,0.039335,-0.610907,0.599789,0.797287,0.171133,0.006263,0.107329,0.786169,0.165802,0.036476,0.100000,0.785398,0.038323,-0.117610,-0.344087,-0.062498
7.540000,0.043219,-0.609727,0.600125,0.796404,0.171193,0.006884,0.107149,0.786802,0.166168,0.036816,0.100000,0.785398,0.037620,-0.118731,-0.344709,-0.062762
7.550000,0.043219,-0.609727,0.600125,0.796404,0.171193,0.006884,0.107149,0.786802,0.166538,0.037152,0.100000,0.785398,0.037981,-0.116741,-0.344440,-0.062834
7.560000,0.047070,-0.608450,0.600413,0.795475,0.171261,0.007502,0.106966,0.787438,0.166911,0.037485,0.100000,0.785398,0.037419,-0.117676,-0.345005,-0.063215
7.570000,0.050881,-0.607083,0.600652,0.794509,0.171338,0.008114,0.106783,0.788079,0.167288,0.037814,0.100000,0.785398,0.036834,-0.118926,-0.345661,-0.063701
7.580000,0.054651,-0.605634,0.600849,0.793501,0.171423,0.008721,0.106600,0.788716,0.167667,0.038139,0.100000,0.785398,0.036303,-0.119703,-0.346133,-0.064023
7.590000,0.058374,-0.604124,0.601011,0.792445,0.171514,0.009322,0.106418,0.789332,0.168050,0.038461,0.100000,0.785398,0.035814,-0.119882,-0.346355,-0.064135
7.600000,0.058374,-0.604124,0.601011,0.792445,0.171514,0.009322,0.106418,0.789332,0.168437,0.038778,0.100000,0.785398,0.036113,-0.117852,-0.346089,-0.064209
7.610000,0.062048,-0.602565,0.601139,0.791356,0.171611,0.009916,0.106238,0.789930,0.168826,0.039092,0.100000,0.785398,0.035626,-0.117960,-0.346285,-0.064375
7.620000,0.065672,-0.600961,0.601232,0.790251,0.171712,0.010504,0.106059,0.790522,0.169218,0.039402,0.100000,0.785398,0.035138,-0.118350,-0.346610,-0.064718
7.630000,0.069262,-0.599294,0.601287,0.789132,0.171817,0.011087,0.105880,0.791125,0.169614,0.039708,0.100000,0.785398,0.034390,-0.119794,-0.347361,-0.065332
7.640000,0.072814,-0.597555,0.601308,0.787965,0.171930,0.011666,0.105700,0.791718,0.170013,0.040009,0.100000,0.785398,0.033859,-0.120656,-0.347828,-0.065553
7.650000,0.072814,-0.597555,0.601308,0.787965,0.171930,0.011666,0.105700,0.791718,0.170414,0.040307,0.100000,0.785398,0.034096,-0.118596,-0.347566,-0.065628
7.660000,0.076314,-0.595759,0.601299,0.786742,0.172051,0.012238,0.105522,0.792282,0.170819,0.040601,0.100000,0.785398,0.033635,-0.118898,-0.347775,-0.065620
7.670000,0.079758,-0.593917,0.601257,0.785494,0.172176,0.012803,0.105346,0.792834,0.171226,0.040891,0.100000,0.785398,0.033171,-0.119355,-0.348044,-0.065840
7.680000,0.079758,-0.593917,0.601257,0.785494,0.172176,0.012803,0.105346,0.792834,0.171637,0.041177,0.100000,0.785398,0.033373,-0.117282,-0.347784,-0.065916
7.690000,0.083155,-0.592013,0.601171,0.784237,0.172307,0.013361,0.105169,0.793395,0.172050,0.041458,0.100000,0.785398,0.032799,-0.118796,-0.348451,-0.066452
7.700000,0.086506,-0.590039,0.601046,0.782951,0.172443,0.013914,0.104991,0.793959,0.172466,0.041736,0.100000,0.785398,0.032221,-0.120183,-0.349081,-0.066854
7.710000,0.089815,-0.587992,0.600886,0.781611,0.172589,0.014462,0.104814,0.794505,0.172884,0.042009,0.100000,0.785398,0.031608,-0.121482,-0.349598,-0.067006
7.720000,0.089815,-0.587992,0.600886,0.781611,0.172589,0.014462,0.104814,0.794505,0.173306,0.042278,0.100000,0.785398,0.031760,-0.119396,-0.349345,-0.067083
7.730000,0.093078,-0.585877,0.600687,0.780229,0.172742,0.015005,0.104637,0.795039,0.173730,0.042543,0.100000,0.785398,0.031184,-0.120456,-0.349765,-0.067255
7.740000,0.096291,-0.583708,0.600450,0.778828,0.172901,0.015541,0.104460,0.795570,0.174157,0.042803,0.100000,0.785398,0.030658,-0.121424,-0.350150,-0.067529
7.750000,0.099456,-0.581480,0.600172,0.777404,0.173066,0.016072,0.104284,0.796096,0.174586,0.043060,0.100000,0.785398,0.030097,-0.122949,-0.350707,-0.067860
7.760000,0.099456,-0.581480,0.600172,0.777404,0.173066,0.016072,0.104284,0.796096,0.175018,0.043312,0.100000,0.785398,0.030201,-0.120857,-0.350461,-0.067937
7.770000,0.102571,-0.579188,0.599856,0.775949,0.173238,0.016597,0.104109,0.796616,0.175452,0.043559,0.100000,0.785398,0.029642,-0.122246,-0.350979,-0.068192
7.780000,0.105638,-0.576830,0.599500,0.774455,0.173417,0.017116,0.103933,0.797125,0.175889,0.043803,0.100000,0.785398,0.029066,-0.123882,-0.351537,-0.068417
7.790000,0.105638,-0.576830,0.599500,0.774455,0.173417,0.017116,0.103933,0.797125,0.176328,0.044041,0.100000,0.785398,0.029134,-0.121789,-0.351296,-0.068495
7.800000,0.108656,-0.574408,0.599103,0.772933,0.173604,0.017629,0.103758,0.797628,0.176770,0.044276,0.100000,0.785398,0.028573,-0.123224,-0.351784,-0.068728
7.810000,0.111622,-0.571937,0.598671,0.771387,0.173796,0.018135,0.103583,0.798120,0.177214,0.044506,0.100000,0.785398,0.028036,-0.124323,-0.352135,-0.068889
7.820000,0.114537,-0.569415,0.598201,0.769813,0.173995,0.018636,0.103410,0.798599,0.177660,0.044732,0.100000,0.785398,0.027489,-0.125859,-0.352598,-0.069081
7.830000,0.117400,-0.566836,0.597690,0.768219,0.174200,0.019130,0.103238,0.799073,0.178108,0.044953,0.100000,0.785398,0.026951,-0.127343,-0.353062,-0.069314
7.840000,0.120212,-0.564214,0.597146,0.766604,0.174411,0.019618,0.103066,0.799535,0.178559,0.045170,0.100000,0.785398,0.026425,-0.128540,-0.353412,-0.069460
7.850000,0.122972,-0.561560,0.596571,0.764967,0.174627,0.020100,0.102897,0.799977,0.179012,0.045382,0.100000,0.785398,0.025906,-0.129523,-0.353669,-0.069518
7.860000,0.125679,-0.558882,0.595967,0.763315,0.174847,0.020575,0.102731,0.800401,0.179467,0.045589,0.100000,0.785398,0.025390,-0.130406,-0.353880,-0.069589
7.870000,0.128335,-0.556181,0.595333,0.761658,0.175070,0.021043,0.102567,0.800810,0.179924,0.045792,0.100000,0.785398,0.024881,-0.131077,-0.354005,-0.069658
7.880000,0.130940,-0.553455,0.594671,0.759992,0.175297,0.021505,0.102404,0.801207,0.180382,0.045991,0.100000,0.785398,0.024361,-0.132446,-0.354413,-0.069852
7.890000,0.130940,-0.553455,0.594671,0.759992,0.175297,0.021505,0.102404,0.801207,0.180843,0.046185,0.100000,0.785398,0.024305,-0.130380,-0.354204,-0.069930
7.900000,0.133494,-0.550705,0.593980,0.758317,0.175528,0.021961,0.102244,0.801593,0.181306,0.046374,0.100000,0.785398,0.023777,-0.131608,-0.354560,-0.070093
7.910000,0.135997,-0.547931,0.593265,0.756626,0.175763,0.022410,0.102085,0.801960,0.181771,0.046559,0.100000,0.785398,0.023254,-0.132578,-0.354790,-0.070119
7.920000,0.138448,-0.545120,0.592516,0.754916,0.176003,0.022852,0.101928,0.802312,0.182237,0.046738,0.100000,0.785398,0.022761,-0.134268,-0.355231,-0.070241
7.930000,0.140848,-0.542260,0.591729,0.753198,0.176249,0.023288,0.101771,0.802667,0.182706,0.046914,0.100000,0.785398,0.022259,-0.136071,-0.355740,-0.070502
7.940000,0.140848,-0.542260,0.591729,0.753198,0.176249,0.023288,0.101771,0.802667,0.183176,0.047084,0.100000,0.785398,0.022145,-0.134030,-0.355546,-0.070580
7.950000,0.143196,-0.539362,0.590910,0.751467,0.176500,0.023718,0.101615,0.803014,0.183647,0.047250,0.100000,0.785398,0.021633,-0.135605,-0.355963,-0.070717
7.960000,0.145494,-0.536439,0.590064,0.749714,0.176756,0.024142,0.101460,0.803339,0.184121,0.047411,0.100000,0.785398,0.021113,-0.136511,-0.356090,-0.070618
7.970000,0.147740,-0.533481,0.589183,0.747944,0.177018,0.024559,0.101308,0.803646,0.184595,0.047568,0.100000,0.785398,0.020642,-0.138277,-0.356489,-0.070691
7.980000,0.149933,-0.530477,0.588262,0.746176,0.177285,0.024969,0.101156,0.803961,0.185072,0.047720,0.100000,0.785398,0.020159,-0.140373,-0.357062,-0.071008
7.990000,0.152075,-0.527438,0.587308,0.744400,0.177556,0.025373,0.101004,0.804269,0.185550,0.047866,0.100000,0.785398,0.019669,-0.141949,-0.357425,-0.071117
8.000000,0.154167,-0.524378,0.586330,0.742597,0.177834,0.025771,0.100855,0.804549,0.186029,0.048009,0.100000,0.785398,0.019173,-0.142995,-0.357552,-0.070944
8.010000,0.156210,-0.521306,0.585325,0.740786,0.178115,0.026162,0.100710,0.804805,0.186510,0.048146,0.100000,0.785398,0.018677,-0.143987,-0.357650,-0.070858
8.020000,0.156210,-0.521306,0.585325,0.740786,0.178115,0.026162,0.100710,0.804805,0.186992,0.048278,0.100000,0.785398,0.018471,-0.142003,-0.357485,-0.070935
8.030000,0.158205,-0.518220,0.584289,0.738988,0.178398,0.026547,0.100566,0.805057,0.187476,0.048406,0.100000,0.785398,0.017973,-0.143480,-0.357795,-0.071104
8.040000,0.160151,-0.515120,0.583226,0.737198,0.178684,0.026925,0.100423,0.805304,0.187960,0.048529,0.100000,0.785398,0.017479,-0.144971,-0.358116,-0.071230
8.050000,0.162054,-0.511976,0.582127,0.735402,0.178975,0.027298,0.100281,0.805552,0.188446,0.048647,0.100000,0.785398,0.016897,-0.147653,-0.358827,-0.071520
8.060000,0.163906,-0.508789,0.580997,0.733577,0.179274,0.027665,0.100139,0.805784,0.188933,0.048760,0.100000,0.785398,0.016503,-0.148969,-0.359011,-0.071356
8.070000,0.165703,-0.505582,0.579841,0.731728,0.179578,0.028025,0.099999,0.805988,0.189421,0.048868,0.100000,0.785398,0.016106,-0.150378,-0.359207,-0.071185
8.080000,0.165703,-0.505582,0.579841,0.731728,0.179578,0.028025,0.099999,0.805988,0.189910,0.048971,0.100000,0.785398,0.015834,-0.148447,-0.359064,-0.071261
8.090000,0.167447,-0.502365,0.578656,0.729893,0.179885,0.028378,0.099862,0.806185,0.190401,0.049070,0.100000,0.785398,0.015390,-0.149945,-0.359311,-0.071357
8.100000,0.169138,-0.499121,0.577434,0.728070,0.180196,0.028723,0.099726,0.806383,0.190892,0.049163,0.100000,0.785398,0.015000,-0.152042,-0.359733,-0.071539
8.110000,0.170776,-0.495844,0.576180,0.726235,0.180512,0.029061,0.099591,0.806570,0.191384,0.049252,0.100000,0.785398,0.014578,-0.154059,-0.360145,-0.071563
8.120000,0.172364,-0.492545,0.574899,0.724384,0.180834,0.029393,0.099457,0.806737,0.191877,0.049336,0.100000,0.785398,0.014123,-0.155563,-0.360351,-0.071430
8.130000,0.173907,-0.489235,0.573591,0.722532,0.181160,0.029718,0.099326,0.806889,0.192371,0.049415,0.100000,0.785398,0.013655,-0.156970,-0.360512,-0.071349
8.140000,0.175404,-0.485917,0.572257,0.720692,0.181488,0.030038,0.099197,0.807032,0.192865,0.049488,0.100000,0.785398,0.013193,-0.158398,-0.360686,-0.071360
8.150000,0.176856,-0.482593,0.570897,0.718861,0.181818,0.030351,0.099071,0.807165,0.193360,0.049557,0.100000,0.785398,0.012736,-0.159995,-0.360933,-0.071367
8.160000,0.178264,-0.479264,0.569516,0.717029,0.182152,0.030657,0.098946,0.807281,0.193856,0.049621,0.100000,0.785398,0.012281,-0.161467,-0.361127,-0.071290
8.170000,0.178264,-0.479264,0.569516,0.717029,0.182152,0.030657,0.098946,0.807281,0.194353,0.049680,0.100000,0.785398,0.011915,-0.159635,-0.361019,-0.071363
8.180000,0.179627,-0.475930,0.568112,0.715199,0.182489,0.030958,0.098824,0.807381,0.194850,0.049734,0.100000,0.785398,0.011463,-0.161042,-0.361178,-0.071266
8.190000,0.180946,-0.472593,0.566686,0.713377,0.182828,0.031252,0.098704,0.807471,0.195347,0.049783,0.100000,0.785398,0.011013,-0.162467,-0.361337,-0.071211
8.200000,0.182222,-0.469223,0.565225,0.711554,0.183172,0.031541,0.098585,0.807556,0.195846,0.049827,0.100000,0.785398,0.010539,-0.165120,-0.361879,-0.071316
8.210000,0.183449,-0.465815,0.563729,0.709736,0.183521,0.031823,0.098464,0.807650,0.196344,0.049866,0.100000,0.785398,0.010216,-0.167483,-0.362384,-0.071469
8.220000,0.184624,-0.462395,0.562210,0.707913,0.183875,0.032098,0.098345,0.807728,0.196843,0.049900,0.100000,0.785398,0.009879,-0.169023,-0.362542,-0.071307
8.230000,0.185750,-0.458976,0.560672,0.706082,0.184232,0.032365,0.098230,0.807777,0.197342,0.049929,0.100000,0.785398,0.009485,-0.170185,-0.362525,-0.071004
8.240000,0.186833,-0.455561,0.559109,0.704266,0.184592,0.032626,0.098118,0.807814,0.197841,0.049953,0.100000,0.785398,0.009064,-0.171510,-0.362578,-0.070903
8.250000,0.187874,-0.452147,0.557522,0.702477,0.184952,0.032881,0.098007,0.807851,0.198341,0.049972,0.100000,0.785398,0.008635,-0.173221,-0.362807,-0.070972
8.260000,0.188874,-0.448731,0.555914,0.700697,0.185315,0.033130,0.097899,0.807880,0.198841,0.049987,0.100000,0.785398,0.008211,-0.174915,-0.363033,-0.070925
8.270000,0.189833,-0.445314,0.554288,0.698915,0.185681,0.033372,0.097792,0.807889,0.199341,0.049996,0.100000,0.785398,0.007795,-0.176558,-0.363229,-0.070765
8.280000,0.190752,-0.441897,0.552643,0.697139,0.186049,0.033609,0.097688,0.807885,0.199841,0.050000,0.100000,0.785398,0.007387,-0.177991,-0.363327,-0.070616
8.290000,0.190752,-0.441897,0.552643,0.697139,0.186049,0.033609,0.097688,0.807885,0.200341,0.049999,0.100000,0.785398,0.006906,-0.176314,-0.363264,-0.070685
8.300000,0.191631,-0.438480,0.550977,0.695380,0.186420,0.033839,0.097585,0.807876,0.200841,0.049993,0.100000,0.785398,0.006495,-0.178062,-0.363484,-0.070660
8.310000,0.191631,-0.438480,0.550977,0.695380,0.186420,0.033839,0.097585,0.807876,0.201341,0.049982,0.100000,0.785398,0.005996,-0.176409,-0.363425,-0.070728
8.320000,0.192462,-0.435050,0.549282,0.693632,0.186793,0.034063,0.097483,0.807864,0.201840,0.049966,0.100000,0.785398,0.005717,-0.178554,-0.363723,-0.070721
8.330000,0.192462,-0.435050,0.549282,0.693632,0.186793,0.034063,0.097483,0.807864,0.202340,0.049945,0.100000,0.785398,0.005201,-0.176926,-0.363669,-0.070788
8.340000,0.193236,-0.431583,0.547551,0.691883,0.187173,0.034277,0.097381,0.807850,0.202839,0.049919,0.100000,0.785398,0.005036,-0.179769,-0.364193,-0.070826
8.350000,0.193953,-0.428082,0.545787,0.690130,0.187560,0.034484,0.097279,0.807835,0.203338,0.049888,0.100000,0.785398,0.004781,-0.182180,-0.364577,-0.070786
8.360000,0.194617,-0.424552,0.543989,0.688374,0.187952,0.034682,0.097178,0.807811,0.203837,0.049853,0.100000,0.785398,0.004579,-0.184592,-0.364896,-0.070677
8.370000,0.194617,-0.424552,0.543989,0.688374,0.187952,0.034682,0.097178,0.807811,0.204335,0.049812,0.100000,0.785398,0.004029,-0.183019,-0.364853,-0.070743
8.380000,0.195230,-0.420998,0.542159,0.686619,0.188350,0.034873,0.097077,0.807780,0.204833,0.049766,0.100000,0.785398,0.003740,-0.185164,-0.365089,-0.070628
8.390000,0.195800,-0.417438,0.540303,0.684876,0.188750,0.035057,0.096978,0.807741,0.205331,0.049715,0.100000,0.785398,0.003377,-0.187067,-0.365250,-0.070498
8.400000,0.196324,-0.413866,0.538418,0.683141,0.189155,0.035234,0.096881,0.807693,0.205827,0.049659,0.100000,0.785398,0.003146,-0.189310,-0.365488,-0.070407
8.410000,0.196800,-0.410281,0.536504,0.681417,0.189564,0.035403,0.096785,0.807640,0.206324,0.049598,0.100000,0.785398,0.002881,-0.191349,-0.365673,-0.070296
8.420000,0.197234,-0.406692,0.534568,0.679701,0.189976,0.035565,0.096690,0.807577,0.206819,0.049533,0.100000,0.785398,0.002556,-0.193418,-0.365896,-0.070181
8.430000,0.197630,-0.403106,0.532613,0.677998,0.190389,0.035721,0.096598,0.807504,0.207314,0.049462,0.100000,0.785398,0.002195,-0.195256,-0.366033,-0.070029
8.440000,0.197991,-0.399529,0.530640,0.676308,0.190805,0.035872,0.096508,0.807419,0.207809,0.049386,0.100000,0.785398,0.001826,-0.196965,-0.366117,-0.069851
8.450000,0.198318,-0.395963,0.528652,0.674634,0.191222,0.036016,0.096420,0.807323,0.208302,0.049306,0.100000,0.785398,0.001465,-0.198665,-0.366198,-0.069686
8.460000,0.198318,-0.395963,0.528652,0.674634,0.191222,0.036016,0.096420,0.807323,0.208795,0.049220,0.100000,0.785398,0.000842,-0.197228,-0.366183,-0.069747
8.470000,0.198610,-0.392407,0.526647,0.672979,0.191639,0.036155,0.096335,0.807219,0.209286,0.049130,0.100000,0.785398,0.000483,-0.198990,-0.366289,-0.069606
8.480000,0.198867,-0.388862,0.524626,0.671342,0.192058,0.036287,0.096252,0.807106,0.209777,0.049035,0.100000,0.785398,0.000131,-0.200771,-0.366404,-0.069460
8.490000,0.199081,-0.385316,0.522584,0.669717,0.192480,0.036413,0.096170,0.806986,0.210267,0.048934,0.100000,0.785398,-0.000040,-0.203013,-0.366629,-0.069352
8.500000,0.199249,-0.381761,0.520518,0.668106,0.192905,0.036530,0.096089,0.806862,0.210756,0.048829,0.100000,0.785398,-0.000236,-0.205308,-0.366894,-0.069272
8.510000,0.199376,-0.378203,0.518432,0.666505,0.193332,0.036640,0.096009,0.806734,0.211244,0.048719,0.100000,0.785398,-0.000528,-0.207215,-0.367023,-0.069104
8.520000,0.199468,-0.374653,0.516332,0.664915,0.193762,0.036744,0.095931,0.806594,0.211730,0.048605,0.100000,0.785398,-0.000841,-0.208949,-0.367081,-0.068876
8.530000,0.199468,-0.374653,0.516332,0.664915,0.193762,0.036744,0.095931,0.806594,0.212216,0.048485,0.100000,0.785398,-0.001515,-0.207619,-0.367084,-0.068933
8.540000,0.199527,-0.371116,0.514216,0.663344,0.194192,0.036842,0.095855,0.806444,0.212700,0.048360,0.100000,0.785398,-0.001859,-0.209402,-0.367160,-0.068757
8.550000,0.199556,-0.367591,0.512086,0.661795,0.194623,0.036935,0.095782,0.806289,0.213183,0.048231,0.100000,0.785398,-0.002176,-0.210985,-0.367168,-0.068573
8.560000,0.199543,-0.364066,0.509935,0.660262,0.195056,0.037020,0.095709,0.806131,0.213665,0.048097,0.100000,0.785398,-0.002332,-0.213522,-0.367477,-0.068524
8.570000,0.199486,-0.360535,0.507762,0.658745,0.195492,0.037097,0.095637,0.805972,0.214145,0.047957,0.100000,0.785398,-0.002509,-0.215812,-0.367721,-0.068440
8.580000,0.199486,-0.360535,0.507762,0.658745,0.195492,0.037097,0.095637,0.805972,0.214624,0.047814,0.100000,0.785398,-0.003218,-0.214561,-0.367734,-0.068494
8.590000,0.199391,-0.357005,0.505573,0.657235,0.195930,0.037168,0.095567,0.805803,0.215101,0.047665,0.100000,0.785398,-0.003476,-0.216510,-0.367845,-0.068270
8.600000,0.199262,-0.353488,0.503372,0.655737,0.196370,0.037232,0.095499,0.805622,0.215577,0.047512,0.100000,0.785398,-0.003758,-0.218205,-0.367853,-0.068004
8.610000,0.199093,-0.349973,0.501150,0.654260,0.196811,0.037289,0.095432,0.805437,0.216051,0.047353,0.100000,0.785398,-0.003879,-0.220352,-0.367980,-0.067870
8.620000,0.198886,-0.346445,0.498902,0.652786,0.197257,0.037339,0.095367,0.805243,0.216524,0.047191,0.100000,0.785398,-0.004113,-0.222997,-0.368245,-0.067702
8.630000,0.198643,-0.342913,0.496631,0.651341,0.197704,0.037382,0.095301,0.805060,0.216995,0.047023,0.100000,0.785398,-0.004294,-0.224999,-0.368406,-0.067662
8.640000,0.198367,-0.339396,0.494352,0.649916,0.198152,0.037419,0.095237,0.804873,0.217465,0.046851,0.100000,0.785398,-0.004563,-0.226785,-0.368465,-0.067483
8.650000,0.198061,-0.335905,0.492069,0.648501,0.198600,0.037449,0.095176,0.804666,0.217932,0.046674,0.100000,0.785398,-0.004830,-0.228302,-0.368402,-0.067150
8.660000,0.197727,-0.332438,0.489779,0.647107,0.199047,0.037474,0.095118,0.804447,0.218398,0.046492,0.100000,0.785398,-0.005093,-0.229725,-0.368306,-0.066865
8.670000,0.197365,-0.328989,0.487476,0.645744,0.199494,0.037493,0.095062,0.804231,0.218862,0.046306,0.100000,0.785398,-0.005400,-0.231881,-0.368493,-0.066834
8.680000,0.196976,-0.325555,0.485163,0.644408,0.199940,0.037506,0.095006,0.804016,0.219324,0.046115,0.100000,0.785398,-0.005667,-0.233836,-0.368616,-0.066742
