t,q1,q2,q3,q4,dq1,dq2,dq3,dq4,tau1,tau2,tau3,tau4
1.160000,0.000935,0.909874,0.601301,-1.608147,-0.000862,-0.000194,0.000148,-0.004406,0.000000,-0.024088,0.000000,0.000000
1.180000,0.000936,0.909874,0.601301,-1.608091,-0.000675,0.000284,-0.000050,-0.007144,0.000000,-0.026791,0.000000,0.000000
1.200000,0.000936,0.909874,0.601301,-1.608213,0.000340,-0.000054,-0.000034,-0.006452,0.000000,-0.029389,0.000000,0.000000
1.220000,0.000934,0.909873,0.601302,-1.608219,-0.002264,-0.000539,0.000480,0.007630,0.000000,-0.031871,0.000000,0.000000
1.240000,0.000934,0.909873,0.601302,-1.608249,-0.000012,-0.000008,-0.000114,-0.008143,0.000000,-0.034227,0.000000,0.000000
1.260000,0.000935,0.909873,0.601302,-1.608252,-0.001767,-0.000404,0.000342,0.011228,0.000000,-0.036448,0.000000,0.000000
1.280000,0.000936,0.909873,0.601302,-1.608276,0.001145,0.000206,-0.000133,-0.005553,0.000000,-0.038526,0.000000,0.000000
1.300000,0.000936,0.909873,0.601302,-1.608280,0.000396,-0.000038,-0.000042,-0.004534,0.000000,-0.040451,0.000000,0.000000
1.320000,0.000936,0.909873,0.601302,-1.608143,-0.000833,-0.000179,0.000125,-0.002998,0.000000,-0.042216,0.000000,0.000000
1.340000,0.000936,0.909873,0.601302,-1.608177,0.000271,-0.000057,0.000000,-0.003350,0.000000,-0.043815,0.000000,0.000000
1.360000,0.000936,0.909873,0.601302,-1.608257,-0.000897,-0.000198,0.000146,-0.004056,0.000000,-0.045241,0.000000,0.000000
1.380000,0.000936,0.909872,0.601302,-1.608258,-0.001310,-0.000270,0.000169,-0.006231,0.000000,-0.046489,0.000000,0.000000
1.400000,0.000937,0.909872,0.601302,-1.608274,0.000880,0.000145,-0.000074,-0.005790,0.000000,-0.047553,0.000000,0.000000
1.420000,0.000937,0.909872,0.601303,-1.608271,-0.000518,-0.000098,0.000052,-0.005456,0.000000,-0.048429,0.000000,0.000000
1.440000,0.000937,0.909872,0.601302,-1.608274,0.000858,0.000129,-0.000093,-0.005442,0.000000,-0.049114,0.000000,0.000000
1.460000,0.000936,0.909872,0.601303,-1.608275,-0.000826,-0.000162,0.000096,-0.004687,0.000000,-0.049606,0.000000,0.000000
1.480000,0.000937,0.909872,0.601302,-1.608149,0.000247,-0.000062,-0.000000,-0.003136,0.000000,-0.049901,0.000000,0.000000
1.500000,0.000937,0.909872,0.601302,-1.608222,-0.000873,-0.000189,0.000138,-0.003633,0.000000,-0.050000,0.000000,0.000000
1.520000,0.000935,0.909872,0.601303,-1.608252,-0.000315,-0.000097,-0.000051,-0.007185,0.000000,-0.049901,0.000000,0.000000
1.540000,0.000936,0.909872,0.601303,-1.608252,-0.001009,-0.000371,0.000134,0.009744,0.000000,-0.049606,0.000000,0.000000
1.560000,0.000938,0.909872,0.601303,-1.608272,0.000832,0.000128,-0.000094,-0.005694,0.000000,-0.049114,0.000000,0.000000
1.580000,0.000935,0.909872,0.601303,-1.608258,-0.002450,-0.000552,0.000440,0.012521,0.000000,-0.048429,0.000000,0.000000
1.600000,0.000938,0.909872,0.601302,-1.608152,0.000750,0.000091,-0.000051,-0.003599,0.000000,-0.047553,0.000000,0.000000
1.620000,0.000937,0.909872,0.601302,-1.608187,-0.000878,-0.000194,0.000139,-0.003273,0.000000,-0.046489,0.000000,0.000000
1.640000,0.000938,0.909873,0.601302,-1.608109,0.000884,0.000607,-0.000290,-0.006463,0.000000,-0.045241,0.000000,0.000000
1.660000,0.000938,0.909872,0.601302,-1.608155,0.000277,-0.000062,-0.000003,-0.004613,0.000000,-0.043815,0.000000,0.000000
1.680000,0.000938,0.909873,0.601302,-1.608238,0.000572,-0.000089,0.000003,-0.007823,0.000000,-0.042216,0.000000,0.000000
1.700000,0.000939,0.909873,0.601302,-1.608258,-0.000736,-0.000202,0.000067,-0.006795,0.000000,-0.040451,0.000000,0.000000
1.720000,0.000938,0.909873,0.601302,-1.608257,0.000368,-0.000118,0.000136,0.010643,0.000000,-0.038526,0.000000,0.000000
1.740000,0.000936,0.909872,0.601303,-1.608264,-0.000054,-0.000058,-0.000079,-0.006149,0.000000,-0.036448,0.000000,0.000000
1.760000,0.000937,0.909873,0.601302,-1.608271,0.000981,0.000082,-0.000095,-0.005587,0.000000,-0.034227,0.000000,0.000000
1.780000,0.000939,0.909873,0.601302,-1.608272,0.000333,-0.000178,0.000171,0.011820,0.000000,-0.031871,0.000000,0.000000
1.800000,0.000938,0.909873,0.601302,-1.608259,-0.001845,-0.000422,0.000352,0.012032,0.000000,-0.029389,0.000000,0.000000
1.820000,0.000939,0.909873,0.601302,-1.608279,0.001102,0.000195,-0.000116,-0.005410,0.000000,-0.026791,0.000000,0.000000
1.840000,0.000938,0.909873,0.601302,-1.608281,0.000423,-0.000033,-0.000034,-0.004412,0.000000,-0.024088,0.000000,0.000000
1.860000,0.000938,0.909874,0.601302,-1.608283,-0.000867,-0.000186,0.000118,-0.004044,0.000000,-0.021289,0.000000,0.000000
1.880000,0.000938,0.909874,0.601302,-1.608132,-0.000773,0.000285,-0.000082,-0.004560,0.000000,-0.018406,0.000000,0.000000
1.900000,0.000938,0.909874,0.601301,-1.608200,-0.000875,-0.000171,0.000125,-0.003297,0.000000,-0.015451,0.000000,0.000000
1.920000,0.000937,0.909874,0.601301,-1.608243,-0.002592,-0.000625,0.000515,0.010685,0.000000,-0.012434,0.000000,0.000000
1.940000,0.000939,0.909874,0.601301,-1.608264,-0.000981,-0.000130,0.000080,-0.006780,0.000000,-0.009369,0.000000,0.000000
1.960000,0.000940,0.909875,0.601301,-1.608277,0.001318,0.000236,-0.000132,-0.005741,0.000000,-0.006267,0.000000,0.000000
1.980000,0.000939,0.909875,0.601301,-1.608270,0.000899,0.000066,-0.000063,-0.006164,0.000000,-0.003140,0.000000,0.000000
2.000000,0.000940,0.909875,0.601301,-1.608279,0.001265,0.000223,-0.000129,-0.005645,0.000000,0.000000,0.000000,0.000000
2.020000,0.000939,0.909875,0.601301,-1.608261,-0.001926,-0.000464,0.000382,0.012239,0.000000,0.003140,0.000000,0.000000
2.040000,0.000939,0.909875,0.601301,-1.608280,-0.000826,-0.000180,0.000110,-0.004601,0.000000,0.006267,0.000000,0.000000
2.060000,0.000938,0.909875,0.601301,-1.608187,-0.001360,-0.000252,0.000183,-0.003012,0.000000,0.009369,0.000000,0.000000
2.080000,0.000939,0.909876,0.601300,-1.608256,0.000062,-0.000128,0.000083,0.007904,0.000000,0.012434,0.000000,0.000000
2.100000,0.000939,0.909876,0.601300,-1.608260,0.000638,0.000200,-0.000151,-0.007864,0.000000,0.015451,0.000000,0.000000
2.120000,0.000939,0.909876,0.601300,-1.608265,0.000022,0.000029,-0.000084,-0.007207,0.000000,0.018406,0.000000,0.000000
2.140000,0.000939,0.909876,0.601300,-1.608273,-0.000403,-0.000162,0.000155,0.010788,0.000000,0.021289,0.000000,0.000000
2.160000,0.000939,0.909876,0.601300,-1.608271,0.000079,0.000056,-0.000113,-0.006679,0.000000,0.024088,0.000000,0.000000
2.180000,0.000940,0.909877,0.601300,-1.608275,-0.000402,-0.000165,0.000153,0.011162,0.000000,0.026791,0.000000,0.000000
2.200000,0.000939,0.909877,0.601300,-1.608266,-0.002426,-0.000500,0.000414,0.012552,0.000000,0.029389,0.000000,0.000000
2.220000,0.000940,0.909877,0.601300,-1.608287,-0.001006,-0.000256,0.000167,-0.003951,0.000000,0.031871,0.000000,0.000000
2.240000,0.000941,0.909877,0.601299,-1.608151,0.001391,0.000215,-0.000122,-0.003726,0.000000,0.034227,0.000000,0.000000
2.260000,0.000941,0.909878,0.601299,-1.608219,0.000789,0.000016,-0.000047,-0.003832,0.000000,0.036448,0.000000,0.000000
2.280000,0.000941,0.909878,0.601299,-1.608260,0.000787,0.000013,-0.000047,-0.004331,0.000000,0.038526,0.000000,0.000000
2.300000,0.000942,0.909878,0.601299,-1.608276,0.001512,0.000279,-0.000168,-0.006430,0.000000,0.040451,0.000000,0.000000
2.320000,0.000939,0.909877,0.601300,-1.608268,0.000422,0.000011,-0.000158,-0.006376,0.000000,0.042216,0.000000,0.000000
2.340000,0.000942,0.909878,0.601299,-1.608284,0.001640,0.000317,-0.000191,-0.005770,0.000000,0.043815,0.000000,0.000000
2.360000,0.000939,0.909878,0.601299,-1.608273,0.000432,0.000050,-0.000151,-0.006261,0.000000,0.045241,0.000000,0.000000
2.380000,0.000941,0.909878,0.601299,-1.608286,0.000786,0.000028,-0.000053,-0.004927,0.000000,0.046489,0.000000,0.000000
2.400000,0.000942,0.909878,0.601299,-1.608137,-0.000606,0.000330,-0.000123,-0.004675,0.000000,0.047553,0.000000,0.000000
2.420000,0.000941,0.909878,0.601299,-1.608206,-0.000789,-0.000202,0.000144,-0.003245,0.000000,0.048429,0.000000,0.000000
2.440000,0.000941,0.909878,0.601299,-1.608245,0.000785,-0.000053,-0.000027,-0.004024,0.000000,0.049114,0.000000,0.000000
2.460000,0.000941,0.909878,0.601299,-1.608173,0.000788,-0.000055,-0.000032,-0.004618,0.000000,0.049606,0.000000,0.000000
2.480000,0.000942,0.909879,0.601298,-1.608224,-0.000776,-0.000197,0.000148,-0.004927,0.000000,0.049901,0.000000,0.000000
2.500000,0.000941,0.909879,0.601298,-1.608117,0.000719,-0.000130,-0.000009,-0.005465,0.000000,0.050000,0.000000,0.000000
2.520000,0.000940,0.909878,0.601298,-1.608226,-0.000463,-0.000377,0.000163,0.006805,0.000000,0.049901,0.000000,0.000000
2.540000,0.000940,0.909878,0.601298,-1.608226,-0.000463,-0.000377,0.000163,0.006805,0.000000,0.049606,0.000000,0.000000
2.560000,0.000945,0.909879,0.601298,-1.608236,0.002764,0.000490,-0.000119,0.007973,0.000000,0.049114,0.000000,0.000000
2.580000,0.000943,0.909879,0.601299,-1.608253,0.002121,0.000269,-0.000035,0.009342,0.000000,0.048429,0.000000,0.000000
2.600000,0.000943,0.909879,0.601299,-1.608253,0.002121,0.000269,-0.000035,0.009342,0.000000,0.047553,0.000000,0.000000
2.620000,0.000943,0.909879,0.601299,-1.608265,-0.000577,-0.000135,0.000074,-0.007187,0.000000,0.046489,0.000000,0.000000
2.640000,0.000941,0.909878,0.601299,-1.608277,-0.000590,-0.000114,0.000066,-0.005276,0.000000,0.045241,0.000000,0.000000
2.660000,0.000941,0.909878,0.601299,-1.608268,0.000208,0.000019,-0.000159,-0.006520,0.000000,0.043815,0.000000,0.000000
2.680000,0.000941,0.909878,0.601299,-1.608268,0.000208,0.000019,-0.000159,-0.006520,0.000000,0.042216,0.000000,0.000000
2.700000,0.000943,0.909878,0.601299,-1.608274,-0.000574,-0.000133,0.000080,-0.005846,0.000000,0.040451,0.000000,0.000000
2.720000,0.000941,0.909878,0.601299,-1.608271,0.000378,0.000044,-0.000117,-0.006730,0.000000,0.038526,0.000000,0.000000
2.740000,0.000942,0.909878,0.601299,-1.608278,-0.000418,-0.000194,0.000170,0.010648,0.000000,0.036448,0.000000,0.000000
2.760000,0.000942,0.909878,0.601299,-1.608147,0.000724,-0.000027,-0.000001,-0.003409,0.000000,0.034227,0.000000,0.000000
2.780000,0.000942,0.909878,0.601299,-1.608180,0.000792,0.000015,-0.000032,-0.003413,0.000000,0.031871,0.000000,0.000000
2.800000,0.000943,0.909877,0.601299,-1.608256,0.000780,0.000007,-0.000041,-0.004290,0.000000,0.029389,0.000000,0.000000
2.820000,0.000945,0.909878,0.601299,-1.608251,0.002804,0.000463,-0.000080,0.010217,0.000000,0.026791,0.000000,0.000000
2.840000,0.000943,0.909877,0.601300,-1.608266,0.001246,0.000150,-0.000136,-0.006717,0.000000,0.024088,0.000000,0.000000
2.860000,0.000944,0.909877,0.601300,-1.608269,0.000332,-0.000232,0.000197,0.011875,0.000000,0.021289,0.000000,0.000000
2.880000,0.000944,0.909877,0.601300,-1.608281,0.001580,0.000297,-0.000162,-0.005821,0.000000,0.018406,0.000000,0.000000
2.900000,0.000943,0.909876,0.601300,-1.608287,-0.000862,-0.000203,0.000132,-0.004007,0.000000,0.015451,0.000000,0.000000
2.920000,0.000943,0.909876,0.601300,-1.608275,0.000740,0.000206,-0.000177,-0.006889,0.000000,0.012434,0.000000,0.000000
2.940000,0.000942,0.909876,0.601301,-1.608291,-0.000867,-0.000174,0.000115,-0.003610,0.000000,0.009369,0.000000,0.000000
2.960000,0.000943,0.909876,0.601300,-1.608162,0.000599,-0.000016,-0.000028,-0.003219,0.000000,0.006267,0.000000,0.000000
2.980000,0.000943,0.909876,0.601301,-1.608196,-0.000889,-0.000186,0.000137,-0.003223,0.000000,0.003140,0.000000,0.000000
3.000000,0.000943,0.909876,0.601301,-1.608235,0.000602,-0.000027,-0.000023,-0.004007,0.000000,-0.000000,0.000000,0.000000
3.020000,0.000945,0.909876,0.601301,-1.608116,0.001199,0.000722,-0.000381,-0.006575,0.000000,-0.003140,0.000000,0.000000
3.040000,0.000942,0.909875,0.601301,-1.608210,-0.001335,-0.000235,0.000183,-0.004748,0.000000,-0.006267,0.000000,0.000000
3.060000,0.000943,0.909875,0.601301,-1.608242,-0.001505,-0.000328,0.000224,-0.007225,0.000000,-0.009369,0.000000,0.000000
3.080000,0.000945,0.909875,0.601301,-1.608260,-0.000492,-0.000108,0.000068,-0.007116,0.000000,-0.012434,0.000000,0.000000
3.100000,0.000944,0.909875,0.601301,-1.608261,0.000318,-0.000184,0.000172,0.010312,0.000000,-0.015451,0.000000,0.000000
3.120000,0.000942,0.909874,0.601302,-1.608268,0.000347,-0.000176,-0.000001,-0.005582,0.000000,-0.018406,0.000000,0.000000
3.140000,0.000944,0.909874,0.601302,-1.608280,0.001146,0.000206,-0.000124,-0.005562,0.000000,-0.021289,0.000000,0.000000
3.160000,0.000943,0.909874,0.601302,-1.608263,-0.002743,-0.000651,0.000508,0.013142,0.000000,-0.024088,0.000000,0.000000
3.180000,0.000944,0.909874,0.601302,-1.608176,0.000350,-0.000045,-0.000008,-0.003318,0.000000,-0.026791,0.000000,0.000000
3.200000,0.000944,0.909874,0.601302,-1.608212,0.000360,-0.000046,-0.000007,-0.003744,0.000000,-0.029389,0.000000,0.000000
3.220000,0.000944,0.909873,0.601302,-1.608252,0.000444,-0.000079,0.000124,0.009903,0.000000,-0.031871,0.000000,0.000000
3.240000,0.000945,0.909873,0.601302,-1.608259,0.000398,-0.000100,0.000125,0.009993,0.000000,-0.034227,0.000000,0.000000
3.260000,0.000943,0.909873,0.601303,-1.608267,0.000314,-0.000195,0.000013,-0.005547,0.000000,-0.036448,0.000000,0.000000
3.280000,0.000945,0.909873,0.601303,-1.608136,0.000852,0.000076,-0.000057,-0.003754,0.000000,-0.038526,0.000000,0.000000
3.300000,0.000944,0.909873,0.601303,-1.608170,0.000279,-0.000054,-0.000006,-0.003335,0.000000,-0.040451,0.000000,0.000000
3.320000,0.000944,0.909873,0.601303,-1.608249,0.000273,-0.000063,-0.000003,-0.004260,0.000000,-0.042216,0.000000,0.000000
3.340000,0.000945,0.909873,0.601303,-1.608132,0.000385,-0.000018,-0.000037,-0.004574,0.000000,-0.043815,0.000000,0.000000
3.360000,0.000945,0.909873,0.601302,-1.608234,0.000774,0.000092,-0.000062,-0.005869,0.000000,-0.045241,0.000000,0.000000
3.380000,0.000943,0.909872,0.601303,-1.608239,-0.002596,-0.000612,0.000503,0.010608,0.000000,-0.046489,0.000000,0.000000
3.400000,0.000944,0.909872,0.601303,-1.608261,-0.000816,-0.000104,0.000044,-0.006814,0.000000,-0.047553,0.000000,0.000000
3.420000,0.000945,0.909872,0.601303,-1.608276,0.000868,0.000153,-0.000076,-0.005580,0.000000,-0.048429,0.000000,0.000000
3.440000,0.000944,0.909872,0.601303,-1.608269,0.000766,0.000024,-0.000034,-0.006054,0.000000,-0.049114,0.000000,0.000000
3.460000,0.000946,0.909872,0.601303,-1.608274,0.000841,0.000131,-0.000096,-0.005399,0.000000,-0.049606,0.000000,0.000000
3.480000,0.000945,0.909872,0.601303,-1.608159,-0.000863,-0.000190,0.000134,-0.002916,0.000000,-0.049901,0.000000,0.000000
3.500000,0.000945,0.909872,0.601303,-1.608194,0.000263,-0.000060,0.000005,-0.003521,0.000000,-0.050000,0.000000,0.000000
3.520000,0.000945,0.909872,0.601303,-1.608115,-0.000880,-0.000181,0.000122,-0.004275,0.000000,-0.049901,0.000000,0.000000
3.540000,0.000945,0.909872,0.601303,-1.608212,-0.000880,-0.000190,0.000145,-0.004947,0.000000,-0.049606,0.000000,0.000000
3.560000,0.000943,0.909872,0.601303,-1.608229,-0.002446,-0.000591,0.000531,0.009304,0.000000,-0.049114,0.000000,0.000000
3.580000,0.000944,0.909872,0.601304,-1.608246,-0.002749,-0.000657,0.000523,0.011590,0.000000,-0.048429,0.000000,0.000000
3.600000,0.000945,0.909872,0.601303,-1.608263,-0.000923,-0.000111,0.000067,-0.006436,0.000000,-0.047553,0.000000,0.000000
3.620000,0.000945,0.909872,0.601303,-1.608273,0.000936,0.000153,-0.000078,-0.005998,0.000000,-0.046489,0.000000,0.000000
3.640000,0.000943,0.909872,0.601304,-1.608261,-0.002430,-0.000540,0.000431,0.012351,0.000000,-0.045241,0.000000,0.000000
3.660000,0.000945,0.909872,0.601303,-1.608271,0.000725,0.000032,-0.000057,-0.005785,0.000000,-0.043815,0.000000,0.000000
3.680000,0.000946,0.909873,0.601303,-1.608157,0.000761,0.000099,-0.000054,-0.003511,0.000000,-0.042216,0.000000,0.000000
3.700000,0.000945,0.909872,0.601303,-1.608192,-0.000894,-0.000205,0.000147,-0.003191,0.000000,-0.040451,0.000000,0.000000
3.720000,0.000946,0.909873,0.601303,-1.608231,0.000270,-0.000054,-0.000002,-0.003944,0.000000,-0.038526,0.000000,0.000000
3.740000,0.000946,0.909873,0.601303,-1.608248,-0.000337,-0.000032,0.000009,-0.007395,0.000000,-0.036448,0.000000,0.000000
3.760000,0.000946,0.909873,0.601303,-1.608267,0.001149,0.000203,-0.000127,-0.006537,0.000000,-0.034227,0.000000,0.000000
3.780000,0.000946,0.909873,0.601303,-1.608268,0.000816,0.000037,-0.000044,-0.006343,0.000000,-0.031871,0.000000,0.000000
3.800000,0.000946,0.909873,0.601303,-1.608276,-0.000758,-0.000139,0.000080,-0.004882,0.000000,-0.029389,0.000000,0.000000
3.820000,0.000946,0.909873,0.601303,-1.608259,-0.001894,-0.000448,0.000373,0.012391,0.000000,-0.026791,0.000000,0.000000
3.840000,0.000946,0.909874,0.601302,-1.608175,0.000342,-0.000043,-0.000008,-0.003364,0.000000,-0.024088,0.000000,0.000000
3.860000,0.000946,0.909874,0.601302,-1.608212,0.000501,-0.000053,0.000002,-0.003797,0.000000,-0.021289,0.000000,0.000000
3.880000,0.000947,0.909874,0.601302,-1.608254,-0.000403,-0.000084,0.000038,-0.007528,0.000000,-0.018406,0.000000,0.000000
3.900000,0.000946,0.909874,0.601302,-1.608277,-0.000820,-0.000165,0.000098,-0.005093,0.000000,-0.015451,0.000000,0.000000
3.920000,0.000945,0.909874,0.601302,-1.608268,0.000345,-0.000178,0.000003,-0.005620,0.000000,-0.012434,0.000000,0.000000
3.940000,0.000947,0.909874,0.601302,-1.608281,0.000459,-0.000022,-0.000036,-0.004650,0.000000,-0.009369,0.000000,0.000000
3.960000,0.000947,0.909875,0.601302,-1.608285,-0.000922,-0.000211,0.000136,-0.004089,0.000000,-0.006267,0.000000,0.000000
3.980000,0.000946,0.909874,0.601302,-1.608270,-0.000012,0.000029,-0.000102,-0.006414,0.000000,-0.003140,0.000000,0.000000
4.000000,0.000947,0.909875,0.601301,-1.608138,-0.000888,-0.000195,0.000126,-0.003096,0.000000,0.000000,0.000000,0.000000
