t,q1,q2,q3,q4,dq1,dq2,dq3,dq4,q1_des,q2_des,q3_des,q4_des,dq1_des,dq2_des,dq3_des,dq4_des,tau1,tau2,tau3,tau4
0.420000,0.267064,0.055646,0.436293,-0.090868,0.683397,-1.028609,-0.430644,2.837393,0.320254,-0.296120,0.096120,1.500000,0.717138,0.456544,-0.456544,0.000000,0.064903,-0.447684,-0.303651,0.240109
0.430000,0.273886,0.045611,0.431890,-0.062494,0.681239,-0.985264,-0.445034,2.834462,0.327410,-0.291565,0.091565,1.500000,0.713900,0.454483,-0.454483,0.000000,0.064756,-0.445384,-0.309955,0.230543
0.440000,0.280687,0.036016,0.427434,-0.034466,0.679072,-0.941273,-0.447928,2.799628,0.334532,-0.287030,0.087030,1.500000,0.710590,0.452376,-0.452376,0.000000,0.064570,-0.443502,-0.316335,0.222888
0.450000,0.287466,0.026867,0.423011,-0.007275,0.676877,-0.897125,-0.446701,2.714744,0.341621,-0.282517,0.082517,1.500000,0.707210,0.450224,-0.450224,0.000000,0.064385,-0.437261,-0.317926,0.220280
0.460000,0.294222,0.018143,0.418546,0.019241,0.674580,-0.855631,-0.452662,2.647438,0.348676,-0.278026,0.078026,1.500000,0.703758,0.448026,-0.448026,0.000000,0.064217,-0.430506,-0.318692,0.217138
0.470000,0.300955,0.009815,0.413974,0.045452,0.672194,-0.816580,-0.462121,2.617534,0.355696,-0.273557,0.073557,1.500000,0.700236,0.445784,-0.445784,0.000000,0.064039,-0.426937,-0.322406,0.210703
0.480000,0.307664,0.001873,0.409340,0.071304,0.669767,-0.778221,-0.466763,2.581641,0.362681,-0.269110,0.069110,1.500000,0.696644,0.443497,-0.443497,0.000000,0.063839,-0.424361,-0.326832,0.204413
0.490000,0.314348,-0.005688,0.404700,0.096557,0.667294,-0.740527,-0.468086,2.521401,0.369629,-0.264687,0.064687,1.500000,0.692983,0.441166,-0.441166,0.000000,0.063634,-0.419992,-0.329152,0.200528
0.500000,0.321007,-0.012881,0.400029,0.121236,0.664745,-0.704457,-0.472018,2.463856,0.376540,-0.260287,0.060287,1.500000,0.689252,0.438791,-0.438791,0.000000,0.063432,-0.414985,-0.330553,0.196993
0.510000,0.327640,-0.019725,0.395292,0.145518,0.662122,-0.669998,-0.478271,2.424463,0.383414,-0.255911,0.055911,1.500000,0.685452,0.436372,-0.436372,0.000000,0.063222,-0.411362,-0.333086,0.192040
0.520000,0.334246,-0.026231,0.390502,0.169423,0.659446,-0.636529,-0.482727,2.386839,0.390249,-0.251560,0.051560,1.500000,0.681584,0.433910,-0.433910,0.000000,0.062998,-0.408579,-0.336205,0.186837
0.530000,0.340826,-0.032407,0.385689,0.192848,0.656717,-0.603988,-0.485061,2.338629,0.397045,-0.247233,0.047233,1.500000,0.677647,0.431404,-0.431404,0.000000,0.062765,-0.405188,-0.338463,0.182710
0.540000,0.347378,-0.038266,0.380851,0.215780,0.653921,-0.572678,-0.488053,2.289326,0.403801,-0.242932,0.042932,1.500000,0.673643,0.428854,-0.428854,0.000000,0.062530,-0.401377,-0.340055,0.179030
0.550000,0.353901,-0.043819,0.375969,0.238301,0.651058,-0.542572,-0.492276,2.248333,0.410518,-0.238656,0.038656,1.500000,0.669571,0.426262,-0.426262,0.000000,0.062287,-0.398147,-0.341992,0.174825
0.560000,0.360396,-0.049077,0.371046,0.260442,0.648138,-0.513440,-0.495900,2.210394,0.417193,-0.234407,0.034407,1.500000,0.665433,0.423628,-0.423628,0.000000,0.062032,-0.395487,-0.344271,0.170396
0.570000,0.366860,-0.054049,0.366098,0.282165,0.645160,-0.485252,-0.498301,2.168526,0.423826,-0.230184,0.030184,1.500000,0.661227,0.420950,-0.420950,0.000000,0.061769,-0.392711,-0.346213,0.166430
0.580000,0.373295,-0.058746,0.361128,0.303456,0.642120,-0.458094,-0.500653,2.125369,0.430417,-0.225988,0.025988,1.500000,0.656956,0.418231,-0.418231,0.000000,0.061500,-0.389735,-0.347741,0.162807
0.590000,0.379699,-0.063177,0.356129,0.324353,0.639015,-0.431927,-0.503531,2.085914,0.436965,-0.221819,0.021819,1.500000,0.652619,0.415470,-0.415470,0.000000,0.061223,-0.387008,-0.349307,0.159048
0.600000,0.386072,-0.067352,0.351100,0.344879,0.635851,-0.406648,-0.506209,2.048989,0.443469,-0.217679,0.017679,1.500000,0.648217,0.412668,-0.412668,0.000000,0.060936,-0.384640,-0.351028,0.155167
0.610000,0.392413,-0.071280,0.346050,0.365026,0.632627,-0.382239,-0.508204,2.011065,0.449929,-0.213566,0.013566,1.500000,0.643750,0.409824,-0.409824,0.000000,0.060640,-0.382335,-0.352616,0.151488
0.620000,0.398721,-0.074969,0.340982,0.384787,0.629341,-0.358724,-0.509951,1.972459,0.456344,-0.209482,0.009482,1.500000,0.639219,0.406939,-0.406939,0.000000,0.060337,-0.379974,-0.353959,0.148039
0.630000,0.404995,-0.078428,0.335895,0.404179,0.625993,-0.336063,-0.511839,1.935561,0.462713,-0.205428,0.005428,1.500000,0.634623,0.404014,-0.404014,0.000000,0.060025,-0.377738,-0.355242,0.144603
0.640000,0.411236,-0.081665,0.330788,0.423219,0.622583,-0.314197,-0.513626,1.900447,0.469036,-0.201402,0.001402,1.500000,0.629965,0.401048,-0.401048,0.000000,0.059705,-0.375728,-0.356569,0.141130
0.650000,0.417443,-0.084689,0.325666,0.441909,0.619113,-0.293111,-0.515015,1.865492,0.475312,-0.197407,-0.002593,1.500000,0.625243,0.398042,-0.398042,0.000000,0.059376,-0.373828,-0.357833,0.137757
0.660000,0.423614,-0.087506,0.320533,0.460248,0.615581,-0.272806,-0.516141,1.830411,0.481541,-0.193442,-0.006558,1.500000,0.620458,0.394996,-0.394996,0.000000,0.059038,-0.371950,-0.358951,0.134534
0.670000,0.429750,-0.090125,0.315388,0.478246,0.611987,-0.253251,-0.517223,1.796242,0.487721,-0.189507,-0.010493,1.500000,0.615612,0.391911,-0.391911,0.000000,0.058693,-0.370156,-0.359990,0.131371
0.680000,0.435849,-0.092552,0.310231,0.495913,0.608330,-0.234406,-0.518207,1.763298,0.493853,-0.185603,-0.014397,1.500000,0.610704,0.388786,-0.388786,0.000000,0.058338,-0.368512,-0.361019,0.128222
0.690000,0.441912,-0.094795,0.305067,0.513255,0.604612,-0.216253,-0.518937,1.730896,0.499935,-0.181731,-0.018269,1.500000,0.605735,0.385623,-0.385623,0.000000,0.057975,-0.366977,-0.362004,0.125136
0.700000,0.447937,-0.096861,0.299896,0.530276,0.600832,-0.198787,-0.519434,1.698715,0.505967,-0.177891,-0.022109,1.500000,0.600706,0.382421,-0.382421,0.000000,0.057604,-0.365500,-0.362899,0.122152
0.710000,0.453924,-0.098756,0.294721,0.546980,0.596990,-0.181983,-0.519814,1.667154,0.511949,-0.174083,-0.025917,1.500000,0.595616,0.379181,-0.379181,0.000000,0.057224,-0.364094,-0.363721,0.119237
0.720000,0.459872,-0.100487,0.289543,0.563378,0.593085,-0.165811,-0.520081,1.636468,0.517880,-0.170308,-0.029692,1.500000,0.590467,0.375903,-0.375903,0.000000,0.056836,-0.362795,-0.364509,0.116360
0.730000,0.465780,-0.102060,0.284362,0.579474,0.589118,-0.150254,-0.520161,1.606404,0.523758,-0.166565,-0.033435,1.500000,0.585259,0.372587,-0.372587,0.000000,0.056439,-0.361593,-0.365260,0.113535
0.740000,0.471649,-0.103481,0.279182,0.595273,0.585089,-0.135301,-0.520047,1.576734,0.529584,-0.162856,-0.037144,1.500000,0.579992,0.369234,-0.369234,0.000000,0.056034,-0.360458,-0.365948,0.110784
0.750000,0.477477,-0.104756,0.274004,0.610779,0.580997,-0.120935,-0.519792,1.547583,0.535358,-0.159181,-0.040819,1.500000,0.574667,0.365844,-0.365844,0.000000,0.055621,-0.359391,-0.366576,0.108099
0.760000,0.483263,-0.105891,0.268828,0.626001,0.576843,-0.107132,-0.519415,1.519107,0.541078,-0.155539,-0.044461,1.500000,0.569285,0.362418,-0.362418,0.000000,0.055199,-0.358406,-0.367164,0.105460
0.770000,0.489008,-0.106890,0.263657,0.640943,0.572626,-0.093875,-0.518886,1.491226,0.546743,-0.151932,-0.048068,1.500000,0.563846,0.358955,-0.358955,0.000000,0.054769,-0.357504,-0.367716,0.102870
0.780000,0.494710,-0.107761,0.258492,0.655611,0.568347,-0.081152,-0.518193,1.463807,0.552354,-0.148360,-0.051640,1.500000,0.558350,0.355457,-0.355457,0.000000,0.054331,-0.356670,-0.368221,0.100340
0.790000,0.500369,-0.108507,0.253335,0.670009,0.564006,-0.068948,-0.517360,1.436868,0.557910,-0.144823,-0.055177,1.500000,0.552799,0.351923,-0.351923,0.000000,0.053885,-0.355897,-0.368677,0.097867
0.800000,0.505984,-0.109134,0.248186,0.684142,0.559603,-0.057245,-0.516403,1.410490,0.563410,-0.141322,-0.058678,1.500000,0.547192,0.348353,-0.348353,0.000000,0.053431,-0.355193,-0.369095,0.095444
0.810000,0.511555,-0.109647,0.243047,0.698017,0.555137,-0.046028,-0.515314,1.384656,0.568854,-0.137856,-0.062144,1.500000,0.541531,0.344749,-0.344749,0.000000,0.052968,-0.354559,-0.369478,0.093066
0.820000,0.517081,-0.110051,0.237920,0.711637,0.550609,-0.035284,-0.514084,1.359294,0.574241,-0.134427,-0.065573,1.500000,0.535815,0.341111,-0.341111,0.000000,0.052497,-0.353987,-0.369824,0.090739
0.830000,0.522561,-0.110350,0.232806,0.725008,0.546019,-0.025000,-0.512724,1.334390,0.579570,-0.131034,-0.068966,1.500000,0.530046,0.337438,-0.337438,0.000000,0.052019,-0.353472,-0.370129,0.088464
0.840000,0.527995,-0.110548,0.227706,0.738134,0.541367,-0.015162,-0.511245,1.309978,0.584841,-0.127678,-0.072322,1.500000,0.524224,0.333731,-0.333731,0.000000,0.051532,-0.353015,-0.370400,0.086235
0.850000,0.533382,-0.110651,0.222621,0.751021,0.536654,-0.005756,-0.509647,1.286058,0.590054,-0.124360,-0.075640,1.500000,0.518350,0.329992,-0.329992,0.000000,0.051038,-0.352618,-0.370639,0.084051
0.860000,0.538721,-0.110663,0.217553,0.763672,0.531879,0.003230,-0.507926,1.262594,0.595208,-0.121079,-0.078921,1.500000,0.512423,0.326219,-0.326219,0.000000,0.050536,-0.352276,-0.370847,0.081912
0.870000,0.544013,-0.110586,0.212502,0.776093,0.527042,0.011808,-0.506087,1.239566,0.600303,-0.117836,-0.082164,1.500000,0.506446,0.322413,-0.322413,0.000000,0.050026,-0.351985,-0.371022,0.079818
0.880000,0.549255,-0.110427,0.207470,0.788287,0.522144,0.019989,-0.504137,1.216985,0.605337,-0.114631,-0.085369,1.500000,0.500417,0.318576,-0.318576,0.000000,0.049508,-0.351744,-0.371166,0.077769
0.890000,0.554449,-0.110188,0.202458,0.800259,0.517185,0.027786,-0.502080,1.194851,0.610311,-0.111464,-0.088536,1.500000,0.494339,0.314706,-0.314706,0.000000,0.048983,-0.351554,-0.371282,0.075760
0.900000,0.559592,-0.109873,0.197467,0.812014,0.512166,0.035209,-0.499915,1.173147,0.615224,-0.108337,-0.091663,1.500000,0.488211,0.310805,-0.310805,0.000000,0.048450,-0.351411,-0.371371,0.073793
0.910000,0.564685,-0.109485,0.192498,0.823555,0.507086,0.042269,-0.497644,1.151855,0.620075,-0.105248,-0.094752,1.500000,0.482035,0.306873,-0.306873,0.000000,0.047910,-0.351314,-0.371432,0.071867
0.920000,0.569726,-0.109030,0.187553,0.834887,0.501946,0.048977,-0.495272,1.130973,0.624864,-0.102199,-0.097801,1.500000,0.475810,0.302910,-0.302910,0.000000,0.047363,-0.351261,-0.371467,0.069982
0.930000,0.574716,-0.108509,0.182631,0.846014,0.496746,0.055343,-0.492803,1.110503,0.629591,-0.099190,-0.100810,1.500000,0.469538,0.298917,-0.298917,0.000000,0.046808,-0.351250,-0.371478,0.068135
0.940000,0.579654,-0.107926,0.177734,0.856940,0.491486,0.061376,-0.490237,1.090432,0.634255,-0.096221,-0.103779,1.500000,0.463218,0.294894,-0.294894,0.000000,0.046245,-0.351281,-0.371464,0.066326
0.950000,0.584538,-0.107285,0.172864,0.867668,0.486167,0.067087,-0.487578,1.070748,0.638855,-0.093292,-0.106708,1.500000,0.456853,0.290842,-0.290842,0.000000,0.045676,-0.351350,-0.371428,0.064555
0.960000,0.589370,-0.106589,0.168020,0.878203,0.480790,0.072483,-0.484827,1.051445,0.643392,-0.090404,-0.109596,1.500000,0.450442,0.286760,-0.286760,0.000000,0.045100,-0.351457,-0.371369,0.062820
0.970000,0.594147,-0.105841,0.163204,0.888548,0.475354,0.077575,-0.481990,1.032521,0.647864,-0.087557,-0.112443,1.500000,0.443985,0.282650,-0.282650,0.000000,0.044516,-0.351600,-0.371288,0.061121
0.980000,0.598869,-0.105043,0.158417,0.898707,0.469860,0.082372,-0.479067,1.013967,0.652271,-0.084751,-0.115249,1.500000,0.437484,0.278511,-0.278511,0.000000,0.043926,-0.351778,-0.371188,0.059457
0.990000,0.603536,-0.104199,0.153659,0.908683,0.464308,0.086880,-0.476060,0.995775,0.656613,-0.081987,-0.118013,1.500000,0.430940,0.274345,-0.274345,0.000000,0.043329,-0.351990,-0.371067,0.057828
1.000000,0.608147,-0.103311,0.148932,0.918481,0.458700,0.091110,-0.472972,0.977937,0.660890,-0.079265,-0.120735,1.500000,0.424352,0.270151,-0.270151,0.000000,0.042725,-0.352233,-0.370927,0.056232
1.010000,0.612702,-0.102383,0.144236,0.928103,0.453034,0.095068,-0.469806,0.960448,0.665100,-0.076584,-0.123416,1.500000,0.417722,0.265930,-0.265930,0.000000,0.042115,-0.352506,-0.370768,0.054669
1.020000,0.617199,-0.101417,0.139571,0.937553,0.447313,0.098763,-0.466564,0.943303,0.669244,-0.073946,-0.126054,1.500000,0.411051,0.261683,-0.261683,0.000000,0.041498,-0.352809,-0.370592,0.053139
1.030000,0.621640,-0.100415,0.134940,0.946835,0.441535,0.102202,-0.463248,0.926494,0.673321,-0.071351,-0.128649,1.500000,0.404338,0.257409,-0.257409,0.000000,0.040875,-0.353139,-0.370399,0.051640
1.040000,0.626022,-0.099380,0.130342,0.955952,0.435703,0.105391,-0.459859,0.910014,0.677331,-0.068798,-0.131202,1.500000,0.397584,0.253110,-0.253110,0.000000,0.040245,-0.353496,-0.370190,0.050172
1.050000,0.630345,-0.098315,0.125778,0.964906,0.429816,0.108340,-0.456401,0.893858,0.681273,-0.066288,-0.133712,1.500000,0.390791,0.248786,-0.248786,0.000000,0.039610,-0.353877,-0.369964,0.048735
1.060000,0.634609,-0.097221,0.121249,0.973702,0.423875,0.111053,-0.452876,0.878021,0.685146,-0.063822,-0.136178,1.500000,0.383959,0.244436,-0.244436,0.000000,0.038968,-0.354283,-0.369724,0.047327
1.070000,0.638814,-0.096102,0.116755,0.982342,0.417880,0.113539,-0.449285,0.862495,0.688952,-0.061400,-0.138600,1.500000,0.377089,0.240062,-0.240062,0.000000,0.038320,-0.354712,-0.369468,0.045948
1.080000,0.642958,-0.094959,0.112297,0.990829,0.411833,0.115803,-0.445630,0.847275,0.692688,-0.059021,-0.140979,1.500000,0.370180,0.235664,-0.235664,0.000000,0.037666,-0.355162,-0.369199,0.044598
1.090000,0.647042,-0.093795,0.107876,0.999167,0.405734,0.117852,-0.441914,0.832356,0.696355,-0.056687,-0.143313,1.500000,0.363235,0.231243,-0.231243,0.000000,0.037007,-0.355632,-0.368916,0.043276
1.100000,0.651064,-0.092611,0.103493,1.007358,0.399583,0.119691,-0.438138,0.817731,0.699953,-0.054396,-0.145604,1.500000,0.356254,0.226798,-0.226798,0.000000,0.036342,-0.356122,-0.368620,0.041981
1.110000,0.655025,-0.091410,0.099147,1.015405,0.393381,0.121327,-0.434304,0.803395,0.703480,-0.052151,-0.147849,1.500000,0.349236,0.222331,-0.222331,0.000000,0.035671,-0.356630,-0.368312,0.040713
1.120000,0.658923,-0.090194,0.094840,1.023312,0.387128,0.122766,-0.430413,0.789343,0.706937,-0.049950,-0.150050,1.500000,0.342184,0.217841,-0.217841,0.000000,0.034995,-0.357154,-0.367991,0.039471
1.130000,0.662758,-0.088964,0.090572,1.031080,0.380827,0.124013,-0.426469,0.775569,0.710324,-0.047794,-0.152206,1.500000,0.335098,0.213330,-0.213330,0.000000,0.034314,-0.357695,-0.367659,0.038255
1.140000,0.666530,-0.087723,0.086343,1.038713,0.374476,0.125074,-0.422471,0.762069,0.713639,-0.045683,-0.154317,1.500000,0.327978,0.208797,-0.208797,0.000000,0.033628,-0.358251,-0.367315,0.037064
1.150000,0.670238,-0.086473,0.082155,1.046213,0.368077,0.125954,-0.418423,0.748836,0.716883,-0.043618,-0.156382,1.500000,0.320825,0.204244,-0.204244,0.000000,0.032937,-0.358820,-0.366961,0.035898
1.160000,0.673882,-0.085214,0.078007,1.053583,0.361631,0.126658,-0.414324,0.735866,0.720055,-0.041598,-0.158402,1.500000,0.313641,0.199670,-0.199670,0.000000,0.032240,-0.359403,-0.366596,0.034756
1.170000,0.677461,-0.083950,0.073901,1.060825,0.355138,0.127191,-0.410178,0.723154,0.723156,-0.039625,-0.160375,1.500000,0.306424,0.195076,-0.195076,0.000000,0.031539,-0.359997,-0.366221,0.033637
1.180000,0.680975,-0.082681,0.069836,1.067943,0.348599,0.127558,-0.405986,0.710695,0.726184,-0.037697,-0.162303,1.500000,0.299178,0.190462,-0.190462,0.000000,0.030833,-0.360602,-0.365837,0.032542
1.190000,0.684424,-0.081409,0.065813,1.074938,0.342015,0.127764,-0.401749,0.698484,0.729139,-0.035816,-0.164184,1.500000,0.291901,0.185830,-0.185830,0.000000,0.030123,-0.361218,-0.365444,0.031470
1.200000,0.687806,-0.080136,0.061832,1.081813,0.335387,0.127814,-0.397468,0.686516,0.732022,-0.033980,-0.166020,1.500000,0.284595,0.181179,-0.181179,0.000000,0.029409,-0.361842,-0.365041,0.030420
1.210000,0.691122,-0.078864,0.057895,1.088571,0.328716,0.127711,-0.393145,0.674787,0.734831,-0.032192,-0.167808,1.500000,0.277261,0.176510,-0.176510,0.000000,0.028690,-0.362475,-0.364630,0.029391
1.220000,0.694371,-0.077593,0.054000,1.095213,0.322001,0.127460,-0.388782,0.663292,0.737567,-0.030450,-0.169550,1.500000,0.269899,0.171823,-0.171823,0.000000,0.027967,-0.363115,-0.364211,0.028384
