t,q1,q2,q3,q4,dq1,dq2,dq3,dq4,q1_des,q2_des,q3_des,q4_des,dq1_des,dq2_des,dq3_des,dq4_des,tau1,tau2,tau3,tau4
0.000000,-0.356794,-1.500185,-1.500006,0.158641,-0.145997,-0.000001,-0.000000,-0.779711,0.000000,-0.500000,0.300000,1.500000,0.785398,0.500000,-0.500000,0.000000,1.410739,9.420483,6.203460,2.715946
0.010000,-0.358254,-1.500185,-1.500006,0.150841,-0.146016,-0.000002,-0.000000,-0.780174,0.007854,-0.495000,0.295000,1.500000,0.785359,0.499975,-0.499975,0.000000,1.434917,9.433489,6.210521,2.720513
0.020000,-0.356998,-1.500303,-1.498502,0.182761,0.322783,0.056459,-0.469159,6.766272,0.015707,-0.490001,0.290001,1.500000,0.785241,0.499900,-0.499900,0.000000,1.206364,8.501174,5.374553,1.938770
0.030000,-0.351116,-1.500082,-1.488863,0.212067,0.784279,0.110603,0.182463,6.939403,0.023558,-0.485002,0.285002,1.500000,0.785045,0.499775,-0.499775,0.000000,0.965504,8.139437,5.094796,1.809666
0.040000,-0.340746,-1.500280,-1.472045,0.242602,1.224747,0.226852,0.537581,7.009942,0.031408,-0.480005,0.280005,1.500000,0.784770,0.499600,-0.499600,0.000000,0.720538,7.853371,4.883736,1.714694
0.050000,-0.326160,-1.500070,-1.450873,0.273587,1.634280,0.273386,0.921972,7.110941,0.039254,-0.475010,0.275010,1.500000,0.784417,0.499375,-0.499375,0.000000,0.478198,7.590121,4.679826,1.619196
0.060000,-0.308234,-1.499580,-1.427018,0.307673,1.919649,0.985907,-0.866689,10.505490,0.047096,-0.470018,0.270018,1.500000,0.783985,0.499100,-0.499100,0.000000,0.288796,7.238075,4.461041,1.339823
0.070000,-0.288226,-1.499615,-1.401845,0.343121,2.073212,0.936908,-0.755359,10.482196,0.054933,-0.465029,0.265029,1.500000,0.783475,0.498776,-0.498776,0.000000,0.169283,7.152980,4.384431,1.298942
0.080000,-0.267215,-1.499736,-1.375735,0.376193,2.123856,0.316821,1.274960,7.070914,0.062765,-0.460043,0.260043,1.500000,0.782886,0.498401,-0.498401,0.000000,0.104240,7.192695,4.367440,1.466199
0.090000,-0.245987,-1.499631,-1.350930,0.414115,2.128101,0.860063,-0.573518,10.378843,0.070590,-0.455061,0.255061,1.500000,0.782219,0.497976,-0.497976,0.000000,0.060154,6.978469,4.235151,1.221893
0.100000,-0.224937,-1.499684,-1.325404,0.449780,2.094454,0.886918,-0.593271,10.268949,0.078409,-0.450083,0.250083,1.500000,0.781474,0.497502,-0.497502,0.000000,0.039055,6.892664,4.173206,1.192653
