t,q1,q2,q3,q4,x,y,z,q3_out,x_des,y_des,z_des,q3_des,tau1,tau2,tau3,tau4
6.150000,-0.117177,0.883838,0.765295,-1.700005,0.240741,-0.026927,0.021907,0.765295,0.174620,-0.015996,0.100000,0.788504,0.010304,-0.195871,-0.056739,-0.333288
6.160000,-0.116366,0.884433,0.764250,-1.700501,0.240849,-0.026751,0.021954,0.764250,0.174462,-0.015742,0.100000,0.787182,0.010120,-0.199179,-0.047467,-0.331113
6.170000,-0.115541,0.884498,0.763496,-1.700051,0.240958,-0.026572,0.021970,0.763496,0.174306,-0.015486,0.100000,0.785881,0.010232,-0.199690,-0.051982,-0.330716
6.180000,-0.114707,0.884667,0.762883,-1.700003,0.241043,-0.026389,0.021996,0.762883,0.174152,-0.015228,0.100000,0.784601,0.010363,-0.196045,-0.053835,-0.332002
6.190000,-0.113876,0.885120,0.761879,-1.700321,0.241155,-0.026209,0.022049,0.761879,0.174001,-0.014969,0.100000,0.783343,0.010882,-0.198972,-0.049837,-0.331765
6.200000,-0.113027,0.885356,0.760947,-1.700032,0.241274,-0.026025,0.022066,0.760947,0.173853,-0.014708,0.100000,0.782106,0.010877,-0.209212,-0.053007,-0.330916
6.210000,-0.112177,0.885562,0.760286,-1.700001,0.241362,-0.025838,0.022092,0.760286,0.173707,-0.014446,0.100000,0.780891,0.010618,-0.201958,-0.052901,-0.331294
6.220000,-0.111309,0.885957,0.759252,-1.700204,0.241482,-0.025649,0.022147,0.759252,0.173564,-0.014182,0.100000,0.779698,0.010598,-0.198777,-0.053410,-0.333301
6.230000,-0.110439,0.886184,0.758484,-1.700019,0.241582,-0.025458,0.022161,0.758484,0.173423,-0.013917,0.100000,0.778528,0.011601,-0.199308,-0.053093,-0.331802
6.240000,-0.109563,0.886423,0.757741,-1.699999,0.241678,-0.025265,0.022190,0.757741,0.173285,-0.013650,0.100000,0.777379,0.011775,-0.196288,-0.054585,-0.332851
6.250000,-0.108670,0.886866,0.756626,-1.700163,0.241804,-0.025072,0.022238,0.756626,0.173150,-0.013383,0.100000,0.776253,0.011095,-0.203738,-0.049345,-0.330196
