t,q1,q2,q3,q4,x,y,z,phi,x_des,y_des,z_des,phi_des,xdot,ydot,zdot,phidot,xdot_des,ydot_des,zdot_des,phidot_des,tau1,tau2,tau3,tau4
0.000000,-0.000702,0.906929,0.241544,-1.230908,0.304000,-0.000205,0.033736,-0.082435,0.304000,-0.000205,0.033736,-0.082435,-0.000055,0.000056,0.000851,-0.007142,-0.000000,0.000000,0.000000,0.000000,-0.000040,-0.619317,-0.184832,-0.062930
0.010000,-0.000702,0.906930,0.241543,-1.230869,0.304000,-0.000205,0.033731,-0.082395,0.304000,-0.000205,0.033737,-0.082434,-0.001216,-0.000016,0.014686,-0.117522,-0.000039,0.000019,0.000025,0.000322,0.000234,-0.618984,-0.174989,-0.050385
0.020000,-0.000705,0.906795,0.241578,-1.231002,0.304001,-0.000206,0.033781,-0.082628,0.303999,-0.000205,0.033737,-0.082427,0.000441,-0.000144,0.003826,-0.013829,-0.000153,0.000074,0.000097,0.001276,0.000563,-0.617919,-0.181847,-0.061289
0.030000,-0.000705,0.906450,0.241789,-1.230002,0.304005,-0.000206,0.033719,-0.081762,0.303997,-0.000203,0.033739,-0.082407,-0.000426,0.000022,-0.007545,0.102243,-0.000341,0.000164,0.000217,0.002842,0.000697,-0.615895,-0.191842,-0.074016
0.040000,-0.000701,0.906152,0.242059,-1.229794,0.303992,-0.000205,0.033733,-0.081583,0.303992,-0.000201,0.033742,-0.082368,-0.001231,0.000184,0.002469,0.006958,-0.000599,0.000289,0.000382,0.005001,0.000864,-0.618686,-0.183808,-0.063229
0.050000,-0.000691,0.906111,0.242057,-1.230746,0.303984,-0.000202,0.033864,-0.082577,0.303984,-0.000197,0.033746,-0.082305,0.000257,0.000355,0.014626,-0.116815,-0.000927,0.000447,0.000591,0.007734,0.001045,-0.623357,-0.171672,-0.048694
0.060000,-0.000676,0.906027,0.241973,-1.230895,0.303995,-0.000197,0.033922,-0.082894,0.303973,-0.000192,0.033754,-0.082211,0.000973,0.000545,0.004702,-0.020483,-0.001321,0.000638,0.000842,0.011023,0.001218,-0.623088,-0.178324,-0.058479
0.070000,-0.000653,0.905615,0.242241,-1.229713,0.303997,-0.000191,0.033847,-0.081857,0.303958,-0.000185,0.033763,-0.082083,-0.001130,0.000759,-0.009030,0.124019,-0.001780,0.000859,0.001134,0.014850,0.001385,-0.620555,-0.191287,-0.074100
0.080000,-0.000622,0.905138,0.242725,-1.229217,0.303973,-0.000182,0.033839,-0.081354,0.303937,-0.000175,0.033776,-0.081913,-0.002738,0.001006,0.000414,0.041182,-0.002300,0.001110,0.001466,0.019195,0.001557,-0.622638,-0.184474,-0.064543
0.090000,-0.000582,0.904902,0.242964,-1.230121,0.303949,-0.000170,0.033979,-0.082254,0.303912,-0.000162,0.033793,-0.081697,-0.001217,0.001266,0.016079,-0.111696,-0.002881,0.001391,0.001836,0.024041,0.001741,-0.627512,-0.169452,-0.046593
0.100000,-0.000582,0.904902,0.242964,-1.230121,0.303949,-0.000170,0.033979,-0.082254,0.303880,-0.000147,0.033813,-0.081430,-0.001217,0.001266,0.016079,-0.111696,-0.003520,0.001699,0.002243,0.029371,0.002148,-0.629856,-0.168595,-0.045784
0.110000,-0.000533,0.904641,0.243066,-1.230356,0.303947,-0.000156,0.034067,-0.082649,0.303841,-0.000128,0.033838,-0.081108,-0.000017,0.001561,0.008203,-0.031710,-0.004214,0.002034,0.002685,0.035165,0.002329,-0.629888,-0.173043,-0.053398
0.120000,-0.000474,0.903994,0.243530,-1.228988,0.303941,-0.000138,0.034002,-0.081464,0.303795,-0.000106,0.033867,-0.080725,-0.002072,0.001861,-0.008139,0.141970,-0.004962,0.002396,0.003162,0.041408,0.002513,-0.626793,-0.188043,-0.071935
0.130000,-0.000403,0.903054,0.244428,-1.227391,0.303905,-0.000118,0.033917,-0.079909,0.303742,-0.000080,0.033901,-0.080278,-0.004698,0.002243,-0.008030,0.159398,-0.005762,0.002782,0.003671,0.048081,0.002660,-0.625984,-0.190187,-0.073511
0.140000,-0.000318,0.902031,0.245497,-1.226431,0.303848,-0.000093,0.033907,-0.078903,0.303680,-0.000050,0.033941,-0.079762,-0.005937,0.002641,0.000397,0.092146,-0.006611,0.003192,0.004212,0.055168,0.002813,-0.627193,-0.183992,-0.065509
0.150000,-0.000220,0.901264,0.246279,-1.227090,0.303793,-0.000064,0.034075,-0.079547,0.303609,-0.000016,0.033986,-0.079174,-0.004036,0.003057,0.019674,-0.091134,-0.007508,0.003624,0.004784,0.062652,0.002974,-0.632315,-0.165700,-0.043947
0.160000,-0.000106,0.900679,0.246660,-1.228035,0.303769,-0.000031,0.034297,-0.080695,0.303529,0.000022,0.034036,-0.078508,-0.001120,0.003471,0.022821,-0.122436,-0.008450,0.004079,0.005384,0.070515,0.003141,-0.635494,-0.159287,-0.038683
0.170000,0.000023,0.900054,0.246916,-1.228303,0.303766,0.000007,0.034468,-0.081333,0.303440,0.000065,0.034093,-0.077762,-0.000121,0.003878,0.016777,-0.057937,-0.009436,0.004555,0.006012,0.078742,0.003315,-0.636314,-0.162040,-0.044020
0.180000,0.000161,0.898974,0.247601,-1.226690,0.303758,0.000047,0.034459,-0.080114,0.303341,0.000113,0.034157,-0.076932,-0.002650,0.004285,-0.002878,0.150059,-0.010464,0.005051,0.006667,0.087316,0.003491,-0.633028,-0.179811,-0.065871
0.190000,0.000316,0.897454,0.248922,-1.224449,0.303708,0.000092,0.034388,-0.078072,0.303231,0.000166,0.034227,-0.076015,-0.006887,0.004697,-0.007348,0.216254,-0.011531,0.005567,0.007347,0.096221,0.003679,-0.631588,-0.187052,-0.072557
0.200000,0.000485,0.895707,0.250647,-1.222628,0.303621,0.000142,0.034364,-0.076274,0.303110,0.000225,0.034304,-0.075007,-0.009597,0.005123,-0.001172,0.176403,-0.012636,0.006100,0.008051,0.105442,0.003875,-0.632085,-0.184025,-0.067501
0.210000,0.000670,0.894180,0.252185,-1.222689,0.303526,0.000195,0.034545,-0.076324,0.302978,0.000288,0.034388,-0.073905,-0.008258,0.005569,0.021393,-0.034660,-0.013777,0.006651,0.008778,0.114961,0.004082,-0.637514,-0.163527,-0.042773
0.220000,0.000870,0.892911,0.253238,-1.223492,0.303462,0.000254,0.034830,-0.077342,0.302834,0.000358,0.034479,-0.072707,-0.004670,0.006024,0.030220,-0.118362,-0.014952,0.007218,0.009526,0.124765,0.004289,-0.641624,-0.151973,-0.031411
0.230000,0.001086,0.891700,0.253987,-1.223903,0.303431,0.000316,0.035102,-0.078216,0.302679,0.000433,0.034578,-0.071409,-0.002306,0.006483,0.027513,-0.087969,-0.016159,0.007800,0.010296,0.134837,0.004495,-0.643665,-0.150551,-0.032487
0.240000,0.001318,0.889802,0.255332,-1.221223,0.303397,0.000384,0.035081,-0.076088,0.302511,0.000514,0.034685,-0.070009,-0.006301,0.006980,-0.005588,0.259281,-0.017396,0.008398,0.011084,0.145163,0.004650,-0.636940,-0.180694,-0.069529
0.250000,0.001318,0.889802,0.255332,-1.221223,0.303397,0.000384,0.035081,-0.076088,0.302331,0.000601,0.034800,-0.068505,-0.006301,0.006980,-0.005588,0.259281,-0.018662,0.009009,0.011891,0.155727,0.005356,-0.641816,-0.179130,-0.067690
0.260000,0.001567,0.887399,0.257478,-1.218320,0.303301,0.000457,0.035037,-0.073443,0.302138,0.000694,0.034923,-0.066894,-0.011679,0.007492,-0.003721,0.270382,-0.019955,0.009633,0.012714,0.166515,0.005544,-0.641039,-0.182130,-0.068117
0.270000,0.001836,0.885337,0.259442,-1.218555,0.303181,0.000535,0.035319,-0.073775,0.301931,0.000794,0.035054,-0.065174,-0.010271,0.008028,0.033243,-0.080186,-0.021273,0.010269,0.013554,0.177512,0.005758,-0.649884,-0.149709,-0.027543
0.280000,0.001836,0.885337,0.259442,-1.218555,0.303181,0.000535,0.035319,-0.073775,0.301712,0.000899,0.035194,-0.063343,-0.010271,0.008028,0.033243,-0.080186,-0.022614,0.010917,0.014409,0.188704,0.006519,-0.655276,-0.148027,-0.025493
0.290000,0.002126,0.883440,0.260936,-1.218958,0.303100,0.000619,0.035658,-0.074582,0.301479,0.001012,0.035343,-0.061399,-0.006666,0.008743,0.035220,-0.089037,-0.023977,0.011575,0.015277,0.200076,0.006611,-0.657335,-0.141961,-0.021849
0.300000,0.002443,0.880756,0.262966,-1.215709,0.303029,0.000711,0.035672,-0.071987,0.301232,0.001131,0.035500,-0.059341,-0.009817,0.009609,-0.001639,0.308234,-0.025360,0.012242,0.016158,0.211616,0.006550,-0.647524,-0.174717,-0.064086
0.310000,0.002443,0.880756,0.262966,-1.215709,0.303029,0.000711,0.035672,-0.071987,0.300972,0.001257,0.035666,-0.057166,-0.009817,0.009609,-0.001639,0.308234,-0.026761,0.012919,0.017051,0.223308,0.007362,-0.653425,-0.172925,-0.061827
0.320000,0.002790,0.877395,0.265888,-1.211785,0.302896,0.000812,0.035639,-0.068502,0.300697,0.001389,0.035841,-0.054874,-0.015741,0.010422,-0.002280,0.357757,-0.028179,0.013603,0.017954,0.235140,0.007369,-0.650002,-0.179059,-0.066363
0.330000,0.003169,0.874261,0.268749,-1.211175,0.302731,0.000921,0.035967,-0.068165,0.300408,0.001529,0.036025,-0.052463,-0.014987,0.011394,0.038966,-0.017260,-0.029612,0.014295,0.018867,0.247098,0.007308,-0.656985,-0.144410,-0.022904
0.340000,0.003580,0.871342,0.271058,-1.211317,0.302606,0.001040,0.036424,-0.068917,0.300105,0.001675,0.036218,-0.049932,-0.010438,0.012279,0.048157,-0.093677,-0.031058,0.014993,0.019789,0.259168,0.007300,-0.659957,-0.132017,-0.011529
0.350000,0.004019,0.867740,0.273701,-1.207855,0.302504,0.001168,0.036567,-0.066414,0.299787,0.001829,0.036421,-0.047279,-0.012440,0.013040,0.011119,0.296737,-0.032517,0.015697,0.020718,0.271339,0.007323,-0.651217,-0.163014,-0.052692
0.360000,0.004483,0.863419,0.277225,-1.203064,0.302346,0.001302,0.036594,-0.062420,0.299454,0.001989,0.036633,-0.044505,-0.018725,0.013708,0.002582,0.418237,-0.033986,0.016406,0.021654,0.283596,0.007414,-0.647049,-0.175776,-0.065114
0.370000,0.004977,0.859349,0.280746,-1.201658,0.302149,0.001444,0.036974,-0.061564,0.299107,0.002157,0.036854,-0.041607,-0.018333,0.014481,0.043549,0.036366,-0.035464,0.017120,0.022596,0.295928,0.007491,-0.655829,-0.141760,-0.020989
0.380000,0.005489,0.855676,0.283601,-1.201664,0.301993,0.001592,0.037533,-0.062387,0.298745,0.002332,0.037085,-0.038586,-0.013112,0.015035,0.058560,-0.108293,-0.036949,0.017837,0.023542,0.308322,0.007734,-0.662203,-0.124148,-0.001935
0.390000,0.006020,0.851429,0.286635,-1.198051,0.301866,0.001745,0.037771,-0.059987,0.298368,0.002514,0.037325,-0.035440,-0.014593,0.015558,0.020280,0.286166,-0.038440,0.018557,0.024492,0.320766,0.007932,-0.654316,-0.154640,-0.043278
0.400000,0.006571,0.846382,0.290591,-1.192438,0.301685,0.001904,0.037823,-0.055464,0.297976,0.002703,0.037574,-0.032170,-0.021600,0.016078,0.004179,0.480394,-0.039936,0.019279,0.025445,0.333248,0.008119,-0.648837,-0.173992,-0.063658
0.410000,0.007143,0.841516,0.294684,-1.190149,0.301454,0.002068,0.038216,-0.053948,0.297570,0.002899,0.037834,-0.028775,-0.022068,0.016675,0.044600,0.105233,-0.041435,0.020002,0.026400,0.345756,0.008329,-0.657697,-0.141767,-0.020343
0.420000,0.007736,0.837139,0.298081,-1.189935,0.301262,0.002238,0.038851,-0.054715,0.297148,0.003103,0.038102,-0.025255,-0.016355,0.017313,0.067038,-0.111657,-0.042936,0.020727,0.027356,0.358278,0.008537,-0.665963,-0.118558,0.006843
0.430000,0.008350,0.832267,0.301503,-1.186231,0.301107,0.002414,0.039184,-0.052461,0.296711,0.003314,0.038381,-0.021610,-0.017081,0.017877,0.030069,0.267746,-0.044437,0.021451,0.028313,0.370804,0.008718,-0.658372,-0.146515,-0.032538
0.440000,0.008984,0.826504,0.305846,-1.179844,0.300900,0.002596,0.039271,-0.047494,0.296259,0.003532,0.038669,-0.017839,-0.024553,0.018395,0.006869,0.532666,-0.045937,0.022175,0.029268,0.383321,0.008892,-0.650953,-0.171651,-0.060602
0.450000,0.009639,0.820814,0.310474,-1.176551,0.300636,0.002782,0.039673,-0.045263,0.295792,0.003757,0.038966,-0.013943,-0.025990,0.018953,0.045266,0.181330,-0.047434,0.022898,0.030223,0.395819,0.009122,-0.659117,-0.142705,-0.019984
0.460000,0.010316,0.815674,0.314420,-1.175963,0.300404,0.002975,0.040377,-0.045869,0.295310,0.003990,0.039273,-0.009923,-0.019947,0.019588,0.074760,-0.103455,-0.048929,0.023620,0.031175,0.408286,0.009351,-0.669195,-0.114713,0.014797
0.470000,0.011013,0.810138,0.318234,-1.172171,0.300217,0.003174,0.040814,-0.043799,0.294814,0.004230,0.039590,-0.005778,-0.019860,0.020146,0.040988,0.243078,-0.050418,0.024339,0.032124,0.420713,0.009547,-0.662210,-0.138750,-0.020661
0.480000,0.011013,0.810138,0.318234,-1.172171,0.300217,0.003174,0.040814,-0.043799,0.294302,0.004477,0.039916,-0.001509,-0.019860,0.020146,0.040988,0.243078,-0.051901,0.025055,0.033069,0.433089,0.010593,-0.671006,-0.136876,-0.017322
0.490000,0.011731,0.803646,0.322919,-1.165076,0.299982,0.003379,0.040952,-0.038510,0.293776,0.004731,0.040251,0.002884,-0.027636,0.020612,0.011497,0.570804,-0.053377,0.025767,0.034009,0.445404,0.010793,-0.661698,-0.166673,-0.052104
0.500000,0.012470,0.797103,0.328029,-1.160685,0.299683,0.003588,0.041366,-0.035552,0.293234,0.004992,0.040596,0.007399,-0.030068,0.021173,0.046068,0.260233,-0.054844,0.026475,0.034944,0.457647,0.011013,-0.668978,-0.142514,-0.016003
0.510000,0.013236,0.790357,0.333203,-1.156254,0.299378,0.003804,0.041820,-0.032694,0.292679,0.005260,0.040950,0.012036,-0.030984,0.021966,0.047090,0.283736,-0.056301,0.027179,0.035872,0.469808,0.011051,-0.667027,-0.142778,-0.016218
0.520000,0.014030,0.784014,0.337905,-1.154702,0.299093,0.004028,0.042602,-0.032783,0.292108,0.005536,0.041313,0.016795,-0.025560,0.022852,0.083718,-0.057876,-0.057748,0.027877,0.036794,0.481879,0.011111,-0.677208,-0.111699,0.024964
0.530000,0.014854,0.777291,0.342406,-1.150379,0.298848,0.004261,0.043177,-0.030683,0.291524,0.005818,0.041686,0.021674,-0.025189,0.023603,0.056223,0.236467,-0.059182,0.028570,0.037708,0.493849,0.011169,-0.669633,-0.130465,-0.004379
0.540000,0.015704,0.770281,0.347086,-1.145763,0.298588,0.004501,0.043763,-0.028395,0.290925,0.006107,0.042067,0.026671,-0.026571,0.024279,0.060174,0.224432,-0.060604,0.029256,0.038613,0.505709,0.011275,-0.670273,-0.128773,-0.000260
0.550000,0.016579,0.762831,0.352110,-1.140161,0.298303,0.004747,0.044285,-0.025220,0.290312,0.006403,0.042458,0.031787,-0.030530,0.024871,0.052403,0.329185,-0.062011,0.029935,0.039510,0.517451,0.011395,-0.667575,-0.137741,-0.009291
0.560000,0.017477,0.754960,0.357549,-1.134125,0.297978,0.004999,0.044795,-0.021616,0.289685,0.006706,0.042857,0.037020,-0.034130,0.025233,0.052573,0.361448,-0.063402,0.030607,0.040397,0.529065,0.011673,-0.665539,-0.141104,-0.010560
0.570000,0.018400,0.746958,0.363108,-1.128820,0.297635,0.005256,0.045408,-0.018753,0.289044,0.007015,0.043266,0.042368,-0.034602,0.025842,0.064356,0.270395,-0.064778,0.031271,0.041273,0.540542,0.011819,-0.667953,-0.133623,0.001981
0.580000,0.019348,0.738883,0.368568,-1.123693,0.297296,0.005521,0.046078,-0.016243,0.288389,0.007331,0.043683,0.047830,-0.033695,0.026683,0.068848,0.242054,-0.066136,0.031926,0.042138,0.551875,0.011816,-0.669938,-0.130017,0.007831
0.590000,0.020317,0.730707,0.373945,-1.118555,0.296960,0.005790,0.046786,-0.013904,0.287721,0.007653,0.044109,0.053405,-0.033625,0.027234,0.072300,0.227762,-0.067476,0.032573,0.042992,0.563054,0.011997,-0.671276,-0.127874,0.012344
0.600000,0.021308,0.722102,0.379489,-1.111846,0.296612,0.006065,0.047383,-0.010255,0.287040,0.007982,0.044543,0.059091,-0.036311,0.027705,0.059653,0.378176,-0.068796,0.033211,0.043833,0.574072,0.012178,-0.666644,-0.139165,-0.001738
0.610000,0.022320,0.713096,0.385347,-1.104593,0.296232,0.006345,0.047964,-0.006150,0.286345,0.008318,0.044985,0.064886,-0.039555,0.028163,0.059278,0.411879,-0.070096,0.033838,0.044662,0.584921,0.012357,-0.664543,-0.142913,-0.003250
0.620000,0.023353,0.704042,0.391253,-1.098496,0.295836,0.006630,0.048690,-0.003201,0.285638,0.008659,0.045436,0.070789,-0.039444,0.028702,0.075436,0.275839,-0.071375,0.034456,0.045477,0.595593,0.012534,-0.668529,-0.132919,0.014371
0.630000,0.024408,0.694956,0.396988,-1.092630,0.295449,0.006920,0.049479,-0.000686,0.284918,0.009007,0.045895,0.076797,-0.038278,0.029258,0.080743,0.241519,-0.072632,0.035062,0.046277,0.606080,0.012708,-0.670321,-0.129219,0.021121
0.640000,0.025485,0.685514,0.402748,-1.085260,0.295058,0.007215,0.050170,0.003001,0.284185,0.009360,0.046361,0.082910,-0.040297,0.029715,0.069221,0.378741,-0.073866,0.035658,0.047063,0.616376,0.012882,-0.665796,-0.139050,0.008603
0.650000,0.026581,0.675677,0.408750,-1.077161,0.294638,0.007515,0.050830,0.007266,0.283441,0.009720,0.046836,0.089124,-0.043565,0.030152,0.066971,0.429065,-0.075076,0.036242,0.047834,0.626472,0.013041,-0.663063,-0.144225,0.005338
0.660000,0.027700,0.665762,0.414825,-1.070068,0.294200,0.007819,0.051619,0.010518,0.282684,0.010085,0.047318,0.095438,-0.043865,0.030637,0.081532,0.308257,-0.076261,0.036814,0.048590,0.636363,0.013218,-0.666604,-0.136500,0.021291
0.670000,0.028839,0.655822,0.420743,-1.063339,0.293769,0.008128,0.052483,0.013226,0.281915,0.010456,0.047808,0.101851,-0.042823,0.031164,0.088244,0.259463,-0.077421,0.037374,0.049329,0.646042,0.013386,-0.668761,-0.132655,0.029667
0.680000,0.029999,0.645566,0.426630,-1.055255,0.293333,0.008442,0.053264,0.016942,0.281136,0.010833,0.048305,0.108359,-0.044622,0.031601,0.078442,0.378528,-0.078554,0.037921,0.050051,0.655501,0.013545,-0.664439,-0.141134,0.019250
0.690000,0.031180,0.634923,0.432698,-1.046313,0.292870,0.008760,0.054005,0.021308,0.280344,0.011214,0.048809,0.114960,-0.047858,0.031967,0.075122,0.439025,-0.079661,0.038456,0.050756,0.664735,0.013713,-0.660908,-0.147097,0.014954
0.700000,0.032382,0.624165,0.438844,-1.038188,0.292389,0.009083,0.054858,0.024821,0.279542,0.011602,0.049320,0.121653,-0.048423,0.032420,0.087778,0.336506,-0.080740,0.038976,0.051443,0.673737,0.013872,-0.663691,-0.141639,0.028899
0.710000,0.033605,0.613381,0.444849,-1.030498,0.291911,0.009410,0.055793,0.027732,0.278730,0.011994,0.049837,0.128434,-0.047526,0.032922,0.095351,0.279002,-0.081790,0.039483,0.052113,0.682502,0.014022,-0.665860,-0.138124,0.038245
0.720000,0.034848,0.602319,0.450774,-1.021625,0.291429,0.009741,0.056663,0.031468,0.277907,0.012391,0.050362,0.135302,-0.049130,0.033321,0.087611,0.377268,-0.082811,0.039976,0.052763,0.691023,0.014174,-0.661679,-0.145235,0.030202
0.730000,0.036111,0.590888,0.456813,-1.011827,0.290922,0.010077,0.057489,0.035873,0.277074,0.012793,0.050893,0.142254,-0.052232,0.033650,0.083754,0.442000,-0.083803,0.040455,0.053395,0.699296,0.014326,-0.657511,-0.151516,0.025525
0.740000,0.037394,0.579315,0.462918,-1.002639,0.290397,0.010415,0.058411,0.039594,0.276231,0.013200,0.051430,0.149287,-0.053043,0.034067,0.094361,0.359067,-0.084764,0.040919,0.054007,0.707314,0.014462,-0.659294,-0.148254,0.037323
0.750000,0.038698,0.567708,0.468898,-0.993901,0.289872,0.010759,0.059413,0.042705,0.275378,0.013612,0.051973,0.156399,-0.052371,0.034516,0.102175,0.298703,-0.085693,0.041368,0.054599,0.715073,0.014606,-0.661175,-0.145537,0.046970
0.760000,0.040022,0.555861,0.474761,-0.984162,0.289342,0.011106,0.060368,0.046461,0.274517,0.014028,0.052522,0.163587,-0.053766,0.034890,0.096297,0.376490,-0.086592,0.041801,0.055172,0.722567,0.014739,-0.657316,-0.151555,0.041225
0.770000,0.041365,0.543676,0.480669,-0.973487,0.288790,0.011456,0.061281,0.050858,0.273647,0.014448,0.053076,0.170849,-0.056674,0.035135,0.092397,0.440090,-0.087457,0.042219,0.055723,0.729792,0.014902,-0.652646,-0.157803,0.036746
0.780000,0.042728,0.531335,0.486620,-0.963226,0.288219,0.011809,0.062272,0.054729,0.272768,0.014872,0.053636,0.178182,-0.057694,0.035480,0.101091,0.375482,-0.088290,0.042621,0.056254,0.736744,0.015035,-0.653232,-0.156455,0.046537
0.790000,0.044110,0.518948,0.492454,-0.953381,0.287647,0.012167,0.063338,0.058022,0.271881,0.015300,0.054201,0.185583,-0.057263,0.035885,0.108580,0.317214,-0.089090,0.043007,0.056764,0.743417,0.015161,-0.654554,-0.154831,0.055919
0.800000,0.045511,0.506360,0.498144,-0.942703,0.287069,0.012527,0.064373,0.061801,0.270986,0.015732,0.054771,0.193050,-0.058517,0.036180,0.104367,0.376501,-0.089856,0.043377,0.057252,0.749808,0.015303,-0.650850,-0.160059,0.052227
0.810000,0.046930,0.493471,0.503816,-0.931127,0.286471,0.012890,0.065370,0.066160,0.270084,0.016168,0.055346,0.200579,-0.061192,0.036414,0.100828,0.434699,-0.090588,0.043730,0.057718,0.755913,0.015428,-0.645754,-0.166038,0.048397
0.820000,0.048369,0.480427,0.509494,-0.919793,0.285855,0.013256,0.066428,0.070128,0.269175,0.016607,0.055925,0.208167,-0.062280,0.036692,0.107517,0.386858,-0.091284,0.044067,0.058162,0.761727,0.015554,-0.645346,-0.166373,0.056326
0.830000,0.049826,0.467331,0.515058,-0.908806,0.285235,0.013625,0.067554,0.073582,0.268258,0.017049,0.056509,0.215812,-0.062100,0.037036,0.114231,0.334508,-0.091946,0.044386,0.058583,0.767248,0.015667,-0.645848,-0.165986,0.065001
0.840000,0.051301,0.454069,0.520457,-0.897140,0.284609,0.013997,0.068660,0.077387,0.267336,0.017494,0.057097,0.223511,-0.063315,0.037297,0.111681,0.376843,-0.092572,0.044688,0.058982,0.772471,0.015782,-0.641878,-0.170583,0.063175
0.850000,0.052794,0.440555,0.525782,-0.884649,0.283965,0.014371,0.069734,0.081688,0.266407,0.017943,0.057689,0.231261,-0.065686,0.037461,0.108555,0.427449,-0.093162,0.044973,0.059358,0.777394,0.015906,-0.636577,-0.176261,0.060198
0.860000,0.054304,0.426897,0.531071,-0.872250,0.283304,0.014747,0.070853,0.085718,0.265473,0.018394,0.058284,0.239058,-0.066859,0.037680,0.113590,0.393833,-0.093715,0.045240,0.059711,0.782014,0.016017,-0.634904,-0.177902,0.066539
0.870000,0.055832,0.413189,0.536240,-0.860113,0.282638,0.015126,0.072030,0.089316,0.264533,0.018847,0.058883,0.246900,-0.066880,0.037942,0.119134,0.349839,-0.094232,0.045490,0.060040,0.786327,0.016127,-0.634494,-0.178774,0.074205
0.880000,0.057377,0.399356,0.541229,-0.847429,0.281965,0.015507,0.073196,0.093156,0.263588,0.019303,0.059485,0.254783,-0.067968,0.038132,0.117458,0.379590,-0.094712,0.045721,0.060346,0.790331,0.016239,-0.630480,-0.183151,0.073699
0.890000,0.058938,0.385325,0.546095,-0.834018,0.281275,0.015889,0.074335,0.097401,0.262639,0.019762,0.060090,0.262705,-0.070049,0.038243,0.114863,0.421238,-0.095155,0.045935,0.060628,0.794024,0.016351,-0.624933,-0.188509,0.071689
0.900000,0.060515,0.371175,0.550883,-0.820594,0.280571,0.016272,0.075507,0.101464,0.261685,0.020222,0.060697,0.270663,-0.071205,0.038395,0.118488,0.398416,-0.095560,0.046131,0.060886,0.797403,0.016451,-0.622101,-0.191100,0.076790
0.910000,0.062109,0.356987,0.555537,-0.807342,0.279860,0.016658,0.076725,0.105182,0.260728,0.020684,0.061307,0.278652,-0.071437,0.038594,0.122962,0.362982,-0.095927,0.046308,0.061120,0.800467,0.016542,-0.620375,-0.192974,0.083415
0.920000,0.063718,0.342712,0.559999,-0.793645,0.279142,0.017045,0.077935,0.109066,0.259767,0.021148,0.061920,0.286671,-0.072448,0.038722,0.121883,0.383444,-0.096256,0.046467,0.061329,0.803213,0.016642,-0.615947,-0.197258,0.083838
0.930000,0.065342,0.328299,0.564299,-0.779325,0.278409,0.017433,0.079124,0.113273,0.258803,0.021614,0.062534,0.294716,-0.074279,0.038773,0.119794,0.416491,-0.096547,0.046607,0.061515,0.805640,0.016743,-0.609990,-0.202323,0.082715
0.940000,0.066981,0.313807,0.568482,-0.764922,0.277663,0.017821,0.080334,0.117368,0.257836,0.022080,0.063150,0.302783,-0.075321,0.038858,0.121998,0.402546,-0.096799,0.046729,0.061676,0.807747,0.016835,-0.606251,-0.205674,0.086734
0.950000,0.068634,0.299302,0.572513,-0.750613,0.276911,0.018211,0.081577,0.121202,0.256867,0.022548,0.063767,0.310869,-0.075701,0.038977,0.125294,0.375644,-0.097013,0.046832,0.061812,0.809531,0.016917,-0.603214,-0.208371,0.092278
0.960000,0.070302,0.284759,0.576339,-0.735948,0.276151,0.018601,0.082814,0.125150,0.255896,0.023017,0.064386,0.318972,-0.076559,0.039038,0.124313,0.389961,-0.097188,0.046917,0.061923,0.810992,0.017009,-0.598422,-0.212707,0.093224
0.970000,0.071982,0.270140,0.579977,-0.720766,0.275379,0.018991,0.084032,0.129351,0.254923,0.023486,0.065006,0.327088,-0.078146,0.038858,0.122535,0.415534,-0.097325,0.046983,0.062010,0.812130,0.017204,-0.592038,-0.217551,0.092808
0.980000,0.073677,0.255495,0.583461,-0.705464,0.274596,0.019382,0.085260,0.133491,0.253950,0.023956,0.065626,0.335214,-0.078995,0.039061,0.123516,0.408225,-0.097422,0.047030,0.062072,0.812943,0.017177,-0.587455,-0.221380,0.095945
0.990000,0.075385,0.240871,0.586775,-0.690196,0.273807,0.019774,0.086509,0.137449,0.252975,0.024427,0.066247,0.343346,-0.079397,0.039141,0.125538,0.389465,-0.097481,0.047058,0.062110,0.813431,0.017230,-0.583266,-0.224693,0.100400
1.000000,0.077106,0.226260,0.589874,-0.674648,0.273011,0.020166,0.087751,0.141487,0.252000,0.024897,0.066868,0.351481,-0.080115,0.039138,0.124519,0.399602,-0.097500,0.047067,0.062122,0.813594,0.017311,-0.577864,-0.229027,0.101613
1.010000,0.078838,0.211641,0.592766,-0.658687,0.272205,0.020557,0.088975,0.145720,0.251025,0.025368,0.067489,0.359617,-0.081266,0.039000,0.122535,0.420190,-0.097481,0.047058,0.062110,0.813431,0.017441,-0.571389,-0.233755,0.101552
1.020000,0.080582,0.197049,0.595478,-0.642595,0.271391,0.020947,0.090199,0.149932,0.250051,0.025839,0.068110,0.367749,-0.082111,0.039008,0.122923,0.416379,-0.097422,0.047030,0.062072,0.812943,0.017478,-0.565515,-0.237692,0.104130
1.030000,0.082336,0.182525,0.598004,-0.626504,0.270572,0.021338,0.091434,0.154024,0.249077,0.026309,0.068731,0.375875,-0.082381,0.038997,0.123637,0.404668,-0.097325,0.046983,0.062010,0.812130,0.017539,-0.560488,-0.241427,0.107564
